Date & Time,Barometer - in Hg,Inside Temp - °F,Inside Hum - %,Inside Dew Point - °F,Inside Heat Index - °F,Inside EMC,Temp - °F,High Temp - °F,Low Temp - °F,Hum - %,Dew Point - °F,Wet Bulb - °F,Wind Speed - mph,Wind Direction,Wind Run - mi,High Wind Speed - mph,High Wind Direction,Wind Chill - °F,Heat Index - °F,THW Index - °F,THSW Index - °F,Rain - in,Rain Rate - in/h,Solar Rad - W/m^2,Solar Energy - Ly,High Solar Rad - W/m^2,ET - in,UV Index,UV Dose - MEDs,High UV Index,Heating Degree Days,Cooling Degree Days
10/24/2020 9:00,29.9,79,44,55,78,8.2,60,62,60,90,57,58,3,WNW,1.5,20,NNW,60,61,61,59,0,0,8,0.34,14,0,0,0,0,0.1,0
10/24/2020 9:30,29.92,79,39,52,77,7.5,58,60,58,85,53,55,7,WNW,3.5,24,WNW,57,58,57,55,0,0,16,0.69,26,0,0,0,0,0.148,0
10/24/2020 10:00,29.93,78,36,49,77,7,57,58,57,79,51,53,7,WNW,3.5,24,WNW,56,57,55,55,0,0,37,1.59,65,0,0,0,0,0.167,0
10/24/2020 10:30,29.93,78,34,47,76,6.7,56,57,56,76,49,52,9,WNW,4.5,27,W,53,56,53,52,0,0,51,2.19,63,0,0,0,0,0.181,0
10/24/2020 11:00,29.95,78,33,46,76,6.6,55,56,55,75,48,51,6,W,3,23,W,54,55,53,54,0,0,77,3.31,100,0,1,0.1,1,0.202,0
10/24/2020 11:30,29.96,78,32,46,76,6.4,55,55,55,75,47,50,4,NW,2,18,NNW,55,54,54,56,0,0,132,5.68,220,0,1,0.2,2,0.208,0
10/24/2020 12:00,29.96,78,32,45,76,6.4,55,55,55,76,48,51,5,NW,2.5,22,NW,54,55,54,58,0,0,215,9.25,274,0,2,0.4,2,0.204,0
10/24/2020 12:30,29.96,78,31,45,76,6.2,55,56,55,74,47,50,6,NW,3,19,NNE,54,55,53,59,0,0,309,13.29,476,0,2,0.5,3,0.2,0
10/24/2020 13:00,29.96,78,31,45,76,6.2,55,56,55,73,47,50,7,NNW,3.5,21,NNW,54,55,53,58,0,0,263,11.31,343,0.01,2,0.5,3,0.2,0
10/24/2020 13:30,29.95,78,30,44,76,6.1,56,56,55,71,47,50,6,NW,3,20,W,55,55,54,62,0,0,401,17.25,582,0,3,0.6,3,0.188,0
10/24/2020 14:00,29.96,78,30,44,76,6.1,57,57,56,70,47,51,6,NW,3,20,NNW,56,56,55,65,0,0,562,24.18,686,0.01,3,0.6,3,0.169,0
10/24/2020 14:30,29.96,78,29,43,76,5.8,56,57,56,69,46,50,7,NW,3.5,21,WNW,54,55,53,61,0,0,402,17.29,536,0,2,0.5,3,0.188,0
10/24/2020 15:00,29.95,78,29,43,76,5.8,56,56,56,68,46,50,7,NW,3.5,22,WNW,55,55,54,63,0,0,438,18.84,464,0.01,2,0.4,2,0.179,0
10/24/2020 15:30,29.96,78,28,42,76,5.7,56,56,56,67,45,50,7,NW,3.5,23,WNW,55,55,54,62,0,0,383,16.48,415,0,2,0.3,2,0.183,0
10/24/2020 16:00,29.96,78,28,42,76,5.7,55,56,55,68,44,49,9,NW,4.5,27,NW,52,54,51,58,0,0,318,13.68,350,0.01,1,0.2,1,0.213,0
10/24/2020 16:30,29.96,78,27,41,76,5.6,54,55,54,68,43,48,7,NW,3.5,21,N,52,53,51,57,0,0,245,10.54,285,0,1,0.1,1,0.233,0
10/24/2020 17:00,29.98,77,27,41,75,5.6,53,54,53,68,43,47,5,WNW,2.5,20,W,52,52,51,55,0,0,157,6.75,200,0,0,0,1,0.244,0
10/24/2020 17:30,29.99,77,27,41,75,5.6,52,53,52,69,42,46,4,WNW,2,19,NW,51,51,51,52,0,0,69,2.97,107,0,0,0,0,0.267,0
10/24/2020 18:00,30.01,77,27,40,75,5.6,50,52,50,71,41,45,5,WNW,2.5,18,W,49,50,48,45,0,0,17,0.73,33,0,0,0,0,0.306,0
10/24/2020 18:30,30.03,77,27,41,75,5.6,49,50,49,72,40,44,2,NW,1,12,WNW,49,49,49,45,0,0,0,0,5,0,0,0,0,0.335,0
10/24/2020 19:00,30.05,77,27,41,75,5.6,48,49,48,71,39,43,3,WNW,1.5,16,NNW,47,47,47,44,0,0,0,0,0,0,0,0,0,0.356,0
10/24/2020 19:30,30.08,77,26,40,75,5.4,47,48,47,72,39,43,3,NW,1.5,17,WNW,47,47,46,43,0,0,0,0,0,0,0,0,0,0.367,0
10/24/2020 20:00,30.09,78,26,40,76,5.4,47,47,47,72,38,42,3,NNW,1.5,15,N,46,46,46,42,0,0,0,0,0,0,0,0,0,0.379,0
10/24/2020 20:30,30.1,77,26,40,75,5.4,46,47,46,71,37,42,3,NNW,1.5,17,NNW,45,46,45,42,0,0,0,0,0,0,0,0,0,0.39,0
10/24/2020 21:00,30.1,77,26,40,75,5.4,46,46,46,72,37,41,5,NNW,2.5,15,NW,43,45,43,40,0,0,0,0,0,0,0,0,0,0.402,0
10/24/2020 21:30,30.11,77,25,39,75,5.3,45,46,45,73,37,41,5,NNW,2.5,13,NNW,42,45,42,39,0,0,0,0,0,0,0,0,0,0.417,0
10/24/2020 22:00,30.12,78,25,39,75,5.3,44,45,44,74,37,40,4,NNW,2,16,N,43,44,42,39,0,0,0,0,0,0,0,0,0,0.427,0
10/24/2020 22:30,30.13,78,25,39,75,5.3,44,44,44,75,37,40,4,NNW,2,14,NNW,42,44,42,38,0,0,0,0,0,0,0,0,0,0.438,0
10/24/2020 23:00,30.13,78,25,39,76,5.3,44,44,44,75,36,40,2,NNW,1,11,NW,44,44,44,40,0,0,0,0,0,0,0,0,0,0.44,0
10/24/2020 23:30,30.14,78,24,38,76,5.2,44,44,44,75,36,40,1,NNW,0.5,10,NW,44,43,43,40,0,0,0,0,0,0,0,0,0,0.444,0
10/25/2020 0:00,30.14,78,24,38,76,5.2,44,44,44,74,36,40,2,NNW,1,9,NNW,44,43,43,40,0,0,0,0,0,0,0,0,0,0.448,0
10/25/2020 0:30,30.14,78,24,38,76,5.2,43,44,43,72,35,39,2,NNW,1,10,NW,43,43,43,40,0,0,0,0,0,0,0,0,0,0.45,0
10/25/2020 1:00,30.15,78,24,38,76,5.2,43,43,43,72,35,39,2,NNW,1,12,NNW,43,43,43,39,0,0,0,0,0,0,0,0,0,0.454,0
10/25/2020 1:30,30.17,78,24,38,76,5.2,42,43,42,73,34,38,2,NNW,1,11,NNW,42,42,42,39,0,0,0,0,0,0,0,0,0,0.471,0
10/25/2020 2:00,30.17,78,24,38,76,5.2,41,42,41,75,34,38,0,,0,8,NNW,41,41,41,38,0,0,0,0,0,0,0,0,0,0.494,0
10/25/2020 2:30,30.17,78,24,38,76,5.2,41,41,41,76,34,37,0,,0,0,,41,40,40,37,0,0,0,0,0,0,0,0,0,0.508,0
10/25/2020 3:00,30.17,78,24,38,76,5.2,40,41,40,78,34,37,0,,0,0,,40,40,40,36,0,0,0,0,0,0,0,0,0,0.521,0
10/25/2020 3:30,30.18,78,23,37,76,5.1,39,40,39,79,33,36,0,,0,2,N,39,39,39,35,0,0,0,0,0,0,0,0,0,0.54,0
10/25/2020 4:00,30.18,78,23,37,76,5.1,39,39,39,78,33,36,1,NW,0.5,10,NNW,39,39,39,35,0,0,0,0,0,0,0,0,0,0.54,0
10/25/2020 4:30,30.19,78,23,37,76,5.1,39,39,39,78,32,36,0,,0,4,NNW,39,38,38,35,0,0,0,0,0,0,0,0,0,0.548,0
10/25/2020 5:00,30.19,78,23,37,76,5.1,38,39,38,80,33,36,0,,0,1,NW,38,38,38,35,0,0,0,0,0,0,0,0,0,0.554,0
10/25/2020 5:30,30.2,78,22,36,76,4.8,38,38,38,81,33,35,0,,0,4,N,38,38,38,34,0,0,0,0,0,0,0,0,0,0.565,0
10/25/2020 6:00,30.21,78,22,36,76,4.8,38,38,38,82,33,35,0,,0,2,NW,38,37,37,34,0,0,0,0,0,0,0,0,0,0.573,0
10/25/2020 6:30,30.23,78,22,36,76,4.8,37,38,37,83,32,35,0,,0,2,WNW,37,37,37,33,0,0,0,0,0,0,0,0,0,0.585,0
10/25/2020 7:00,30.23,78,22,36,76,4.8,37,37,37,84,32,35,0,,0,2,WNW,37,36,36,33,0,0,0,0,0,0,0,0,0,0.592,0
10/25/2020 7:30,30.23,78,22,36,76,4.8,36,37,36,83,32,34,0,,0,2,WNW,36,36,36,33,0,0,1,0.04,7,0,0,0,0,0.598,0
10/25/2020 8:00,30.26,78,22,36,76,4.8,36,36,36,83,32,34,0,,0,1,WNW,36,36,36,33,0,0,18,0.77,39,0,0,0,0,0.596,0
10/25/2020 8:30,30.27,78,21,35,76,4.8,37,37,36,83,32,35,0,,0,2,WNW,37,37,37,37,0,0,66,2.84,113,0,0,0,1,0.581,0
10/25/2020 9:00,30.29,78,21,35,76,4.8,38,38,37,82,33,36,0,,0,3,WNW,38,38,38,41,0,0,133,5.72,213,0,0,0,1,0.562,0
10/25/2020 9:30,30.3,78,21,35,76,4.8,40,40,38,80,34,37,0,,0,4,N,40,39,39,44,0,0,201,8.65,246,0,1,0.1,1,0.527,0
10/25/2020 10:00,30.3,78,21,35,76,4.8,41,41,40,74,34,38,2,E,1,9,E,41,41,41,47,0,0,259,11.14,306,0,1,0.2,1,0.492,0
10/25/2020 10:30,30.3,78,21,35,76,4.8,43,43,41,69,33,38,3,E,1.5,12,ESE,41,42,41,47,0,0,301,12.95,381,0,1,0.3,2,0.465,0
10/25/2020 11:00,30.3,78,20,34,76,4.6,44,44,43,66,33,39,3,E,1.5,14,E,43,43,42,51,0,0,413,17.77,459,0.01,2,0.4,2,0.435,0
10/25/2020 11:30,30.3,78,20,34,76,4.6,44,44,44,65,33,39,4,E,2,11,ENE,42,44,42,50,0,0,454,19.53,487,0,2,0.4,2,0.431,0
10/25/2020 12:00,30.3,78,20,34,76,4.6,45,45,44,64,34,39,3,E,1.5,12,E,44,44,43,52,0,0,481,20.69,519,0.01,2,0.5,3,0.417,0
10/25/2020 12:30,30.29,78,20,34,76,4.6,46,46,45,62,34,39,4,NE,2,12,NNE,44,45,43,53,0,0,524,22.54,547,0,3,0.6,3,0.4,0
10/25/2020 13:00,30.29,78,20,34,76,4.6,46,46,46,61,33,39,5,E,2.5,14,E,44,45,43,52,0,0,485,20.87,543,0.01,3,0.6,3,0.392,0
10/25/2020 13:30,30.28,78,20,34,76,4.6,47,47,46,58,33,39,5,E,2.5,15,E,45,46,44,53,0,0,513,22.07,541,0,2,0.5,3,0.377,0
10/25/2020 14:00,30.27,78,19,33,76,4.3,48,48,47,58,34,40,3,ENE,1.5,15,ENE,47,47,46,55,0,0,499,21.47,540,0.01,2,0.5,3,0.363,0
10/25/2020 14:30,30.28,78,19,33,76,4.3,48,48,48,56,33,40,4,ENE,2,15,ENE,46,47,45,54,0,0,480,20.65,503,0,2,0.4,2,0.36,0
10/25/2020 15:00,30.28,78,18,31,75,4.1,48,49,48,54,32,40,3,E,1.5,13,ENE,48,47,47,55,0,0,435,18.71,459,0.01,2,0.4,2,0.348,0
10/25/2020 15:30,30.27,78,18,31,75,4.1,48,48,48,55,33,40,4,E,2,12,ESE,47,47,46,54,0,0,372,16,404,0,1,0.3,2,0.35,0
10/25/2020 16:00,30.27,78,19,32,75,4.3,48,48,48,53,32,39,4,E,2,13,E,47,47,46,52,0,0,263,11.31,334,0.01,1,0.2,1,0.348,0
10/25/2020 16:30,30.29,78,18,31,75,4.1,48,48,48,53,32,39,4,E,2,13,E,47,47,46,51,0,0,220,9.46,341,0,1,0.1,1,0.348,0
10/25/2020 17:00,30.28,78,18,31,75,4.1,47,48,47,56,32,39,5,E,2.5,12,E,45,46,44,44,0,0,70,3.01,84,0,0,0,1,0.373,0
10/25/2020 17:30,30.29,78,19,32,75,4.3,47,47,47,58,33,39,3,E,1.5,9,ENE,46,46,45,45,0,0,55,2.37,77,0,0,0,0,0.375,0
10/25/2020 18:00,30.29,78,19,32,76,4.3,47,47,47,59,33,39,2,E,1,7,ESE,47,46,46,43,0,0,13,0.56,26,0,0,0,0,0.383,0
10/25/2020 18:30,30.29,78,19,32,76,4.3,46,47,46,62,33,39,1,E,0.5,7,E,46,45,45,42,0,0,0,0,0,0,0,0,0,0.404,0
10/25/2020 19:00,30.3,78,19,32,76,4.3,45,46,45,63,33,39,1,E,0.5,5,E,45,44,44,41,0,0,0,0,0,0,0,0,0,0.417,0
10/25/2020 19:30,30.31,78,19,32,76,4.3,44,45,44,64,33,38,2,E,1,7,ENE,44,44,44,40,0,0,0,0,0,0,0,0,0,0.431,0
10/25/2020 20:00,30.31,78,19,32,76,4.3,44,44,44,64,32,38,3,E,1.5,10,E,42,43,42,38,0,0,0,0,0,0,0,0,0,0.448,0
10/25/2020 20:30,30.3,78,19,32,76,4.3,43,44,43,63,32,37,4,E,2,12,E,41,43,41,37,0,0,0,0,0,0,0,0,0,0.45,0
10/25/2020 21:00,30.31,78,19,32,76,4.3,43,43,43,65,32,37,3,E,1.5,11,E,42,42,41,38,0,0,0,0,0,0,0,0,0,0.458,0
10/25/2020 21:30,30.3,78,19,32,76,4.3,43,43,43,66,32,38,2,E,1,8,E,43,42,42,39,0,0,0,0,0,0,0,0,0,0.46,0
10/25/2020 22:00,30.31,78,19,33,76,4.3,42,43,42,66,32,37,3,E,1.5,9,ENE,41,42,41,37,0,0,0,0,0,0,0,0,0,0.469,0
10/25/2020 22:30,30.3,78,19,33,76,4.3,42,43,42,66,32,37,2,E,1,8,E,42,42,42,38,0,0,0,0,0,0,0,0,0,0.473,0
10/25/2020 23:00,30.3,78,19,33,76,4.3,42,42,42,68,32,37,1,ESE,0.5,4,ESE,42,41,41,38,0,0,0,0,0,0,0,0,0,0.479,0
10/25/2020 23:30,30.29,78,19,33,76,4.3,42,42,42,69,32,37,1,E,0.5,7,E,42,41,41,38,0,0,0,0,0,0,0,0,0,0.481,0
10/26/2020 0:00,30.29,78,19,33,76,4.3,42,42,42,69,32,37,2,E,1,8,E,42,41,41,38,0,0,0,0,0,0,0,0,0,0.485,0
10/26/2020 0:30,30.3,78,19,33,76,4.3,42,42,42,70,32,37,0,,0,5,ENE,42,41,41,38,0,0,0,0,0,0,0,0,0,0.49,0
10/26/2020 1:00,30.28,78,19,33,76,4.3,42,42,41,70,32,37,2,ENE,1,8,E,41,41,41,37,0,0,0,0,0,0,0,0,0,0.49,0
10/26/2020 1:30,30.27,78,19,33,76,4.3,42,42,41,70,33,37,2,E,1,9,ENE,42,41,41,38,0,0,0,0,0,0,0,0,0,0.488,0
10/26/2020 2:00,30.27,78,19,32,76,4.3,42,42,42,70,33,37,1,E,0.5,8,ENE,42,41,41,38,0,0,0,0,0,0,0,0,0,0.485,0
10/26/2020 2:30,30.26,78,19,33,76,4.3,41,42,41,75,34,38,1,E,0.5,9,ENE,41,41,41,38,0.02,0.19,0,0,0,0,0,0,0,0.496,0
10/26/2020 3:00,30.26,78,19,33,76,4.3,40,41,40,82,35,38,0,,0,3,E,40,40,40,37,0.02,0.19,0,0,0,0,0,0,0,0.519,0
10/26/2020 3:30,30.26,78,20,34,76,4.6,39,40,39,85,35,37,1,ESE,0.5,4,ESE,39,39,39,36,0,0,0,0,0,0,0,0,0,0.54,0
10/26/2020 4:00,30.25,78,21,35,76,4.8,39,39,39,87,36,38,0,,0,1,ESE,39,39,39,36,0.02,0.05,0,0,0,0,0,0,0,0.535,0
10/26/2020 4:30,30.25,78,21,35,76,4.8,39,39,39,89,36,38,0,,0,2,ESE,39,39,39,36,0.03,0.1,0,0,0,0,0,0,0,0.537,0
10/26/2020 5:00,30.25,78,21,35,76,4.8,39,39,39,90,37,38,0,,0,4,ESE,39,39,39,36,0,0,0,0,0,0,0,0,0,0.533,0
10/26/2020 5:30,30.25,78,22,36,76,4.8,40,40,39,92,38,39,1,ESE,0.5,4,ESE,40,40,40,37,0,0,0,0,0,0,0,0,0,0.525,0
10/26/2020 6:00,30.25,78,22,36,76,4.8,40,40,40,92,38,39,1,E,0.5,7,E,40,40,40,37,0,0,0,0,0,0,0,0,0,0.523,0
10/26/2020 6:30,30.24,78,22,36,76,4.8,40,40,40,93,38,39,1,E,0.5,4,ESE,40,40,40,37,0,0,0,0,0,0,0,0,0,0.515,0
10/26/2020 7:00,30.24,78,23,37,76,5.1,41,41,40,93,39,40,1,E,0.5,7,E,41,41,41,38,0,0,0,0,0,0,0,0,0,0.508,0
10/26/2020 7:30,30.23,78,23,37,76,5.1,41,41,41,93,39,40,0,,0,6,ESE,41,41,41,38,0,0,0,0,0,0,0,0,0,0.504,0
10/26/2020 8:00,30.24,78,23,37,76,5.1,41,41,41,93,39,40,0,,0,4,SE,41,41,41,38,0.01,0,0,0,0,0,0,0,0,0.498,0
10/26/2020 8:30,30.24,78,24,38,76,5.2,41,41,41,94,40,41,1,ESE,0.5,7,ESE,41,41,41,39,0,0,9,0.39,14,0,0,0,0,0.494,0
10/26/2020 9:00,30.24,78,24,38,76,5.2,42,42,41,94,40,41,0,,0,5,SE,42,42,42,40,0,0,17,0.73,26,0,0,0,0,0.488,0
10/26/2020 9:30,30.24,78,24,38,76,5.2,42,42,42,94,40,41,2,SE,1,5,SE,42,42,42,40,0,0,19,0.82,25,0,0,0,0,0.483,0
10/26/2020 10:00,30.23,78,24,38,76,5.2,42,42,42,95,41,41,1,ESE,0.5,5,ESE,42,42,42,41,0,0,22,0.95,32,0,0,0,0,0.477,0
10/26/2020 10:30,30.21,78,25,39,76,5.3,43,43,42,95,42,42,0,,0,4,ESE,43,43,43,42,0.01,0,28,1.2,42,0,0,0,0,0.458,0
10/26/2020 11:00,30.2,78,25,39,76,5.3,43,43,43,95,42,43,0,,0,7,ESE,43,44,44,42,0.03,0.17,31,1.33,37,0,0,0,0,0.45,0
10/26/2020 11:30,30.19,78,25,39,76,5.3,45,45,43,95,43,44,1,S,0.5,6,S,45,45,45,44,0.05,0.14,44,1.89,56,0,0,0,0,0.423,0
10/26/2020 12:00,30.18,78,26,40,76,5.4,45,45,45,95,44,45,2,SSW,1,11,SW,45,46,46,45,0.01,0.1,54,2.32,72,0,0,0.1,1,0.408,0
10/26/2020 12:30,30.17,78,26,40,76,5.4,46,46,45,95,45,45,3,SSW,1.5,11,SW,45,46,45,45,0,0,59,2.54,70,0,0,0.1,1,0.396,0
10/26/2020 13:00,30.15,78,26,40,76,5.4,46,46,46,95,45,46,3,SSW,1.5,9,SSW,46,47,46,45,0,0,57,2.45,77,0,0,0.1,1,0.385,0
10/26/2020 13:30,30.15,78,27,41,76,5.6,47,47,47,95,46,46,3,SSW,1.5,13,SW,47,48,47,46,0,0,59,2.54,76,0,0,0.1,1,0.371,0
10/26/2020 14:00,30.12,78,27,41,76,5.6,48,48,47,95,46,47,4,SSW,2,14,S,46,48,46,46,0,0,75,3.23,100,0,1,0.1,1,0.363,0
10/26/2020 14:30,30.11,78,27,41,76,5.6,48,48,48,94,46,47,4,SSW,2,15,S,47,48,47,46,0,0,49,2.11,76,0,0,0,1,0.352,0
10/26/2020 15:00,30.11,78,28,42,76,5.7,48,48,48,93,47,47,4,SSW,2,14,SSE,47,49,48,47,0,0,58,2.5,81,0,0,0,1,0.344,0
10/26/2020 15:30,30.08,78,28,42,76,5.7,49,49,48,93,47,48,4,S,2,14,SSE,47,49,48,49,0,0,92,3.96,169,0,0,0.1,1,0.338,0
10/26/2020 16:00,30.07,78,28,42,76,5.7,49,49,49,93,47,48,4,SSW,2,13,SW,48,50,48,49,0,0,74,3.18,127,0,0,0.1,1,0.329,0
10/26/2020 16:30,30.07,78,28,42,76,5.7,49,49,49,93,47,48,4,SSW,2,14,SSE,48,50,48,48,0,0,40,1.72,62,0,0,0,0,0.329,0
10/26/2020 17:00,30.07,78,29,43,76,5.8,49,49,49,93,47,48,4,SSW,2,13,SW,48,50,49,47,0,0,18,0.77,26,0,0,0,0,0.325,0
10/26/2020 17:30,30.06,78,29,43,76,5.8,50,50,49,93,48,49,2,SSW,1,11,S,50,50,50,48,0,0,4,0.17,14,0,0,0,0,0.319,0
10/26/2020 18:00,30.05,78,29,43,76,5.8,50,50,50,93,48,49,3,SSW,1.5,14,SSE,50,51,50,48,0,0,1,0.04,5,0,0,0,0,0.31,0
10/26/2020 18:30,30.06,78,30,44,76,6.1,51,51,50,93,49,49,5,SSW,2.5,15,SSE,49,51,49,47,0,0,0,0,0,0,0,0,0,0.3,0
10/26/2020 19:00,30.06,78,30,44,76,6.1,51,51,50,93,49,50,3,SSW,1.5,10,S,51,51,51,49,0,0,0,0,0,0,0,0,0,0.292,0
10/26/2020 19:30,30.07,78,30,44,76,6.1,51,51,51,93,49,50,3,SSW,1.5,14,SW,51,52,51,49,0,0,0,0,0,0,0,0,0,0.285,0
10/26/2020 20:00,30.07,78,31,45,76,6.2,52,52,51,93,50,50,1,SSW,0.5,8,WSW,52,52,52,49,0,0,0,0,0,0,0,0,0,0.281,0
10/26/2020 20:30,30.06,78,31,45,76,6.2,52,52,52,93,50,50,1,SSW,0.5,6,S,52,52,52,49,0.02,0.06,0,0,0,0,0,0,0,0.279,0
10/26/2020 21:00,30.07,78,31,45,76,6.2,52,52,52,94,50,51,0,,0,6,SSW,52,52,52,50,0,0,0,0,0,0,0,0,0,0.277,0
10/26/2020 21:30,30.07,78,31,45,76,6.2,52,52,52,94,50,51,0,,0,5,SSW,52,52,52,50,0,0,0,0,0,0,0,0,0,0.273,0
10/26/2020 22:00,30.08,78,32,46,76,6.4,52,52,52,94,50,51,0,,0,3,WSW,52,52,52,50,0,0,0,0,0,0,0,0,0,0.277,0
10/26/2020 22:30,30.09,78,32,46,76,6.4,51,52,51,94,49,50,1,NW,0.5,8,NW,51,51,51,49,0.01,0,0,0,0,0,0,0,0,0.29,0
10/26/2020 23:00,30.1,78,32,46,76,6.4,51,51,51,95,49,50,0,,0,4,NNW,51,51,51,49,0,0,0,0,0,0,0,0,0,0.3,0
10/26/2020 23:30,30.11,78,32,46,76,6.4,50,51,50,95,49,50,1,NW,0.5,5,WNW,50,51,51,48,0,0,0,0,0,0,0,0,0,0.302,0
10/27/2020 0:00,30.11,78,32,46,76,6.4,50,50,50,94,48,49,2,NW,1,9,WNW,50,50,50,48,0,0,0,0,0,0,0,0,0,0.312,0
10/27/2020 0:30,30.11,78,31,45,76,6.2,50,50,50,94,48,49,1,WNW,0.5,11,NW,50,50,50,48,0,0,0,0,0,0,0,0,0,0.312,0
10/27/2020 1:00,30.12,78,31,45,76,6.2,50,50,50,92,48,49,4,NW,2,14,WNW,49,50,49,47,0,0,0,0,0,0,0,0,0,0.31,0
10/27/2020 1:30,30.12,78,31,45,76,6.2,50,50,50,91,47,49,2,NW,1,12,WNW,50,50,50,48,0,0,0,0,0,0,0,0,0,0.312,0
10/27/2020 2:00,30.13,78,30,44,76,6.1,50,50,50,90,47,48,1,NW,0.5,9,NNW,50,50,50,48,0,0,0,0,0,0,0,0,0,0.315,0
10/27/2020 2:30,30.14,78,30,44,76,6.1,50,50,50,89,47,48,2,WNW,1,9,WNW,50,50,50,47,0,0,0,0,0,0,0,0,0,0.317,0
10/27/2020 3:00,30.14,78,30,44,76,6.1,49,50,49,89,46,48,3,NW,1.5,15,NNW,49,50,49,47,0,0,0,0,0,0,0,0,0,0.325,0
10/27/2020 3:30,30.14,78,30,44,76,6.1,49,49,49,88,46,47,2,NW,1,12,NW,49,49,49,47,0,0,0,0,0,0,0,0,0,0.333,0
10/27/2020 4:00,30.14,78,29,43,76,5.8,48,49,48,88,45,46,2,NW,1,11,NNW,48,48,48,46,0,0,0,0,0,0,0,0,0,0.348,0
10/27/2020 4:30,30.15,78,29,43,76,5.8,48,48,48,89,45,46,3,NNW,1.5,15,NNW,47,48,47,45,0,0,0,0,0,0,0,0,0,0.356,0
10/27/2020 5:00,30.16,78,29,43,76,5.8,48,48,48,90,45,46,4,NW,2,15,NNW,46,48,46,44,0,0,0,0,0,0,0,0,0,0.363,0
10/27/2020 5:30,30.17,78,29,43,76,5.8,48,48,48,90,45,46,4,NNW,2,14,NNW,46,48,46,43,0,0,0,0,0,0,0,0,0,0.365,0
10/27/2020 6:00,30.16,78,29,43,76,5.8,47,48,47,90,45,46,4,NNW,2,12,NNW,46,48,46,43,0,0,0,0,0,0,0,0,0,0.369,0
10/27/2020 6:30,30.17,78,29,43,76,5.8,47,47,47,90,44,46,3,NNW,1.5,12,NNW,46,47,47,44,0,0,0,0,0,0,0,0,0,0.373,0
10/27/2020 7:00,30.18,78,28,42,76,5.7,47,47,47,89,44,45,3,NNW,1.5,13,NNW,46,47,46,44,0,0,0,0,0,0,0,0,0,0.377,0
10/27/2020 7:30,30.18,78,28,42,76,5.7,46,47,46,88,43,45,3,NNW,1.5,11,NNW,46,47,46,43,0,0,0,0,0,0,0,0,0,0.385,0
10/27/2020 8:00,30.19,78,28,42,76,5.7,46,46,46,87,43,44,2,NNW,1,11,NNW,46,46,46,44,0,0,5,0.22,16,0,0,0,0,0.392,0
10/27/2020 8:30,30.2,78,27,41,76,5.6,46,46,46,88,43,44,1,N,0.5,9,N,46,46,46,46,0,0,55,2.37,165,0,0,0,0,0.396,0
10/27/2020 9:00,30.2,78,27,41,76,5.6,46,46,46,87,42,44,2,NNW,1,13,NNW,46,46,46,47,0,0,67,2.88,105,0,0,0,1,0.398,0
10/27/2020 9:30,30.21,78,27,41,76,5.6,46,46,46,87,43,44,2,NNE,1,10,NNW,46,46,46,50,0,0,149,6.41,410,0,0,0.1,1,0.387,0
10/27/2020 10:00,30.21,78,27,41,76,5.6,47,47,46,84,42,45,2,N,1,12,NNW,47,47,47,50,0,0,145,6.24,220,0,1,0.2,1,0.375,0
10/27/2020 10:30,30.21,78,26,40,76,5.4,47,47,47,84,42,45,2,N,1,13,N,47,47,47,51,0,0,204,8.78,432,0,1,0.3,2,0.375,0
10/27/2020 11:00,30.21,78,26,40,76,5.4,49,49,47,81,43,46,2,N,1,11,NNW,49,49,49,58,0,0,414,17.81,701,0.01,2,0.4,3,0.34,0
10/27/2020 11:30,30.2,78,26,40,76,5.4,50,50,49,78,44,46,2,NNW,1,10,N,50,50,50,57,0,0,347,14.93,536,0,2,0.4,3,0.31,0
10/27/2020 12:00,30.2,78,26,40,76,5.4,50,50,50,79,44,46,0,,0,6,NNW,50,50,50,53,0,0,173,7.44,218,0,1,0.3,2,0.315,0
10/27/2020 12:30,30.2,78,26,40,76,5.4,50,50,50,80,45,47,0,,0,1,SE,50,50,50,54,0,0,209,8.99,345,0,2,0.3,2,0.302,0
10/27/2020 13:00,30.18,78,26,40,76,5.4,53,53,50,71,43,47,2,NNW,1,13,W,53,52,52,59,0,0,372,16,677,0.01,2,0.5,3,0.258,0
10/27/2020 13:30,30.17,78,25,39,76,5.3,53,53,52,68,42,47,2,NW,1,10,NW,53,52,52,59,0,0,352,15.14,666,0,2,0.5,3,0.256,0
10/27/2020 14:00,30.16,78,25,39,76,5.3,53,53,53,68,42,47,4,NNW,2,12,NNW,52,52,51,58,0,0,363,15.62,482,0.01,2,0.5,3,0.258,0
10/27/2020 14:30,30.16,78,25,39,75,5.3,52,53,52,67,41,46,4,NNW,2,12,NW,51,51,51,56,0,0,284,12.22,401,0,2,0.4,2,0.269,0
10/27/2020 15:00,30.14,77,25,39,75,5.3,51,52,51,72,42,46,2,NNW,1,12,NNW,51,51,51,54,0,0,182,7.83,225,0,1,0.3,2,0.29,0
10/27/2020 15:30,30.15,77,25,39,75,5.3,50,51,50,74,42,46,1,E,0.5,7,ESE,50,50,50,53,0,0,160,6.88,176,0,1,0.2,1,0.304,0
10/27/2020 16:00,30.14,77,25,39,75,5.3,51,51,50,73,42,46,0,,0,4,E,51,50,50,53,0,0,137,5.89,178,0,1,0.2,1,0.3,0
