Year,Month,Day,flow_cfs
1941,11,9,3810
1941,11,10,5250
1941,11,11,4480
1941,11,12,4410
1941,11,13,4090
1941,11,14,4130
1941,11,15,3470
1941,11,16,2210
1941,11,17,3170
1941,11,18,3960
1941,11,19,4110
1941,11,20,3590
1941,11,21,3960
1941,11,22,3620
1941,11,23,3050
1941,11,24,3500
1941,11,25,4070
1941,11,26,4550
1941,11,27,4240
1941,11,28,4070
1941,11,29,3470
1941,11,30,2000
1941,12,1,3540
1941,12,2,4490
1941,12,3,4040
1941,12,4,3920
1941,12,5,4050
1941,12,6,3940
1941,12,7,2290
1941,12,8,2830
1941,12,9,3900
1941,12,10,3800
1941,12,11,3980
1941,12,12,3580
1941,12,13,2590
1941,12,14,2320
1941,12,15,3640
1941,12,16,4100
1941,12,17,3880
1941,12,18,4070
1941,12,19,4190
1941,12,20,3680
1941,12,21,2450
1941,12,22,3420
1941,12,23,3430
1941,12,24,8730
1941,12,25,14000
1941,12,26,9120
1941,12,27,8470
1941,12,28,7180
1941,12,29,5650
1941,12,30,5800
1941,12,31,5640
1942,1,1,4530
1942,1,2,6590
1942,1,3,7320
1942,1,4,6550
1942,1,5,5470
1942,1,6,5790
1942,1,7,5580
1942,1,8,5340
1942,1,9,5130
1942,1,10,5170
1942,1,11,3290
1942,1,12,4160
1942,1,13,5090
1942,1,14,5100
1942,1,15,5340
1942,1,16,5160
1942,1,17,4820
1942,1,18,2760
1942,1,19,4440
1942,1,20,6800
1942,1,21,6290
1942,1,22,5990
1942,1,23,5770
1942,1,24,5500
1942,1,25,3410
1942,1,26,3930
1942,1,27,5580
1942,1,28,5600
1942,1,29,5300
1942,1,30,4630
1942,1,31,3970
1942,2,1,1620
1942,2,2,3290
1942,2,3,4000
1942,2,4,3530
1942,2,5,3270
1942,2,6,3070
1942,2,7,2980
1942,2,8,2030
1942,2,9,2250
1942,2,10,3550
1942,2,11,3140
1942,2,12,3220
1942,2,13,3230
1942,2,14,2590
1942,2,15,1460
1942,2,16,2200
1942,2,17,5010
1942,2,18,6540
1942,2,19,4790
1942,2,20,3830
1942,2,21,2720
1942,2,22,1310
1942,2,23,2120
1942,2,24,3120
1942,2,25,3680
1942,2,26,4630
1942,2,27,4780
1942,2,28,4080
1942,3,1,3200
1942,3,2,3710
1942,3,3,5360
1942,3,4,6220
1942,3,5,6220
1942,3,6,6380
1942,3,7,5920
1942,3,8,4090
1942,3,9,12700
1942,3,10,13900
1942,3,11,10600
1942,3,12,9320
1942,3,13,9150
1942,3,14,8130
1942,3,15,7730
1942,3,16,8120
1942,3,17,15600
1942,3,18,13500
1942,3,19,11900
1942,3,20,10000
1942,3,21,9820
1942,3,22,20200
1942,3,23,17600
1942,3,24,14100
1942,3,25,11500
1942,3,26,10200
1942,3,27,9610
1942,3,28,9360
1942,3,29,9100
1942,3,30,9320
1942,3,31,9480
1942,4,1,9610
1942,4,2,8710
1942,4,3,8640
1942,4,4,10700
1942,4,5,12900
1942,4,6,10700
1942,4,7,15700
1942,4,8,27100
1942,4,9,23600
1942,4,10,19500
1942,4,11,16700
1942,4,12,15200
1942,4,13,12800
1942,4,14,11300
1942,4,15,10200
1942,4,16,13900
1942,4,17,19000
1942,4,18,19500
1942,4,19,17400
1942,4,20,16000
1942,4,21,14600
1942,4,22,11600
1942,4,23,10600
1942,4,24,9380
1942,4,25,9060
1942,4,26,9010
1942,4,27,9030
1942,4,28,8630
1942,4,29,8230
1942,4,30,6980
1942,5,1,6220
1942,5,2,4710
1942,5,3,3770
1942,5,4,4890
1942,5,5,4610
1942,5,6,3940
1942,5,7,5130
1942,5,8,5030
1942,5,9,4120
1942,5,10,6520
1942,5,11,4510
1942,5,12,4820
1942,5,13,4720
1942,5,14,4620
1942,5,15,4610
1942,5,16,4270
1942,5,17,3610
1942,5,18,3630
1942,5,19,4470
1942,5,20,5280
1942,5,21,5700
1942,5,22,6110
1942,5,23,6800
1942,5,24,13400
1942,5,25,13500
1942,5,26,11000
1942,5,27,9080
1942,5,28,7870
1942,5,29,6560
1942,5,30,6740
1942,5,31,4430
1942,6,1,4050
1942,6,2,5570
1942,6,3,5490
1942,6,4,5390
1942,6,5,5640
1942,6,6,5120
1942,6,7,3310
1942,6,8,5260
1942,6,9,6810
1942,6,10,6100
1942,6,11,5580
1942,6,12,4590
1942,6,13,4340
1942,6,14,3430
1942,6,15,12800
1942,6,16,16300
1942,6,17,16300
1942,6,18,13800
1942,6,19,13400
1942,6,20,12600
1942,6,21,11100
1942,6,22,11000
1942,6,23,11100
1942,6,24,9060
1942,6,25,7510
1942,6,26,5800
1942,6,27,4760
1942,6,28,3370
1942,6,29,3480
1942,6,30,4560
1942,7,1,4690
1942,7,2,5110
1942,7,3,4900
1942,7,4,3250
1942,7,5,3610
1942,7,6,3920
1942,7,7,4300
1942,7,8,3590
1942,7,9,4330
1942,7,10,3820
1942,7,11,4170
1942,7,12,3860
1942,7,13,3070
1942,7,14,4210
1942,7,15,3880
1942,7,16,4110
1942,7,17,3760
1942,7,18,3520
1942,7,19,2440
1942,7,20,2920
1942,7,21,3960
1942,7,22,3480
1942,7,23,3460
1942,7,24,3030
1942,7,25,2990
1942,7,26,2080
1942,7,27,2380
1942,7,28,3900
1942,7,29,3890
1942,7,30,4020
1942,7,31,4100
1942,8,1,4190
1942,8,2,2750
1942,8,3,2540
1942,8,4,3780
1942,8,5,3720
1942,8,6,3430
1942,8,7,3310
1942,8,8,2960
1942,8,9,2260
1942,8,10,2360
1942,8,11,3380
1942,8,12,3420
1942,8,13,3450
1942,8,14,3400
1942,8,15,3130
1942,8,16,2310
1942,8,17,2580
1942,8,18,4080
1942,8,19,4090
1942,8,20,3790
1942,8,21,3720
1942,8,22,3030
1942,8,23,1760
1942,8,24,2030
1942,8,25,3610
1942,8,26,2890
1942,8,27,3250
1942,8,28,3130
1942,8,29,2920
1942,8,30,1980
1942,8,31,2080
1942,9,1,3470
1942,9,2,3340
1942,9,3,3400
1942,9,4,3610
1942,9,5,3030
1942,9,6,2420
1942,9,7,843
1942,9,8,1960
1942,9,9,4720
1942,9,10,4240
1942,9,11,4240
1942,9,12,3740
1942,9,13,2550
1942,9,14,2570
1942,9,15,3650
1942,9,16,3960
1942,9,17,4180
1942,9,18,4290
1942,9,19,4210
1942,9,20,2820
1942,9,21,3040
1942,9,22,3890
1942,9,23,4260
1942,9,24,4640
1942,9,25,3860
1942,9,26,3270
1942,9,27,3150
1942,9,28,12800
1942,9,29,16800
1942,9,30,11300
1942,10,1,7420
1942,10,2,5990
1942,10,3,5660
1942,10,4,4510
1942,10,5,4030
1942,10,6,6490
1942,10,7,6530
1942,10,8,6920
1942,10,9,7270
1942,10,10,6040
1942,10,11,4120
1942,10,12,3140
1942,10,13,5680
1942,10,14,6060
1942,10,15,5840
1942,10,16,5440
1942,10,17,5310
1942,10,18,3350
1942,10,19,3380
1942,10,20,5610
1942,10,21,5710
1942,10,22,5770
1942,10,23,6610
1942,10,24,7400
1942,10,25,5780
1942,10,26,6910
1942,10,27,12000
1942,10,28,12400
1942,10,29,11700
1942,10,30,11300
1942,10,31,10100
1942,11,1,9580
1942,11,2,8210
1942,11,3,10100
1942,11,4,9540
1942,11,5,9320
1942,11,6,8760
1942,11,7,8270
1942,11,8,6020
1942,11,9,5130
1942,11,10,7280
1942,11,11,7920
1942,11,12,8840
1942,11,13,9490
1942,11,14,8670
1942,11,15,5730
1942,11,16,5330
1942,11,17,7470
1942,11,18,8300
1942,11,19,9370
1942,11,20,9830
1942,11,21,9630
1942,11,22,7560
1942,11,23,6660
1942,11,24,9030
1942,11,25,13800
1942,11,26,17300
1942,11,27,12900
1942,11,28,12100
1942,11,29,8990
1942,11,30,8160
1942,12,1,10100
1942,12,2,13100
1942,12,3,11700
1942,12,4,11200
1942,12,5,10500
1942,12,6,8510
1942,12,7,7300
1942,12,8,9440
1942,12,9,9000
1942,12,10,8800
1942,12,11,8310
1942,12,12,8200
1942,12,13,6180
1942,12,14,5170
1942,12,15,7350
1942,12,16,7560
1942,12,17,7770
1942,12,18,7010
1942,12,19,7410
1942,12,20,5570
1942,12,21,4620
1942,12,22,7800
1942,12,23,8020
1942,12,24,8470
1942,12,25,6100
1942,12,26,6820
1942,12,27,6240
1942,12,28,5550
1942,12,29,7940
1942,12,30,15000
1942,12,31,19600
1943,1,1,13600
1943,1,2,10500
1943,1,3,8920
1943,1,4,7050
1943,1,5,8720
1943,1,6,8780
1943,1,7,8120
1943,1,8,8250
1943,1,9,7710
1943,1,10,5650
1943,1,11,5360
1943,1,12,7070
1943,1,13,7470
1943,1,14,7280
1943,1,15,6680
1943,1,16,6670
1943,1,17,4920
1943,1,18,5520
1943,1,19,6150
1943,1,20,6430
1943,1,21,6020
1943,1,22,5470
1943,1,23,5650
1943,1,24,4420
1943,1,25,4260
1943,1,26,5770
1943,1,27,6040
1943,1,28,6020
1943,1,29,5870
1943,1,30,5890
1943,1,31,3910
1943,2,1,3970
1943,2,2,5600
1943,2,3,5480
1943,2,4,5210
1943,2,5,5480
1943,2,6,5820
1943,2,7,4240
1943,2,8,4210
1943,2,9,5400
1943,2,10,5640
1943,2,11,5650
1943,2,12,5890
1943,2,13,5910
1943,2,14,4550
1943,2,15,4010
1943,2,16,5240
1943,2,17,4900
1943,2,18,5090
1943,2,19,5260
1943,2,20,5180
1943,2,21,4520
1943,2,22,5560
1943,2,23,8730
1943,2,24,20300
1943,2,25,17400
1943,2,26,14100
1943,2,27,12200
1943,2,28,10600
1943,3,1,8230
1943,3,2,9380
1943,3,3,8770
1943,3,4,8380
1943,3,5,8760
1943,3,6,8910
1943,3,7,7780
1943,3,8,8060
1943,3,9,8290
1943,3,10,8370
1943,3,11,13000
1943,3,12,18500
1943,3,13,15600
1943,3,14,14000
1943,3,15,14100
1943,3,16,16800
1943,3,17,20100
1943,3,18,20400
1943,3,19,17700
1943,3,20,17900
1943,3,21,16700
1943,3,22,15900
1943,3,23,15000
1943,3,24,14000
1943,3,25,13900
1943,3,26,15100
1943,3,27,16600
1943,3,28,18300
1943,3,29,17300
1943,3,30,15000
1943,3,31,14500
1943,4,1,13700
1943,4,2,11800
1943,4,3,12000
1943,4,4,10600
1943,4,5,9590
1943,4,6,11100
1943,4,7,7130
1943,4,8,6440
1943,4,9,6570
1943,4,10,5960
1943,4,11,5840
1943,4,12,6060
1943,4,13,7080
1943,4,14,8580
1943,4,15,7890
1943,4,16,6980
1943,4,17,6230
1943,4,18,6660
1943,4,19,7330
1943,4,20,9300
1943,4,21,10600
1943,4,22,11700
1943,4,23,11300
1943,4,24,11400
1943,4,25,15700
1943,4,26,19900
1943,4,27,21700
1943,4,28,26200
1943,4,29,23700
1943,4,30,21100
1943,5,1,23600
1943,5,2,21100
1943,5,3,20200
1943,5,4,23300
1943,5,5,21200
1943,5,6,20600
1943,5,7,20900
1943,5,8,23300
1943,5,9,25900
1943,5,10,25300
1943,5,11,23700
1943,5,12,26500
1943,5,13,33100
1943,5,14,31400
1943,5,15,26600
1943,5,16,22500
1943,5,17,20800
1943,5,18,19600
1943,5,19,19600
1943,5,20,18500
1943,5,21,18900
1943,5,22,22900
1943,5,23,23900
1943,5,24,22300
1943,5,25,17600
1943,5,26,16900
1943,5,27,19300
1943,5,28,19200
1943,5,29,19200
1943,5,30,15900
1943,5,31,14400
1943,6,1,13800
1943,6,2,13300
1943,6,3,11400
1943,6,4,10900
1943,6,5,9860
1943,6,6,8090
1943,6,7,6750
1943,6,8,8690
1943,6,9,8810
1943,6,10,8950
1943,6,11,10400
1943,6,12,8600
1943,6,13,7490
1943,6,14,6080
1943,6,15,6930
1943,6,16,6450
1943,6,17,5940
1943,6,18,6510
1943,6,19,6940
1943,6,20,5350
1943,6,21,5140
1943,6,22,6850
1943,6,23,7350
1943,6,24,6290
1943,6,25,6350
1943,6,26,5540
1943,6,27,3720
1943,6,28,4580
1943,6,29,4880
1943,6,30,6060
1943,7,1,5200
1943,7,2,4840
1943,7,3,4980
1943,7,4,3230
1943,7,5,2850
1943,7,6,6420
1943,7,7,6250
1943,7,8,5850
1943,7,9,5820
1943,7,10,5450
1943,7,11,3160
1943,7,12,3650
1943,7,13,5210
1943,7,14,5250
1943,7,15,4640
1943,7,16,5300
1943,7,17,4940
1943,7,18,3160
1943,7,19,2370
1943,7,20,4140
1943,7,21,4360
1943,7,22,4830
1943,7,23,4740
1943,7,24,4110
1943,7,25,2360
1943,7,26,3530
1943,7,27,4850
1943,7,28,4780
1943,7,29,4790
1943,7,30,5430
1943,7,31,4980
1943,8,1,3630
1943,8,2,3440
1943,8,3,5290
1943,8,4,5530
1943,8,5,6610
1943,8,6,6960
1943,8,7,6480
1943,8,8,4750
1943,8,9,4460
1943,8,10,5930
1943,8,11,6560
1943,8,12,6810
1943,8,13,6950
1943,8,14,6950
1943,8,15,5220
1943,8,16,5640
1943,8,17,7490
1943,8,18,6890
1943,8,19,6470
1943,8,20,6020
1943,8,21,5180
1943,8,22,4280
1943,8,23,3710
1943,8,24,5510
1943,8,25,4750
1943,8,26,4570
1943,8,27,4660
1943,8,28,4360
1943,8,29,3820
1943,8,30,2970
1943,8,31,4710
1943,9,1,4890
1943,9,2,4790
1943,9,3,5180
1943,9,4,4750
1943,9,5,4190
1943,9,6,2830
1943,9,7,3580
1943,9,8,5440
1943,9,9,5150
1943,9,10,4790
1943,9,11,4520
1943,9,12,2660
1943,9,13,3040
1943,9,14,4000
1943,9,15,4110
1943,9,16,3850
1943,9,17,4160
1943,9,18,3600
1943,9,19,2470
1943,9,20,3370
1943,9,21,4200
1943,9,22,4350
1943,9,23,4190
1943,9,24,4160
1943,9,25,3470
1943,9,26,2050
1943,9,27,3290
1943,9,28,4230
1943,9,29,3470
1943,9,30,3880
1943,10,1,3720
1943,10,2,2840
1943,10,3,1680
1943,10,4,2680
1943,10,5,3510
1943,10,6,3470
1943,10,7,3300
1943,10,8,3220
1943,10,9,2580
1943,10,10,1620
1943,10,11,2270
1943,10,12,3180
1943,10,13,2890
1943,10,14,3170
1943,10,15,3480
1943,10,16,3230
1943,10,17,1920
1943,10,18,3320
1943,10,19,4530
1943,10,20,4060
1943,10,21,3860
1943,10,22,3690
1943,10,23,3200
1943,10,24,2000
1943,10,25,2690
1943,10,26,3940
1943,10,27,5870
1943,10,28,7110
1943,10,29,6340
1943,10,30,4950
1943,10,31,5270
1943,11,1,4840
1943,11,2,4700
1943,11,3,4860
1943,11,4,4940
1943,11,5,5090
1943,11,6,4890
1943,11,7,3220
1943,11,8,6240
1943,11,9,18300
1943,11,10,14300
1943,11,11,10200
1943,11,12,8110
1943,11,13,7770
1943,11,14,7090
1943,11,15,5760
1943,11,16,6600
1943,11,17,7280
1943,11,18,7820
1943,11,19,6620
1943,11,20,6420
1943,11,21,5490
1943,11,22,5550
1943,11,23,5270
1943,11,24,6090
1943,11,25,7140
1943,11,26,7480
1943,11,27,7250
1943,11,28,5890
1943,11,29,4870
1943,11,30,6430
1943,12,1,6620
1943,12,2,6850
1943,12,3,7310
1943,12,4,6920
1943,12,5,5200
1943,12,6,4380
1943,12,7,6780
1943,12,8,7150
1943,12,9,6990
1943,12,10,7420
1943,12,11,7050
1943,12,12,4620
1943,12,13,3970
1943,12,14,5650
1943,12,15,5770
1943,12,16,5890
1943,12,17,5480
1943,12,18,5470
1943,12,19,3520
1943,12,20,3790
1943,12,21,5530
1943,12,22,5880
1943,12,23,5760
1943,12,24,5150
1943,12,25,3460
1943,12,26,1500
1943,12,27,3000
1943,12,28,3750
1943,12,29,3770
1943,12,30,3610
1943,12,31,3370
1944,1,1,2060
1944,1,2,1490
1944,1,3,2430
1944,1,4,3400
1944,1,5,3220
1944,1,6,2980
1944,1,7,2880
1944,1,8,2680
1944,1,9,1420
1944,1,10,2410
1944,1,11,3170
1944,1,12,3240
1944,1,13,2630
1944,1,14,2490
1944,1,15,2600
1944,1,16,2280
1944,1,17,2270
1944,1,18,3750
1944,1,19,3580
1944,1,20,3530
1944,1,21,3420
1944,1,22,3210
1944,1,23,2150
1944,1,24,2830
1944,1,25,3900
1944,1,26,3800
1944,1,27,4020
1944,1,28,4540
1944,1,29,4810
1944,1,30,2660
1944,1,31,3350
1944,2,1,4420
1944,2,2,4370
1944,2,3,4140
1944,2,4,4100
1944,2,5,3850
1944,2,6,2680
1944,2,7,2910
1944,2,8,4250
1944,2,9,4110
1944,2,10,3760
1944,2,11,3470
1944,2,12,3420
1944,2,13,1960
1944,2,14,3010
1944,2,15,3830
1944,2,16,4440
1944,2,17,4320
1944,2,18,3920
1944,2,19,3540
1944,2,20,2270
1944,2,21,3510
1944,2,22,3700
1944,2,23,5030
1944,2,24,5050
1944,2,25,4950
1944,2,26,4770
1944,2,27,3330
1944,2,28,3600
1944,2,29,4430
1944,3,1,4060
1944,3,2,3770
1944,3,3,3960
1944,3,4,3500
1944,3,5,2020
1944,3,6,3490
1944,3,7,4360
1944,3,8,5250
1944,3,9,4900
1944,3,10,4420
1944,3,11,4170
1944,3,12,3060
1944,3,13,9050
1944,3,14,8530
1944,3,15,6960
1944,3,16,7490
1944,3,17,22500
1944,3,18,14800
1944,3,19,9640
1944,3,20,7360
1944,3,21,8150
1944,3,22,7360
1944,3,23,11200
1944,3,24,18900
1944,3,25,15700
1944,3,26,16900
1944,3,27,16200
1944,3,28,14200
1944,3,29,12600
1944,3,30,11400
1944,3,31,10900
1944,4,1,10200
1944,4,2,10700
1944,4,3,8870
1944,4,4,10200
1944,4,5,9730
1944,4,6,8380
1944,4,7,8340
1944,4,8,9360
1944,4,9,10100
1944,4,10,16600
1944,4,11,23700
1944,4,12,21100
1944,4,13,20500
1944,4,14,17500
1944,4,15,15800
1944,4,16,17400
1944,4,17,16700
1944,4,18,14500
1944,4,19,14400
1944,4,20,15300
1944,4,21,18100
1944,4,22,17300
1944,4,23,17100
1944,4,24,23700
1944,4,25,32100
1944,4,26,32800
1944,4,27,30600
1944,4,28,27000
1944,4,29,24300
1944,4,30,22100
1944,5,1,20600
1944,5,2,20700
1944,5,3,19200
1944,5,4,17500
1944,5,5,17100
1944,5,6,15900
1944,5,7,14700
1944,5,8,15000
1944,5,9,14000
1944,5,10,12700
1944,5,11,11800
1944,5,12,10300
1944,5,13,9110
1944,5,14,8190
1944,5,15,7380
1944,5,16,7140
1944,5,17,5590
1944,5,18,5160
1944,5,19,5170
1944,5,20,3480
1944,5,21,4110
1944,5,22,5210
1944,5,23,5570
1944,5,24,5930
1944,5,25,4900
1944,5,26,5120
1944,5,27,5070
1944,5,28,3390
1944,5,29,4150
1944,5,30,4740
1944,5,31,4780
1944,6,1,4440
1944,6,2,4280
1944,6,3,3730
1944,6,4,2780
1944,6,5,2670
1944,6,6,4190
1944,6,7,4000
1944,6,8,3660
1944,6,9,3080
1944,6,10,3570
1944,6,11,3580
1944,6,12,3360
1944,6,13,4370
1944,6,14,3240
1944,6,15,3630
1944,6,16,3770
1944,6,17,3530
1944,6,18,1970
1944,6,19,3100
1944,6,20,6540
1944,6,21,8530
1944,6,22,9320
1944,6,23,9710
1944,6,24,17800
1944,6,25,26700
1944,6,26,20700
1944,6,27,16400
1944,6,28,14600
1944,6,29,13600
1944,6,30,11800
1944,7,1,10000
1944,7,2,7760
1944,7,3,4760
1944,7,4,5860
1944,7,5,4610
1944,7,6,5030
1944,7,7,4930
1944,7,8,4470
1944,7,9,3320
1944,7,10,3290
1944,7,11,5140
1944,7,12,5070
1944,7,13,5530
1944,7,14,5650
1944,7,15,5010
1944,7,16,3090
1944,7,17,3360
1944,7,18,4280
1944,7,19,3840
1944,7,20,4500
1944,7,21,4540
1944,7,22,3980
1944,7,23,2360
1944,7,24,3050
1944,7,25,4230
1944,7,26,4260
1944,7,27,4250
1944,7,28,4470
1944,7,29,4240
1944,7,30,3140
1944,7,31,3260
1944,8,1,4850
1944,8,2,4420
1944,8,3,4820
1944,8,4,4050
1944,8,5,3700
1944,8,6,2800
1944,8,7,2390
1944,8,8,3720
1944,8,9,4080
1944,8,10,3570
1944,8,11,4260
1944,8,12,3420
1944,8,13,2000
1944,8,14,2050
1944,8,15,3680
1944,8,16,3070
1944,8,17,3160
1944,8,18,3370
1944,8,19,2740
1944,8,20,1540
1944,8,21,2620
1944,8,22,3350
1944,8,23,3240
1944,8,24,2990
1944,8,25,3230
1944,8,26,2600
1944,8,27,1570
1944,8,28,2210
1944,8,29,3330
1944,8,30,2900
1944,8,31,3110
1944,9,1,2840
1944,9,2,2850
1944,9,3,1920
1944,9,4,1060
1944,9,5,2060
1944,9,6,3440
1944,9,7,4030
1944,9,8,3170
1944,9,9,2440
1944,9,10,1400
1944,9,11,2070
1944,9,12,2960
1944,9,13,4400
1944,9,14,5340
1944,9,15,5990
1944,9,16,5240
1944,9,17,3330
1944,9,18,3380
1944,9,19,4410
1944,9,20,4400
1944,9,21,4310
1944,9,22,4760
1944,9,23,4310
1944,9,24,2670
1944,9,25,2890
1944,9,26,4080
1944,9,27,3970
1944,9,28,4420
1944,9,29,4740
1944,9,30,4440
1944,10,1,2400
1944,10,2,3000
1944,10,3,4320
1944,10,4,4340
1944,10,5,4310
1944,10,6,4420
1944,10,7,3860
1944,10,8,3910
1944,10,9,3820
1944,10,10,3970
1944,10,11,4410
1944,10,12,4110
1944,10,13,4180
1944,10,14,4120
1944,10,15,2630
1944,10,16,3250
1944,10,17,4680
1944,10,18,4550
1944,10,19,4980
1944,10,20,5040
1944,10,21,4520
1944,10,22,3430
1944,10,23,5070
1944,10,24,6450
1944,10,25,5420
1944,10,26,5330
1944,10,27,4760
1944,10,28,4390
1944,10,29,2390
1944,10,30,3510
1944,10,31,4730
1944,11,1,4300
1944,11,2,4460
1944,11,3,4260
1944,11,4,4200
1944,11,5,2530
1944,11,6,3340
1944,11,7,4670
1944,11,8,4590
1944,11,9,4550
1944,11,10,4200
1944,11,11,4430
1944,11,12,3020
1944,11,13,3580
1944,11,14,4790
1944,11,15,4750
1944,11,16,5080
1944,11,17,5350
1944,11,18,4650
1944,11,19,3380
1944,11,20,3980
1944,11,21,5480
1944,11,22,5240
1944,11,23,3970
1944,11,24,4670
1944,11,25,4410
1944,11,26,2230
1944,11,27,3930
1944,11,28,4830
1944,11,29,4480
1944,11,30,5140
1944,12,1,5170
1944,12,2,4920
1944,12,3,2080
1944,12,4,3920
1944,12,5,4540
1944,12,6,4650
1944,12,7,4530
1944,12,8,4520
1944,12,9,5290
1944,12,10,4420
1944,12,11,5350
1944,12,12,5730
1944,12,13,5550
1944,12,14,5040
1944,12,15,4600
1944,12,16,4250
1944,12,17,2050
1944,12,18,3540
1944,12,19,4270
1944,12,20,4280
1944,12,21,3500
1944,12,22,3080
1944,12,23,2840
1944,12,24,1170
1944,12,25,1650
1944,12,26,3160
1944,12,27,4250
1944,12,28,4130
1944,12,29,3620
1944,12,30,3140
1944,12,31,2110
1945,1,1,9120
1945,1,2,16400
1945,1,3,10400
1945,1,4,9270
1945,1,5,7770
1945,1,6,7070
1945,1,7,4500
1945,1,8,4770
1945,1,9,6390
1945,1,10,6550
1945,1,11,5690
1945,1,12,5400
1945,1,13,5330
1945,1,14,3620
1945,1,15,5590
1945,1,16,6230
1945,1,17,6320
1945,1,18,5800
1945,1,19,5910
1945,1,20,6300
1945,1,21,3400
1945,1,22,4610
1945,1,23,5350
1945,1,24,5690
1945,1,25,5460
1945,1,26,5290
1945,1,27,5350
1945,1,28,2840
1945,1,29,3850
1945,1,30,4460
1945,1,31,4870
1945,2,1,4470
1945,2,2,4140
1945,2,3,4100
1945,2,4,2880
1945,2,5,3340
1945,2,6,4260
1945,2,7,4030
1945,2,8,4270
1945,2,9,4130
1945,2,10,4030
1945,2,11,3090
1945,2,12,3260
1945,2,13,4460
1945,2,14,4290
1945,2,15,4160
1945,2,16,4310
1945,2,17,4160
1945,2,18,2600
1945,2,19,2980
1945,2,20,3810
1945,2,21,3990
1945,2,22,4890
1945,2,23,9060
1945,2,24,9700
1945,2,25,7250
1945,2,26,8370
1945,2,27,14200
1945,2,28,12200
1945,3,1,10800
1945,3,2,9800
1945,3,3,12900
1945,3,4,14600
1945,3,5,12400
1945,3,6,16700
1945,3,7,15300
1945,3,8,13300
1945,3,9,12900
1945,3,10,12100
1945,3,11,11000
1945,3,12,9700
1945,3,13,10300
1945,3,14,11200
1945,3,15,12100
1945,3,16,15000
1945,3,17,21100
1945,3,18,26100
1945,3,19,26000
1945,3,20,24200
1945,3,21,29800
1945,3,22,32600
1945,3,23,29400
1945,3,24,25600
1945,3,25,19400
1945,3,26,18900
1945,3,27,19900
1945,3,28,22000
1945,3,29,22100
1945,3,30,23600
1945,3,31,21900
1945,4,1,19800
1945,4,2,18000
1945,4,3,17500
1945,4,4,15800
1945,4,5,21000
1945,4,6,21100
1945,4,7,17200
1945,4,8,14900
1945,4,9,13200
1945,4,10,11500
1945,4,11,8630
1945,4,12,7040
1945,4,13,6300
1945,4,14,5490
1945,4,15,5110
1945,4,16,5990
1945,4,17,4890
1945,4,18,5200
1945,4,19,5150
1945,4,20,5610
1945,4,21,4800
1945,4,22,4070
1945,4,23,3950
1945,4,24,4720
1945,4,25,7280
1945,4,26,21400
1945,4,27,17400
1945,4,28,15500
1945,4,29,15400
1945,4,30,16400
1945,5,1,17600
1945,5,2,17000
1945,5,3,16800
1945,5,4,18100
1945,5,5,20600
1945,5,6,20400
1945,5,7,19000
1945,5,8,15900
1945,5,9,15200
1945,5,10,14600
1945,5,11,19400
1945,5,12,19700
1945,5,13,20300
1945,5,14,21900
1945,5,15,20000
1945,5,16,21200
1945,5,17,19400
1945,5,18,21700
1945,5,19,31900
1945,5,20,29600
1945,5,21,23900
1945,5,22,19900
1945,5,23,17500
1945,5,24,14500
1945,5,25,13300
1945,5,26,11900
1945,5,27,10600
1945,5,28,7170
1945,5,29,8980
1945,5,30,9800
1945,5,31,10600
1945,6,1,10200
1945,6,2,8470
1945,6,3,8850
1945,6,4,8520
1945,6,5,8540
1945,6,6,9100
1945,6,7,8170
1945,6,8,7660
1945,6,9,7130
1945,6,10,5270
1945,6,11,5550
1945,6,12,7790
1945,6,13,7720
1945,6,14,7280
1945,6,15,6930
1945,6,16,7240
1945,6,17,9630
1945,6,18,7560
1945,6,19,9970
1945,6,20,14200
1945,6,21,11600
1945,6,22,12500
1945,6,23,10400
1945,6,24,7170
1945,6,25,6040
1945,6,26,7430
1945,6,27,7850
1945,6,28,7480
1945,6,29,6470
1945,6,30,5990
1945,7,1,3610
1945,7,2,4120
1945,7,3,5200
1945,7,4,4210
1945,7,5,4830
1945,7,6,5460
1945,7,7,4430
1945,7,8,2950
1945,7,9,3360
1945,7,10,4770
1945,7,11,5090
1945,7,12,5540
1945,7,13,4620
1945,7,14,4110
1945,7,15,6030
1945,7,16,9280
1945,7,17,11300
1945,7,18,10000
1945,7,19,9280
1945,7,20,9510
1945,7,21,14800
1945,7,22,14100
1945,7,23,16800
1945,7,24,13100
1945,7,25,10800
1945,7,26,9920
1945,7,27,8250
1945,7,28,7360
1945,7,29,5110
1945,7,30,5840
1945,7,31,6990
1945,8,1,7340
1945,8,2,6880
1945,8,3,5960
1945,8,4,6230
1945,8,5,6310
1945,8,6,3500
1945,8,7,6090
1945,8,8,6080
1945,8,9,5870
1945,8,10,5720
1945,8,11,6490
1945,8,12,3570
1945,8,13,3260
1945,8,14,5410
1945,8,15,5790
1945,8,16,5490
1945,8,17,4160
1945,8,18,3730
1945,8,19,2430
1945,8,20,2530
1945,8,21,4360
1945,8,22,4750
1945,8,23,3900
1945,8,24,4520
1945,8,25,3840
1945,8,26,2660
1945,8,27,2760
1945,8,28,4370
1945,8,29,4250
1945,8,30,4430
1945,8,31,4320
1945,9,1,4010
1945,9,2,6570
1945,9,3,4630
1945,9,4,3370
1945,9,5,5040
1945,9,6,4980
