Year,Month,Avg_Temp_F,state_cd
1969,04,55.8,VA
1969,05,63.5,VA
1969,06,72.2,VA
1969,07,75.4,VA
1969,08,71.8,VA
1969,09,65.3,VA
1969,10,55.4,VA
1969,11,43.1,VA
1969,12,33.1,VA
1970,01,28.2,VA
1970,02,35.6,VA
1970,03,41.3,VA
1970,04,54.6,VA
1970,05,65.1,VA
1970,06,71.2,VA
1970,07,74.3,VA
1970,08,73.4,VA
1970,09,70.9,VA
1970,10,58.4,VA
1970,11,45.8,VA
1970,12,38.4,VA
1971,01,31.4,VA
1971,02,36.3,VA
1971,03,41.4,VA
1971,04,52.2,VA
1971,05,60.3,VA
1971,06,71.9,VA
1971,07,73.1,VA
1971,08,71.7,VA
1971,09,68.9,VA
1971,10,61.4,VA
1971,11,45,VA
1971,12,45,VA
1972,01,38.1,VA
1972,02,34.4,VA
1972,03,44.4,VA
1972,04,53.1,VA
1972,05,61.3,VA
1972,06,66.6,VA
1972,07,73.6,VA
1972,08,72.1,VA
1972,09,67.5,VA
1972,10,53.1,VA
1972,11,43.9,VA
1972,12,42.1,VA
1973,01,35.2,VA
1973,02,34.9,VA
1973,03,49.6,VA
1973,04,53.2,VA
1973,05,60.5,VA
1973,06,72.7,VA
1973,07,74.3,VA
1973,08,74,VA
1973,09,69.5,VA
1973,10,58,VA
1973,11,48,VA
1973,12,37.6,VA
1974,01,43.5,VA
1974,02,37.4,VA
1974,03,48.2,VA
1974,04,55.6,VA
1974,05,62.9,VA
1974,06,67.3,VA
1974,07,73.4,VA
1974,08,72.6,VA
1974,09,64.8,VA
1974,10,53.2,VA
1974,11,46,VA
1974,12,38.3,VA
1975,01,38,VA
1975,02,39.4,VA
1975,03,42.4,VA
1975,04,50.6,VA
1975,05,65.1,VA
1975,06,70.7,VA
1975,07,73.1,VA
1975,08,75.1,VA
1975,09,65.4,VA
1975,10,58.8,VA
1975,11,49.4,VA
1975,12,37.1,VA
1976,01,32,VA
1976,02,44.6,VA
1976,03,49.5,VA
1976,04,55.6,VA
1976,05,61,VA
1976,06,70.6,VA
1976,07,73,VA
1976,08,71.2,VA
1976,09,64.8,VA
1976,10,51,VA
1976,11,39.5,VA
1976,12,33.1,VA
1977,01,22.8,VA
1977,02,35.7,VA
1977,03,49.7,VA
1977,04,57.2,VA
1977,05,65.1,VA
1977,06,68.7,VA
1977,07,76.8,VA
1977,08,75.1,VA
1977,09,69.3,VA
1977,10,53.3,VA
1977,11,47.9,VA
1977,12,35.4,VA
1978,01,27.8,VA
1978,02,27.6,VA
1978,03,41.7,VA
1978,04,54.3,VA
1978,05,61.2,VA
1978,06,70.7,VA
1978,07,73.3,VA
1978,08,75.2,VA
1978,09,69.1,VA
1978,10,54.2,VA
1978,11,48.8,VA
1978,12,39.2,VA
1979,01,32,VA
1979,02,27.7,VA
1979,03,47,VA
1979,04,54.4,VA
1979,05,62.7,VA
1979,06,67.4,VA
1979,07,72.6,VA
1979,08,73.3,VA
1979,09,66.4,VA
1979,10,54.4,VA
1979,11,49.1,VA
1979,12,38.9,VA
1980,01,34.9,VA
1980,02,31.6,VA
1980,03,42,VA
1980,04,54.8,VA
1980,05,63.5,VA
1980,06,69.2,VA
1980,07,76.2,VA
1980,08,76,VA
1980,09,70.7,VA
1980,10,54.1,VA
1980,11,43.4,VA
1980,12,36.4,VA
1981,01,29.2,VA
1981,02,38.2,VA
1981,03,41.5,VA
1981,04,57.9,VA
1981,05,60.6,VA
1981,06,73.6,VA
1981,07,74.8,VA
1981,08,71.1,VA
1981,09,65.2,VA
1981,10,53,VA
1981,11,45.5,VA
1981,12,33.4,VA
1982,01,28.3,VA
1982,02,38,VA
1982,03,45,VA
1982,04,51.5,VA
1982,05,66.2,VA
1982,06,69.4,VA
1982,07,74.7,VA
1982,08,71,VA
1982,09,65.3,VA
1982,10,56,VA
1982,11,48.2,VA
1982,12,42.6,VA
1983,01,34,VA
1983,02,36.1,VA
1983,03,46.1,VA
1983,04,50.8,VA
1983,05,61.2,VA
1983,06,70,VA
1983,07,75.5,VA
1983,08,75.9,VA
1983,09,67.1,VA
1983,10,56.2,VA
1983,11,46.4,VA
1983,12,34.1,VA
1984,01,30.8,VA
1984,02,41.5,VA
1984,03,41,VA
1984,04,51.8,VA
1984,05,61.7,VA
1984,06,72.6,VA
1984,07,72.3,VA
1984,08,73.3,VA
1984,09,64.1,VA
1984,10,62.7,VA
1984,11,43.4,VA
1984,12,45.1,VA
1985,01,29.5,VA
1985,02,36.3,VA
1985,03,47.2,VA
1985,04,58.2,VA
1985,05,64.4,VA
1985,06,69.8,VA
1985,07,73.7,VA
1985,08,71.9,VA
1985,09,66.8,VA
1985,10,59.2,VA
1985,11,53.6,VA
1985,12,34.2,VA
1986,01,33.6,VA
1986,02,37.5,VA
1986,03,45.4,VA
1986,04,56,VA
1986,05,63.8,VA
1986,06,72.7,VA
1986,07,77.4,VA
1986,08,71.5,VA
1986,09,67.6,VA
1986,10,58.1,VA
1986,11,46.6,VA
1986,12,37.6,VA
1987,01,32.7,VA
1987,02,35.5,VA
1987,03,45.1,VA
1987,04,51.4,VA
1987,05,65.5,VA
1987,06,72.8,VA
1987,07,77.4,VA
1987,08,75.4,VA
1987,09,68,VA
1987,10,50.5,VA
1987,11,48.3,VA
1987,12,39.9,VA
1988,01,29.5,VA
1988,02,36.4,VA
1988,03,45.5,VA
1988,04,53.2,VA
1988,05,62.3,VA
1988,06,69.8,VA
1988,07,76,VA
1988,08,76.3,VA
1988,09,65.2,VA
1988,10,50,VA
1988,11,46.3,VA
1988,12,36.5,VA
1989,01,39.5,VA
1989,02,37.5,VA
1989,03,45.7,VA
1989,04,52.6,VA
1989,05,60.4,VA
1989,06,72.9,VA
1989,07,74.6,VA
1989,08,72.5,VA
1989,09,67.1,VA
1989,10,56.8,VA
1989,11,45.8,VA
1989,12,27,VA
1990,01,42,VA
1990,02,44.4,VA
1990,03,49.3,VA
1990,04,54.2,VA
1990,05,62.2,VA
1990,06,70.8,VA
1990,07,75.6,VA
1990,08,73.2,VA
1990,09,66.4,VA
1990,10,58.5,VA
1990,11,49.3,VA
1990,12,42.7,VA
1991,01,37.1,VA
1991,02,41,VA
1991,03,47.4,VA
1991,04,56.4,VA
1991,05,68.6,VA
1991,06,71.8,VA
1991,07,76.9,VA
1991,08,73.9,VA
1991,09,67.4,VA
1991,10,56.8,VA
1991,11,45.3,VA
1991,12,41.1,VA
1992,01,37.4,VA
1992,02,40.4,VA
1992,03,44.2,VA
1992,04,54.1,VA
1992,05,59.2,VA
1992,06,67.5,VA
1992,07,75.6,VA
1992,08,70.4,VA
1992,09,66.8,VA
1992,10,53.4,VA
1992,11,46.6,VA
1992,12,37.4,VA
1993,01,38.8,VA
1993,02,34.8,VA
1993,03,41.3,VA
1993,04,52.8,VA
1993,05,64.2,VA
1993,06,71,VA
1993,07,78.2,VA
1993,08,74.7,VA
1993,09,68.4,VA
1993,10,54.8,VA
1993,11,46.3,VA
1993,12,35.4,VA
1994,01,29.4,VA
1994,02,37.5,VA
1994,03,45.2,VA
1994,04,58.6,VA
1994,05,59.3,VA
1994,06,73.6,VA
1994,07,76,VA
1994,08,71.7,VA
1994,09,65.1,VA
1994,10,54.6,VA
1994,11,50.4,VA
1994,12,42.2,VA
1995,01,37.3,VA
1995,02,34.9,VA
1995,03,47.7,VA
1995,04,54.6,VA
1995,05,62.6,VA
1995,06,70.6,VA
1995,07,76.3,VA
1995,08,76.1,VA
1995,09,66.1,VA
1995,10,58,VA
1995,11,41.9,VA
1995,12,33.7,VA
1996,01,32.9,VA
1996,02,36.1,VA
1996,03,40.5,VA
1996,04,54.4,VA
1996,05,62.9,VA
1996,06,72.1,VA
1996,07,73.3,VA
1996,08,72.2,VA
1996,09,66.2,VA
1996,10,56.3,VA
1996,11,41,VA
1996,12,40.3,VA
1997,01,35.2,VA
1997,02,41.6,VA
1997,03,48,VA
1997,04,50.8,VA
1997,05,58.8,VA
1997,06,68.6,VA
1997,07,75.3,VA
1997,08,72.1,VA
1997,09,66.4,VA
1997,10,55.9,VA
1997,11,43.3,VA
1997,12,38,VA
1998,01,40.7,VA
1998,02,41.5,VA
1998,03,45.4,VA
1998,04,55.6,VA
1998,05,65.5,VA
1998,06,71.7,VA
1998,07,75.3,VA
1998,08,74.6,VA
1998,09,71.6,VA
1998,10,57.4,VA
1998,11,47.4,VA
1998,12,42.6,VA
1999,01,39,VA
1999,02,40,VA
1999,03,42.3,VA
1999,04,56.1,VA
1999,05,62.9,VA
1999,06,70.7,VA
1999,07,77.6,VA
1999,08,74.8,VA
1999,09,66,VA
1999,10,54.7,VA
1999,11,51.4,VA
1999,12,39.7,VA
2000,01,34,VA
2000,02,41.5,VA
2000,03,49.6,VA
2000,04,53.9,VA
2000,05,65.7,VA
2000,06,72.6,VA
2000,07,72.3,VA
2000,08,72.4,VA
2000,09,65.7,VA
2000,10,57.4,VA
2000,11,43.6,VA
2000,12,30.1,VA
2001,01,34.3,VA
2001,02,41.2,VA
2001,03,42,VA
2001,04,56.6,VA
2001,05,63,VA
2001,06,71.5,VA
2001,07,71.9,VA
2001,08,75,VA
2001,09,64.8,VA
2001,10,55.2,VA
2001,11,51.2,VA
2001,12,43.4,VA
2002,01,39.2,VA
2002,02,40.5,VA
2002,03,46.3,VA
2002,04,57.7,VA
2002,05,62,VA
2002,06,72.9,VA
2002,07,76.6,VA
2002,08,75.8,VA
2002,09,69.4,VA
2002,10,57.5,VA
2002,11,44.8,VA
2002,12,36,VA
2003,01,31.1,VA
2003,02,34.8,VA
2003,03,48,VA
2003,04,54.7,VA
2003,05,61.7,VA
2003,06,68.9,VA
2003,07,74.5,VA
2003,08,75.5,VA
2003,09,66.7,VA
2003,10,55.2,VA
2003,11,51.5,VA
2003,12,36.8,VA
2004,01,32.1,VA
2004,02,36.3,VA
2004,03,47.8,VA
2004,04,55.4,VA
2004,05,68.9,VA
2004,06,70.8,VA
2004,07,74.6,VA
2004,08,71.8,VA
2004,09,67.9,VA
2004,10,57.3,VA
2004,11,49.5,VA
2004,12,38.2,VA
2005,01,37.7,VA
2005,02,39.3,VA
2005,03,41.8,VA
2005,04,55,VA
2005,05,59.8,VA
2005,06,71.8,VA
2005,07,77.1,VA
2005,08,76.3,VA
2005,09,70.4,VA
2005,10,58.2,VA
2005,11,48.7,VA
2005,12,35.1,VA
2006,01,42.4,VA
2006,02,37.4,VA
2006,03,46.1,VA
2006,04,58,VA
2006,05,61.1,VA
2006,06,70.7,VA
2006,07,75.9,VA
2006,08,76.5,VA
2006,09,64.8,VA
2006,10,54.2,VA
2006,11,48.7,VA
2006,12,43.1,VA
2007,01,39.9,VA
2007,02,31.9,VA
2007,03,49.2,VA
2007,04,53.4,VA
2007,05,64.4,VA
2007,06,71.9,VA
2007,07,73.8,VA
2007,08,77.5,VA
2007,09,69.4,VA
2007,10,62.5,VA
2007,11,46.2,VA
2007,12,41.5,VA
2008,01,36,VA
2008,02,40.3,VA
2008,03,46.8,VA
2008,04,55.9,VA
2008,05,61.3,VA
2008,06,74,VA
2008,07,74.6,VA
2008,08,72.3,VA
2008,09,68.2,VA
2008,10,54.8,VA
2008,11,44.1,VA
2008,12,40.2,VA
2009,01,32.6,VA
2009,02,38.9,VA
2009,03,45.1,VA
2009,04,55.4,VA
2009,05,64.1,VA
2009,06,71.6,VA
2009,07,71.9,VA
2009,08,75.2,VA
2009,09,66.6,VA
2009,10,55.3,VA
2009,11,49.5,VA
2009,12,35.7,VA
2010,01,32.7,VA
2010,02,31.9,VA
2010,03,47.4,VA
2010,04,58.6,VA
2010,05,66.2,VA
2010,06,76,VA
2010,07,77.9,VA
2010,08,76,VA
2010,09,70,VA
2010,10,58,VA
2010,11,46.3,VA
2010,12,30.1,VA
2011,01,32.1,VA
2011,02,40.9,VA
2011,03,46,VA
2011,04,58.2,VA
2011,05,64.8,VA
2011,06,73.4,VA
2011,07,77.8,VA
2011,08,74.9,VA
2011,09,68.2,VA
2011,10,55.5,VA
2011,11,49.4,VA
2011,12,42.6,VA
2012,01,38.9,VA
2012,02,41.8,VA
2012,03,55.2,VA
2012,04,55.6,VA
2012,05,67.3,VA
2012,06,70.2,VA
2012,07,78.7,VA
2012,08,74,VA
2012,09,66.9,VA
2012,10,56.4,VA
2012,11,42.7,VA
2012,12,42.9,VA
2013,01,38.5,VA
2013,02,36.8,VA
2013,03,40.1,VA
2013,04,56,VA
2013,05,62.5,VA
2013,06,72.2,VA
2013,07,75.6,VA
2013,08,71.8,VA
2013,09,66.3,VA
2013,10,57.6,VA
2013,11,43.7,VA
2013,12,40.3,VA
2014,01,29.4,VA
2014,02,37,VA
2014,03,40.7,VA
2014,04,55,VA
2014,05,65.2,VA
2014,06,72.5,VA
2014,07,73.4,VA
2014,08,71.3,VA
2014,09,68.1,VA
2014,10,57.8,VA
2014,11,42.1,VA
2014,12,40.8,VA
2015,01,33.8,VA
2015,02,28.9,VA
2015,03,44.2,VA
2015,04,55.9,VA
2015,05,67.1,VA
2015,06,73.7,VA
2015,07,75.3,VA
2015,08,73.2,VA
2015,09,69.3,VA
2015,10,56.3,VA
2015,11,51.1,VA
2015,12,49.6,VA
2016,01,33.1,VA
2016,02,38.4,VA
2016,03,51.8,VA
2016,04,55.1,VA
2016,05,61.9,VA
2016,06,71.8,VA
2016,07,77.3,VA
2016,08,77,VA
2016,09,71.8,VA
2016,10,59.8,VA
2016,11,48.3,VA
2016,12,39.1,VA
2017,01,40.1,VA
2017,02,46.1,VA
2017,03,45.9,VA
2017,04,60.7,VA
2017,05,63.4,VA
2017,06,71.2,VA
2017,07,76.8,VA
2017,08,72.8,VA
2017,09,67.4,VA
2017,10,60.3,VA
2017,11,46.1,VA
2017,12,37.2,VA
2018,01,31.9,VA
2018,02,45.2,VA
2018,03,41.2,VA
2018,04,52.1,VA
2018,05,69.7,VA
2018,06,73.1,VA
2018,07,75,VA
2018,08,75.2,VA
2018,09,72.7,VA
2018,10,59.3,VA
1895,01,26.2,WA
1895,02,34.7,WA
1895,03,37.7,WA
1895,04,45.6,WA
1895,05,50.4,WA
1895,06,57.8,WA
1895,07,62,WA
1895,08,62.3,WA
1895,09,51,WA
1895,10,47.6,WA
1895,11,35.5,WA
1895,12,31,WA
1896,01,30.2,WA
1896,02,36.5,WA
1896,03,36.4,WA
1896,04,41.9,WA
1896,05,48.4,WA
1896,06,57.7,WA
1896,07,66.5,WA
1896,08,62.9,WA
1896,09,54.1,WA
1896,10,46.8,WA
1896,11,29.5,WA
1896,12,34,WA
1897,01,28,WA
1897,02,32.5,WA
1897,03,31.7,WA
1897,04,47.3,WA
1897,05,55.9,WA
1897,06,57.1,WA
1897,07,60.3,WA
1897,08,66.2,WA
1897,09,54.6,WA
1897,10,46.3,WA
1897,11,34.4,WA
1897,12,29.7,WA
1898,01,26.5,WA
1898,02,36.9,WA
1898,03,35.7,WA
1898,04,45.5,WA
1898,05,52.2,WA
1898,06,57.8,WA
1898,07,63.4,WA
1898,08,66.4,WA
1898,09,57.4,WA
1898,10,45.4,WA
1898,11,34.2,WA
1898,12,26.7,WA
1899,01,29.1,WA
1899,02,28.2,WA
1899,03,36.2,WA
1899,04,43.1,WA
1899,05,47.6,WA
1899,06,55.1,WA
1899,07,64.2,WA
1899,08,58.2,WA
1899,09,58,WA
1899,10,44.9,WA
1899,11,43,WA
1899,12,33.4,WA
1900,01,34,WA
1900,02,31.9,WA
1900,03,43,WA
1900,04,47.3,WA
1900,05,52.7,WA
1900,06,60.1,WA
1900,07,63.6,WA
1900,08,59.7,WA
1900,09,55,WA
1900,10,45.5,WA
1900,11,34.5,WA
1900,12,36.7,WA
1901,01,28.7,WA
1901,02,31.7,WA
1901,03,38.8,WA
1901,04,42.5,WA
1901,05,52.3,WA
1901,06,53.1,WA
1901,07,60.9,WA
1901,08,65.6,WA
1901,09,52.9,WA
1901,10,51.7,WA
1901,11,39.2,WA
1901,12,32.6,WA
1902,01,28,WA
1902,02,35.2,WA
1902,03,37.5,WA
1902,04,43.5,WA
1902,05,51.8,WA
1902,06,55.8,WA
1902,07,60.6,WA
1902,08,62.1,WA
1902,09,54.7,WA
1902,10,48.9,WA
1902,11,35.8,WA
1902,12,29.5,WA
1903,01,30.9,WA
1903,02,28.3,WA
1903,03,35.8,WA
1903,04,42.2,WA
1903,05,50.7,WA
1903,06,60.5,WA
1903,07,60.4,WA
1903,08,62.2,WA
1903,09,53.7,WA
1903,10,47.4,WA
1903,11,35.6,WA
1903,12,31.2,WA
1904,01,31,WA
1904,02,30.6,WA
1904,03,34,WA
1904,04,47.3,WA
1904,05,50.7,WA
1904,06,56.8,WA
1904,07,64.1,WA
1904,08,64.1,WA
1904,09,57.5,WA
1904,10,48.6,WA
1904,11,41.7,WA
1904,12,33.1,WA
1905,01,29.8,WA
1905,02,31,WA
1905,03,42.8,WA
1905,04,46.8,WA
1905,05,50.7,WA
1905,06,56.8,WA
1905,07,64.8,WA
1905,08,62.6,WA
1905,09,57,WA
1905,10,41.8,WA
1905,11,35.9,WA
1905,12,30.8,WA
1906,01,30.8,WA
1906,02,35,WA
1906,03,36.7,WA
1906,04,48.8,WA
1906,05,51.6,WA
1906,06,54.8,WA
1906,07,69.4,WA
1906,08,63.5,WA
1906,09,56.6,WA
1906,10,48.2,WA
1906,11,35.5,WA
1906,12,31.9,WA
1907,01,19.3,WA
1907,02,32.7,WA
1907,03,36.5,WA
1907,04,43.4,WA
1907,05,53.4,WA
1907,06,56.3,WA
1907,07,63.8,WA
1907,08,59.3,WA
1907,09,55.6,WA
1907,10,50.7,WA
1907,11,39.1,WA
1907,12,32.8,WA
1908,01,30.2,WA
1908,02,32,WA
1908,03,37.8,WA
1908,04,45.6,WA
1908,05,49,WA
1908,06,56.6,WA
1908,07,65.7,WA
1908,08,62.7,WA
1908,09,56.3,WA
1908,10,46.1,WA
1908,11,39.8,WA
1908,12,28.8,WA
1909,01,20.2,WA
1909,02,33.9,WA
1909,03,39.1,WA
1909,04,42.8,WA
1909,05,49.5,WA
1909,06,57.6,WA
1909,07,60.6,WA
1909,08,61.1,WA
1909,09,58,WA
1909,10,46.8,WA
1909,11,37.1,WA
1909,12,24.8,WA
1910,01,26.5,WA
1910,02,27.1,WA
1910,03,42.9,WA
1910,04,47.7,WA
1910,05,54.5,WA
1910,06,56.1,WA
1910,07,64,WA
1910,08,59.8,WA
1910,09,55.6,WA
1910,10,48.2,WA
1910,11,36.6,WA
1910,12,33.2,WA
1911,01,26.7,WA
1911,02,29.1,WA
1911,03,39.9,WA
1911,04,43.1,WA
1911,05,49.1,WA
1911,06,57.2,WA
1911,07,64.9,WA
1911,08,61.7,WA
1911,09,53.5,WA
1911,10,45.9,WA
1911,11,34.2,WA
1911,12,30.7,WA
1912,01,27.3,WA
1912,02,35.2,WA
1912,03,36.4,WA
1912,04,44.6,WA
1912,05,53.1,WA
1912,06,59.4,WA
1912,07,62.6,WA
1912,08,60.5,WA
1912,09,54.2,WA
1912,10,43.5,WA
1912,11,37.8,WA
1912,12,31.8,WA
1913,01,24.4,WA
1913,02,26.6,WA
1913,03,34.8,WA
1913,04,45,WA
1913,05,51.1,WA
1913,06,58,WA
1913,07,63,WA
1913,08,64.2,WA
1913,09,55.8,WA
1913,10,44.2,WA
1913,11,37.9,WA
1913,12,31,WA
1914,01,33.7,WA
1914,02,32.2,WA
1914,03,40.9,WA
1914,04,46.9,WA
1914,05,54.1,WA
1914,06,56.2,WA
1914,07,65,WA
1914,08,64,WA
1914,09,53.8,WA
1914,10,48.8,WA
1914,11,38.3,WA
1914,12,24.6,WA
1915,01,26.8,WA
1915,02,36.2,WA
1915,03,43.2,WA
1915,04,49.1,WA
1915,05,51.8,WA
1915,06,57.2,WA
1915,07,63.1,WA
1915,08,67.4,WA
1915,09,55.6,WA
1915,10,48.2,WA
1915,11,33.9,WA
1915,12,30.4,WA
1916,01,16.3,WA
1916,02,31.1,WA
1916,03,38,WA
1916,04,45,WA
1916,05,48.1,WA
1916,06,56.2,WA
1916,07,60,WA
1916,08,63.1,WA
1916,09,56,WA
1916,10,44.9,WA
1916,11,31.9,WA
1916,12,25.1,WA
1917,01,26,WA
1917,02,30.1,WA
1917,03,32.4,WA
1917,04,41.4,WA
1917,05,49.9,WA
1917,06,54.8,WA
1917,07,64.3,WA
1917,08,64.9,WA
1917,09,57.3,WA
1917,10,48.3,WA
1917,11,40.8,WA
1917,12,35.3,WA
1918,01,33,WA
1918,02,30.7,WA
1918,03,38.4,WA
1918,04,45.6,WA
1918,05,49.3,WA
1918,06,61.2,WA
1918,07,64.2,WA
1918,08,61.3,WA
1918,09,60.8,WA
1918,10,49,WA
1918,11,36.7,WA
1918,12,31.5,WA
1919,01,30.5,WA
1919,02,31.8,WA
1919,03,38.2,WA
1919,04,45.9,WA
1919,05,50.7,WA
1919,06,55,WA
1919,07,64.1,WA
1919,08,63.5,WA
1919,09,56,WA
1919,10,43.1,WA
1919,11,34.8,WA
1919,12,23.7,WA
1920,01,28.2,WA
1920,02,33.2,WA
1920,03,38,WA
1920,04,41.7,WA
1920,05,48.2,WA
1920,06,55.5,WA
1920,07,65.6,WA
1920,08,64.3,WA
1920,09,55.3,WA
1920,10,45.4,WA
1920,11,37.1,WA
1920,12,32.9,WA
1921,01,30,WA
1921,02,33.7,WA
1921,03,38.8,WA
1921,04,42.8,WA
1921,05,51.6,WA
1921,06,58.7,WA
1921,07,62.1,WA
1921,08,63.2,WA
1921,09,52.2,WA
1921,10,48.4,WA
1921,11,36.1,WA
1921,12,28.1,WA
1922,01,21.4,WA
1922,02,26.2,WA
1922,03,34.3,WA
1922,04,42,WA
1922,05,50.4,WA
1922,06,61.8,WA
1922,07,65.3,WA
1922,08,63.8,WA
1922,09,58.2,WA
1922,10,48.8,WA
1922,11,34,WA
1922,12,24.4,WA
1923,01,31.3,WA
1923,02,26.6,WA
1923,03,37.5,WA
1923,04,45.9,WA
1923,05,51.3,WA
1923,06,57,WA
1923,07,65.1,WA
1923,08,64.9,WA
1923,09,58.5,WA
1923,10,47.9,WA
1923,11,38.7,WA
1923,12,31.5,WA
1924,01,25.9,WA
1924,02,38.6,WA
1924,03,38.2,WA
1924,04,44.4,WA
1924,05,56.2,WA
1924,06,58.5,WA
1924,07,64.2,WA
1924,08,62.4,WA
1924,09,56.9,WA
1924,10,46.9,WA
1924,11,34.6,WA
1924,12,24.6,WA
1925,01,31,WA
1925,02,37.8,WA
1925,03,39.7,WA
1925,04,47.6,WA
1925,05,54.7,WA
1925,06,58.8,WA
1925,07,66.6,WA
1925,08,62.5,WA
1925,09,56.7,WA
1925,10,45.8,WA
1925,11,35.8,WA
1925,12,36,WA
1926,01,30.9,WA
1926,02,38.2,WA
1926,03,43.4,WA
1926,04,50.6,WA
1926,05,51.8,WA
1926,06,60.7,WA
1926,07,66.4,WA
1926,08,63,WA
1926,09,52.1,WA
1926,10,48.2,WA
1926,11,39.2,WA
1926,12,29.8,WA
1927,01,27.2,WA
1927,02,33.7,WA
1927,03,37.4,WA
1927,04,43.2,WA
1927,05,48.5,WA
1927,06,59,WA
1927,07,64.4,WA
1927,08,63.8,WA
1927,09,54.7,WA
1927,10,47.2,WA
1927,11,37.7,WA
1927,12,24.9,WA
1928,01,29,WA
1928,02,33.4,WA
1928,03,40.6,WA
1928,04,43.1,WA
1928,05,55.6,WA
1928,06,57.7,WA
1928,07,65.9,WA
1928,08,62.3,WA
1928,09,56.7,WA
1928,10,46.7,WA
1928,11,37,WA
1928,12,29.1,WA
1929,01,19.8,WA
1929,02,22.8,WA
1929,03,39.4,WA
1929,04,41.9,WA
1929,05,51.6,WA
1929,06,56.9,WA
1929,07,63.2,WA
1929,08,65,WA
1929,09,55.8,WA
1929,10,49.2,WA
1929,11,34.3,WA
1929,12,33.1,WA
1930,01,15,WA
1930,02,35.5,WA
1930,03,40.3,WA
1930,04,48.7,WA
1930,05,50.4,WA
1930,06,56,WA
1930,07,64.2,WA
1930,08,65.3,WA
1930,09,57.2,WA
1930,10,44.5,WA
1930,11,35,WA
1930,12,30,WA
1931,01,33.2,WA
1931,02,33.7,WA
1931,03,39.5,WA
1931,04,46.2,WA
1931,05,55.1,WA
1931,06,57.8,WA
1931,07,65.2,WA
1931,08,63.7,WA
1931,09,55.8,WA
1931,10,46.7,WA
1931,11,32.9,WA
1931,12,28.2,WA
1932,01,26.3,WA
1932,02,29.6,WA
1932,03,38,WA
1932,04,46,WA
1932,05,51,WA
1932,06,59.7,WA
1932,07,60.6,WA
1932,08,62.7,WA
1932,09,57.2,WA
1932,10,47.8,WA
1932,11,39.6,WA
1932,12,27.2,WA
1933,01,29.6,WA
1933,02,25.3,WA
1933,03,37.2,WA
1933,04,44.4,WA
1933,05,47.8,WA
1933,06,56.8,WA
1933,07,63.3,WA
1933,08,64.6,WA
1933,09,53,WA
1933,10,48.6,WA
1933,11,38.7,WA
1933,12,35.8,WA
1934,01,35.6,WA
1934,02,38.7,WA
1934,03,44.2,WA
1934,04,52.1,WA
1934,05,54.8,WA
1934,06,58.8,WA
1934,07,63.2,WA
1934,08,64.7,WA
1934,09,54.8,WA
1934,10,48.9,WA
1934,11,40.8,WA
1934,12,32.6,WA
1935,01,29.3,WA
1935,02,34.9,WA
1935,03,35.5,WA
1935,04,42.8,WA
1935,05,51.4,WA
1935,06,57.5,WA
1935,07,63.4,WA
1935,08,62,WA
1935,09,59.2,WA
1935,10,45.4,WA
1935,11,32.4,WA
1935,12,31.5,WA
1936,01,31.3,WA
1936,02,19.6,WA
1936,03,36.4,WA
1936,04,47.7,WA
1936,05,55.7,WA
1936,06,59.2,WA
1936,07,64.2,WA
1936,08,64.2,WA
1936,09,56,WA
1936,10,50.1,WA
1936,11,33.7,WA
1936,12,33,WA
1937,01,14.2,WA
1937,02,28.2,WA
1937,03,40.1,WA
1937,04,42.9,WA
1937,05,52.1,WA
1937,06,58.4,WA
1937,07,65.2,WA
1937,08,60.8,WA
1937,09,58.3,WA
1937,10,50.4,WA
1937,11,39.1,WA
1937,12,33.3,WA
1938,01,31.1,WA
1938,02,32.7,WA
1938,03,38,WA
1938,04,46.2,WA
1938,05,52.4,WA
1938,06,60.3,WA
1938,07,67,WA
1938,08,61.5,WA
1938,09,62,WA
1938,10,48.4,WA
1938,11,34,WA
1938,12,31.8,WA
1939,01,33.4,WA
1939,02,29.6,WA
1939,03,39,WA
1939,04,47.6,WA
1939,05,53.4,WA
1939,06,55.6,WA
1939,07,64.6,WA
1939,08,65.3,WA
1939,09,58.1,WA
1939,10,47.7,WA
1939,11,39.4,WA
1939,12,36.7,WA
1940,01,30.7,WA
1940,02,35.6,WA
1940,03,42.5,WA
1940,04,47.1,WA
1940,05,55.2,WA
1940,06,61,WA
1940,07,64.7,WA
1940,08,64.2,WA
1940,09,60.5,WA
1940,10,50.1,WA
1940,11,32.6,WA
1940,12,33,WA
1941,01,32.1,WA
1941,02,36.9,WA
1941,03,44.1,WA
1941,04,48.6,WA
1941,05,51.9,WA
1941,06,57.6,WA
1941,07,68,WA
1941,08,63.4,WA
1941,09,53.4,WA
1941,10,46.8,WA
1941,11,39.3,WA
1941,12,33.2,WA
1942,01,25.6,WA
1942,02,33.4,WA
1942,03,38.4,WA
1942,04,46.9,WA
1942,05,50.6,WA
1942,06,55.7,WA
1942,07,65.8,WA
1942,08,66.1,WA
1942,09,58.8,WA
1942,10,48.9,WA
1942,11,34.3,WA
1942,12,31.7,WA
1943,01,22.1,WA
1943,02,33.9,WA
1943,03,35.6,WA
1943,04,47.3,WA
1943,05,48.9,WA
1943,06,55.1,WA
1943,07,64,WA
1943,08,61.6,WA
1943,09,59.7,WA
1943,10,48.1,WA
1943,11,37.5,WA
1943,12,30.4,WA
1944,01,29,WA
1944,02,32.6,WA
1944,03,36.7,WA
