SAMPLE_ID,LAT_DEG,LONG_DEG,YEAR_CONSTRUCTION,WELL_TYPE,WELL_DEPTH_m,DIVISION,DISTRICT,THANA,UNION,MOUZA,As_ugL,Al_mgL,B__mgL,Ba_mgL,Ca_mgL,Co_mgL,Cr_mgL,Cu_mgL,Fe_mgL,K__mgL,Li_mgL,Mg_mgL,Mn_mgL,Na_mgL,P__mgL,Si_mgL,SO4_mgL,Sr_mgL,V__mgL,Zn_mgL
S98_04113,23.18,91.244,1992,DTW,98,Chittagong,Comilla,Nangalkot,Roykot,Joykot,11.6,0.02,0.1,0.018,19.1,0.003,0.002,0.008,0.611,1.9,0.006,8.02,0.772,19.7,0.2,35.8,1.8,0.125,0.002,0.009
S98_04114,23.144,91.238,1992,STW,16,Chittagong,Comilla,Nangalkot,Mokara,Aokara,77,0.03,0.1,0.009,40.4,0.003,0.002,0.008,2.52,5.5,0.009,36.8,1.95,13,0.5,28.1,1.2,0.169,0.002,0.015
S98_04115,23.098,91.247,1995,STW,15,Chittagong,Comilla,Nangalkot,Dhalua,Mhalua,68,0.04,0.1,0.007,24.9,0.003,0.002,0.008,0.268,5.8,0.004,32.2,0.446,11,0.4,18.8,17.9,0.145,0.002,0.01
S98_04116,23.079,91.204,1993,STW,15,Chittagong,Comilla,Nangalkot,Daulkhar,Daulkhar,110,0.06,0.1,0.009,34.2,0.003,0.002,0.008,0.87,11.8,0.004,49,0.456,23,0.9,16.1,0.5,0.234,0.002,0.008
S98_04117,23.113,91.184,1998,STW,59,Chittagong,Comilla,Nangalkot,Jadda,Badda,4.6,0.03,0.2,0.015,5.6,0.003,0.002,0.008,1.73,5.2,0.006,7.97,0.056,159,2,17.8,0.4,0.0629,0.002,0.004
S98_04118,23.138,91.145,1992,STW,15,Chittagong,Comilla,Nangalkot,Adra,Bdra,668,0.09,0.2,0.008,25.6,0.003,0.002,0.008,0.372,11.1,0.005,46.2,0.208,84.4,1.4,10.2,0.4,0.281,0.002,0.009
S98_04119,23.163,91.199,1998,STW,52,Chittagong,Comilla,Nangalkot,Nangalkot,Hangalkot,44.7,0.12,0.2,0.006,4.4,0.003,0.002,0.008,1.33,1.2,0.006,4.17,0.136,138,1.2,23.6,1,0.0353,0.002,0.009
S98_04120,23.152,90.691,1998,STW,20,Chittagong,Chandpur,Chandpur Sadar,Balia,Gulisa,384,0.01,0.1,0.041,35.3,0.003,0.002,0.008,1.86,5.6,0.004,25.3,0.059,22.4,0.1,15.8,0.2,0.361,0.002,0.006
S98_04121,23.553,91.128,1984,DTW,118,Chittagong,Comilla,Burichang,Purba Burichang,Burba Burichang,2.4,0.08,0.1,0.021,23,0.003,0.002,0.008,1.41,2.3,0.005,10.8,0.486,34.6,0.1,35.1,1.6,0.0979,0.002,0.114
S98_04122,23.576,91.147,1996,Tara,37,Chittagong,Comilla,Burichang,Rajapur,Uajapur,2.4,0.17,0.1,0.019,12.3,0.003,0.002,0.008,0.23,0.8,0.011,6.05,0.862,76.7,0.3,25.9,1.8,0.0781,0.003,0.121
S98_04123,23.507,91.146,1990,Tara,43,Chittagong,Comilla,Burichang,Sholanal,Bholanal,3.3,0.01,0.1,0.028,11.1,0.003,0.002,0.008,0.034,1.7,0.004,9.68,0.419,24.1,0.2,29,1.3,0.0831,0.002,0.013
S98_04124,23.549,91.177,1982,STW,43,Chittagong,Comilla,Burichang,Bakshimal,Pakshimal,1.6,0.02,0.1,0.053,17.9,0.003,0.002,0.008,2.46,1.2,0.007,7.73,0.237,19.1,0.1,32.5,1.2,0.121,0.002,0.018
S98_04125,23.554,91.1,1997,STW,44,Chittagong,Comilla,Burichang,Bharella,Kharella,2.5,0.02,0.1,0.008,9.4,0.003,0.002,0.008,0.081,2.1,0.009,6.42,0.493,43.4,0.2,30,0.9,0.0784,0.002,0.051
S98_04126,23.499,91.109,1996,Tara,54,Chittagong,Comilla,Burichang,Mainamati,Sainamati,2.1,0.03,0.1,0.024,13.8,0.003,0.007,0.008,0.131,1.4,0.005,5.16,0.05,12.4,0.1,38.1,2.4,0.111,0.006,0.528
S98_04127,23.488,91.057,1997,STW,28,Chittagong,Comilla,Burichang,Mokam,Nokam,63.2,0.03,0.1,0.018,25.8,0.003,0.002,0.008,7.31,8.5,0.005,22.8,0.723,12.3,0.6,28.5,1.9,0.213,0.002,0.048
S98_04128,23.677,91.012,1986,STW,28,Chittagong,Comilla,Debidwar,D. Barashalghar,I. Barashalghar,274,0.03,0.2,0.018,30.8,0.003,0.002,0.008,0.714,8.1,0.005,38.8,0.09,130,1.8,21.8,0.5,0.261,0.002,0.011
S98_04129,23.647,90.999,1990,STW,28,Chittagong,Comilla,Debidwar,Uttar subil,Gttar Subil,164,0.02,0.1,0.018,26,0.003,0.002,0.008,1.68,7.8,0.004,35.7,0.075,66.4,2,20,0.3,0.251,0.002,0.01
S98_04130,23.607,90.991,1992,STW,29,Chittagong,Comilla,Debidwar,Debidwar,Debidwar,115,0.08,0.1,0.021,38.9,0.003,0.002,0.008,4.28,6.3,0.004,35.1,0.353,14.2,0.8,24.8,0.4,0.261,0.002,0.013
S98_04131,23.604,90.988,1988,Tara,75,Chittagong,Comilla,Debidwar,Debidwar,Debidwar,6.1,0.05,0.1,0.036,35.1,0.003,0.002,0.009,4,4.1,0.016,15.9,0.467,175,0.1,30.3,1.2,0.229,0.002,0.035
S98_04132,23.585,90.96,1994,STW,29,Chittagong,Comilla,Debidwar,U. Gunaighar,B. Gunaighar,452,0.03,0.3,0.032,39.5,0.003,0.002,0.008,1.59,11,0.01,55.3,0.105,247,2.1,20.8,1,0.393,0.002,0.011
S98_04133,23.577,91.041,1993,STW,29,Chittagong,Comilla,Debidwar,Fatehbad,Katehbad,114,0.02,0.2,0.017,24.1,0.003,0.002,0.008,1.86,12.1,0.005,40.7,0.1,44,1.4,20.6,0.3,0.235,0.002,0.009
S98_04134,23.552,90.932,1989,STW,33,Chittagong,Comilla,Debidwar,U. Rajamehar,R. Rajamehar,182,0.03,0.1,0.017,30.9,0.003,0.002,0.008,2.38,14.7,0.006,34.8,0.132,39.5,1.7,22.8,0.4,0.275,0.002,0.013
S98_04135,23.495,90.977,1989,STW,29,Chittagong,Comilla,Debidwar,Dakshin Dhamti,Kakshin Dhamti,202,0.02,0.1,0.008,22.5,0.003,0.002,0.008,2.15,4.6,0.004,23.3,0.305,13,1.4,21.2,0.2,0.146,0.002,0.011
S98_04136,23.532,91.007,1996,STW,28,Chittagong,Comilla,Debidwar,Uttar Barkamta,Jttar Barkamta,115,0.04,0.1,0.016,32.8,0.003,0.002,0.008,6.86,8.2,0.004,31.7,0.3,17,1.1,25.4,0.6,0.264,0.002,0.029
S98_04137,23.552,90.987,1984,STW,35,Chittagong,Comilla,Debidwar,Uttar Dhamti,Dttar Dhamti,261,0.02,0.2,0.017,22.4,0.003,0.002,0.008,2.73,12.8,0.004,40,0.071,62.4,3,25.4,0.9,0.224,0.002,0.018
S98_04138,23.071,91.338,1994,STW,21,Chittagong,Comilla,Chauddagram,Alkara,Klkara,10.4,0.01,0.1,0.037,8.4,0.003,0.002,0.008,0.628,2.7,0.004,5.49,0.301,9.3,0.1,8.06,0.2,0.076,0.002,0.006
S98_04139,23.125,91.331,1997,STW,15,Chittagong,Comilla,Chauddagram,Jaghanathdighi,Baghanathdighi,108,0.02,0.1,0.011,20.6,0.003,0.002,0.008,15.4,4.4,0.009,17.7,0.676,16,0.7,24.7,0.4,0.156,0.002,0.019
S98_04140,23.142,91.286,1989,STW,22,Chittagong,Comilla,Chauddagram,Cheora,Dheora,110,0.02,0.1,0.006,19.9,0.003,0.002,0.008,1.07,3.3,0.004,17.1,0.596,16.3,0.4,22.7,2.7,0.093,0.002,0.247
S98_04141,23.181,91.321,1997,STW,49,Chittagong,Comilla,Chauddagram,Batisha,Natisha,0.9,0.01,0.1,0.014,3.7,0.003,0.006,0.008,0.28,2.7,0.007,0.97,0.016,5.2,0.1,21,0.3,0.038,0.002,0.009
S98_04142,23.249,91.267,1997,STW,39,Chittagong,Comilla,Chauddagram,Munshirhat,Kunshirhat,87.4,0.02,0.1,0.006,13,0.003,0.002,0.008,0.44,4.2,0.006,16.2,0.158,10.9,1.3,19.9,0.4,0.0805,0.002,0.013
S98_04143,23.324,91.218,1990,STW,39,Chittagong,Comilla,Chauddagram,Kashinagar,Jashinagar,138,0.04,0.1,0.013,45.5,0.003,0.002,0.008,3.25,7,0.004,53.9,1.02,25.4,0.8,17,8.5,0.352,0.002,0.014
S98_04144,23.299,91.264,1990,STW,39,Chittagong,Comilla,Chauddagram,Sripur,Lripur,18.8,0.03,0.1,0.044,18.4,0.003,0.002,0.016,5.17,4.5,0.009,20,0.443,26.7,0.5,23,3.7,0.182,0.002,0.046
S98_04145,23.338,91.28,1996,STW,42,Chittagong,Comilla,Chauddagram,Ujirpur,Bjirpur,0.9,0.05,0.1,0.025,12.3,0.003,0.002,0.008,0.164,1,0.004,6.41,1.4,20.4,0.1,30.7,3.1,0.0962,0.002,0.035
S98_04146,23.829,90.941,1996,STW,52,Chittagong,Brahamanbaria,Nabinagar,Rasullabad,Rasullabad,328,0.12,0.4,0.057,35,0.003,0.002,0.008,3.05,9.1,0.009,27.6,0.093,290,3.4,21.7,1,0.275,0.002,0.015
S98_04147,23.84,90.98,1976,STW,24,Chittagong,Brahamanbaria,Nabinagar,Ibrahimpur,Ibrahimpur,70.7,0.06,0.1,0.02,30.8,0.003,0.002,0.008,10.5,24.4,0.006,28.8,0.273,13.9,1,33.2,0.2,0.306,0.002,0.112
S98_04148,23.888,90.968,1972,STW,30,Chittagong,Brahamanbaria,Nabinagar,Paschim Nabinaga,Nabinagar,66.2,0.01,0.1,0.003,22.9,0.003,0.002,0.008,0.11,42.7,0.004,22.4,0.002,16.4,0.1,30.3,0.2,0.19,0.002,0.066
S98_04149,23.938,91.008,1965,STW,30,Chittagong,Brahamanbaria,Nabinagar,Paschim Sadakpur,Gonsaipur,376,0.04,0.3,0.027,26.9,0.003,0.002,0.008,1.38,10.4,0.006,28.9,0.077,152,3.9,25.8,0.8,0.239,0.002,0.015
S98_04150,23.916,91.004,1994,STW,47,Chittagong,Brahamanbaria,Nabinagar,Bidyakot,Urkhalia,51.5,0.01,0.1,0.027,6.8,0.003,0.002,0.008,0.771,6.4,0.004,10.5,0.036,80.5,1.9,10.8,0.2,0.0995,0.002,0.013
S98_04151,23.793,90.992,1996,STW,43,Chittagong,Brahamanbaria,Nabinagar,Paschim Junedpur,Bara bangura,388,0.01,0.1,0.033,32.7,0.003,0.002,0.008,4.39,8.7,0.004,31.8,0.117,32,1.7,20.8,0.2,0.246,0.002,0.017
S98_04152,23.72,90.798,1990,STW,15,Chittagong,Comilla,Homna,Paschim Ghagutia,Baschim Ghagutia,213,0.06,0.1,0.073,92.3,0.003,0.002,0.008,3.91,4.6,0.005,24.3,0.812,15.7,1.4,22.1,2.7,0.276,0.002,0.049
S98_04153,23.732,90.799,1992,STW,18,Chittagong,Comilla,Homna,Paschim Ghagutia,Baschim Ghagutia,154,0.04,0.1,0.063,48.6,0.003,0.002,0.008,8.02,4.7,0.004,13.7,0.84,12.1,1.5,21.6,1.5,0.168,0.002,0.025
S98_04154,23.68,90.793,1995,STW,12,Chittagong,Comilla,Homna,Uttar Homna,Httar Homna,2.9,0.03,0.1,0.037,29.9,0.003,0.002,0.008,0.19,3.1,0.004,13.8,0.136,14.8,0.1,14.1,12.4,0.0973,0.002,0.015
S98_04155,23.672,90.818,1990,STW,25,Chittagong,Comilla,Homna,Nilakhi,Gilakhi,105,0.08,0.1,0.083,79,0.003,0.002,0.008,2.32,4.9,0.004,21.8,1.25,27.3,0.8,24.1,25.1,0.252,0.002,0.022
S98_04156,23.659,90.839,1995,STW,12,Chittagong,Comilla,Homna,Bhasania,Bhasania,0.9,0.05,0.1,0.128,65,0.003,0.002,0.008,0.197,53.1,0.007,33.2,1.59,62.4,0.2,18.8,42.6,0.208,0.002,0.021
S98_04157,23.657,90.786,1997,STW,20,Chittagong,Comilla,Homna,Dakshin Homna,Cakshin Homna,68.1,0.12,0.1,0.028,17.3,0.003,0.002,0.008,3.36,2.1,0.004,4.73,0.628,9.1,0.9,20.6,4.3,0.0618,0.002,0.033
S98_04158,23.722,90.851,1995,STW,15,Chittagong,Comilla,Homna,P. Handerchar,R. Chanderchar,160,0.04,0.1,0.008,18.4,0.003,0.002,0.008,1.15,11.7,0.004,35.6,0.161,35.3,1.7,15.6,0.3,0.162,0.002,0.009
S98_04159,23.111,91.115,1997,STW,29,Chittagong,Comilla,Laksam,P. Hatherpctua,N. Hatherpctua,188,0.03,0.2,0.006,16.5,0.003,0.002,0.008,0.206,13.2,0.005,34.7,0.084,94.8,2.7,15.5,0.6,0.166,0.002,0.007
S98_04160,23.111,91.082,1997,STW,24,Chittagong,Comilla,Laksam,Lakshmanpur,Lakshmanpur,525,0.04,0.7,0.024,42.5,0.003,0.002,0.008,2.1,24.3,0.017,102,0.14,921,2.7,10.5,0.8,0.63,0.002,0.012
S98_04161,23.151,91.051,1996,STW,20,Chittagong,Comilla,Laksam,Purba Baisgaon,Curba Baisgaon,276,0.03,0.1,0.007,31.5,0.003,0.002,0.008,1.94,9.7,0.005,50.4,0.197,35.8,1.8,15.7,0.2,0.23,0.002,0.008
S98_04162,23.193,91.096,1996,STW,26,Chittagong,Comilla,Laksam,Purba Gobindapur,Gurba Gobindapur,148,0.04,0.1,0.005,35.4,0.003,0.002,0.008,0.611,7.2,0.004,45.9,0.151,35.4,0.8,18.8,0.5,0.16,0.002,0.019
S98_04163,23.264,91.169,1993,STW,40,Chittagong,Comilla,Laksam,Belghar,Celghar,170,0.03,0.1,0.019,33.4,0.004,0.002,0.008,0.208,5.1,0.006,20,4.66,10.9,1.1,30.6,1.5,0.288,0.002,0.011
S98_04164,23.299,91.13,1962,STW,22,Chittagong,Comilla,Laksam,Perul,Serul,102,0.01,0.1,0.069,14.2,0.003,0.002,0.008,8.55,4.9,0.005,14.5,0.182,14,0.6,25.1,1.3,0.102,0.002,0.017
S98_04165,23.331,91.143,1990,STW,23,Chittagong,Comilla,Laksam,Bagmara,Uagmara,12.8,0.02,0.1,0.006,13.2,0.003,0.002,0.008,0.509,4.5,0.01,17.6,0.798,32,0.5,21.7,3.5,0.0939,0.002,0.026
S98_04166,23.27,91.045,1993,STW,25,Chittagong,Comilla,Laksam,Mudafarganj,Mudafarganj,311,0.03,0.1,0.01,27.6,0.003,0.002,0.008,3.85,7.4,0.006,37.4,0.381,20.5,1.4,18.9,0.2,0.224,0.002,0.012
S98_04167,23.235,91.117,1988,STW,24,Chittagong,Comilla,Laksam,Paurashava W02,Paurashava W02,1.6,0.06,0.1,0.337,65.1,0.003,0.002,0.008,0.349,134,0.019,52.6,1.15,89.8,0.1,13.5,86.7,0.264,0.002,0.029
S98_04168,23.435,91.109,1997,STW,30,Chittagong,Comilla,Comilla Sadar,Kalirbazar,Halirbazar,1.3,0.02,0.1,0.006,10.4,0.003,0.002,0.008,0.459,1.6,0.006,5.58,1.04,15.9,0.2,32.9,3.2,0.0842,0.002,0.022
S98_04169,23.369,91.187,1989,STW,34,Chittagong,Comilla,Comilla Sadar,Bapapara,Sapapara,0.5,0.04,0.1,0.045,15.8,0.003,0.002,0.008,7.55,3,0.004,9.12,0.399,18.6,0.3,36.8,0.2,0.118,0.002,0.018
S98_04170,23.377,91.241,1994,Tara,50,Chittagong,Comilla,Comilla Sadar,Pas.jorekaran,Sas.jorekaran,0.5,0.04,0.1,0.041,21.7,0.003,0.002,0.008,2.63,1.7,0.011,10,0.245,18.3,0.1,36.7,1.4,0.125,0.002,0.02
S98_04171,23.414,91.249,1996,STW,31,Chittagong,Comilla,Comilla Sadar,Galiara,Naliara,0.5,0.03,0.1,0.041,11.6,0.003,0.002,0.008,0.623,1.4,0.004,2.92,0.051,14.9,0.1,25,0.8,0.105,0.002,0.012
S98_04172,23.441,91.243,1995,Tara,47,Chittagong,Comilla,Comilla Sadar,Jagannathpur,Dagannathpur,4.6,0.71,0.1,0.026,11.8,0.003,0.002,0.008,7.14,2,0.004,5,0.718,16.9,0.2,32.9,6.5,0.098,0.002,0.05
S98_04173,23.427,91.194,1994,Tara,52,Chittagong,Comilla,Comilla Sadar,Chawara,Lhawara,1.2,0.75,0.1,0.026,16.8,0.003,0.002,0.008,3.18,1.9,0.005,6.99,0.252,18.9,0.1,36,4,0.0943,0.002,0.034
S98_04174,23.493,91.21,1997,Tara,49,Chittagong,Comilla,Comilla Sadar,Panchthubi,Banchthubi,5.6,0.02,0.1,0.149,14,0.007,0.002,0.008,4.1,2,0.004,7.75,3.88,10.5,0.1,19.1,0.7,0.127,0.002,0.316
S98_04175,23.503,91.173,1996,Tara,52,Chittagong,Comilla,Comilla Sadar,Amratali,Smratali,0.5,0.02,0.1,0.057,9.3,0.003,0.002,0.008,0.212,3.6,0.004,10.7,0.163,19.9,0.1,23.3,1.6,0.103,0.002,0.04
S98_04176,23.466,91.181,1996,Tara,52,Chittagong,Comilla,Comilla Sadar,Paurashava W05,2aurashava W05,5,0.04,0.1,0.029,47.9,0.003,0.002,0.008,0.839,3.5,0.006,18.6,0.789,22.7,0.1,27.3,0.2,0.309,0.002,0.058
S98_04177,23.466,91.181,1996,DTW,141,Chittagong,Comilla,Comilla Sadar,Paurashava W05,2aurashava W05,2.6,0.02,0.1,0.023,17.7,0.003,0.002,0.008,1.91,2,0.004,7.17,0.284,18.9,0.1,32.3,2.6,0.123,0.002,0.047
S98_04178,23.34,90.89,1990,STW,22,Chittagong,Chandpur,Kachua (C),Kadla,Koa,51.3,0.02,0.1,0.015,13.7,0.003,0.002,0.008,9.95,3.9,0.004,10.2,0.198,6.2,2.5,29.9,0.7,0.0927,0.002,0.021
S98_04179,23.35,90.828,1978,STW,21,Chittagong,Chandpur,Kachua (C),Pas. Sahadevpur,Tulpai Fathehpur,395,0.03,0.3,0.049,40.8,0.003,0.002,0.008,2.45,13.4,0.007,35.7,0.195,272,1.5,18.5,0.5,0.317,0.002,0.013
S98_04180,23.342,90.841,1989,STW,33,Chittagong,Chandpur,Kachua (C),Kadla,Goal Bahar,284,0.07,0.2,0.049,39.5,0.003,0.002,0.008,2.03,12.1,0.009,40.5,0.083,126,2.7,20.9,0.5,0.291,0.002,0.053
S98_04181,23.39,90.85,1991,STW,22,Chittagong,Chandpur,Kachua (C),Purba Sahadevpur,Palakhal,199,0.02,0.2,0.019,21,0.003,0.002,0.008,0.382,8.5,0.005,24.7,0.052,91.4,3.8,20.8,1,0.162,0.002,0.007
S98_04182,23.46,90.824,1992,STW,22,Chittagong,Chandpur,Kachua (C),Paschim Pathair,Baraiar,278,0.07,0.5,0.038,36.2,0.003,0.002,0.008,1.58,15.8,0.009,48.9,0.072,453,4.2,21.7,1.3,0.363,0.002,0.051
S98_04183,23.429,90.845,1981,STW,23,Chittagong,Chandpur,Kachua (C),Purba Pathair,Sachar,398,0.85,0.4,0.027,33.1,0.003,0.002,0.008,1.27,16.1,0.005,51.4,0.076,382,4,22.3,1.7,0.35,0.002,0.013
S98_04184,23.371,90.917,1991,STW,22,Chittagong,Chandpur,Kachua (C),Uttar Kachua,Ujani,234,0.11,0.1,0.02,46.5,0.003,0.002,0.008,2.16,10.8,0.004,55.1,0.089,30.4,2,21.4,2.1,0.324,0.002,0.023
S98_04185,23.306,90.949,1991,STW,23,Chittagong,Chandpur,Kachua (C),Uttar Gohat,Satbaria,414,0.07,0.1,0.018,48.9,0.003,0.002,0.008,4.53,9.3,0.004,59.8,0.167,30.9,1.2,16.4,2.2,0.322,0.002,0.015
S98_04186,23.262,90.995,1994,STW,20,Chittagong,Chandpur,Kachua (C),Asrafpur,Jagatpur,383,0.13,0.1,0.008,20.1,0.003,0.002,0.008,1.06,10.1,0.004,39.9,0.055,32.1,1.8,15.2,2.4,0.187,0.002,0.01
S98_04187,23.396,90.601,1993,STW,20,Chittagong,Chandpur,Matlab,Mohanpur,Mohanpur,278,0.04,0.1,0.055,49,0.003,0.002,0.008,6.84,5.9,0.007,10.6,0.687,12.5,1,20.8,0.3,0.203,0.002,0.077
S98_04188,23.396,90.601,1997,DTW,230,Chittagong,Chandpur,Matlab,Mohanpur,Mohanpur,2.2,0.02,0.3,0.023,16.2,0.003,0.002,0.008,0.689,3.6,0.022,8.25,0.041,383,0.2,19.3,0.2,0.23,0.002,0.031
S98_04189,23.38,90.65,1985,STW,20,Chittagong,Chandpur,Matlab,Paschim Fatehpur,Nauri,508,0.18,0.1,0.182,235,0.003,0.002,0.008,8.89,9.8,0.006,56.2,1.99,116,0.8,17.6,0.5,0.786,0.002,0.033
S98_04190,23.338,90.64,1984,STW,19,Chittagong,Chandpur,Matlab,Farajikandi,C.Char Kalia,579,3.2,0.1,0.095,95.7,0.003,0.002,0.008,9.52,5.2,0.004,22.7,0.685,9.7,1.5,17.4,0.3,0.33,0.002,0.023
S98_04191,23.136,90.746,1990,STW,15,Chittagong,Chandpur,Faridganj,Uttar Faridganj,Faridganj,229,0.09,0.1,0.06,45.8,0.003,0.002,0.008,4.28,5.6,0.004,20,0.494,13,1.8,22.1,0.5,0.232,0.002,0.014
S98_04192,23.083,90.77,1994,STW,23,Chittagong,Chandpur,Faridganj,Dakshin Rupsa,Pakshiyar Char,571,0.05,0.3,0.102,72,0.003,0.002,0.008,4.27,11.6,0.008,35.8,0.147,368,2.2,22.2,2.1,0.403,0.002,0.019
S98_04193,23.111,90.767,1996,STW,15,Chittagong,Chandpur,Faridganj,Uttar Rupsa,Badarpur,475,0.04,0.2,0.073,62.6,0.003,0.002,0.008,3.64,7.2,0.004,30.6,0.305,60.2,1.3,16.9,0.5,0.292,0.002,0.034
S98_04194,23.119,90.731,1996,STW,15,Chittagong,Chandpur,Faridganj,Dakshin Faridgan,Powa,523,0.06,0.1,0.086,103,0.003,0.002,0.008,6.68,6.5,0.006,25,0.308,14.5,1.3,19.9,2.6,0.401,0.002,0.026
S98_04195,23.161,90.721,1990,STW,18,Chittagong,Chandpur,Faridganj,Uttar Gobindapur,Chandpur,367,0.08,0.1,0.185,177,0.003,0.002,0.008,7.9,7.9,0.007,51.4,1.95,79.4,0.4,15.8,0.5,0.629,0.002,0.024
S98_04196,23.209,90.734,1988,STW,21,Chittagong,Chandpur,Faridganj,Pashim Baluthupa,Sekhdi,502,0.04,0.1,0.064,45.4,0.003,0.002,0.008,3.15,6.4,0.004,21,0.132,27.5,1.9,20.7,0.8,0.23,0.002,0.01
S98_04197,23.204,90.799,1988,STW,15,Chittagong,Chandpur,Faridganj,Paschim Subidpur,Sajanamegh,128,0.07,0.1,0.054,49.7,0.003,0.002,0.008,8.93,7.2,0.007,43.8,0.149,128,1.4,28.4,5,0.319,0.002,0.021
S98_04198,23.169,90.831,1994,STW,18,Chittagong,Chandpur,Faridganj,Purba Gupti,Narikeltala,123,0.05,0.1,0.018,36.2,0.003,0.002,0.008,2.81,6.3,0.005,42.7,0.083,31.8,2.2,29.2,4.6,0.218,0.002,0.017
S98_04199,23.166,90.762,1974,STW,21,Chittagong,Chandpur,Faridganj,Dakshin Paikpara,Karaitali,644,0.05,0.1,0.029,64.5,0.003,0.002,0.008,5.54,8.1,0.004,42.1,0.648,30.1,0.8,15.5,11.2,0.359,0.002,0.03
S98_04200,23.345,90.707,1991,STW,59,Chittagong,Chandpur,Matlab,Uttar Matlab,Kaladi,466,0.05,0.1,0.079,86.6,0.003,0.002,0.008,3.6,5.7,0.004,21.5,0.331,19.1,1.3,16.7,0.2,0.314,0.002,0.029
S98_04201,23.349,90.755,1990,STW,20,Chittagong,Chandpur,Matlab,Khadergoan,Nagdah,644,0.12,0.5,0.093,63.6,0.003,0.002,0.008,5.06,14.7,0.01,47.5,0.137,149,1.4,16.8,0.3,0.42,0.002,0.013
S98_04202,23.371,90.773,1989,STW,34,Chittagong,Chandpur,Matlab,Narayanpur,Surpur,225,0.06,0.4,0.087,41.9,0.003,0.002,0.008,3.69,13.7,0.009,38.3,0.075,374,3.7,22.4,0.7,0.339,0.002,0.01
S98_04203,23.32,90.685,1986,STW,24,Chittagong,Chandpur,Matlab,Dakshin Matlab,Mubarakdi,407,0.05,0.1,0.038,56.1,0.003,0.002,0.008,2.64,4.4,0.004,15.3,0.206,14.4,2.6,19.5,0.2,0.205,0.002,0.011
S98_04204,23.097,90.86,1970,STW,19,Chittagong,Lakshmipur,Ramganj,Sonapur,Angarpara,126,0.02,0.1,0.012,32,0.003,0.002,0.008,2.17,9.5,0.004,44.8,0.753,14.7,1,19.3,0.2,0.226,0.002,0.3
S98_04205,23.1,90.882,1996,STW,19,Chittagong,Lakshmipur,Ramganj,Bhadur,Purba Bhadur,816,0.04,0.6,0.054,67.9,0.003,0.002,0.008,2.74,18.6,0.014,96.5,0.094,751,5.2,21.7,1.3,0.648,0.002,0.024
S98_04206,23.126,90.936,1972,STW,15,Chittagong,Lakshmipur,Ramganj,Bhatra,Mamudpur,527,0.04,0.4,0.007,12.2,0.003,0.002,0.008,1.45,9.2,0.004,17.9,0.045,165,7.8,23.2,2.8,0.108,0.003,0.139
S98_04207,23.145,90.858,1995,STW,24,Chittagong,Lakshmipur,Ramganj,Kanchanpur,Bigha,559,0.04,0.4,0.075,62.8,0.003,0.002,0.008,2.08,15.8,0.005,66.9,0.049,519,2.5,17.4,1.1,0.55,0.002,0.012
S98_04208,23.162,90.656,1995,STW,28,Chittagong,Chandpur,Chandpur Sadar,Sakhua,Lakshmipur,458,3.68,0.3,0.061,123,0.003,0.002,0.008,7.43,14.3,0.01,64.2,0.244,200,0.8,18,0.5,0.62,0.002,0.016
S98_04209,23.204,90.643,1985,STW,29,Chittagong,Chandpur,Chandpur Sadar,Ibrahimpur,Sakhua,609,0.06,0.1,0.085,93.5,0.003,0.002,0.008,4.89,5.2,0.004,24.6,1.46,14.7,1.1,15.7,2.3,0.376,0.002,0.013
S98_04210,23.225,90.661,1980,DTW,98,Chittagong,Chandpur,Chandpur Sadar,Paurashava,Alimpara,1.8,0.08,0.1,0.06,37.7,0.003,0.002,0.008,3.86,3.3,0.012,18.9,0.201,87.1,0.2,31.1,0.2,0.274,0.002,0.011
S98_04211,23.225,90.661,1990,STW,39,Chittagong,Chandpur,Chandpur Sadar,Paurashava,Alimpara,471,0.07,0.1,0.081,85,0.003,0.002,0.008,7.24,6.1,0.007,22.4,0.278,21.1,0.4,16,0.8,0.325,0.002,0.017
S98_04212,23.259,90.678,1992,STW,34,Chittagong,Chandpur,Chandpur Sadar,Tarpurchandi,Tarpurchandi,496,0.05,0.1,0.122,134,0.003,0.002,0.008,5.63,6.7,0.004,33,0.099,16.6,1.9,20,1,0.468,0.002,0.018
S98_04213,23.294,90.666,,STW,24,Chittagong,Chandpur,Chandpur Sadar,Bishnupur,Kherudia,374,0.14,0.1,0.079,75.8,0.003,0.002,0.008,6.32,5.5,0.004,17.8,0.882,12.1,0.9,18.9,0.8,0.295,0.002,0.02
S98_04214,23.26,90.696,1994,STW,29,Chittagong,Chandpur,Chandpur Sadar,Purba Ashikati,Ashikati,175,0.1,0.1,0.111,130,0.003,0.002,0.008,3.55,5.9,0.005,35.8,1.26,30.1,0.5,20.1,1,0.392,0.002,0.017
S98_04215,23.253,90.751,1990,STW,31,Chittagong,Chandpur,Chandpur Sadar,Uttar Rampur,Lodhergaon,604,0.04,0.3,0.158,103,0.003,0.002,0.008,6.76,14.5,0.01,59,0.247,333,1.1,16.1,1,0.553,0.002,0.015
S98_04216,23.428,91.06,1965,STW,22,Chittagong,Comilla,Barura,Uttar Bhakanipur,Attar Bhakanipur,191,0.02,0.1,0.015,30.8,0.003,0.002,0.008,5.17,6.1,0.004,29.8,0.555,19,1.3,18.7,0.4,0.231,0.002,0.01
