SAMPLE_ID,LAT_LONG,WELL_DEPTH_m,DIVISION_DISTRICT,PARAMETER,CONC
S98_03401,23.505/89.046,49,Khulna-Jhenaidah,K_mgL,1
S98_03402,23.566/89.048,49,Khulna-Jhenaidah,K_mgL,3.1
S98_03403,23.543/89.074,30,Khulna-Jhenaidah,K_mgL,1.8
S98_03404,23.044/89.679,49,Khulna-Narail,K_mgL,6.2
S98_03405,23.239/89.62,58,Khulna-Narail,K_mgL,1.1
S98_03406,23.258/89.591,61,Khulna-Narail,K_mgL,4.9
S98_03407,23.21/89.594,53,Khulna-Narail,K_mgL,1.2
S98_03408,23.181/89.645,60,Khulna-Narail,K_mgL,3.3
S98_03409,23.267/89.021,45,Khulna-Jessore,K_mgL,5.4
S98_03410,23.3/88.99,44,Khulna-Jessore,K_mgL,3.3
S98_03411,23.274/88.992,48,Khulna-Jessore,K_mgL,4.2
S98_03412,23.324/89.031,51,Khulna-Jessore,K_mgL,3.5
S98_03413,23.3/89.068,42,Khulna-Jessore,K_mgL,3.8
S98_03414,23.221/89.048,54,Khulna-Jessore,K_mgL,2.7
S98_03415,23.248/89.061,40,Khulna-Jessore,K_mgL,2.6
S98_03416,23.24/89.097,47,Khulna-Jessore,K_mgL,1.2
S98_03417,22.925/89.354,173,Khulna-Jessore,K_mgL,3.4
S98_03418,22.924/89.354,33,Khulna-Jessore,K_mgL,11.2
S98_03419,23.001/89.311,57,Khulna-Jessore,K_mgL,8.9
S98_03420,23.066/89.285,43,Khulna-Jessore,K_mgL,6.8
S98_03421,23.066/89.23,53,Khulna-Jessore,K_mgL,4.5
S98_03422,23.018/89.139,34,Khulna-Jessore,K_mgL,6.1
S98_03423,23.067/89.118,60,Khulna-Jessore,K_mgL,4.5
S98_03424,22.959/89.136,44,Khulna-Jessore,K_mgL,3.5
S98_03425,23.181/89.4,46,Khulna-Jessore,K_mgL,4.5
S98_03426,23.166/89.375,51,Khulna-Jessore,K_mgL,1
S98_03427,23.219/89.346,40,Khulna-Jessore,K_mgL,2
S98_03428,23.276/89.351,48,Khulna-Jessore,K_mgL,4.2
S98_03429,23.276/89.381,51,Khulna-Jessore,K_mgL,4.7
S98_03430,23.255/89.298,47,Khulna-Jessore,K_mgL,1
S98_03431,23.321/89.267,47,Khulna-Jessore,K_mgL,2.4
S98_03432,23.76/88.942,39,Khulna-Chuadanga,K_mgL,4
S98_03433,23.721/89.001,43,Khulna-Chuadanga,K_mgL,1.1
S98_03434,23.675/88.943,44,Khulna-Chuadanga,K_mgL,3.5
S98_03435,23.714/88.913,39,Khulna-Chuadanga,K_mgL,3.3
S98_03436,23.732/88.87,42,Khulna-Chuadanga,K_mgL,3.2
S98_03437,23.694/88.802,37,Khulna-Chuadanga,K_mgL,5.7
S98_03438,23.761/88.829,41,Khulna-Chuadanga,K_mgL,NA
S98_03439,23.808/88.856,39,Khulna-Chuadanga,K_mgL,1.4
S98_03440,23.794/88.905,45,Khulna-Chuadanga,K_mgL,1.4
S98_03441,23.564/88.884,13,Khulna-Chuadanga,K_mgL,3.8
S98_03442,23.523/88.918,13,Khulna-Chuadanga,K_mgL,4.8
S98_03443,23.536/88.851,40,Khulna-Chuadanga,K_mgL,4.3
S98_03444,23.596/88.842,14,Khulna-Chuadanga,K_mgL,4.8
S98_03445,23.678/88.684,16,Khulna-Meherpur,K_mgL,4.9
S98_03446,23.628/88.627,148,Khulna-Meherpur,K_mgL,5.3
S98_03447,23.628/88.627,43,Khulna-Meherpur,K_mgL,5.1
S98_03448,23.717/88.615,40,Khulna-Meherpur,K_mgL,4.2
S98_03449,23.817/88.676,44,Khulna-Meherpur,K_mgL,5.8
S98_03450,23.838/88.642,42,Khulna-Meherpur,K_mgL,6.4
S98_03451,23.769/88.598,39,Khulna-Meherpur,K_mgL,4.4
S98_03452,23.352/88.918,25,Khulna-Jhenaidah,K_mgL,4.8
S98_03453,23.3/88.91,43,Khulna-Jhenaidah,K_mgL,4
S98_03454,23.255/88.886,44,Khulna-Jhenaidah,K_mgL,3.4
S98_03455,23.282/88.818,44,Khulna-Jhenaidah,K_mgL,11.9
S98_03456,23.247/88.782,44,Khulna-Jhenaidah,K_mgL,4.4
S98_03457,23.295/88.753,38,Khulna-Jhenaidah,K_mgL,3.1
S98_03458,23.37/88.802,23,Khulna-Jhenaidah,K_mgL,3.5
S98_03459,23.388/88.909,50,Khulna-Jhenaidah,K_mgL,4.3
S98_03460,23.37/88.974,34,Khulna-Jhenaidah,K_mgL,3.5
S98_03461,23.462/89.22,49,Khulna-Jhenaidah,K_mgL,1.7
S98_03462,23.491/89.28,44,Khulna-Jhenaidah,K_mgL,2.1
S98_03463,23.524/89.299,52,Khulna-Jhenaidah,K_mgL,2.9
S98_03464,23.562/89.277,44,Khulna-Jhenaidah,K_mgL,2.3
S98_03465,23.54/89.209,37,Khulna-Jhenaidah,K_mgL,3.9
S98_03466,23.861/89.037,38,Khulna-Kushtia,K_mgL,2.2
S98_03467,23.79/89.007,41,Khulna-Kushtia,K_mgL,1.1
S98_03468,23.744/89.059,36,Khulna-Kushtia,K_mgL,4
S98_03469,23.775/89.061,47,Khulna-Kushtia,K_mgL,1.2
S98_03470,23.793/89.104,34,Khulna-Kushtia,K_mgL,1.2
S98_03471,23.753/89.127,56,Khulna-Kushtia,K_mgL,3.3
S98_03472,23.84/89.102,39,Khulna-Kushtia,K_mgL,2.4
S98_03473,23.844/89.155,39,Khulna-Kushtia,K_mgL,1.8
S98_03474,23.903/89.121,115,Khulna-Kushtia,K_mgL,3.1
S98_03475,23.903/89.121,41,Khulna-Kushtia,K_mgL,1.5
S98_03476,23.924/88.969,45,Khulna-Kushtia,K_mgL,3.7
S98_03477,23.892/88.935,37,Khulna-Kushtia,K_mgL,1.2
S98_03478,23.84/88.913,45,Khulna-Kushtia,K_mgL,2.7
S98_03479,22.694/90.369,308,Barisal-Barisal,K_mgL,2.5
S98_03480,22.72/90.349,301,Barisal-Barisal,K_mgL,1.8
S98_03481,22.713/90.297,28,Barisal-Barisal,K_mgL,NA
S98_03482,22.67/90.325,32,Barisal-Barisal,K_mgL,22.6
S98_03483,22.997/90.228,20,Barisal-Barisal,K_mgL,6.1
S98_03484,22.996/90.213,22,Barisal-Barisal,K_mgL,NA
S98_03485,22.965/90.199,23,Barisal-Barisal,K_mgL,2.6
S98_03486,22.972/90.225,273,Barisal-Barisal,K_mgL,4
S98_03487,22.964/90.262,276,Barisal-Barisal,K_mgL,3.5
S98_03488,22.939/90.24,22,Barisal-Barisal,K_mgL,4.3
S98_03489,22.929/90.242,22,Barisal-Barisal,K_mgL,6.1
S98_03490,22.899/90.3,273,Barisal-Barisal,K_mgL,5.4
S98_03491,22.908/90.251,273,Barisal-Barisal,K_mgL,2.4
S98_03492,22.532/90.342,17,Barisal-Barisal,K_mgL,12.5
S98_03493,22.507/90.346,338,Barisal-Barisal,K_mgL,2
S98_03494,22.566/90.338,17,Barisal-Barisal,K_mgL,18.1
S98_03495,22.589/90.35,339,Barisal-Barisal,K_mgL,2.1
S98_03496,22.518/90.309,330,Barisal-Barisal,K_mgL,2.6
S98_03497,22.511/90.283,318,Barisal-Barisal,K_mgL,2.4
S98_03498,22.505/90.268,331,Barisal-Barisal,K_mgL,2.8
S98_03499,22.496/90.246,351,Barisal-Barisal,K_mgL,2.4
S98_03500,22.774/90.159,22,Barisal-Barisal,K_mgL,4.4
S98_03501,22.786/90.183,275,Barisal-Barisal,K_mgL,2.8
S98_03502,22.798/90.187,23,Barisal-Barisal,K_mgL,13.1
S98_03503,22.808/90.187,272,Barisal-Barisal,K_mgL,5.7
S98_03504,22.789/90.152,18,Barisal-Barisal,K_mgL,6.8
S98_03505,22.806/90.127,266,Barisal-Barisal,K_mgL,1.7
S98_03506,22.282/90.568,260,Barisal-Patuakhali,K_mgL,4.6
S98_03507,22.284/90.551,290,Barisal-Patuakhali,K_mgL,2.8
S98_03508,22.267/90.533,278,Barisal-Patuakhali,K_mgL,2.9
S98_03509,22.276/90.546,254,Barisal-Patuakhali,K_mgL,3
S98_03510,22.302/90.577,259,Barisal-Patuakhali,K_mgL,4
S98_03511,22.971/90.153,15,Barisal-Barisal,K_mgL,7.3
S98_03512,23.015/90.166,29,Barisal-Barisal,K_mgL,24.4
S98_03513,23.014/90.182,96,Barisal-Barisal,K_mgL,2.7
S98_03514,22.989/90.135,34,Barisal-Barisal,K_mgL,8.3
S98_03515,22.986/90.136,238,Barisal-Barisal,K_mgL,6.3
S98_03516,22.966/90.084,244,Barisal-Barisal,K_mgL,9.4
S98_03517,22.965/90.086,38,Barisal-Barisal,K_mgL,8.4
S98_03518,22.931/90.199,23,Barisal-Barisal,K_mgL,4.7
S98_03519,22.961/90.191,22,Barisal-Barisal,K_mgL,9.5
S98_03520,22.821/90.252,17,Barisal-Barisal,K_mgL,5.3
S98_03521,22.875/90.267,291,Barisal-Barisal,K_mgL,2.4
S98_03522,22.881/90.246,16,Barisal-Barisal,K_mgL,11.4
S98_03523,22.892/90.199,318,Barisal-Barisal,K_mgL,2
S98_03524,22.892/90.2,23,Barisal-Barisal,K_mgL,5.5
S98_03525,22.835/90.213,23,Barisal-Barisal,K_mgL,4.7
S98_03526,22.836/90.212,275,Barisal-Barisal,K_mgL,6.9
S98_03527,22.373/90.585,282,Barisal-Patuakhali,K_mgL,5.7
S98_03528,22.378/90.544,259,Barisal-Patuakhali,K_mgL,2.4
S98_03529,22.52/90.52,272,Barisal-Patuakhali,K_mgL,3.5
S98_03530,22.475/90.559,295,Barisal-Patuakhali,K_mgL,2.4
S98_03531,22.432/90.558,277,Barisal-Patuakhali,K_mgL,3.9
S98_03532,22.427/90.457,254,Barisal-Patuakhali,K_mgL,3.2
S98_03533,22.357/90.352,17,Barisal-Patuakhali,K_mgL,7.7
S98_03534,22.359/90.351,308,Barisal-Patuakhali,K_mgL,2.7
S98_03535,22.375/90.514,295,Barisal-Patuakhali,K_mgL,2.7
S98_03536,22.463/90.344,308,Barisal-Patuakhali,K_mgL,3.2
S98_03537,22.433/90.442,292,Barisal-Patuakhali,K_mgL,3
S98_03538,22.432/90.335,312,Barisal-Patuakhali,K_mgL,2.5
S98_03539,22.36/90.296,315,Barisal-Patuakhali,K_mgL,2.7
S98_03540,22.351/90.356,319,Barisal-Patuakhali,K_mgL,2.9
S98_03541,22.1/90.016,310,Barisal-Barguna,K_mgL,4.3
S98_03542,22.116/90.003,301,Barisal-Barguna,K_mgL,4.4
S98_03543,22.181/90.02,320,Barisal-Barguna,K_mgL,3.2
S98_03544,22.185/89.993,321,Barisal-Barguna,K_mgL,14.6
S98_03545,22.172/90.18,287,Barisal-Barguna,K_mgL,3.1
S98_03546,22.179/90.17,282,Barisal-Barguna,K_mgL,3.6
S98_03547,22.626/90.061,16,Barisal-Pirojpur,K_mgL,2.8
S98_03549,22.638/90.078,15,Barisal-Pirojpur,K_mgL,17.4
S98_03550,22.604/90.082,14,Barisal-Pirojpur,K_mgL,13.1
S98_03551,22.575/90.057,17,Barisal-Pirojpur,K_mgL,7.4
S98_03552,22.577/90.053,313,Barisal-Pirojpur,K_mgL,3.6
S98_03553,22.822/90.433,289,Barisal-Barisal,K_mgL,1.8
S98_03554,22.907/90.379,312,Barisal-Barisal,K_mgL,NA
S98_03555,22.911/90.411,315,Barisal-Barisal,K_mgL,2.6
S98_03556,22.918/90.415,312,Barisal-Barisal,K_mgL,1.6
S98_03557,22.953/90.415,311,Barisal-Barisal,K_mgL,2.1
S98_03558,22.966/90.342,282,Barisal-Barisal,K_mgL,2.5
S98_03559,22.992/90.339,243,Barisal-Barisal,K_mgL,7.3
S98_03560,22.993/90.34,15,Barisal-Barisal,K_mgL,6.5
S98_03561,22.733/90.442,322,Barisal-Barisal,K_mgL,1.9
S98_03562,22.706/90.395,16,Barisal-Barisal,K_mgL,2.7
S98_03563,22.325/90.192,314,Barisal-Patuakhali,K_mgL,2.8
S98_03564,22.302/90.192,288,Barisal-Patuakhali,K_mgL,3.3
S98_03565,22.279/90.181,354,Barisal-Patuakhali,K_mgL,2.7
S98_03566,22.37/90.222,311,Barisal-Patuakhali,K_mgL,4.3
S98_03567,22.356/90.259,308,Barisal-Patuakhali,K_mgL,2.9
S98_03568,22.358/90.342,306,Barisal-Patuakhali,K_mgL,3.6
S98_03569,22.35/90.347,273,Barisal-Patuakhali,K_mgL,2.9
S98_03570,21.893/90.141,247,Barisal-Patuakhali,K_mgL,6.2
S98_03571,21.816/90.126,266,Barisal-Patuakhali,K_mgL,5.6
S98_03572,21.814/90.124,9,Barisal-Patuakhali,K_mgL,8.8
S98_03573,21.98/90.232,266,Barisal-Patuakhali,K_mgL,4.9
S98_03574,21.996/90.211,296,Barisal-Patuakhali,K_mgL,4.6
S98_03575,22.008/90.285,271,Barisal-Patuakhali,K_mgL,4.7
S98_03576,22.051/90.117,310,Barisal-Barguna,K_mgL,3.3
S98_03577,22.066/90.207,299,Barisal-Patuakhali,K_mgL,3.3
S98_03578,22.094/90.207,312,Barisal-Barguna,K_mgL,3.6
S98_03579,22.156/90.297,304,Barisal-Barguna,K_mgL,2.7
S98_03580,22.183/90.278,302,Barisal-Barguna,K_mgL,2.9
S98_03581,22.243/90.318,285,Barisal-Barguna,K_mgL,2.5
S98_03582,22.215/90.304,308,Barisal-Barguna,K_mgL,2.5
S98_03583,22.133/90.231,305,Barisal-Barguna,K_mgL,2.8
S98_03584,22.417/90.166,21,Barisal-Barguna,K_mgL,10.2
S98_03585,22.374/90.131,292,Barisal-Barguna,K_mgL,4
S98_03586,22.338/90.142,292,Barisal-Barguna,K_mgL,3.5
S98_03587,22.322/90.112,295,Barisal-Barguna,K_mgL,3.2
S98_03588,22.289/89.962,13,Barisal-Pirojpur,K_mgL,38.8
S98_03589,22.223/89.972,311,Barisal-Pirojpur,K_mgL,17.2
S98_03590,22.217/89.921,13,Barisal-Pirojpur,K_mgL,68.7
S98_03591,22.257/89.946,13,Barisal-Pirojpur,K_mgL,9.5
S98_03592,22.296/89.979,15,Barisal-Pirojpur,K_mgL,20
S98_03593,22.346/89.939,11,Barisal-Pirojpur,K_mgL,8.3
S98_03594,22.367/89.967,21,Barisal-Pirojpur,K_mgL,21.3
S98_03595,22.743/90.099,14,Barisal-Pirojpur,K_mgL,5.1
S98_03596,22.76/90.094,241,Barisal-Pirojpur,K_mgL,3.8
S98_03597,22.806/90.193,302,Barisal-Barisal,K_mgL,2.6
S98_03598,22.742/90.134,45,Barisal-Pirojpur,K_mgL,5.1
S98_03599,22.73/90.105,16,Barisal-Pirojpur,K_mgL,11.1
S98_03600,22.727/90.089,13,Barisal-Pirojpur,K_mgL,10.4
S98_03601,22.73/90.089,312,Barisal-Pirojpur,K_mgL,3.1
S98_03602,22.669/90.082,295,Barisal-Pirojpur,K_mgL,1.9
S98_03603,22.684/90.071,279,Barisal-Pirojpur,K_mgL,2
S98_03604,22.37/90.07,11,Barisal-Jhalakati,K_mgL,13.8
S98_03605,22.369/90.081,344,Barisal-Jhalakati,K_mgL,9.8
S98_03606,22.496/90.137,335,Barisal-Jhalakati,K_mgL,3.6
S98_03607,23.34/90.173,20,Dhaka-Madaripur,K_mgL,4.8
S98_03608,23.287/90.17,19,Dhaka-Madaripur,K_mgL,5.3
S98_03609,23.329/90.209,20,Dhaka-Madaripur,K_mgL,6.7
S98_03610,23.378/90.16,21,Dhaka-Madaripur,K_mgL,3.4
S98_03611,23.411/90.176,19,Dhaka-Madaripur,K_mgL,4.9
S98_03612,23.387/90.111,18,Dhaka-Madaripur,K_mgL,5
S98_03613,23.365/90.11,21,Dhaka-Madaripur,K_mgL,14.4
S98_03614,23.073/90.433,320,Dhaka-Shariatpur,K_mgL,5.6
S98_03615,23.084/90.407,22,Dhaka-Shariatpur,K_mgL,8.2
S98_03616,23.08/90.406,285,Dhaka-Shariatpur,K_mgL,2.7
S98_03617,23.076/90.384,30,Dhaka-Shariatpur,K_mgL,17.1
S98_03618,23.038/90.438,24,Dhaka-Shariatpur,K_mgL,10.5
S98_03619,23.087/90.462,29,Dhaka-Shariatpur,K_mgL,5.4
S98_03620,23.099/90.483,30,Dhaka-Shariatpur,K_mgL,6.8
S98_03621,22.246/90.411,283,Barisal-Patuakhali,K_mgL,2.8
S98_03622,22.24/90.399,302,Barisal-Patuakhali,K_mgL,2.8
S98_03623,22.248/90.4,293,Barisal-Patuakhali,K_mgL,2.7
S98_03624,22.142/90.066,304,Barisal-Barguna,K_mgL,3.3
S98_03625,22.147/90.111,311,Barisal-Barguna,K_mgL,4.3
S98_03626,22.091/90.084,313,Barisal-Barguna,K_mgL,3.3
S98_03627,22.042/90.042,315,Barisal-Barguna,K_mgL,9.6
S98_03628,22.156/90.13,315,Barisal-Barguna,K_mgL,4.1
S98_03629,22.296/90.06,286,Barisal-Barguna,K_mgL,6.5
S98_03630,22.288/90.045,16,Barisal-Barguna,K_mgL,21.4
S98_03631,22.26/90.029,306,Barisal-Barguna,K_mgL,8.7
S98_03632,22.25/90.076,296,Barisal-Barguna,K_mgL,3.9
S98_03633,22.264/90.079,301,Barisal-Barguna,K_mgL,3.2
S98_03634,22.486/90.063,296,Barisal-Pirojpur,K_mgL,4.9
S98_03635,22.471/90.055,16,Barisal-Pirojpur,K_mgL,14.1
S98_03636,22.471/90.036,280,Barisal-Pirojpur,K_mgL,5.2
S98_03637,22.489/90.022,17,Barisal-Pirojpur,K_mgL,11.6
S98_03638,22.533/89.992,22,Barisal-Pirojpur,K_mgL,7.1
S98_03639,22.55/89.983,33,Barisal-Pirojpur,K_mgL,50.4
S98_03640,22.582/89.999,14,Barisal-Pirojpur,K_mgL,4.8
S98_03641,22.58/89.966,19,Barisal-Pirojpur,K_mgL,11
S98_03642,22.683/89.963,19,Barisal-Pirojpur,K_mgL,22.6
S98_03643,22.618/89.96,17,Barisal-Pirojpur,K_mgL,21.5
S98_03644,22.606/89.993,17,Barisal-Pirojpur,K_mgL,11.4
S98_03645,22.653/90,275,Barisal-Pirojpur,K_mgL,5.7
S98_03646,22.622/89.99,20,Barisal-Pirojpur,K_mgL,NA
S98_03647,22.518/90.11,351,Barisal-Jhalakati,K_mgL,7.6
S98_03648,22.556/90.137,16,Barisal-Jhalakati,K_mgL,17.9
S98_03649,22.559/90.188,295,Barisal-Jhalakati,K_mgL,2.7
S98_03650,22.555/90.086,13,Barisal-Jhalakati,K_mgL,19.7
S98_03651,22.579/90.095,322,Barisal-Jhalakati,K_mgL,2.7
S98_03652,22.578/90.114,282,Barisal-Jhalakati,K_mgL,3.5
S98_03653,22.68/90.285,15,Barisal-Jhalakati,K_mgL,5.2
S98_03654,22.707/89.977,257,Barisal-Pirojpur,K_mgL,5.1
S98_03655,22.815/89.947,17,Barisal-Pirojpur,K_mgL,5.1
S98_03656,22.803/89.953,270,Barisal-Pirojpur,K_mgL,4.8
S98_03657,22.791/89.956,18,Barisal-Pirojpur,K_mgL,24.8
S98_03658,22.698/89.998,260,Barisal-Pirojpur,K_mgL,3.5
S98_03659,22.698/89.998,21,Barisal-Pirojpur,K_mgL,15.4
S98_03660,22.713/89.953,19,Barisal-Pirojpur,K_mgL,5.5
S98_03661,22.64/90.181,17,Barisal-Jhalakati,K_mgL,14.6
S98_03662,22.647/90.196,327,Barisal-Jhalakati,K_mgL,2.4
S98_03663,22.727/90.212,311,Barisal-Jhalakati,K_mgL,2.4
S98_03664,22.723/90.233,323,Barisal-Jhalakati,K_mgL,2
S98_03665,22.724/90.234,15,Barisal-Jhalakati,K_mgL,12.3
S98_03666,22.688/90.203,317,Barisal-Jhalakati,K_mgL,4.1
S98_03667,22.688/90.204,16,Barisal-Jhalakati,K_mgL,4.9
S98_03668,22.681/90.175,332,Barisal-Jhalakati,K_mgL,2.3
S98_03669,22.68/90.175,20,Barisal-Jhalakati,K_mgL,7.9
S98_03670,22.398/90.126,258,Barisal-Jhalakati,K_mgL,12.1
S98_03671,22.444/90.116,346,Barisal-Jhalakati,K_mgL,NA
S98_03672,22.465/90.066,13,Barisal-Jhalakati,K_mgL,9.9
S98_03673,22.456/90.066,341,Barisal-Jhalakati,K_mgL,10.5
S98_03674,23.153/90.203,269,Dhaka-Madaripur,K_mgL,3.7
S98_03675,23.174/90.291,23,Dhaka-Madaripur,K_mgL,5.1
S98_03676,23.174/90.291,256,Dhaka-Madaripur,K_mgL,5
S98_03677,23.264/90.227,30,Dhaka-Madaripur,K_mgL,6
S98_03678,23.185/90.248,19,Dhaka-Madaripur,K_mgL,5.1
S98_03679,23.205/90.05,61,Dhaka-Madaripur,K_mgL,11.2
S98_03680,23.189/90.09,34,Dhaka-Madaripur,K_mgL,5.2
S98_03681,23.184/90.055,57,Dhaka-Madaripur,K_mgL,9.7
S98_03682,23.184/90.055,249,Dhaka-Madaripur,K_mgL,5.7
S98_03683,23.227/90.035,29,Dhaka-Madaripur,K_mgL,6.4
S98_03684,23.239/90.036,30,Dhaka-Madaripur,K_mgL,7.1
S98_03685,23.197/89.986,58,Dhaka-Madaripur,K_mgL,5.6
S98_03686,23.219/90.017,246,Dhaka-Madaripur,K_mgL,10.2
S98_03687,23.138/90.444,272,Dhaka-Shariatpur,K_mgL,3.5
S98_03688,23.14/90.459,271,Dhaka-Shariatpur,K_mgL,13.6
S98_03689,22.587/90.293,303,Barisal-Jhalakati,K_mgL,2.6
S98_03690,22.598/90.294,276,Barisal-Jhalakati,K_mgL,3.2
S98_03691,22.563/90.264,295,Barisal-Jhalakati,K_mgL,2.3
S98_03692,22.637/90.278,18,Barisal-Jhalakati,K_mgL,6.9
S98_03693,22.643/90.334,18,Barisal-Jhalakati,K_mgL,8.4
S98_03694,23.16/90.14,35,Dhaka-Madaripur,K_mgL,7.1
S98_03695,23.179/90.101,37,Dhaka-Madaripur,K_mgL,4.8
S98_03696,23.223/90.159,39,Dhaka-Madaripur,K_mgL,6.5
S98_03697,23.164/90.172,34,Dhaka-Madaripur,K_mgL,8
S98_03698,23.081/90.302,37,Dhaka-Madaripur,K_mgL,7.3
S98_03699,23.071/90.256,25,Dhaka-Madaripur,K_mgL,6.8
S98_03700,23.069/90.244,276,Dhaka-Madaripur,K_mgL,5.7
S98_03701,23.073/90.238,25,Dhaka-Madaripur,K_mgL,4.8
S98_03702,23.084/90.127,266,Dhaka-Madaripur,K_mgL,5.5
S98_03703,23.07/90.182,52,Dhaka-Madaripur,K_mgL,22.6
S98_03704,23.072/90.214,22,Dhaka-Madaripur,K_mgL,23.6
S98_03705,23.102/90.191,19,Dhaka-Madaripur,K_mgL,7.7
S98_03706,23.217/90.499,29,Dhaka-Shariatpur,K_mgL,7.1
S98_03707,23.197/90.49,39,Dhaka-Shariatpur,K_mgL,7.5
S98_03708,23.196/90.45,33,Dhaka-Shariatpur,K_mgL,6.4
S98_03709,23.195/90.449,249,Dhaka-Shariatpur,K_mgL,3.7
S98_03710,23.182/90.458,52,Dhaka-Shariatpur,K_mgL,7.3
S98_03711,23.189/90.419,39,Dhaka-Shariatpur,K_mgL,5.9
S98_03712,23.302/90.412,273,Dhaka-Shariatpur,K_mgL,5.4
S98_03713,23.31/90.435,20,Dhaka-Shariatpur,K_mgL,18.7
S98_03714,23.262/90.475,28,Dhaka-Shariatpur,K_mgL,8.9
S98_03715,23.276/90.485,22,Dhaka-Shariatpur,K_mgL,13.1
S98_03716,23.288/90.43,25,Dhaka-Shariatpur,K_mgL,8.3
S98_03717,23.271/90.393,24,Dhaka-Shariatpur,K_mgL,5.4
S98_03718,23.237/90.416,20,Dhaka-Shariatpur,K_mgL,9.9
S98_03719,22.887/89.903,18,Dhaka-Gopalganj,K_mgL,6.7
S98_03720,22.875/89.924,326,Dhaka-Gopalganj,K_mgL,8.1
S98_03721,22.876/89.925,34,Dhaka-Gopalganj,K_mgL,14.3
S98_03722,22.916/89.86,24,Dhaka-Gopalganj,K_mgL,6.4
S98_03723,22.941/89.856,362,Dhaka-Gopalganj,K_mgL,4
S98_03724,22.985/89.884,360,Dhaka-Gopalganj,K_mgL,7.6
S98_03725,22.985/89.883,29,Dhaka-Gopalganj,K_mgL,10.8
S98_03726,23.159/89.805,30,Dhaka-Gopalganj,K_mgL,4.3
S98_03727,23.182/89.789,34,Dhaka-Gopalganj,K_mgL,3.7
S98_03728,23.193/89.735,39,Dhaka-Gopalganj,K_mgL,0
S98_03729,23.211/89.718,263,Dhaka-Gopalganj,K_mgL,10.2
S98_03730,23.211/89.718,34,Dhaka-Gopalganj,K_mgL,4.9
S98_03731,23.238/89.773,34,Dhaka-Gopalganj,K_mgL,4.4
S98_03732,23.289/89.756,39,Dhaka-Gopalganj,K_mgL,13.1
S98_03733,23.168/90.354,22,Dhaka-Shariatpur,K_mgL,11.3
S98_03734,23.19/90.317,15,Dhaka-Shariatpur,K_mgL,4.3
S98_03735,23.175/90.302,15,Dhaka-Shariatpur,K_mgL,6.2
S98_03736,23.206/90.325,16,Dhaka-Shariatpur,K_mgL,6.8
S98_03737,23.205/90.322,195,Dhaka-Shariatpur,K_mgL,NA
S98_03738,23.241/90.358,49,Dhaka-Shariatpur,K_mgL,16.3
S98_03739,23.251/90.343,22,Dhaka-Shariatpur,K_mgL,7.4
S98_03740,23.198/90.339,20,Dhaka-Shariatpur,K_mgL,8.2
S98_03741,22.988/90.007,271,Dhaka-Gopalganj,K_mgL,6.3
S98_03742,23.112/90.021,66,Dhaka-Gopalganj,K_mgL,12.3
S98_03743,23.033/90.033,37,Dhaka-Gopalganj,K_mgL,8.2
S98_03744,22.927/90.005,26,Dhaka-Gopalganj,K_mgL,6.1
S98_03745,22.992/90.048,276,Dhaka-Gopalganj,K_mgL,6.3
S98_03746,22.992/90.046,28,Dhaka-Gopalganj,K_mgL,5.2
S98_03747,22.997/89.985,24,Dhaka-Gopalganj,K_mgL,6.6
S98_03748,23.236/89.9,68,Dhaka-Gopalganj,K_mgL,7.3
S98_03749,23.284/89.929,53,Dhaka-Gopalganj,K_mgL,14.1
S98_03750,23.229/89.712,45,Dhaka-Faridpur,K_mgL,4.9
S98_03751,23.265/89.676,20,Dhaka-Faridpur,K_mgL,10
S98_03752,23.288/89.706,53,Dhaka-Faridpur,K_mgL,8.4
S98_03753,23.332/89.658,39,Dhaka-Faridpur,K_mgL,5.5
S98_03754,23.336/89.631,53,Dhaka-Faridpur,K_mgL,2.5
S98_03755,23.32/89.758,33,Dhaka-Faridpur,K_mgL,35.3
S98_03756,23.459/89.986,29,Dhaka-Faridpur,K_mgL,6.3
S98_03757,23.407/90.043,34,Dhaka-Faridpur,K_mgL,8.6
S98_03758,23.367/90.074,24,Dhaka-Faridpur,K_mgL,8.3
S98_03759,23.307/90.071,25,Dhaka-Faridpur,K_mgL,4.8
S98_03760,23.329/90.006,25,Dhaka-Faridpur,K_mgL,5.4
S98_03761,23.38/89.986,31,Dhaka-Faridpur,K_mgL,4
S98_03762,23.376/89.957,21,Dhaka-Faridpur,K_mgL,4.8
S98_03763,23.594/89.716,44,Dhaka-Rajbari,K_mgL,3.9
S98_03764,23.648/89.702,22,Dhaka-Rajbari,K_mgL,4.1
S98_03765,23.69/89.676,20,Dhaka-Rajbari,K_mgL,4.9
S98_03766,23.14/90.459,32,Dhaka-Shariatpur,K_mgL,5.1
S98_03767,23.159/90.46,256,Dhaka-Shariatpur,K_mgL,4.2
S98_03768,23.121/90.418,31,Dhaka-Shariatpur,K_mgL,5.4
S98_03769,23.143/90.412,48,Dhaka-Shariatpur,K_mgL,15
S98_03770,23.164/90.407,44,Dhaka-Shariatpur,K_mgL,15.1
S98_03771,23.397/90.249,19,Dhaka-Shariatpur,K_mgL,6.3
S98_03772,23.367/90.256,24,Dhaka-Shariatpur,K_mgL,7.7
S98_03773,23.348/90.283,20,Dhaka-Shariatpur,K_mgL,6.3
