SAMPLE_ID,LAT_LONG,WELL_DEPTH_m,DIVISION_DISTRICT,PARAMETER,CONC
S99_05272,25.6806/88.9909,22.3,Rajshahi-Rangpur,As_ugL,0.5
S99_05273,25.6663/89.0431,18.9,Rajshahi-Rangpur,As_ugL,0.5
S99_05274,25.6105/89.0169,23.5,Rajshahi-Rangpur,As_ugL,0.5
S99_05275,25.6269/89.0966,23.5,Rajshahi-Rangpur,As_ugL,0.5
S99_05276,25.7313/89.0832,25.6,Rajshahi-Rangpur,As_ugL,0.5
S99_05277,25.6981/89.1449,14,Rajshahi-Rangpur,As_ugL,34.9
S99_05278,25.725/89.2792,67.4,Rajshahi-Rangpur,As_ugL,0.5
S99_05279,25.8145/89.1079,26.8,Rajshahi-Rangpur,As_ugL,14.5
S99_05280,25.7787/89.0815,23.8,Rajshahi-Rangpur,As_ugL,0.5
S99_05281,25.7971/88.9569,18.3,Rajshahi-Rangpur,As_ugL,0.5
S99_05282,25.8108/89.0056,17.7,Rajshahi-Rangpur,As_ugL,0.5
S99_05283,25.8101/89.0227,24.1,Rajshahi-Rangpur,As_ugL,0.5
S99_05284,25.777/89.0129,30.5,Rajshahi-Rangpur,As_ugL,0.5
S99_05285,25.7768/88.5653,19.5,Rajshahi-Dinajpur,As_ugL,0.5
S99_05286,25.8108/88.532,26.8,Rajshahi-Dinajpur,As_ugL,3.1
S99_05287,25.8551/88.539,18.9,Rajshahi-Dinajpur,As_ugL,5.4
S99_05288,25.7792/88.6739,22.6,Rajshahi-Dinajpur,As_ugL,11
S99_05289,25.7724/88.6399,36.6,Rajshahi-Dinajpur,As_ugL,2
S99_05290,25.8055/88.6061,19.5,Rajshahi-Dinajpur,As_ugL,0.5
S99_05291,25.6915/88.6749,32.9,Rajshahi-Dinajpur,As_ugL,3.1
S99_05292,25.7417/88.7022,32.9,Rajshahi-Dinajpur,As_ugL,3.3
S99_05293,25.6386/88.6713,32.6,Rajshahi-Dinajpur,As_ugL,5.6
S99_05294,25.5412/88.7124,29.9,Rajshahi-Dinajpur,As_ugL,0.5
S99_05295,25.5473/88.6751,37.2,Rajshahi-Dinajpur,As_ugL,1.8
S99_05296,25.571/88.623,14,Rajshahi-Dinajpur,As_ugL,0.5
S99_05297,25.5312/88.6187,32.3,Rajshahi-Dinajpur,As_ugL,2.1
S99_05298,25.6307/88.6305,39.6,Rajshahi-Dinajpur,As_ugL,0.5
S99_05299,25.6529/88.6428,28,Rajshahi-Dinajpur,As_ugL,0.5
S99_05300,25.9455/88.7222,18.9,Rajshahi-Dinajpur,As_ugL,3.5
S99_05301,25.9083/88.7267,15.2,Rajshahi-Dinajpur,As_ugL,0.6
S99_05302,25.8576/88.7438,18.9,Rajshahi-Dinajpur,As_ugL,2.7
S99_05303,25.8448/88.7774,21.3,Rajshahi-Dinajpur,As_ugL,1
S99_05304,25.8232/88.7817,18.3,Rajshahi-Dinajpur,As_ugL,3.1
S99_05305,25.8008/88.7467,18.3,Rajshahi-Dinajpur,As_ugL,0.5
S99_05306,25.6536/88.7864,22.6,Rajshahi-Dinajpur,As_ugL,NA
S99_05307,25.6808/88.7689,20.4,Rajshahi-Dinajpur,As_ugL,0.5
S99_05308,25.7654/88.8125,33.5,Rajshahi-Dinajpur,As_ugL,1.5
S99_05309,25.7712/88.7816,32,Rajshahi-Dinajpur,As_ugL,13.4
S99_05310,25.7063/88.8078,18.9,Rajshahi-Dinajpur,As_ugL,0.5
S99_05311,25.6289/88.7704,19.2,Rajshahi-Dinajpur,As_ugL,0.5
S99_05312,25.6388/88.7175,29.9,Rajshahi-Dinajpur,As_ugL,0.5
S99_05313,25.5469/88.7643,25.9,Rajshahi-Dinajpur,As_ugL,0.5
S99_05314,25.5237/88.7601,32,Rajshahi-Dinajpur,As_ugL,0.5
S99_05315,25.394/89.0119,28.3,Rajshahi-Dinajpur,As_ugL,NA
S99_05316,25.4319/88.9685,30.5,Rajshahi-Dinajpur,As_ugL,0.5
S99_05317,25.4285/88.9801,21.9,Rajshahi-Dinajpur,As_ugL,2.2
S99_05318,25.3261/88.9613,22.6,Rajshahi-Dinajpur,As_ugL,8
S99_05319,25.377/88.9682,13.7,Rajshahi-Dinajpur,As_ugL,0.5
S99_05320,25.3791/88.9949,28.3,Rajshahi-Dinajpur,As_ugL,0.5
S99_05321,25.4091/89.0553,26.8,Rajshahi-Dinajpur,As_ugL,0.5
S99_05322,25.428/89.0934,25.3,Rajshahi-Dinajpur,As_ugL,31.6
S99_05323,25.3951/89.1088,18.9,Rajshahi-Dinajpur,As_ugL,0.5
S99_05324,25.3589/89.1247,25.3,Rajshahi-Dinajpur,As_ugL,0.5
S99_05325,25.3219/89.1594,29.9,Rajshahi-Dinajpur,As_ugL,0.5
S99_05326,25.3352/89.0453,29.9,Rajshahi-Dinajpur,As_ugL,0.5
S99_05327,25.5/89.0152,18.9,Rajshahi-Dinajpur,As_ugL,0.5
S99_05328,25.5021/89.0617,28.3,Rajshahi-Dinajpur,As_ugL,0.5
S99_05329,25.3382/89.0033,28.3,Rajshahi-Dinajpur,As_ugL,0.5
S99_05330,25.2711/89.0068,22.6,Rajshahi-Dinajpur,As_ugL,0.5
S99_05331,24.8099/88.9349,30,Rajshahi-Naogaon,As_ugL,0.5
S99_05332,24.8075/88.9375,31.7,Rajshahi-Naogaon,As_ugL,0.5
S99_05333,24.8465/88.9229,29.9,Rajshahi-Naogaon,As_ugL,3.7
S99_05334,24.8871/88.9145,31.7,Rajshahi-Naogaon,As_ugL,0.5
S99_05335,24.8987/88.8852,34.4,Rajshahi-Naogaon,As_ugL,1.4
S99_05336,24.8144/88.8806,39,Rajshahi-Naogaon,As_ugL,3.2
S99_05337,24.8524/88.8825,33.8,Rajshahi-Naogaon,As_ugL,0.5
S99_05338,24.8345/88.9451,37.5,Rajshahi-Naogaon,As_ugL,1.2
S99_05339,24.7796/88.9536,34.1,Rajshahi-Naogaon,As_ugL,0.5
S99_05340,24.7994/88.9638,25.3,Rajshahi-Naogaon,As_ugL,1
S99_05341,24.9227/88.9029,29.9,Rajshahi-Naogaon,As_ugL,0.5
S99_05342,24.9651/88.8986,24.4,Rajshahi-Naogaon,As_ugL,0.5
S99_05343,24.9651/88.9033,27.4,Rajshahi-Naogaon,As_ugL,14.9
S99_05344,24.9734/88.966,29,Rajshahi-Naogaon,As_ugL,0.5
S99_05345,24.9295/88.9672,15.2,Rajshahi-Naogaon,As_ugL,0.5
S99_05346,24.9297/88.9679,36.6,Rajshahi-Naogaon,As_ugL,0.5
S99_05347,25.0281/88.976,29.9,Rajshahi-Naogaon,As_ugL,0.5
S99_05348,24.9944/88.9697,34.1,Rajshahi-Naogaon,As_ugL,1.5
S99_05349,24.991/88.9303,29.9,Rajshahi-Naogaon,As_ugL,NA
S99_05350,24.9093/88.7466,32,Rajshahi-Naogaon,As_ugL,1.6
S99_05351,24.9124/88.7404,27.1,Rajshahi-Naogaon,As_ugL,6.6
S99_05352,24.9219/88.7077,32,Rajshahi-Naogaon,As_ugL,0.5
S99_05353,24.9533/88.7178,27.1,Rajshahi-Naogaon,As_ugL,0.9
S99_05354,24.889/88.701,28,Rajshahi-Naogaon,As_ugL,0.5
S99_05355,24.9473/88.7424,22.6,Rajshahi-Naogaon,As_ugL,0.5
S99_05356,24.8876/88.738,27.1,Rajshahi-Naogaon,As_ugL,0.5
S99_05357,24.8492/88.7363,28.3,Rajshahi-Naogaon,As_ugL,0.5
S99_05358,24.8629/88.8418,21,Rajshahi-Naogaon,As_ugL,0.5
S99_05359,24.6017/88.932,35.1,Rajshahi-Naogaon,As_ugL,1
S99_05360,24.6241/88.9855,34.4,Rajshahi-Naogaon,As_ugL,0.5
S99_05361,24.6253/89.0404,35.1,Rajshahi-Naogaon,As_ugL,3.2
S99_05362,24.6625/88.9017,29.9,Rajshahi-Naogaon,As_ugL,4.2
S99_05363,24.6638/88.9036,19.8,Rajshahi-Naogaon,As_ugL,0.5
S99_05364,24.6758/88.8758,34.7,Rajshahi-Naogaon,As_ugL,0.5
S99_05365,24.5888/89.0223,34.4,Rajshahi-Naogaon,As_ugL,0.5
S99_05366,24.607/88.9771,34.4,Rajshahi-Naogaon,As_ugL,0.5
S99_05367,24.6379/88.9406,31.7,Rajshahi-Naogaon,As_ugL,1.1
S99_05368,24.8288/88.5688,29.9,Rajshahi-Naogaon,As_ugL,0.5
S99_05369,24.803/88.5315,29.9,Rajshahi-Naogaon,As_ugL,0.5
S99_05370,24.8053/88.5054,34.4,Rajshahi-Naogaon,As_ugL,0.5
S99_05371,24.8101/88.4695,40.5,Rajshahi-Naogaon,As_ugL,0.5
S99_05372,24.8549/88.4394,44.2,Rajshahi-Naogaon,As_ugL,0.5
S99_05373,24.8253/88.6138,34.7,Rajshahi-Naogaon,As_ugL,0.5
S99_05374,24.8652/88.6213,29.9,Rajshahi-Naogaon,As_ugL,0.5
S99_05375,24.8901/88.6353,39,Rajshahi-Naogaon,As_ugL,0.5
S99_05376,25.1429/88.5554,42.7,Rajshahi-Naogaon,As_ugL,0.5
S99_05377,25.1258/88.5839,59.4,Rajshahi-Naogaon,As_ugL,0.5
S99_05378,25.0983/88.5299,45.7,Rajshahi-Naogaon,As_ugL,0.5
S99_06001,24.4874/90.9998,73.8,Dhaka-Kishoreganj,As_ugL,9.4
S99_06002,24.6191/91.1199,74.7,Dhaka-Kishoreganj,As_ugL,31.2
S99_06003,24.5582/91.1131,68.6,Dhaka-Kishoreganj,As_ugL,16.6
S99_06004,24.5266/91.1008,72.5,Dhaka-Kishoreganj,As_ugL,66.3
S99_06005,24.5552/91.01,65.5,Dhaka-Kishoreganj,As_ugL,81.4
S99_06006,24.5834/90.9794,65.5,Dhaka-Kishoreganj,As_ugL,29.6
S99_06008,24.4969/91.0536,73.2,Dhaka-Kishoreganj,As_ugL,5.4
S99_06009,24.4901/91.0689,68.9,Dhaka-Kishoreganj,As_ugL,27.4
S99_06010,24.4495/91.0812,71.6,Dhaka-Kishoreganj,As_ugL,86.8
S99_06011,24.4002/91.0644,73.2,Dhaka-Kishoreganj,As_ugL,82.7
S99_06012,24.4122/91.1335,73.2,Dhaka-Kishoreganj,As_ugL,0.7
S99_06013,24.3992/91.1168,76.2,Dhaka-Kishoreganj,As_ugL,11.4
S99_06014,24.1662/90.9259,56.4,Dhaka-Kishoreganj,As_ugL,217
S99_06015,24.1586/90.9326,115.8,Dhaka-Kishoreganj,As_ugL,21
S99_06016,24.1883/90.9133,81.7,Dhaka-Kishoreganj,As_ugL,31.6
S99_06017,24.1689/90.8376,72.5,Dhaka-Kishoreganj,As_ugL,32.9
S99_06018,24.1413/90.8733,68,Dhaka-Kishoreganj,As_ugL,49.6
S99_06019,24.1227/90.919,72.5,Dhaka-Kishoreganj,As_ugL,89.6
S99_06020,24.1599/90.9151,80.8,Dhaka-Kishoreganj,As_ugL,5.4
S99_06021,24.1334/90.9304,69.5,Dhaka-Kishoreganj,As_ugL,162
S99_06022,24.2784/90.8246,54.9,Dhaka-Kishoreganj,As_ugL,0.5
S99_06023,24.2509/90.7964,103.6,Dhaka-Kishoreganj,As_ugL,1
S99_06024,24.3265/90.8923,46.3,Dhaka-Kishoreganj,As_ugL,32.9
S99_06025,24.3392/90.8274,80.2,Dhaka-Kishoreganj,As_ugL,19
S99_06026,24.3403/90.8012,59.4,Dhaka-Kishoreganj,As_ugL,0.5
S99_06027,24.2775/90.7822,54.9,Dhaka-Kishoreganj,As_ugL,0.5
S99_06028,24.2508/90.7968,21.9,Dhaka-Kishoreganj,As_ugL,0.5
S99_06029,24.3225/90.9305,86.9,Dhaka-Kishoreganj,As_ugL,42.9
S99_06030,24.3125/90.9145,76.2,Dhaka-Kishoreganj,As_ugL,98.3
S99_06031,24.3685/90.9184,76.2,Dhaka-Kishoreganj,As_ugL,94.8
S99_06032,24.3743/90.9798,68.6,Dhaka-Kishoreganj,As_ugL,23.6
S99_06033,24.2669/90.9492,73.2,Dhaka-Kishoreganj,As_ugL,11
S99_06034,24.2868/91.0845,70.7,Dhaka-Kishoreganj,As_ugL,77.5
S99_06035,24.2706/91.0947,73.2,Dhaka-Kishoreganj,As_ugL,0.8
S99_06036,24.2568/91.1082,71.6,Dhaka-Kishoreganj,As_ugL,0.5
S99_06037,24.2751/91.1112,73.2,Dhaka-Kishoreganj,As_ugL,9.4
S99_06038,24.2723/91.1043,36.6,Dhaka-Kishoreganj,As_ugL,11.3
S99_06041,24.4648/90.8734,100.6,Dhaka-Kishoreganj,As_ugL,92
S99_06042,24.464/90.8684,71.9,Dhaka-Kishoreganj,As_ugL,54
S99_06043,24.3692/90.8672,57,Dhaka-Kishoreganj,As_ugL,176
S99_06044,24.4798/90.9465,77.4,Dhaka-Kishoreganj,As_ugL,21.6
S99_06045,24.4752/90.9316,71.9,Dhaka-Kishoreganj,As_ugL,26.8
S99_06046,24.2824/90.6382,50.3,Dhaka-Mymensingh,As_ugL,0.9
S99_06047,24.3371/90.6198,82.3,Dhaka-Mymensingh,As_ugL,0.5
S99_06048,24.3866/90.5374,54.9,Dhaka-Mymensingh,As_ugL,0.5
S99_06049,24.3874/90.551,70.1,Dhaka-Mymensingh,As_ugL,2.4
S99_06050,24.3934/90.5736,73.2,Dhaka-Mymensingh,As_ugL,5.1
S99_06051,24.4284/90.5665,51.8,Dhaka-Mymensingh,As_ugL,0.5
S99_06052,24.4284/90.5665,140.2,Dhaka-Mymensingh,As_ugL,0.7
S99_06053,24.4485/90.5595,54.9,Dhaka-Mymensingh,As_ugL,0.5
S99_06054,24.4517/90.5181,59.1,Dhaka-Mymensingh,As_ugL,0.5
S99_06055,24.4471/90.3133,55.8,Dhaka-Mymensingh,As_ugL,0.5
S99_06056,24.4477/90.2792,66.1,Dhaka-Mymensingh,As_ugL,0.5
S99_06057,24.4144/90.3832,57.3,Dhaka-Mymensingh,As_ugL,0.5
S99_06058,24.3075/90.3178,53.3,Dhaka-Mymensingh,As_ugL,0.5
S99_06059,24.3273/90.3824,65.2,Dhaka-Mymensingh,As_ugL,0.5
S99_06060,24.4351/90.4602,61.6,Dhaka-Mymensingh,As_ugL,0.5
S99_06061,24.4165/90.4463,70.1,Dhaka-Mymensingh,As_ugL,0.5
S99_06062,24.4165/90.4463,91.4,Dhaka-Mymensingh,As_ugL,0.5
S99_06063,24.4067/90.3918,68.3,Dhaka-Mymensingh,As_ugL,0.5
S99_06064,24.6451/90.3971,57,Dhaka-Mymensingh,As_ugL,0.5
S99_06065,24.6259/90.4191,57.9,Dhaka-Mymensingh,As_ugL,0.5
S99_06066,24.5831/90.3913,58.5,Dhaka-Mymensingh,As_ugL,0.5
S99_06067,24.5852/90.3919,94.5,Dhaka-Mymensingh,As_ugL,0.6
S99_06068,24.5426/90.3429,57.9,Dhaka-Mymensingh,As_ugL,0.5
S99_06069,24.5617/90.5143,63.4,Dhaka-Mymensingh,As_ugL,0.5
S99_06070,24.611/90.498,63.4,Dhaka-Mymensingh,As_ugL,0.5
S99_06071,24.4812/90.3522,53.3,Dhaka-Mymensingh,As_ugL,0.6
S99_06072,24.3712/90.3992,70.1,Dhaka-Mymensingh,As_ugL,0.5
S99_06073,24.8416/90.559,68.6,Dhaka-Mymensingh,As_ugL,0.5
S99_06074,24.8438/90.58,61,Dhaka-Mymensingh,As_ugL,0.5
S99_06075,24.7361/90.5047,54.9,Dhaka-Mymensingh,As_ugL,0.5
S99_06076,24.7295/90.5499,70.1,Dhaka-Mymensingh,As_ugL,0.5
S99_06077,24.7561/90.5994,17.1,Dhaka-Mymensingh,As_ugL,0.5
S99_06078,24.759/90.6342,39.6,Dhaka-Mymensingh,As_ugL,109
S99_06079,24.7652/90.6662,51.8,Dhaka-Mymensingh,As_ugL,1.2
S99_06080,24.7528/90.5746,67.1,Dhaka-Mymensingh,As_ugL,0.5
S99_06081,24.7717/90.5702,36.6,Dhaka-Mymensingh,As_ugL,2.8
S99_06082,24.5716/90.6886,11,Dhaka-Mymensingh,As_ugL,0.5
S99_06083,24.5716/90.6886,94.5,Dhaka-Mymensingh,As_ugL,7.8
S99_06084,24.584/90.7353,91.4,Dhaka-Mymensingh,As_ugL,29.1
S99_06085,24.5745/90.7964,60.4,Dhaka-Mymensingh,As_ugL,0.5
