Year,Month,Day,site_no,flow_cfs
1974,7,16,1351500,375
1974,7,17,1351500,263
1974,7,18,1351500,211
1974,7,19,1351500,193
1974,7,20,1351500,181
1974,7,21,1351500,176
1974,7,22,1351500,147
1974,7,23,1351500,134
1974,7,24,1351500,129
1974,7,25,1351500,176
1974,7,26,1351500,181
1974,7,27,1351500,181
1974,7,28,1351500,176
1974,7,29,1351500,176
1974,7,30,1351500,3870
1974,7,31,1351500,1370
1974,8,1,1351500,728
1974,8,2,1351500,528
1974,8,3,1351500,413
1974,8,4,1351500,317
1974,8,5,1351500,280
1974,8,6,1351500,280
1974,8,7,1351500,234
1974,8,8,1351500,206
1974,8,9,1351500,187
1974,8,10,1351500,181
1974,8,11,1351500,175
1974,8,12,1351500,153
1974,8,13,1351500,134
1974,8,14,1351500,125
1974,8,15,1351500,121
1974,8,16,1351500,112
1974,8,17,1351500,108
1974,8,18,1351500,104
1974,8,19,1351500,97
1974,8,20,1351500,97
1974,8,21,1351500,90
1974,8,22,1351500,83
1974,8,23,1351500,83
1974,8,24,1351500,206
1974,8,25,1351500,139
1974,8,26,1351500,112
1974,8,27,1351500,108
1974,8,28,1351500,112
1974,8,29,1351500,256
1974,8,30,1351500,388
1974,8,31,1351500,413
1974,9,1,1351500,307
1974,9,2,1351500,449
1974,9,3,1351500,1020
1974,9,4,1351500,2360
1974,9,5,1351500,1240
1974,9,6,1351500,623
1974,9,7,1351500,419
1974,9,8,1351500,322
1974,9,9,1351500,275
1974,9,10,1351500,241
1974,9,11,1351500,219
1974,9,12,1351500,198
1974,9,13,1351500,200
1974,9,14,1351500,400
1974,9,15,1351500,400
1974,9,16,1351500,307
1974,9,17,1351500,248
1974,9,18,1351500,234
1974,9,19,1351500,256
1974,9,20,1351500,248
1974,9,21,1351500,400
1974,9,22,1351500,1270
1974,9,23,1351500,797
1974,9,24,1351500,462
1974,9,25,1351500,356
1974,9,26,1351500,326
1974,9,27,1351500,309
1974,9,28,1351500,288
1974,9,29,1351500,803
1974,9,30,1351500,1320
1974,10,1,1351500,852
1974,10,2,1351500,1150
1974,10,3,1351500,873
1974,10,4,1351500,671
1974,10,5,1351500,567
1974,10,6,1351500,486
1974,10,7,1351500,419
1974,10,8,1351500,356
1974,10,9,1351500,314
1974,10,10,1351500,296
1974,10,11,1351500,276
1974,10,12,1351500,260
1974,10,13,1351500,246
1974,10,14,1351500,228
1974,10,15,1351500,220
1974,10,16,1351500,252
1974,10,17,1351500,600
1974,10,18,1351500,525
1974,10,19,1351500,372
1974,10,20,1351500,304
1974,10,21,1351500,279
1974,10,22,1351500,255
1974,10,23,1351500,235
1974,10,24,1351500,223
1974,10,25,1351500,213
1974,10,26,1351500,216
1974,10,27,1351500,227
1974,10,28,1351500,212
1974,10,29,1351500,204
1974,10,30,1351500,188
1974,10,31,1351500,185
1974,11,1,1351500,185
1974,11,2,1351500,181
1974,11,3,1351500,174
1974,11,4,1351500,182
1974,11,5,1351500,563
1974,11,6,1351500,1250
1974,11,7,1351500,807
1974,11,8,1351500,589
1974,11,9,1351500,491
1974,11,10,1351500,425
1974,11,11,1351500,386
1974,11,12,1351500,365
1974,11,13,1351500,2610
1974,11,14,1351500,2120
1974,11,15,1351500,1640
1974,11,16,1351500,1250
1974,11,17,1351500,967
1974,11,18,1351500,845
1974,11,19,1351500,741
1974,11,20,1351500,735
1974,11,21,1351500,2130
1974,11,22,1351500,2090
1974,11,23,1351500,1200
1974,11,24,1351500,1110
1974,11,25,1351500,1260
1974,11,26,1351500,1070
1974,11,27,1351500,690
1974,11,28,1351500,706
1974,11,29,1351500,625
1974,11,30,1351500,553
1974,12,1,1351500,485
1974,12,2,1351500,599
1974,12,3,1351500,621
1974,12,4,1351500,740
1974,12,5,1351500,669
1974,12,6,1351500,674
1974,12,7,1351500,643
1974,12,8,1351500,2700
1974,12,9,1351500,18100
1974,12,10,1351500,8860
1974,12,11,1351500,4620
1974,12,12,1351500,3350
1974,12,13,1351500,3220
1974,12,14,1351500,3140
1974,12,15,1351500,2490
1974,12,16,1351500,2050
1974,12,17,1351500,1950
1974,12,18,1351500,1800
1974,12,19,1351500,1510
1974,12,20,1351500,1750
1974,12,21,1351500,1180
1974,12,22,1351500,1100
1974,12,23,1351500,1190
1974,12,24,1351500,1180
1974,12,25,1351500,1.00E+03
1974,12,26,1351500,1100
1974,12,27,1351500,965
1974,12,28,1351500,902
1974,12,29,1351500,824
1974,12,30,1351500,694
1974,12,31,1351500,680
1975,1,1,1351500,760
1975,1,2,1351500,700
1975,1,3,1351500,600
1975,1,4,1351500,560
1975,1,5,1351500,540
1975,1,6,1351500,600
1975,1,7,1351500,600
1975,1,8,1351500,430
1975,1,9,1351500,600
1975,1,10,1351500,2600
1975,1,11,1351500,4310
1975,1,12,1351500,9040
1975,1,13,1351500,4980
1975,1,14,1351500,3500
1975,1,15,1351500,2520
1975,1,16,1351500,2.00E+03
1975,1,17,1351500,1600
1975,1,18,1351500,1300
1975,1,19,1351500,1700
1975,1,20,1351500,1400
1975,1,21,1351500,1.00E+03
1975,1,22,1351500,940
1975,1,23,1351500,900
1975,1,24,1351500,1200
1975,1,25,1351500,940
1975,1,26,1351500,2670
1975,1,27,1351500,2460
1975,1,28,1351500,1590
1975,1,29,1351500,2090
1975,1,30,1351500,4750
1975,1,31,1351500,2690
1975,2,1,1351500,2.00E+03
1975,2,2,1351500,1620
1975,2,3,1351500,1260
1975,2,4,1351500,920
1975,2,5,1351500,900
1975,2,6,1351500,920
1975,2,7,1351500,1.00E+03
1975,2,8,1351500,1100
1975,2,9,1351500,840
1975,2,10,1351500,700
1975,2,11,1351500,526
1975,2,12,1351500,600
1975,2,13,1351500,800
1975,2,14,1351500,840
1975,2,15,1351500,820
1975,2,16,1351500,740
1975,2,17,1351500,700
1975,2,18,1351500,610
1975,2,19,1351500,640
1975,2,20,1351500,900
1975,2,21,1351500,800
1975,2,22,1351500,700
1975,2,23,1351500,1200
1975,2,24,1351500,6630
1975,2,25,1351500,15900
1975,2,26,1351500,9650
1975,2,27,1351500,5040
1975,2,28,1351500,3660
1975,3,1,1351500,3100
1975,3,2,1351500,2250
1975,3,3,1351500,1840
1975,3,4,1351500,1610
1975,3,5,1351500,1200
1975,3,6,1351500,1100
1975,3,7,1351500,1200
1975,3,8,1351500,1300
1975,3,9,1351500,700
1975,3,10,1351500,660
1975,3,11,1351500,800
1975,3,12,1351500,740
1975,3,13,1351500,840
1975,3,14,1351500,840
1975,3,15,1351500,680
1975,3,16,1351500,633
1975,3,17,1351500,882
1975,3,18,1351500,1030
1975,3,19,1351500,1050
1975,3,20,1351500,7180
1975,3,21,1351500,7990
1975,3,22,1351500,3910
1975,3,23,1351500,3760
1975,3,24,1351500,3550
1975,3,25,1351500,4880
1975,3,26,1351500,4480
1975,3,27,1351500,2840
1975,3,28,1351500,2230
1975,3,29,1351500,2170
1975,3,30,1351500,2120
1975,3,31,1351500,2060
1975,4,1,1351500,1700
1975,4,2,1351500,1580
1975,4,3,1351500,6130
1975,4,4,1351500,12600
1975,4,5,1351500,4990
1975,4,6,1351500,3930
1975,4,7,1351500,2920
1975,4,8,1351500,2520
1975,4,9,1351500,2170
1975,4,10,1351500,1990
1975,4,11,1351500,2370
1975,4,12,1351500,2070
1975,4,13,1351500,1760
1975,4,14,1351500,1670
1975,4,15,1351500,1540
1975,4,16,1351500,1620
1975,4,17,1351500,1730
1975,4,18,1351500,1720
1975,4,19,1351500,2030
1975,4,20,1351500,2620
1975,4,21,1351500,2310
1975,4,22,1351500,1820
1975,4,23,1351500,1460
1975,4,24,1351500,1700
1975,4,25,1351500,1830
1975,4,26,1351500,1660
1975,4,27,1351500,1620
1975,4,28,1351500,1450
1975,4,29,1351500,1120
1975,4,30,1351500,956
1975,5,1,1351500,828
1975,5,2,1351500,1100
1975,5,3,1351500,1230
1975,5,4,1351500,1050
1975,5,5,1351500,1720
1975,5,6,1351500,1970
1975,5,7,1351500,3430
1975,5,8,1351500,3170
1975,5,9,1351500,2150
1975,5,10,1351500,2050
1975,5,11,1351500,1670
1975,5,12,1351500,1680
1975,5,13,1351500,3150
1975,5,14,1351500,2620
1975,5,15,1351500,2220
1975,5,16,1351500,2170
1975,5,17,1351500,2030
1975,5,18,1351500,1700
1975,5,19,1351500,1500
1975,5,20,1351500,1370
1975,5,21,1351500,1010
1975,5,22,1351500,992
1975,5,23,1351500,1030
1975,5,24,1351500,922
1975,5,25,1351500,848
1975,5,26,1351500,858
1975,5,27,1351500,581
1975,5,28,1351500,588
1975,5,29,1351500,408
1975,5,30,1351500,276
1975,5,31,1351500,222
1975,6,1,1351500,221
1975,6,2,1351500,223
1975,6,3,1351500,243
1975,6,4,1351500,375
1975,6,5,1351500,338
1975,6,6,1351500,1010
1975,6,7,1351500,1250
1975,6,8,1351500,972
1975,6,9,1351500,767
1975,6,10,1351500,537
1975,6,11,1351500,546
1975,6,12,1351500,792
1975,6,13,1351500,2280
1975,6,14,1351500,1610
1975,6,15,1351500,1270
1975,6,16,1351500,1080
1975,6,17,1351500,824
1975,6,18,1351500,794
1975,6,19,1351500,520
1975,6,20,1351500,590
1975,6,21,1351500,463
1975,6,22,1351500,425
1975,6,23,1351500,375
1975,6,24,1351500,327
1975,6,25,1351500,165
1975,6,26,1351500,129
1975,6,27,1351500,109
1975,6,28,1351500,103
1975,6,29,1351500,126
1975,6,30,1351500,196
1975,7,1,1351500,170
1975,7,2,1351500,125
1975,7,3,1351500,117
1975,7,4,1351500,97
1975,7,5,1351500,83
1975,7,6,1351500,75
1975,7,7,1351500,66
1975,7,8,1351500,64
1975,7,9,1351500,66
1975,7,10,1351500,64
1975,7,11,1351500,66
1975,7,12,1351500,64
1975,7,13,1351500,64
1975,7,14,1351500,64
1975,7,15,1351500,66
1975,7,16,1351500,83
1975,7,17,1351500,90
1975,7,18,1351500,72
1975,7,19,1351500,64
1975,7,20,1351500,72
1975,7,21,1351500,148
1975,7,22,1351500,280
1975,7,23,1351500,175
1975,7,24,1351500,129
1975,7,25,1351500,158
1975,7,26,1351500,164
1975,7,27,1351500,129
1975,7,28,1351500,93
1975,7,29,1351500,75
1975,7,30,1351500,69
1975,7,31,1351500,66
1975,8,1,1351500,56
1975,8,2,1351500,52
1975,8,3,1351500,44
1975,8,4,1351500,50
1975,8,5,1351500,77
1975,8,6,1351500,90
1975,8,7,1351500,206
1975,8,8,1351500,661
1975,8,9,1351500,514
1975,8,10,1351500,263
1975,8,11,1351500,175
1975,8,12,1351500,200
1975,8,13,1351500,181
1975,8,14,1351500,148
1975,8,15,1351500,125
1975,8,16,1351500,134
1975,8,17,1351500,101
1975,8,18,1351500,87
1975,8,19,1351500,77
1975,8,20,1351500,69
1975,8,21,1351500,59
1975,8,22,1351500,54
1975,8,23,1351500,48
1975,8,24,1351500,48
1975,8,25,1351500,50
1975,8,26,1351500,54
1975,8,27,1351500,54
1975,8,28,1351500,48
1975,8,29,1351500,48
1975,8,30,1351500,1060
1975,8,31,1351500,929
1975,9,1,1351500,379
1975,9,2,1351500,263
1975,9,3,1351500,234
1975,9,4,1351500,193
1975,9,5,1351500,158
1975,9,6,1351500,139
1975,9,7,1351500,129
1975,9,8,1351500,121
1975,9,9,1351500,125
1975,9,10,1351500,129
1975,9,11,1351500,117
1975,9,12,1351500,108
1975,9,13,1351500,125
1975,9,14,1351500,129
1975,9,15,1351500,112
1975,9,16,1351500,97
1975,9,17,1351500,93
1975,9,18,1351500,90
1975,9,19,1351500,90
1975,9,20,1351500,101
1975,9,21,1351500,158
1975,9,22,1351500,263
1975,9,23,1351500,220
1975,9,24,1351500,357
1975,9,25,1351500,3060
1975,9,26,1351500,3650
1975,9,27,1351500,5610
1975,9,28,1351500,2490
1975,9,29,1351500,1420
1975,9,30,1351500,1.00E+03
1975,10,1,1351500,799
1975,10,2,1351500,630
1975,10,3,1351500,542
1975,10,4,1351500,462
1975,10,5,1351500,402
1975,10,6,1351500,368
1975,10,7,1351500,327
1975,10,8,1351500,298
1975,10,9,1351500,271
1975,10,10,1351500,248
1975,10,11,1351500,234
1975,10,12,1351500,263
1975,10,13,1351500,298
1975,10,14,1351500,542
1975,10,15,1351500,599
1975,10,16,1351500,501
1975,10,17,1351500,437
1975,10,18,1351500,11800
1975,10,19,1351500,7490
1975,10,20,1351500,6010
1975,10,21,1351500,3120
1975,10,22,1351500,2140
1975,10,23,1351500,1600
1975,10,24,1351500,1260
1975,10,25,1351500,1060
1975,10,26,1351500,1160
1975,10,27,1351500,947
1975,10,28,1351500,780
1975,10,29,1351500,694
1975,10,30,1351500,630
1975,10,31,1351500,542
1975,11,1,1351500,488
1975,11,2,1351500,449
1975,11,3,1351500,413
1975,11,4,1351500,425
1975,11,5,1351500,425
1975,11,6,1351500,368
1975,11,7,1351500,337
1975,11,8,1351500,337
1975,11,9,1351500,357
1975,11,10,1351500,327
1975,11,11,1351500,347
1975,11,12,1351500,379
1975,11,13,1351500,1310
1975,11,14,1351500,1880
1975,11,15,1351500,1620
1975,11,16,1351500,1490
1975,11,17,1351500,1630
1975,11,18,1351500,1620
1975,11,19,1351500,1430
1975,11,20,1351500,1170
1975,11,21,1351500,1520
1975,11,22,1351500,2740
1975,11,23,1351500,1550
1975,11,24,1351500,1240
1975,11,25,1351500,1050
1975,11,26,1351500,918
1975,11,27,1351500,994
1975,11,28,1351500,1600
1975,11,29,1351500,1160
1975,11,30,1351500,939
1975,12,1,1351500,1200
1975,12,2,1351500,1340
1975,12,3,1351500,1030
1975,12,4,1351500,863
1975,12,5,1351500,702
1975,12,6,1351500,765
1975,12,7,1351500,873
1975,12,8,1351500,603
1975,12,9,1351500,579
1975,12,10,1351500,911
1975,12,11,1351500,1190
1975,12,12,1351500,831
1975,12,13,1351500,684
1975,12,14,1351500,617
1975,12,15,1351500,676
1975,12,16,1351500,721
1975,12,17,1351500,587
1975,12,18,1351500,523
1975,12,19,1351500,384
1975,12,20,1351500,370
1975,12,21,1351500,420
1975,12,22,1351500,480
1975,12,23,1351500,460
1975,12,24,1351500,450
1975,12,25,1351500,580
1975,12,26,1351500,700
1975,12,27,1351500,800
1975,12,28,1351500,1.00E+03
1975,12,29,1351500,800
1975,12,30,1351500,700
1975,12,31,1351500,780
1976,1,1,1351500,900
1976,1,2,1351500,740
1976,1,3,1351500,800
1976,1,4,1351500,700
1976,1,5,1351500,560
1976,1,6,1351500,450
1976,1,7,1351500,420
1976,1,8,1351500,420
1976,1,9,1351500,440
1976,1,10,1351500,480
1976,1,11,1351500,540
1976,1,12,1351500,600
1976,1,13,1351500,700
1976,1,14,1351500,760
1976,1,15,1351500,820
1976,1,16,1351500,700
1976,1,17,1351500,600
1976,1,18,1351500,450
1976,1,19,1351500,460
1976,1,20,1351500,500
1976,1,21,1351500,620
1976,1,22,1351500,600
1976,1,23,1351500,600
1976,1,24,1351500,700
1976,1,25,1351500,620
1976,1,26,1351500,580
1976,1,27,1351500,7.00E+03
1976,1,28,1351500,7930
1976,1,29,1351500,3860
1976,1,30,1351500,2490
1976,1,31,1351500,1550
1976,2,1,1351500,1420
1976,2,2,1351500,3940
1976,2,3,1351500,3450
1976,2,4,1351500,2900
1976,2,5,1351500,2450
1976,2,6,1351500,1990
1976,2,7,1351500,1640
1976,2,8,1351500,1480
1976,2,9,1351500,1390
1976,2,10,1351500,1230
1976,2,11,1351500,1450
1976,2,12,1351500,2330
1976,2,13,1351500,1870
1976,2,14,1351500,2630
1976,2,15,1351500,1870
1976,2,16,1351500,3020
1976,2,17,1351500,9660
1976,2,18,1351500,8320
1976,2,19,1351500,12100
1976,2,20,1351500,8200
1976,2,21,1351500,4750
1976,2,22,1351500,9210
1976,2,23,1351500,8710
1976,2,24,1351500,4230
1976,2,25,1351500,3820
1976,2,26,1351500,3570
1976,2,27,1351500,3770
1976,2,28,1351500,3680
1976,2,29,1351500,2920
1976,3,1,1351500,2890
1976,3,2,1351500,2570
1976,3,3,1351500,2180
1976,3,4,1351500,1980
1976,3,5,1351500,6650
1976,3,6,1351500,7430
1976,3,7,1351500,4260
1976,3,8,1351500,3170
1976,3,9,1351500,2310
1976,3,10,1351500,2090
1976,3,11,1351500,2090
1976,3,12,1351500,1660
1976,3,13,1351500,1560
1976,3,14,1351500,1780
1976,3,15,1351500,1520
1976,3,16,1351500,1280
1976,3,17,1351500,1150
1976,3,18,1351500,926
1976,3,19,1351500,1210
1976,3,20,1351500,2830
1976,3,21,1351500,3840
1976,3,22,1351500,3860
1976,3,23,1351500,2450
1976,3,24,1351500,1840
1976,3,25,1351500,1640
1976,3,26,1351500,1570
1976,3,27,1351500,1120
1976,3,28,1351500,3960
1976,3,29,1351500,2850
1976,3,30,1351500,2010
1976,3,31,1351500,1830
1976,4,1,1351500,5820
1976,4,2,1351500,7990
1976,4,3,1351500,4680
1976,4,4,1351500,3460
1976,4,5,1351500,2690
1976,4,6,1351500,2240
1976,4,7,1351500,1970
1976,4,8,1351500,1710
1976,4,9,1351500,1470
1976,4,10,1351500,1370
1976,4,11,1351500,1200
1976,4,12,1351500,1110
1976,4,13,1351500,1030
1976,4,14,1351500,980
1976,4,15,1351500,793
1976,4,16,1351500,2270
1976,4,17,1351500,3030
1976,4,18,1351500,1590
1976,4,19,1351500,1150
1976,4,20,1351500,963
1976,4,21,1351500,1060
1976,4,22,1351500,1090
1976,4,23,1351500,832
1976,4,24,1351500,827
1976,4,25,1351500,1110
1976,4,26,1351500,8270
1976,4,27,1351500,6090
1976,4,28,1351500,4490
1976,4,29,1351500,3690
1976,4,30,1351500,2880
1976,5,1,1351500,2280
1976,5,2,1351500,3650
1976,5,3,1351500,3730
1976,5,4,1351500,3710
1976,5,5,1351500,2630
1976,5,6,1351500,2150
1976,5,7,1351500,1900
1976,5,8,1351500,1940
1976,5,9,1351500,1710
1976,5,10,1351500,1300
1976,5,11,1351500,1190
1976,5,12,1351500,1950
1976,5,13,1351500,2090
1976,5,14,1351500,1580
1976,5,15,1351500,1540
1976,5,16,1351500,1250
1976,5,17,1351500,1140
1976,5,18,1351500,1520
1976,5,19,1351500,4860
1976,5,20,1351500,8300
1976,5,21,1351500,7370
1976,5,22,1351500,5680
1976,5,23,1351500,4.00E+03
1976,5,24,1351500,3100
1976,5,25,1351500,2610
1976,5,26,1351500,2420
1976,5,27,1351500,2320
1976,5,28,1351500,1850
1976,5,29,1351500,1520
1976,5,30,1351500,1170
1976,5,31,1351500,1110
1976,6,1,1351500,1190
1976,6,2,1351500,1820
1976,6,3,1351500,1300
1976,6,4,1351500,769
1976,6,5,1351500,492
1976,6,6,1351500,400
1976,6,7,1351500,755
1976,6,8,1351500,886
1976,6,9,1351500,482
1976,6,10,1351500,447
1976,6,11,1351500,531
1976,6,12,1351500,520
1976,6,13,1351500,369
1976,6,14,1351500,301
1976,6,15,1351500,585
1976,6,16,1351500,804
1976,6,17,1351500,633
1976,6,18,1351500,664
1976,6,19,1351500,445
1976,6,20,1351500,334
1976,6,21,1351500,530
1976,6,22,1351500,567
1976,6,23,1351500,495
1976,6,24,1351500,482
1976,6,25,1351500,391
1976,6,26,1351500,399
1976,6,27,1351500,307
1976,6,28,1351500,263
1976,6,29,1351500,213
1976,6,30,1351500,246
1976,7,1,1351500,2270
1976,7,2,1351500,1720
1976,7,3,1351500,1020
1976,7,4,1351500,598
1976,7,5,1351500,484
1976,7,6,1351500,461
1976,7,7,1351500,710
1976,7,8,1351500,452
1976,7,9,1351500,419
1976,7,10,1351500,483
1976,7,11,1351500,340
1976,7,12,1351500,249
1976,7,13,1351500,379
1976,7,14,1351500,316
1976,7,15,1351500,310
1976,7,16,1351500,229
1976,7,17,1351500,203
1976,7,18,1351500,217
1976,7,19,1351500,161
1976,7,20,1351500,132
1976,7,21,1351500,118
1976,7,22,1351500,108
1976,7,23,1351500,104
1976,7,24,1351500,103
1976,7,25,1351500,94
1976,7,26,1351500,87
1976,7,27,1351500,81
1976,7,28,1351500,78
1976,7,29,1351500,70
1976,7,30,1351500,82
1976,7,31,1351500,93
1976,8,1,1351500,157
1976,8,2,1351500,156
1976,8,3,1351500,115
1976,8,4,1351500,88
1976,8,5,1351500,72
1976,8,6,1351500,65
1976,8,7,1351500,75
1976,8,8,1351500,182
1976,8,9,1351500,188
1976,8,10,1351500,2080
1976,8,11,1351500,1760
1976,8,12,1351500,576
1976,8,13,1351500,340
1976,8,14,1351500,282
1976,8,15,1351500,283
1976,8,16,1351500,246
1976,8,17,1351500,204
1976,8,18,1351500,171
1976,8,19,1351500,147
1976,8,20,1351500,128
1976,8,21,1351500,116
1976,8,22,1351500,105
1976,8,23,1351500,94
1976,8,24,1351500,89
1976,8,25,1351500,80
1976,8,26,1351500,80
1976,8,27,1351500,107
1976,8,28,1351500,130
1976,8,29,1351500,110
1976,8,30,1351500,90
1976,8,31,1351500,76
1976,9,1,1351500,90
1976,9,2,1351500,150
1976,9,3,1351500,90
1976,9,4,1351500,81
1976,9,5,1351500,77
1976,9,6,1351500,69
1976,9,7,1351500,62
1976,9,8,1351500,59
1976,9,9,1351500,56
1976,9,10,1351500,59
1976,9,11,1351500,66
1976,9,12,1351500,77
1976,9,13,1351500,75
1976,9,14,1351500,69
1976,9,15,1351500,61
1976,9,16,1351500,54
1976,9,17,1351500,66
1976,9,18,1351500,87
1976,9,19,1351500,104
1976,9,20,1351500,104
1976,9,21,1351500,93
1976,9,22,1351500,80
1976,9,23,1351500,72
1976,9,24,1351500,69
1976,9,25,1351500,61
1976,9,26,1351500,59
1976,9,27,1351500,83
1976,9,28,1351500,164
1976,9,29,1351500,175
1976,9,30,1351500,139
1976,10,1,1351500,101
1976,10,2,1351500,87
1976,10,3,1351500,77
1976,10,4,1351500,72
1976,10,5,1351500,66
1976,10,6,1351500,66
1976,10,7,1351500,61
1976,10,8,1351500,75
1976,10,9,1351500,3150
1976,10,10,1351500,3430
1976,10,11,1351500,1080
1976,10,12,1351500,630
1976,10,13,1351500,475
1976,10,14,1351500,762
1976,10,15,1351500,964
1976,10,16,1351500,694
1976,10,17,1351500,556
1976,10,18,1351500,437
1976,10,19,1351500,357
1976,10,20,1351500,390
1976,10,21,1351500,4360
1976,10,22,1351500,2360
1976,10,23,1351500,1310
1976,10,24,1351500,966
1976,10,25,1351500,1210
1976,10,26,1351500,1840
1976,10,27,1351500,1480
1976,10,28,1351500,1010
1976,10,29,1351500,834
1976,10,30,1351500,710
1976,10,31,1351500,955
1976,11,1,1351500,1330
1976,11,2,1351500,856
1976,11,3,1351500,735
1976,11,4,1351500,852
1976,11,5,1351500,852
1976,11,6,1351500,942
1976,11,7,1351500,1210
1976,11,8,1351500,1240
1976,11,9,1351500,1290
1976,11,10,1351500,948
1976,11,11,1351500,932
1976,11,12,1351500,780
1976,11,13,1351500,743
1976,11,14,1351500,674
1976,11,15,1351500,594
1976,11,16,1351500,560
1976,11,17,1351500,541
1976,11,18,1351500,505
1976,11,19,1351500,519
1976,11,20,1351500,478
1976,11,21,1351500,428
1976,11,22,1351500,390
1976,11,23,1351500,374
1976,11,24,1351500,335
1976,11,25,1351500,295
1976,11,26,1351500,278
1976,11,27,1351500,298
1976,11,28,1351500,322
1976,11,29,1351500,354
1976,11,30,1351500,354
1976,12,1,1351500,250
1976,12,2,1351500,250
1976,12,3,1351500,290
1976,12,4,1351500,350
1976,12,5,1351500,547
1976,12,6,1351500,665
1976,12,7,1351500,1320
1976,12,8,1351500,5060
1976,12,9,1351500,2.00E+03
1976,12,10,1351500,1360
1976,12,11,1351500,1540
1976,12,12,1351500,1280
1976,12,13,1351500,1090
1976,12,14,1351500,544
1976,12,15,1351500,921
1976,12,16,1351500,1040
1976,12,17,1351500,714
1976,12,18,1351500,672
1976,12,19,1351500,578
1976,12,20,1351500,439
1976,12,21,1351500,675
1976,12,22,1351500,583
1976,12,23,1351500,386
1976,12,24,1351500,351
1976,12,25,1351500,326
1976,12,26,1351500,320
1976,12,27,1351500,280
1976,12,28,1351500,280
1976,12,29,1351500,290
1976,12,30,1351500,270
1976,12,31,1351500,260
1977,1,1,1351500,250
1977,1,2,1351500,240
1977,1,3,1351500,230
1977,1,4,1351500,220
1977,1,5,1351500,210
1977,1,6,1351500,200
1977,1,7,1351500,190
1977,1,8,1351500,180
1977,1,9,1351500,180
1977,1,10,1351500,170
1977,1,11,1351500,160
1977,1,12,1351500,130
1977,1,13,1351500,120
1977,1,14,1351500,110
1977,1,15,1351500,110
1977,1,16,1351500,100
1977,1,17,1351500,100
1977,1,18,1351500,100
1977,1,19,1351500,110
1977,1,20,1351500,130
1977,1,21,1351500,150
1977,1,22,1351500,160
1977,1,23,1351500,160
1977,1,24,1351500,140
1977,1,25,1351500,140
1977,1,26,1351500,140
1977,1,27,1351500,150
1977,1,28,1351500,150
1977,1,29,1351500,140
1977,1,30,1351500,130
1977,1,31,1351500,120
1977,2,1,1351500,110
1977,2,2,1351500,100
1977,2,3,1351500,100
1977,2,4,1351500,100
1977,2,5,1351500,96
1977,2,6,1351500,96
1977,2,7,1351500,96
1977,2,8,1351500,96
1977,2,9,1351500,100
1977,2,10,1351500,100
1977,2,11,1351500,110
1977,2,12,1351500,130
1977,2,13,1351500,160
1977,2,14,1351500,200
1977,2,15,1351500,200
1977,2,16,1351500,180
1977,2,17,1351500,160
1977,2,18,1351500,140
1977,2,19,1351500,120
1977,2,20,1351500,110
1977,2,21,1351500,110
1977,2,22,1351500,120
1977,2,23,1351500,150
1977,2,24,1351500,250
1977,2,25,1351500,1.00E+03
1977,2,26,1351500,2300
1977,2,27,1351500,1200
1977,2,28,1351500,1700
1977,3,1,1351500,1300
1977,3,2,1351500,1.00E+03
1977,3,3,1351500,700
1977,3,4,1351500,900
1977,3,5,1351500,4810
1977,3,6,1351500,5800
1977,3,7,1351500,2950
1977,3,8,1351500,2030
1977,3,9,1351500,2300
1977,3,10,1351500,5800
1977,3,11,1351500,7100
1977,3,12,1351500,7.00E+03
1977,3,13,1351500,13700
1977,3,14,1351500,31700
1977,3,15,1351500,19200
1977,3,16,1351500,10200
1977,3,17,1351500,6600
1977,3,18,1351500,4300
1977,3,19,1351500,3400
1977,3,20,1351500,3100
1977,3,21,1351500,2600
1977,3,22,1351500,2500
1977,3,23,1351500,2700
1977,3,24,1351500,2200
1977,3,25,1351500,2100
1977,3,26,1351500,1900
1977,3,27,1351500,1900
1977,3,28,1351500,1900
1977,3,29,1351500,5300
1977,3,30,1351500,2.20E+04
1977,3,31,1351500,2.50E+04
1977,4,1,1351500,13300
1977,4,2,1351500,6400
1977,4,3,1351500,5800
1977,4,4,1351500,5.00E+03
1977,4,5,1351500,4400
1977,4,6,1351500,5300
1977,4,7,1351500,4600
1977,4,8,1351500,2900
1977,4,9,1351500,2700
1977,4,10,1351500,2300
1977,4,11,1351500,2200
1977,4,12,1351500,1900
1977,4,13,1351500,1800
1977,4,14,1351500,1900
1977,4,15,1351500,1900
1977,4,16,1351500,1900
1977,4,17,1351500,1700
1977,4,18,1351500,1600
1977,4,19,1351500,1600
1977,4,20,1351500,1400
1977,4,21,1351500,800
1977,4,22,1351500,540
1977,4,23,1351500,500
1977,4,24,1351500,8200
1977,4,25,1351500,11700
1977,4,26,1351500,7200
1977,4,27,1351500,4600
1977,4,28,1351500,3400
1977,4,29,1351500,2800
1977,4,30,1351500,2300
1977,5,1,1351500,1900
1977,5,2,1351500,1600
1977,5,3,1351500,1600
1977,5,4,1351500,1400
1977,5,5,1351500,1500
1977,5,6,1351500,1600
1977,5,7,1351500,1400
1977,5,8,1351500,1400
1977,5,9,1351500,820
1977,5,10,1351500,3300
1977,5,11,1351500,6500
1977,5,12,1351500,6300
1977,5,13,1351500,5.00E+03
1977,5,14,1351500,4600
1977,5,15,1351500,3100
1977,5,16,1351500,2400
1977,5,17,1351500,2100
1977,5,18,1351500,1900
