Year,Month,Precip_inches,state_cd
1991,6,4.95,AL
1991,7,4.46,AL
1991,8,3.93,AL
1991,9,3.27,AL
1991,10,0.91,AL
1991,11,4.37,AL
1991,12,5.34,AL
1992,1,6.12,AL
1992,2,5.99,AL
1992,3,4.03,AL
1992,4,2.91,AL
1992,5,1.95,AL
1992,6,5.44,AL
1992,7,6.07,AL
1992,8,5.87,AL
1992,9,3.61,AL
1992,10,2.59,AL
1992,11,9.48,AL
1992,12,5.73,AL
1993,1,6.21,AL
1993,2,3.72,AL
1993,3,6.59,AL
1993,4,3.26,AL
1993,5,3.8,AL
1993,6,3.39,AL
1993,7,2.88,AL
1993,8,4.72,AL
1993,9,3.83,AL
1993,10,3.71,AL
1993,11,3.88,AL
1993,12,4.29,AL
1994,1,5.31,AL
1994,2,5.08,AL
1994,3,7.25,AL
1994,4,4.4,AL
1994,5,3.2,AL
1994,6,7,AL
1994,7,9.43,AL
1994,8,2.91,AL
1994,9,3.61,AL
1994,10,4.97,AL
1994,11,3.5,AL
1994,12,3.67,AL
1995,1,4.83,AL
1995,2,5.65,AL
1995,3,5.42,AL
1995,4,5.07,AL
1995,5,3.32,AL
1995,6,3.36,AL
1995,7,3.87,AL
1995,8,4.79,AL
1995,9,3.09,AL
1995,10,9.3,AL
1995,11,5.8,AL
1995,12,5.07,AL
1996,1,7.4,AL
1996,2,4.07,AL
1996,3,8.45,AL
1996,4,4.65,AL
1996,5,2.56,AL
1996,6,3.38,AL
1996,7,6.63,AL
1996,8,4.7,AL
1996,9,5.71,AL
1996,10,2.38,AL
1996,11,3.46,AL
1996,12,4.94,AL
1997,1,6.47,AL
1997,2,6.16,AL
1997,3,3.87,AL
1997,4,6.03,AL
1997,5,5.39,AL
1997,6,7.91,AL
1997,7,5.33,AL
1997,8,2.88,AL
1997,9,3.3,AL
1997,10,5.1,AL
1997,11,5.7,AL
1997,12,4.82,AL
1998,1,8.14,AL
1998,2,7.29,AL
1998,3,6.2,AL
1998,4,5.39,AL
1998,5,2.28,AL
1998,6,3.22,AL
1998,7,6.07,AL
1998,8,3.44,AL
1998,9,8.29,AL
1998,10,1.37,AL
1998,11,3.3,AL
1998,12,4.27,AL
1999,1,7.94,AL
1999,2,2.55,AL
1999,3,5.65,AL
1999,4,2.57,AL
1999,5,4.11,AL
1999,6,8.31,AL
1999,7,4.63,AL
1999,8,2.02,AL
1999,9,1.91,AL
1999,10,3.39,AL
1999,11,2.61,AL
1999,12,3.32,AL
2000,1,4.69,AL
2000,2,1.99,AL
2000,3,5.05,AL
2000,4,4.83,AL
2000,5,1.32,AL
2000,6,3.71,AL
2000,7,2.26,AL
2000,8,2.36,AL
2000,9,3.49,AL
2000,10,0.8,AL
2000,11,7.7,AL
2000,12,4.29,AL
2001,1,4.69,AL
2001,2,4.11,AL
2001,3,10.11,AL
2001,4,3.88,AL
2001,5,4.03,AL
2001,6,7.15,AL
2001,7,3.95,AL
2001,8,5.48,AL
2001,9,4.8,AL
2001,10,3.27,AL
2001,11,3.43,AL
2001,12,4.14,AL
2002,1,5.11,AL
2002,2,2.99,AL
2002,3,5.79,AL
2002,4,2.19,AL
2002,5,4.09,AL
2002,6,3.77,AL
2002,7,5.38,AL
2002,8,3.24,AL
2002,9,7.57,AL
2002,10,5.58,AL
2002,11,4.88,AL
2002,12,6.54,AL
2003,1,2.33,AL
2003,2,6.76,AL
2003,3,4.67,AL
2003,4,6.41,AL
2003,5,8.49,AL
2003,6,8.17,AL
2003,7,7.74,AL
2003,8,5.7,AL
2003,9,3.7,AL
2003,10,1.61,AL
2003,11,4.67,AL
2003,12,3.47,AL
2004,1,3.27,AL
2004,2,7.06,AL
2004,3,2.28,AL
2004,4,3.37,AL
2004,5,4,AL
2004,6,7.53,AL
2004,7,4.43,AL
2004,8,4.48,AL
2004,9,6.63,AL
2004,10,3.87,AL
2004,11,8.12,AL
2004,12,4.84,AL
2005,1,2.86,AL
2005,2,4.96,AL
2005,3,5.85,AL
2005,4,7.6,AL
2005,5,2.8,AL
2005,6,6.37,AL
2005,7,9.19,AL
2005,8,6.01,AL
2005,9,3.29,AL
2005,10,0.61,AL
2005,11,3.59,AL
2005,12,3.95,AL
2006,1,5.23,AL
2006,2,5.05,AL
2006,3,2.97,AL
2006,4,3.07,AL
2006,5,4.41,AL
2006,6,2.01,AL
2006,7,3.33,AL
2006,8,3.91,AL
2006,9,3.53,AL
2006,10,5.13,AL
2006,11,4.84,AL
2006,12,4.06,AL
2007,1,4.34,AL
2007,2,2.64,AL
2007,3,1.56,AL
2007,4,3.91,AL
2007,5,0.73,AL
2007,6,2.78,AL
2007,7,5.2,AL
2007,8,2.67,AL
2007,9,3.11,AL
2007,10,3.92,AL
2007,11,2.75,AL
2007,12,4.25,AL
2008,1,4.09,AL
2008,2,5.79,AL
2008,3,4.01,AL
2008,4,4.53,AL
2008,5,4.43,AL
2008,6,2.69,AL
2008,7,4.04,AL
2008,8,8.89,AL
2008,9,1.65,AL
2008,10,3.02,AL
2008,11,3.15,AL
2008,12,6.78,AL
2009,1,4.42,AL
2009,2,3.85,AL
2009,3,8.98,AL
2009,4,4.45,AL
2009,5,8.51,AL
2009,6,2.71,AL
2009,7,5.59,AL
2009,8,5.49,AL
2009,9,7.57,AL
2009,10,7.18,AL
2009,11,4.39,AL
2009,12,10.63,AL
2010,1,6.21,AL
2010,2,4.22,AL
2010,3,5.07,AL
2010,4,2.82,AL
2010,5,6.15,AL
2010,6,3.26,AL
2010,7,3.5,AL
2010,8,4.83,AL
2010,9,1.61,AL
2010,10,2.59,AL
2010,11,4.73,AL
2010,12,2.2,AL
2011,1,4.03,AL
2011,2,3.49,AL
2011,3,8.18,AL
2011,4,5.08,AL
2011,5,1.64,AL
2011,6,3.55,AL
2011,7,5.52,AL
2011,8,2.05,AL
2011,9,7.21,AL
2011,10,0.79,AL
2011,11,4.13,AL
2011,12,5.04,AL
2012,1,5.44,AL
2012,2,4.49,AL
2012,3,5.35,AL
2012,4,1.89,AL
2012,5,4.16,AL
2012,6,4,AL
2012,7,5.75,AL
2012,8,6.07,AL
2012,9,5.35,AL
2012,10,2.91,AL
2012,11,1.36,AL
2012,12,6.61,AL
2013,1,6.27,AL
2013,2,8.86,AL
2013,3,3.83,AL
2013,4,5.71,AL
2013,5,4,AL
2013,6,5.81,AL
2013,7,8.7,AL
2013,8,5.5,AL
2013,9,3.2,AL
2013,10,1.47,AL
2013,11,3.42,AL
2013,12,7.93,AL
2014,1,2.7,AL
2014,2,5.75,AL
2014,3,5.57,AL
2014,4,9.67,AL
2014,5,4.27,AL
2014,6,5.23,AL
2014,7,3.36,AL
2014,8,3.25,AL
2014,9,2.51,AL
2014,10,4.38,AL
2014,11,2.98,AL
2014,12,6.36,AL
2015,1,4.34,AL
2015,2,4.05,AL
2015,3,4.28,AL
2015,4,7.14,AL
2015,5,4.32,AL
2015,6,3.27,AL
2015,7,4.71,AL
2015,8,4.94,AL
2015,9,2.71,AL
2015,10,2.93,AL
2015,11,6.8,AL
2015,12,11.87,AL
2016,1,4.06,AL
2016,2,5.85,AL
2016,3,5.42,AL
2016,4,5.68,AL
2016,5,2.14,AL
2016,6,3.81,AL
2016,7,4.27,AL
2016,8,4.58,AL
2016,9,1.72,AL
2016,10,0.13,AL
2016,11,2.3,AL
2016,12,5.05,AL
2017,1,9.17,AL
2017,2,3.7,AL
2017,3,4.17,AL
2017,4,4.09,AL
2017,5,7.01,AL
2017,6,10.7,AL
2017,7,5.06,AL
2017,8,6.07,AL
2017,9,3.25,AL
2017,10,6.03,AL
2017,11,1.05,AL
2017,12,3.89,AL
1895,1,2.78,AZ
1895,2,0.53,AZ
1895,3,0.22,AZ
1895,4,0.08,AZ
1895,5,0.36,AZ
1895,6,0.09,AZ
1895,7,1,AZ
1895,8,2.18,AZ
1895,9,0.81,AZ
1895,10,0.96,AZ
1895,11,2.11,AZ
1895,12,0.29,AZ
1896,1,0.52,AZ
1896,2,0.22,AZ
1896,3,0.66,AZ
1896,4,0.26,AZ
1896,5,0.12,AZ
1896,6,0.15,AZ
1896,7,3.03,AZ
1896,8,2.19,AZ
1896,9,1.37,AZ
1896,10,2.62,AZ
1896,11,0.49,AZ
1896,12,0.56,AZ
1897,1,2.86,AZ
1897,2,1,AZ
1897,3,0.77,AZ
1897,4,0.13,AZ
1897,5,0.25,AZ
1897,6,0.07,AZ
1897,7,1.1,AZ
1897,8,1.61,AZ
1897,9,2.35,AZ
1897,10,0.86,AZ
1897,11,0.11,AZ
1897,12,0.59,AZ
1898,1,1.79,AZ
1898,2,0.15,AZ
1898,3,0.71,AZ
1898,4,0.58,AZ
1898,5,0.46,AZ
1898,6,0.69,AZ
1898,7,1.79,AZ
1898,8,2.1,AZ
1898,9,0.2,AZ
1898,10,0.01,AZ
1898,11,0.49,AZ
1898,12,1.63,AZ
1899,1,0.8,AZ
1899,2,0.42,AZ
1899,3,0.2,AZ
1899,4,0.22,AZ
1899,5,0.02,AZ
1899,6,0.65,AZ
1899,7,1.65,AZ
1899,8,1.49,AZ
1899,9,0.73,AZ
1899,10,0.67,AZ
1899,11,0.56,AZ
1899,12,0.15,AZ
1900,1,0.2,AZ
1900,2,0.25,AZ
1900,3,0.66,AZ
1900,4,1.74,AZ
1900,5,0.2,AZ
1900,6,0.08,AZ
1900,7,0.65,AZ
1900,8,1.05,AZ
1900,9,1.22,AZ
1900,10,0.7,AZ
1900,11,1.33,AZ
1900,12,0.02,AZ
1901,1,1.21,AZ
1901,2,2.36,AZ
1901,3,0.53,AZ
1901,4,0.14,AZ
1901,5,0.45,AZ
1901,6,0.06,AZ
1901,7,1.43,AZ
1901,8,1.69,AZ
1901,9,0.22,AZ
1901,10,0.78,AZ
1901,11,0.26,AZ
1901,12,0.09,AZ
1902,1,0.8,AZ
1902,2,0.37,AZ
1902,3,0.65,AZ
1902,4,0.07,AZ
1902,5,0.36,AZ
1902,6,0.08,AZ
1902,7,0.63,AZ
1902,8,1.77,AZ
1902,9,0.84,AZ
1902,10,0.08,AZ
1902,11,1.63,AZ
1902,12,1.37,AZ
1903,1,0.18,AZ
1903,2,1,AZ
1903,3,1.06,AZ
1903,4,0.4,AZ
1903,5,0.27,AZ
1903,6,0.68,AZ
1903,7,1.16,AZ
1903,8,1.46,AZ
1903,9,1.73,AZ
1903,10,0.14,AZ
1903,11,0,AZ
1903,12,0.09,AZ
1904,1,0.18,AZ
1904,2,0.49,AZ
1904,3,0.35,AZ
1904,4,0.03,AZ
1904,5,0.44,AZ
1904,6,0.08,AZ
1904,7,2.03,AZ
1904,8,3.5,AZ
1904,9,0.57,AZ
1904,10,0.47,AZ
1904,11,0.01,AZ
1904,12,0.82,AZ
1905,1,2.71,AZ
1905,2,4.44,AZ
1905,3,3.47,AZ
1905,4,2.07,AZ
1905,5,0.39,AZ
1905,6,0.28,AZ
1905,7,0.98,AZ
1905,8,1.41,AZ
1905,9,1.93,AZ
1905,10,0.19,AZ
1905,11,3.77,AZ
1905,12,1.13,AZ
1906,1,0.81,AZ
1906,2,1.2,AZ
1906,3,2.1,AZ
1906,4,0.8,AZ
1906,5,0.16,AZ
1906,6,0.01,AZ
1906,7,2.06,AZ
1906,8,3.06,AZ
1906,9,0.51,AZ
1906,10,0.1,AZ
1906,11,1.62,AZ
1906,12,3.52,AZ
1907,1,2.35,AZ
1907,2,0.76,AZ
1907,3,1.07,AZ
1907,4,0.59,AZ
1907,5,0.74,AZ
1907,6,0.23,AZ
1907,7,1.63,AZ
1907,8,2.69,AZ
1907,9,0.56,AZ
1907,10,2.3,AZ
1907,11,0.71,AZ
1907,12,0.12,AZ
1908,1,1.03,AZ
1908,2,2.47,AZ
1908,3,0.76,AZ
1908,4,0.69,AZ
1908,5,0.36,AZ
1908,6,0.08,AZ
1908,7,2.77,AZ
1908,8,2.48,AZ
1908,9,1.04,AZ
1908,10,0.69,AZ
1908,11,0.42,AZ
1908,12,3.11,AZ
1909,1,1.03,AZ
1909,2,1.34,AZ
1909,3,1.32,AZ
1909,4,0.19,AZ
1909,5,0.05,AZ
1909,6,0.12,AZ
1909,7,2.15,AZ
1909,8,4.03,AZ
1909,9,1.25,AZ
1909,10,0.01,AZ
1909,11,0.87,AZ
1909,12,1.66,AZ
1910,1,1.28,AZ
1910,2,0.13,AZ
1910,3,0.62,AZ
1910,4,0.4,AZ
1910,5,0.03,AZ
1910,6,0.37,AZ
1910,7,1.88,AZ
1910,8,1.77,AZ
1910,9,0.44,AZ
1910,10,0.46,AZ
1910,11,1.93,AZ
1910,12,0.49,AZ
1911,1,2.05,AZ
1911,2,1.75,AZ
1911,3,1.13,AZ
1911,4,0.27,AZ
1911,5,0.02,AZ
1911,6,0.59,AZ
1911,7,3.31,AZ
1911,8,1.37,AZ
1911,9,2.31,AZ
1911,10,1.89,AZ
1911,11,0.02,AZ
1911,12,0.53,AZ
1912,1,0.02,AZ
1912,2,0.19,AZ
1912,3,3,AZ
1912,4,1.07,AZ
1912,5,0.24,AZ
1912,6,0.49,AZ
1912,7,2.9,AZ
1912,8,1.93,AZ
1912,9,0.19,AZ
1912,10,2.04,AZ
1912,11,0.06,AZ
1912,12,0.59,AZ
1913,1,0.65,AZ
1913,2,2.44,AZ
1913,3,0.32,AZ
1913,4,0.34,AZ
1913,5,0.03,AZ
1913,6,0.11,AZ
1913,7,1.75,AZ
1913,8,1.72,AZ
1913,9,0.92,AZ
1913,10,0.39,AZ
1913,11,1.84,AZ
1913,12,0.95,AZ
1914,1,1.18,AZ
1914,2,1.12,AZ
1914,3,0.61,AZ
1914,4,0.34,AZ
1914,5,0.34,AZ
1914,6,0.65,AZ
1914,7,3.08,AZ
1914,8,1.74,AZ
1914,9,0.65,AZ
1914,10,2.16,AZ
1914,11,0.75,AZ
1914,12,3.1,AZ
1915,1,2.47,AZ
1915,2,1.97,AZ
1915,3,0.75,AZ
1915,4,1.58,AZ
1915,5,0.48,AZ
1915,6,0.33,AZ
1915,7,2.53,AZ
1915,8,1.19,AZ
1915,9,0.66,AZ
1915,10,0.09,AZ
1915,11,0.87,AZ
1915,12,2.41,AZ
1916,1,4.2,AZ
1916,2,0.55,AZ
1916,3,1.3,AZ
1916,4,0.44,AZ
1916,5,0.21,AZ
1916,6,0,AZ
1916,7,2.26,AZ
1916,8,2.14,AZ
1916,9,1.53,AZ
1916,10,1.92,AZ
1916,11,0.01,AZ
1916,12,0.78,AZ
1917,1,2.32,AZ
1917,2,0.85,AZ
1917,3,0.14,AZ
1917,4,1.44,AZ
1917,5,0.88,AZ
1917,6,0.02,AZ
1917,7,2.99,AZ
1917,8,1.29,AZ
1917,9,1.12,AZ
1917,10,0.04,AZ
1917,11,0.02,AZ
1917,12,0,AZ
1918,1,1.66,AZ
1918,2,1.02,AZ
1918,3,1.66,AZ
1918,4,0.15,AZ
1918,5,0.09,AZ
1918,6,0.73,AZ
1918,7,1.95,AZ
1918,8,2.13,AZ
1918,9,0.49,AZ
1918,10,0.64,AZ
1918,11,1.27,AZ
1918,12,1.8,AZ
1919,1,0.42,AZ
1919,2,1.41,AZ
1919,3,0.91,AZ
1919,4,0.61,AZ
1919,5,0.62,AZ
1919,6,0.18,AZ
1919,7,4.37,AZ
1919,8,1.78,AZ
1919,9,2.25,AZ
1919,10,0.88,AZ
1919,11,2.47,AZ
1919,12,0.57,AZ
1920,1,1.97,AZ
1920,2,2.71,AZ
1920,3,1.47,AZ
1920,4,0.29,AZ
1920,5,0.44,AZ
1920,6,0.53,AZ
1920,7,0.95,AZ
1920,8,1.86,AZ
1920,9,0.83,AZ
1920,10,1.39,AZ
1920,11,0.18,AZ
1920,12,0.21,AZ
1921,1,0.89,AZ
1921,2,0.33,AZ
1921,3,0.47,AZ
1921,4,0.33,AZ
1921,5,0.41,AZ
1921,6,0.33,AZ
1921,7,3.66,AZ
1921,8,3.38,AZ
1921,9,0.65,AZ
1921,10,1.05,AZ
1921,11,0.29,AZ
1921,12,1.85,AZ
1922,1,1.78,AZ
1922,2,0.58,AZ
1922,3,1.21,AZ
1922,4,0.61,AZ
1922,5,0.36,AZ
1922,6,0.48,AZ
1922,7,1.73,AZ
1922,8,2.48,AZ
1922,9,0.86,AZ
1922,10,0.32,AZ
1922,11,1.19,AZ
1922,12,0.53,AZ
1923,1,0.72,AZ
1923,2,0.87,AZ
1923,3,0.88,AZ
1923,4,0.56,AZ
1923,5,0.22,AZ
1923,6,0.01,AZ
1923,7,2.32,AZ
1923,8,2.82,AZ
1923,9,1.7,AZ
1923,10,0.4,AZ
1923,11,2.1,AZ
1923,12,2.6,AZ
1924,1,0.11,AZ
1924,2,0.05,AZ
1924,3,1.54,AZ
1924,4,0.67,AZ
1924,5,0.11,AZ
1924,6,0.09,AZ
1924,7,1.62,AZ
1924,8,0.65,AZ
1924,9,0.9,AZ
1924,10,0.49,AZ
1924,11,0.16,AZ
1924,12,1.8,AZ
1925,1,0.15,AZ
1925,2,0.29,AZ
1925,3,0.93,AZ
1925,4,0.85,AZ
1925,5,0.18,AZ
1925,6,0.83,AZ
1925,7,1.67,AZ
1925,8,2.03,AZ
1925,9,1.77,AZ
1925,10,1.99,AZ
1925,11,0.69,AZ
1925,12,0.57,AZ
1926,1,0.53,AZ
1926,2,0.59,AZ
1926,3,1.75,AZ
1926,4,2.35,AZ
1926,5,0.65,AZ
1926,6,0.14,AZ
1926,7,1.56,AZ
1926,8,1.09,AZ
1926,9,2.14,AZ
1926,10,0.53,AZ
1926,11,0.29,AZ
1926,12,2.73,AZ
1927,1,0.32,AZ
1927,2,2.45,AZ
1927,3,1.15,AZ
1927,4,0.54,AZ
1927,5,0.11,AZ
1927,6,0.85,AZ
1927,7,1.55,AZ
1927,8,2.45,AZ
1927,9,2.43,AZ
1927,10,0.64,AZ
1927,11,0.4,AZ
1927,12,1.55,AZ
1928,1,0.19,AZ
1928,2,1.71,AZ
1928,3,0.36,AZ
1928,4,0.29,AZ
1928,5,0.62,AZ
1928,6,0.02,AZ
1928,7,1.31,AZ
1928,8,1.64,AZ
1928,9,0.36,AZ
1928,10,1.15,AZ
1928,11,0.69,AZ
1928,12,0.76,AZ
1929,1,0.81,AZ
1929,2,0.7,AZ
1929,3,0.38,AZ
1929,4,0.64,AZ
1929,5,0.17,AZ
1929,6,0.05,AZ
1929,7,2.61,AZ
1929,8,2.57,AZ
1929,9,1.85,AZ
1929,10,0.38,AZ
1929,11,0.13,AZ
1929,12,0.08,AZ
1930,1,1.79,AZ
1930,2,0.39,AZ
1930,3,1.86,AZ
1930,4,0.49,AZ
1930,5,0.81,AZ
1930,6,0.37,AZ
1930,7,2.57,AZ
1930,8,2.02,AZ
1930,9,0.98,AZ
1930,10,0.38,AZ
1930,11,1.62,AZ
1930,12,0.15,AZ
1931,1,0.47,AZ
1931,2,3.28,AZ
1931,3,0.31,AZ
1931,4,1.21,AZ
1931,5,0.38,AZ
1931,6,0.61,AZ
1931,7,1.93,AZ
1931,8,3.41,AZ
1931,9,1.27,AZ
1931,10,0.69,AZ
1931,11,2.45,AZ
1931,12,1.52,AZ
1932,1,0.77,AZ
1932,2,2.63,AZ
1932,3,0.34,AZ
1932,4,0.45,AZ
1932,5,0.32,AZ
1932,6,0.35,AZ
1932,7,2.27,AZ
1932,8,1.76,AZ
1932,9,0.62,AZ
1932,10,1.07,AZ
1932,11,0,AZ
1932,12,1.84,AZ
1933,1,1.8,AZ
1933,2,0.61,AZ
1933,3,0.02,AZ
1933,4,0.75,AZ
1933,5,0.24,AZ
1933,6,0.4,AZ
1933,7,1.82,AZ
1933,8,1.48,AZ
1933,9,1.46,AZ
1933,10,1.25,AZ
1933,11,0.97,AZ
1933,12,0.3,AZ
1934,1,0.39,AZ
1934,2,0.76,AZ
1934,3,0.24,AZ
1934,4,0.67,AZ
1934,5,0.64,AZ
1934,6,0.21,AZ
1934,7,1.03,AZ
1934,8,2.85,AZ
1934,9,0.53,AZ
1934,10,0.11,AZ
1934,11,0.9,AZ
1934,12,1.52,AZ
1935,1,1.92,AZ
1935,2,2.07,AZ
1935,3,1.33,AZ
1935,4,0.47,AZ
1935,5,0.6,AZ
1935,6,0.07,AZ
1935,7,1.24,AZ
1935,8,3.38,AZ
1935,9,1.41,AZ
1935,10,0.04,AZ
1935,11,1.03,AZ
1935,12,0.84,AZ
1936,1,0.69,AZ
1936,2,1.65,AZ
1936,3,0.87,AZ
1936,4,0.15,AZ
1936,5,0.16,AZ
1936,6,0.21,AZ
1936,7,2.19,AZ
1936,8,2.04,AZ
1936,9,1.31,AZ
1936,10,0.89,AZ
1936,11,0.71,AZ
1936,12,2.01,AZ
1937,1,1.54,AZ
1937,2,1.34,AZ
1937,3,1.73,AZ
1937,4,0.14,AZ
1937,5,0.3,AZ
1937,6,0.44,AZ
1937,7,1.61,AZ
1937,8,1.49,AZ
1937,9,1.57,AZ
1937,10,0.34,AZ
1937,11,0.07,AZ
1937,12,1.06,AZ
1938,1,0.69,AZ
1938,2,1.59,AZ
1938,3,2.12,AZ
1938,4,0.2,AZ
1938,5,0.27,AZ
1938,6,0.74,AZ
1938,7,1.17,AZ
1938,8,1.97,AZ
1938,9,0.73,AZ
1938,10,0.14,AZ
1938,11,0.1,AZ
1938,12,1.89,AZ
1939,1,1.11,AZ
1939,2,1.08,AZ
1939,3,0.72,AZ
1939,4,0.6,AZ
1939,5,0.07,AZ
1939,6,0.03,AZ
1939,7,1.03,AZ
1939,8,1.91,AZ
1939,9,2.97,AZ
1939,10,0.4,AZ
1939,11,1.18,AZ
1939,12,0.33,AZ
1940,1,0.79,AZ
1940,2,1.72,AZ
1940,3,0.24,AZ
1940,4,0.78,AZ
1940,5,0.32,AZ
1940,6,0.61,AZ
1940,7,0.77,AZ
1940,8,2.02,AZ
1940,9,2.73,AZ
1940,10,1.49,AZ
1940,11,1.15,AZ
1940,12,3.35,AZ
1941,1,1.74,AZ
1941,2,2.11,AZ
1941,3,2.86,AZ
1941,4,2.09,AZ
1941,5,0.72,AZ
1941,6,0.27,AZ
1941,7,1.57,AZ
1941,8,2.14,AZ
1941,9,1.87,AZ
1941,10,1.61,AZ
1941,11,0.93,AZ
1941,12,1.88,AZ
1942,1,0.54,AZ
1942,2,0.98,AZ
1942,3,0.46,AZ
1942,4,1.12,AZ
1942,5,0.01,AZ
1942,6,0.01,AZ
1942,7,1.26,AZ
1942,8,1.75,AZ
1942,9,0.65,AZ
1942,10,0.9,AZ
1942,11,0.12,AZ
1942,12,1.04,AZ
1943,1,1.59,AZ
1943,2,0.51,AZ
1943,3,1.33,AZ
1943,4,0.42,AZ
1943,5,0.12,AZ
1943,6,0.28,AZ
1943,7,0.73,AZ
1943,8,2.71,AZ
1943,9,1.56,AZ
1943,10,0.75,AZ
1943,11,0.06,AZ
1943,12,1.36,AZ
1944,1,0.76,AZ
1944,2,2.16,AZ
1944,3,1.05,AZ
1944,4,0.78,AZ
1944,5,0.51,AZ
1944,6,0.05,AZ
1944,7,0.92,AZ
1944,8,1.23,AZ
1944,9,1.33,AZ
1944,10,0.57,AZ
1944,11,1.68,AZ
1944,12,1.01,AZ
1945,1,1.08,AZ
1945,2,0.54,AZ
1945,3,1.94,AZ
1945,4,0.18,AZ
1945,5,0.04,AZ
1945,6,0.06,AZ
1945,7,1.95,AZ
1945,8,2.32,AZ
1945,9,0.2,AZ
1945,10,1.06,AZ
1945,11,0.02,AZ
1945,12,1.11,AZ
1946,1,1.03,AZ
1946,2,0.21,AZ
1946,3,0.56,AZ
1946,4,0.71,AZ
1946,5,0.1,AZ
1946,6,0.05,AZ
1946,7,2.13,AZ
1946,8,2.62,AZ
1946,9,2.1,AZ
1946,10,0.83,AZ
1946,11,1.33,AZ
1946,12,0.9,AZ
1947,1,0.29,AZ
1947,2,0.22,AZ
1947,3,0.12,AZ
1947,4,0.05,AZ
1947,5,0.66,AZ
1947,6,0.13,AZ
1947,7,0.79,AZ
1947,8,2.91,AZ
1947,9,0.6,AZ
1947,10,1.19,AZ
1947,11,0.75,AZ
1947,12,1.13,AZ
1948,1,0.16,AZ
1948,2,1.36,AZ
1948,3,0.92,AZ
1948,4,0.11,AZ
1948,5,0.04,AZ
1948,6,0.32,AZ
1948,7,1.37,AZ
1948,8,1.88,AZ
1948,9,0.65,AZ
1948,10,1.2,AZ
1948,11,0.03,AZ
1948,12,1.66,AZ
1949,1,2.89,AZ
1949,2,0.58,AZ
1949,3,0.54,AZ
1949,4,0.4,AZ
1949,5,0.31,AZ
1949,6,0.73,AZ
1949,7,1.77,AZ
1949,8,1.22,AZ
1949,9,1.52,AZ
1949,10,1.02,AZ
1949,11,0.36,AZ
1949,12,1.14,AZ
1950,1,0.53,AZ
1950,2,0.91,AZ
1950,3,0.49,AZ
1950,4,0.03,AZ
1950,5,0.09,AZ
1950,6,0.32,AZ
1950,7,2.84,AZ
1950,8,0.82,AZ
1950,9,0.78,AZ
1950,10,0.03,AZ
1950,11,0.14,AZ
1950,12,0.02,AZ
1951,1,1.34,AZ
1951,2,0.46,AZ
1951,3,0.5,AZ
1951,4,1.42,AZ
1951,5,0.43,AZ
1951,6,0,AZ
1951,7,1.48,AZ
1951,8,4.22,AZ
1951,9,0.53,AZ
1951,10,1.36,AZ
1951,11,0.95,AZ
1951,12,1.81,AZ
1952,1,1.71,AZ
1952,2,0.34,AZ
1952,3,2.27,AZ
1952,4,1.69,AZ
1952,5,0.07,AZ
1952,6,0.64,AZ
1952,7,1.6,AZ
1952,8,1.75,AZ
1952,9,1.24,AZ
1952,10,0,AZ
1952,11,1.97,AZ
1952,12,0.99,AZ
1953,1,0.25,AZ
1953,2,0.56,AZ
1953,3,0.92,AZ
1953,4,0.54,AZ
1953,5,0.11,AZ
1953,6,0.18,AZ
1953,7,3,AZ
1953,8,1.74,AZ
1953,9,0.01,AZ
1953,10,0.22,AZ
1953,11,0.39,AZ
1953,12,0.24,AZ
1954,1,1.25,AZ
1954,2,0.55,AZ
1954,3,2.4,AZ
1954,4,0.05,AZ
1954,5,0.48,AZ
1954,6,0.52,AZ
1954,7,2.46,AZ
1954,8,1.84,AZ
1954,9,1.37,AZ
1954,10,0.37,AZ
1954,11,0.12,AZ
1954,12,0.31,AZ
1955,1,1.91,AZ
1955,2,0.49,AZ
1955,3,0.09,AZ
1955,4,0.15,AZ
1955,5,0.16,AZ
1955,6,0.73,AZ
1955,7,2.91,AZ
1955,8,3.49,AZ
1955,9,0.08,AZ
1955,10,0.26,AZ
1955,11,0.5,AZ
1955,12,0.51,AZ
1956,1,1.01,AZ
1956,2,0.58,AZ
1956,3,0.04,AZ
1956,4,0.36,AZ
1956,5,0.14,AZ
1956,6,0.31,AZ
1956,7,1.8,AZ
1956,8,1.02,AZ
1956,9,0.07,AZ
1956,10,0.51,AZ
1956,11,0.02,AZ
1956,12,0.18,AZ
1957,1,2.82,AZ
1957,2,0.63,AZ
1957,3,0.89,AZ
1957,4,0.5,AZ
1957,5,0.94,AZ
1957,6,0.52,AZ
1957,7,1.78,AZ
1957,8,2.63,AZ
1957,9,0.05,AZ
1957,10,2.62,AZ
1957,11,0.91,AZ
1957,12,0.46,AZ
1958,1,0.25,AZ
1958,2,1.7,AZ
1958,3,2.39,AZ
1958,4,1,AZ
1958,5,0.4,AZ
1958,6,0.39,AZ
1958,7,1.13,AZ
1958,8,2.17,AZ
1958,9,2.52,AZ
1958,10,0.99,AZ
1958,11,0.69,AZ
1958,12,0.03,AZ
1959,1,0.25,AZ
1959,2,1.31,AZ
1959,3,0.01,AZ
1959,4,0.39,AZ
1959,5,0.11,AZ
1959,6,0.36,AZ
1959,7,1.76,AZ
1959,8,3.12,AZ
1959,9,0.27,AZ
1959,10,2.03,AZ
1959,11,0.71,AZ
1959,12,2.71,AZ
1960,1,1.55,AZ
1960,2,0.79,AZ
1960,3,0.49,AZ
