Year,Month,Precip_inches,state_cd
1903,2,2.12,MI
1903,3,2.1,MI
1903,4,2.77,MI
1903,5,3.34,MI
1903,6,2.37,MI
1903,7,3.93,MI
1903,8,4.55,MI
1903,9,3.68,MI
1903,10,2.28,MI
1903,11,1.9,MI
1903,12,1.93,MI
1904,1,1.63,MI
1904,2,1.97,MI
1904,3,3.13,MI
1904,4,2.05,MI
1904,5,3.94,MI
1904,6,2,MI
1904,7,3.08,MI
1904,8,2.96,MI
1904,9,3.64,MI
1904,10,2.86,MI
1904,11,0.46,MI
1904,12,2.04,MI
1905,1,1.77,MI
1905,2,1.44,MI
1905,3,2.12,MI
1905,4,1.86,MI
1905,5,4.38,MI
1905,6,4.23,MI
1905,7,4.29,MI
1905,8,2.81,MI
1905,9,3.01,MI
1905,10,2.74,MI
1905,11,2.19,MI
1905,12,1.51,MI
1906,1,2.67,MI
1906,2,1.51,MI
1906,3,2.04,MI
1906,4,1.63,MI
1906,5,2.65,MI
1906,6,3.32,MI
1906,7,2.65,MI
1906,8,3.03,MI
1906,9,2.53,MI
1906,10,3.21,MI
1906,11,3.55,MI
1906,12,2.44,MI
1907,1,3.24,MI
1907,2,0.8,MI
1907,3,2.41,MI
1907,4,2.52,MI
1907,5,2.46,MI
1907,6,2.47,MI
1907,7,2.58,MI
1907,8,2.12,MI
1907,9,4.46,MI
1907,10,1.48,MI
1907,11,2.22,MI
1907,12,2.48,MI
1908,1,1.57,MI
1908,2,3.43,MI
1908,3,2.35,MI
1908,4,2.37,MI
1908,5,4.64,MI
1908,6,2.2,MI
1908,7,3.05,MI
1908,8,2.41,MI
1908,9,1.52,MI
1908,10,0.83,MI
1908,11,2.42,MI
1908,12,1.98,MI
1909,1,1.9,MI
1909,2,2.58,MI
1909,3,1.58,MI
1909,4,4.81,MI
1909,5,2.33,MI
1909,6,3.03,MI
1909,7,3.18,MI
1909,8,2.04,MI
1909,9,2.1,MI
1909,10,1.48,MI
1909,11,3.52,MI
1909,12,3.13,MI
1910,1,1.66,MI
1910,2,1.56,MI
1910,3,0.26,MI
1910,4,2.86,MI
1910,5,2.97,MI
1910,6,1.15,MI
1910,7,2.35,MI
1910,8,3,MI
1910,9,2.89,MI
1910,10,2.57,MI
1910,11,2.02,MI
1910,12,1.49,MI
1911,1,1.62,MI
1911,2,1.89,MI
1911,3,1.25,MI
1911,4,1.94,MI
1911,5,3.53,MI
1911,6,3.04,MI
1911,7,2.84,MI
1911,8,2.86,MI
1911,9,3.69,MI
1911,10,4.58,MI
1911,11,3.68,MI
1911,12,1.96,MI
1912,1,1.73,MI
1912,2,1.31,MI
1912,3,1.02,MI
1912,4,2.19,MI
1912,5,5.69,MI
1912,6,1.53,MI
1912,7,4.16,MI
1912,8,4.16,MI
1912,9,3.27,MI
1912,10,2.39,MI
1912,11,2.65,MI
1912,12,1.69,MI
1913,1,1.87,MI
1913,2,1.49,MI
1913,3,3.09,MI
1913,4,2.4,MI
1913,5,2.57,MI
1913,6,2.28,MI
1913,7,3.13,MI
1913,8,2.51,MI
1913,9,2.41,MI
1913,10,3.23,MI
1913,11,2.06,MI
1913,12,0.63,MI
1914,1,2.42,MI
1914,2,0.92,MI
1914,3,1.46,MI
1914,4,2.74,MI
1914,5,3.05,MI
1914,6,3.94,MI
1914,7,2.83,MI
1914,8,3.91,MI
1914,9,2.1,MI
1914,10,2.06,MI
1914,11,1.96,MI
1914,12,1.56,MI
1915,1,1.41,MI
1915,2,1.84,MI
1915,3,0.64,MI
1915,4,1.12,MI
1915,5,2.91,MI
1915,6,3.82,MI
1915,7,3.52,MI
1915,8,3.71,MI
1915,9,4.82,MI
1915,10,1.7,MI
1915,11,2.59,MI
1915,12,1.54,MI
1916,1,2.91,MI
1916,2,1.02,MI
1916,3,2.59,MI
1916,4,2.32,MI
1916,5,4.04,MI
1916,6,4.95,MI
1916,7,1.37,MI
1916,8,2.48,MI
1916,9,3.41,MI
1916,10,3.49,MI
1916,11,2.21,MI
1916,12,2.06,MI
1917,1,1.12,MI
1917,2,0.56,MI
1917,3,1.93,MI
1917,4,2.54,MI
1917,5,2.77,MI
1917,6,4.76,MI
1917,7,2.6,MI
1917,8,2.49,MI
1917,9,1.86,MI
1917,10,3.74,MI
1917,11,0.82,MI
1917,12,1.15,MI
1918,1,1.39,MI
1918,2,1.92,MI
1918,3,1.45,MI
1918,4,1.85,MI
1918,5,4.08,MI
1918,6,2.01,MI
1918,7,1.69,MI
1918,8,2.44,MI
1918,9,2.89,MI
1918,10,3.21,MI
1918,11,3.04,MI
1918,12,2.67,MI
1919,1,0.74,MI
1919,2,1.64,MI
1919,3,2.46,MI
1919,4,3.28,MI
1919,5,3.31,MI
1919,6,2.34,MI
1919,7,2.45,MI
1919,8,2.34,MI
1919,9,3.15,MI
1919,10,4.2,MI
1919,11,2.98,MI
1919,12,0.88,MI
1920,1,1.33,MI
1920,2,0.79,MI
1920,3,2.61,MI
1920,4,2.84,MI
1920,5,1.4,MI
1920,6,4.03,MI
1920,7,3.28,MI
1920,8,2.72,MI
1920,9,2.5,MI
1920,10,1.74,MI
1920,11,2.47,MI
1920,12,3.12,MI
1921,1,0.72,MI
1921,2,0.99,MI
1921,3,3.61,MI
1921,4,3.59,MI
1921,5,1.95,MI
1921,6,2.18,MI
1921,7,2.84,MI
1921,8,3.95,MI
1921,9,3.79,MI
1921,10,2.91,MI
1921,11,2.51,MI
1921,12,2.51,MI
1922,1,1.23,MI
1922,2,2.32,MI
1922,3,2.57,MI
1922,4,3.34,MI
1922,5,3.02,MI
1922,6,3.47,MI
1922,7,3.86,MI
1922,8,2.12,MI
1922,9,3.7,MI
1922,10,2.05,MI
1922,11,2.32,MI
1922,12,1.29,MI
1923,1,1.67,MI
1923,2,1.06,MI
1923,3,2.77,MI
1923,4,1.74,MI
1923,5,2.95,MI
1923,6,2.68,MI
1923,7,3.2,MI
1923,8,2.69,MI
1923,9,3.28,MI
1923,10,2.68,MI
1923,11,1.17,MI
1923,12,2.06,MI
1924,1,1.96,MI
1924,2,1.63,MI
1924,3,1.62,MI
1924,4,2.31,MI
1924,5,3.58,MI
1924,6,2.97,MI
1924,7,3.67,MI
1924,8,3.56,MI
1924,9,2.82,MI
1924,10,0.49,MI
1924,11,1.89,MI
1924,12,2.12,MI
1925,1,0.88,MI
1925,2,1.39,MI
1925,3,1.51,MI
1925,4,1.8,MI
1925,5,1.08,MI
1925,6,2.57,MI
1925,7,3.2,MI
1925,8,2.5,MI
1925,9,4.03,MI
1925,10,3,MI
1925,11,2,MI
1925,12,1.56,MI
1926,1,1.36,MI
1926,2,1.95,MI
1926,3,2.37,MI
1926,4,1.91,MI
1926,5,2.4,MI
1926,6,3.57,MI
1926,7,2.44,MI
1926,8,3.46,MI
1926,9,4.96,MI
1926,10,3.15,MI
1926,11,3.61,MI
1926,12,1.53,MI
1927,1,1.2,MI
1927,2,1.22,MI
1927,3,1.97,MI
1927,4,2.24,MI
1927,5,4.79,MI
1927,6,2,MI
1927,7,3.43,MI
1927,8,0.79,MI
1927,9,4.61,MI
1927,10,2.47,MI
1927,11,4.14,MI
1927,12,2.74,MI
1928,1,1.63,MI
1928,2,1.55,MI
1928,3,2,MI
1928,4,2.96,MI
1928,5,2.4,MI
1928,6,4.47,MI
1928,7,2.81,MI
1928,8,3.68,MI
1928,9,3.41,MI
1928,10,3.9,MI
1928,11,2.95,MI
1928,12,1.43,MI
1929,1,2.97,MI
1929,2,0.95,MI
1929,3,1.94,MI
1929,4,5.28,MI
1929,5,3.84,MI
1929,6,3.18,MI
1929,7,2.44,MI
1929,8,1.35,MI
1929,9,2.4,MI
1929,10,3.7,MI
1929,11,1.66,MI
1929,12,1.96,MI
1930,1,1.93,MI
1930,2,1.78,MI
1930,3,1.62,MI
1930,4,1.7,MI
1930,5,3.17,MI
1930,6,3.69,MI
1930,7,1.37,MI
1930,8,0.82,MI
1930,9,2.42,MI
1930,10,1.91,MI
1930,11,1.45,MI
1930,12,0.82,MI
1931,1,1.25,MI
1931,2,0.84,MI
1931,3,1.87,MI
1931,4,1.41,MI
1931,5,3.11,MI
1931,6,3.58,MI
1931,7,1.94,MI
1931,8,1.85,MI
1931,9,5.2,MI
1931,10,3,MI
1931,11,3.89,MI
1931,12,1.82,MI
1932,1,3.04,MI
1932,2,1.69,MI
1932,3,1.46,MI
1932,4,1.62,MI
1932,5,3.94,MI
1932,6,2.37,MI
1932,7,3.91,MI
1932,8,3.83,MI
1932,9,2.39,MI
1932,10,4.38,MI
1932,11,1.77,MI
1932,12,2.39,MI
1933,1,1.34,MI
1933,2,1.82,MI
1933,3,1.77,MI
1933,4,3.16,MI
1933,5,3.97,MI
1933,6,2.38,MI
1933,7,1.91,MI
1933,8,1.59,MI
1933,9,3.39,MI
1933,10,4.05,MI
1933,11,2.06,MI
1933,12,1.92,MI
1934,1,1.24,MI
1934,2,0.63,MI
1934,3,1.89,MI
1934,4,2.03,MI
1934,5,1.26,MI
1934,6,2.27,MI
1934,7,1.54,MI
1934,8,2.39,MI
1934,9,5.24,MI
1934,10,1.94,MI
1934,11,4.11,MI
1934,12,1.55,MI
1935,1,2.02,MI
1935,2,1.38,MI
1935,3,1.86,MI
1935,4,1.36,MI
1935,5,2.47,MI
1935,6,4.09,MI
1935,7,2.74,MI
1935,8,3.54,MI
1935,9,2.52,MI
1935,10,1.9,MI
1935,11,3.26,MI
1935,12,1.28,MI
1936,1,1.73,MI
1936,2,1.74,MI
1936,3,1.17,MI
1936,4,1.96,MI
1936,5,2.33,MI
1936,6,2.03,MI
1936,7,1.05,MI
1936,8,3.53,MI
1936,9,4.66,MI
1936,10,3.06,MI
1936,11,1.44,MI
1936,12,2.14,MI
1937,1,2.3,MI
1937,2,1.82,MI
1937,3,0.62,MI
1937,4,3.61,MI
1937,5,2.33,MI
1937,6,3.11,MI
1937,7,3.82,MI
1937,8,2.61,MI
1937,9,3.78,MI
1937,10,2.71,MI
1937,11,2.36,MI
1937,12,1.46,MI
1938,1,2.61,MI
1938,2,3.17,MI
1938,3,2.83,MI
1938,4,1.76,MI
1938,5,3.75,MI
1938,6,3.19,MI
1938,7,2.94,MI
1938,8,4.28,MI
1938,9,2.85,MI
1938,10,1.28,MI
1938,11,1.62,MI
1938,12,2.16,MI
1939,1,2.23,MI
1939,2,2.7,MI
1939,3,1.74,MI
1939,4,2.88,MI
1939,5,2.48,MI
1939,6,5.03,MI
1939,7,1.63,MI
1939,8,4.27,MI
1939,9,2.61,MI
1939,10,2.47,MI
1939,11,0.74,MI
1939,12,1.39,MI
1940,1,1.93,MI
1940,2,1.19,MI
1940,3,1.42,MI
1940,4,2.01,MI
1940,5,3.88,MI
1940,6,4.54,MI
1940,7,1.93,MI
1940,8,5.04,MI
1940,9,2.19,MI
1940,10,2.63,MI
1940,11,3.15,MI
1940,12,2.14,MI
1941,1,1.6,MI
1941,2,1.11,MI
1941,3,1.14,MI
1941,4,2.11,MI
1941,5,2.82,MI
1941,6,2.37,MI
1941,7,2.4,MI
1941,8,3.73,MI
1941,9,4.31,MI
1941,10,5.8,MI
1941,11,2.8,MI
1941,12,1.82,MI
1942,1,1.6,MI
1942,2,0.98,MI
1942,3,3.48,MI
1942,4,1.28,MI
1942,5,4.37,MI
1942,6,3.5,MI
1942,7,3.77,MI
1942,8,2.78,MI
1942,9,4.58,MI
1942,10,2.85,MI
1942,11,2.77,MI
1942,12,2.85,MI
1943,1,1.9,MI
1943,2,1.57,MI
1943,3,2.68,MI
1943,4,2.32,MI
1943,5,4.88,MI
1943,6,4.91,MI
1943,7,2.76,MI
1943,8,2.73,MI
1943,9,2.25,MI
1943,10,1.93,MI
1943,11,2.86,MI
1943,12,0.67,MI
1944,1,1.09,MI
1944,2,1.48,MI
1944,3,2.64,MI
1944,4,2.14,MI
1944,5,3.17,MI
1944,6,4.1,MI
1944,7,2.58,MI
1944,8,2.48,MI
1944,9,3.61,MI
1944,10,1.15,MI
1944,11,2.51,MI
1944,12,1.45,MI
1945,1,0.94,MI
1945,2,1.77,MI
1945,3,1.76,MI
1945,4,3.47,MI
1945,5,5.23,MI
1945,6,3.93,MI
1945,7,2.61,MI
1945,8,3.17,MI
1945,9,5.1,MI
1945,10,2.75,MI
1945,11,2.92,MI
1945,12,1.63,MI
1946,1,2.14,MI
1946,2,1.65,MI
1946,3,1.79,MI
1946,4,0.87,MI
1946,5,3.44,MI
1946,6,3.89,MI
1946,7,1.56,MI
1946,8,2.25,MI
1946,9,2.72,MI
1946,10,2.02,MI
1946,11,2.54,MI
1946,12,2.51,MI
1947,1,2.1,MI
1947,2,1.26,MI
1947,3,1.7,MI
1947,4,4.65,MI
1947,5,4.83,MI
1947,6,2.97,MI
1947,7,2.77,MI
1947,8,2.69,MI
1947,9,4.45,MI
1947,10,1.11,MI
1947,11,2.39,MI
1947,12,1.6,MI
1948,1,1.46,MI
1948,2,1.64,MI
1948,3,3.39,MI
1948,4,2.94,MI
1948,5,2.55,MI
1948,6,3.44,MI
1948,7,2.33,MI
1948,8,1.69,MI
1948,9,1.65,MI
1948,10,1.27,MI
1948,11,3.87,MI
1948,12,1.86,MI
1949,1,2.67,MI
1949,2,2.03,MI
1949,3,2,MI
1949,4,1.58,MI
1949,5,2.81,MI
1949,6,4.36,MI
1949,7,4.05,MI
1949,8,2.46,MI
1949,9,2.84,MI
1949,10,2.44,MI
1949,11,2.25,MI
1949,12,2.86,MI
1950,1,3.75,MI
1950,2,2.38,MI
1950,3,2.51,MI
1950,4,3.94,MI
1950,5,1.86,MI
1950,6,3.6,MI
1950,7,3.99,MI
1950,8,2.65,MI
1950,9,3.32,MI
1950,10,1.79,MI
1950,11,2.95,MI
1950,12,2.26,MI
1951,1,1.97,MI
1951,2,2.05,MI
1951,3,2.58,MI
1951,4,3.44,MI
1951,5,2.49,MI
1951,6,3.72,MI
1951,7,3.92,MI
1951,8,3.74,MI
1951,9,3.61,MI
1951,10,4.43,MI
1951,11,2.66,MI
1951,12,2.65,MI
1952,1,2.44,MI
1952,2,0.95,MI
1952,3,2.23,MI
1952,4,2.34,MI
1952,5,3,MI
1952,6,2.66,MI
1952,7,5.52,MI
1952,8,3.42,MI
1952,9,1.71,MI
1952,10,0.69,MI
1952,11,3.11,MI
1952,12,1.88,MI
1953,1,1.8,MI
1953,2,2.14,MI
1953,3,2.13,MI
1953,4,3.05,MI
1953,5,3.07,MI
1953,6,3.81,MI
1953,7,3.48,MI
1953,8,2.97,MI
1953,9,2.61,MI
1953,10,1.38,MI
1953,11,1.51,MI
1953,12,1.9,MI
1954,1,1.58,MI
1954,2,2.41,MI
1954,3,2.62,MI
1954,4,4.17,MI
1954,5,2.36,MI
1954,6,5.18,MI
1954,7,2.19,MI
1954,8,1.88,MI
1954,9,3.93,MI
1954,10,5.84,MI
1954,11,1.78,MI
1954,12,1.63,MI
1955,1,1.35,MI
1955,2,1.37,MI
1955,3,2.16,MI
1955,4,2.26,MI
1955,5,2.8,MI
1955,6,2.4,MI
1955,7,2.7,MI
1955,8,3.62,MI
1955,9,1.41,MI
1955,10,3.74,MI
1955,11,2.81,MI
1955,12,1.52,MI
1956,1,0.72,MI
1956,2,1.41,MI
1956,3,1.99,MI
1956,4,3.25,MI
1956,5,4.24,MI
1956,6,3.03,MI
1956,7,3.84,MI
1956,8,4,MI
1956,9,1.54,MI
1956,10,0.61,MI
1956,11,2.36,MI
1956,12,1.54,MI
1957,1,1.36,MI
1957,2,1.25,MI
1957,3,1.29,MI
1957,4,3.26,MI
1957,5,3.57,MI
1957,6,3.77,MI
1957,7,3.54,MI
1957,8,2.26,MI
1957,9,3.15,MI
1957,10,2.73,MI
1957,11,3.39,MI
1957,12,2.05,MI
1958,1,1.22,MI
1958,2,0.83,MI
1958,3,0.57,MI
1958,4,1.78,MI
1958,5,1.61,MI
1958,6,3.23,MI
1958,7,3.62,MI
1958,8,3.44,MI
1958,9,3.19,MI
1958,10,2.21,MI
1958,11,3.02,MI
1958,12,1.1,MI
1959,1,1.86,MI
1959,2,1.78,MI
1959,3,2.2,MI
1959,4,3.42,MI
1959,5,3.21,MI
1959,6,1.98,MI
1959,7,3.43,MI
1959,8,4.89,MI
1959,9,3.89,MI
1959,10,4.86,MI
1959,11,2.69,MI
1959,12,2.26,MI
1960,1,2.26,MI
1960,2,1.95,MI
1960,3,1.21,MI
1960,4,3.53,MI
1960,5,4.55,MI
1960,6,3.8,MI
1960,7,3.17,MI
1960,8,2.98,MI
1960,9,2.56,MI
1960,10,1.9,MI
1960,11,2.77,MI
1960,12,0.79,MI
1961,1,0.6,MI
1961,2,1.54,MI
1961,3,2.54,MI
1961,4,2.98,MI
1961,5,1.9,MI
1961,6,3.26,MI
1961,7,3.24,MI
1961,8,3.08,MI
1961,9,5.48,MI
1961,10,2.23,MI
1961,11,2.32,MI
1961,12,1.71,MI
1962,1,2.15,MI
1962,2,2.14,MI
1962,3,1.02,MI
1962,4,1.78,MI
1962,5,2.95,MI
1962,6,2.94,MI
1962,7,2.57,MI
1962,8,3.04,MI
1962,9,3.14,MI
1962,10,2.52,MI
1962,11,0.88,MI
1962,12,1.68,MI
1963,1,1.06,MI
1963,2,0.72,MI
1963,3,2.23,MI
1963,4,2.18,MI
1963,5,3.1,MI
1963,6,2.48,MI
1963,7,2.72,MI
1963,8,2.76,MI
1963,9,2.32,MI
1963,10,0.9,MI
1963,11,2.42,MI
1963,12,1.64,MI
1964,1,1.41,MI
1964,2,0.66,MI
1964,3,2.17,MI
1964,4,3.33,MI
1964,5,3.2,MI
1964,6,2.09,MI
1964,7,3.34,MI
1964,8,4.05,MI
1964,9,3.51,MI
1964,10,1.16,MI
1964,11,2.47,MI
1964,12,1.9,MI
1965,1,2.5,MI
1965,2,1.98,MI
1965,3,2.09,MI
1965,4,2.65,MI
1965,5,3.02,MI
1965,6,2.33,MI
1965,7,1.86,MI
1965,8,4.22,MI
1965,9,5.56,MI
1965,10,2.13,MI
1965,11,3.03,MI
1965,12,3.06,MI
1966,1,1.29,MI
1966,2,1.16,MI
1966,3,2.84,MI
1966,4,2.75,MI
1966,5,1.67,MI
1966,6,2.19,MI
1966,7,2.01,MI
1966,8,3.72,MI
1966,9,2.22,MI
1966,10,2.43,MI
1966,11,4.44,MI
1966,12,2.75,MI
1967,1,2.59,MI
1967,2,1.51,MI
1967,3,1.21,MI
1967,4,4.17,MI
1967,5,2.04,MI
1967,6,5.45,MI
1967,7,2.14,MI
1967,8,3.08,MI
1967,9,2.14,MI
1967,10,4.13,MI
1967,11,2.51,MI
1967,12,2.8,MI
1968,1,1.47,MI
1968,2,1.87,MI
1968,3,1.1,MI
1968,4,2.56,MI
1968,5,3.59,MI
1968,6,5.37,MI
1968,7,3.01,MI
1968,8,2.9,MI
1968,9,4.28,MI
1968,10,2.67,MI
1968,11,2.67,MI
1968,12,3.32,MI
1969,1,2.62,MI
1969,2,0.4,MI
1969,3,1.19,MI
1969,4,3.34,MI
1969,5,3.13,MI
1969,6,5.48,MI
1969,7,3.65,MI
1969,8,1.12,MI
1969,9,1.85,MI
1969,10,4.63,MI
1969,11,2.27,MI
1969,12,1.15,MI
1970,1,1.4,MI
1970,2,0.67,MI
1970,3,1.91,MI
1970,4,2.34,MI
1970,5,3.8,MI
1970,6,2.7,MI
1970,7,4.57,MI
1970,8,1.54,MI
1970,9,5.44,MI
1970,10,3.28,MI
1970,11,2.9,MI
1970,12,2.13,MI
1971,1,1.87,MI
1971,2,2.73,MI
1971,3,2.07,MI
1971,4,1.26,MI
1971,5,2.4,MI
1971,6,2.52,MI
1971,7,3.09,MI
1971,8,2.44,MI
1971,9,3.04,MI
1971,10,2.11,MI
1971,11,2.2,MI
1971,12,4.07,MI
1972,1,1.46,MI
1972,2,1.21,MI
1972,3,2.66,MI
1972,4,2.44,MI
1972,5,2.46,MI
1972,6,2.74,MI
1972,7,3.52,MI
1972,8,5.32,MI
1972,9,3.91,MI
1972,10,2.66,MI
1972,11,2.23,MI
1972,12,3.76,MI
1973,1,1.41,MI
1973,2,1.21,MI
1973,3,2.69,MI
1973,4,2.53,MI
1973,5,4.74,MI
1973,6,3.75,MI
1973,7,3.29,MI
1973,8,2.98,MI
1973,9,2.56,MI
1973,10,2.67,MI
1973,11,2.7,MI
1973,12,2.65,MI
1974,1,2.5,MI
1974,2,1.7,MI
1974,3,2.39,MI
1974,4,3.09,MI
1974,5,3.75,MI
1974,6,3.87,MI
1974,7,2.52,MI
1974,8,3.58,MI
1974,9,2.89,MI
1974,10,1.92,MI
1974,11,2.61,MI
1974,12,1.69,MI
1975,1,2.86,MI
1975,2,1.8,MI
1975,3,2.17,MI
1975,4,2.8,MI
1975,5,3.17,MI
1975,6,4.25,MI
1975,7,2.85,MI
1975,8,6.35,MI
1975,9,3.25,MI
1975,10,1.23,MI
1975,11,3.38,MI
1975,12,2.53,MI
1976,1,2.01,MI
1976,2,2.26,MI
1976,3,4.64,MI
1976,4,2.56,MI
1976,5,3.51,MI
1976,6,2.86,MI
1976,7,2.29,MI
1976,8,1.37,MI
1976,9,1.83,MI
1976,10,2,MI
1976,11,1.35,MI
1976,12,1.24,MI
1977,1,1.24,MI
1977,2,1.42,MI
1977,3,3.5,MI
1977,4,2.74,MI
1977,5,1.17,MI
1977,6,2.96,MI
1977,7,3.35,MI
1977,8,4.55,MI
1977,9,4.8,MI
1977,10,2.27,MI
1977,11,3.03,MI
1977,12,2.88,MI
1978,1,2.51,MI
1978,2,0.62,MI
1978,3,1.14,MI
1978,4,2.02,MI
1978,5,3.16,MI
1978,6,3.08,MI
1978,7,2.81,MI
1978,8,3.79,MI
1978,9,5.1,MI
1978,10,2.24,MI
1978,11,2.15,MI
1978,12,2.34,MI
1979,1,2.43,MI
1979,2,1.08,MI
1979,3,3.09,MI
1979,4,3.04,MI
1979,5,2.49,MI
1979,6,4.11,MI
1979,7,2.84,MI
1979,8,3.67,MI
1979,9,0.93,MI
1979,10,3.57,MI
1979,11,3.25,MI
1979,12,1.92,MI
1980,1,1.74,MI
1980,2,0.9,MI
1980,3,1.45,MI
1980,4,3.26,MI
1980,5,2.2,MI
1980,6,3.75,MI
1980,7,3.66,MI
1980,8,3.92,MI
1980,9,4.78,MI
1980,10,2.23,MI
1980,11,1.28,MI
1980,12,2.42,MI
1981,1,0.83,MI
1981,2,2.22,MI
1981,3,0.86,MI
1981,4,4.22,MI
1981,5,2.78,MI
1981,6,4.24,MI
1981,7,2.31,MI
1981,8,3.47,MI
1981,9,4.07,MI
1981,10,3.96,MI
1981,11,1.54,MI
1981,12,1.62,MI
1982,1,2.77,MI
1982,2,0.76,MI
1982,3,2.41,MI
1982,4,2.23,MI
1982,5,2.62,MI
1982,6,3.16,MI
1982,7,4.3,MI
1982,8,2.82,MI
1982,9,3.55,MI
1982,10,2.27,MI
1982,11,3.97,MI
1982,12,3.61,MI
1983,1,1.27,MI
1983,2,0.96,MI
1983,3,2.62,MI
1983,4,3.05,MI
1983,5,5.24,MI
1983,6,2.33,MI
1983,7,2.56,MI
1983,8,3.08,MI
1983,9,4.49,MI
1983,10,3.56,MI
1983,11,3.12,MI
1983,12,2.59,MI
1984,1,0.98,MI
1984,2,1.11,MI
1984,3,2.39,MI
1984,4,2.49,MI
1984,5,3.31,MI
1984,6,3,MI
1984,7,2.29,MI
1984,8,3.3,MI
1984,9,4.37,MI
1984,10,3.09,MI
1984,11,2.49,MI
1984,12,3.14,MI
1985,1,2.13,MI
1985,2,2.66,MI
1985,3,3.12,MI
1985,4,3.13,MI
1985,5,2.97,MI
1985,6,2.13,MI
1985,7,3.12,MI
1985,8,4.86,MI
1985,9,4.67,MI
1985,10,3.42,MI
1985,11,4.83,MI
1985,12,2.18,MI
1986,1,1.17,MI
1986,2,1.86,MI
1986,3,2.07,MI
1986,4,2.08,MI
1986,5,2.26,MI
1986,6,4.27,MI
1986,7,3.8,MI
1986,8,3.09,MI
1986,9,8.72,MI
1986,10,3.08,MI
1986,11,1.18,MI
1986,12,1.22,MI
1987,1,1.24,MI
1987,2,0.42,MI
1987,3,1.23,MI
1987,4,1.75,MI
1987,5,2.32,MI
1987,6,2.7,MI
1987,7,2.79,MI
1987,8,5.78,MI
1987,9,3.61,MI
1987,10,2.9,MI
1987,11,2.71,MI
1987,12,2.99,MI
1988,1,1.7,MI
1988,2,1.27,MI
1988,3,1.91,MI
1988,4,2.48,MI
1988,5,1.1,MI
1988,6,0.98,MI
1988,7,2.96,MI
1988,8,4.55,MI
1988,9,3.98,MI
1988,10,4.47,MI
1988,11,5.06,MI
1988,12,1.89,MI
1989,1,1.41,MI
1989,2,0.88,MI
1989,3,2.18,MI
1989,4,1.6,MI
1989,5,3.86,MI
1989,6,4.06,MI
1989,7,1.67,MI
1989,8,3.46,MI
1989,9,2.25,MI
1989,10,1.99,MI
1989,11,2.88,MI
1989,12,1.33,MI
1990,1,2.04,MI
1990,2,2.02,MI
1990,3,1.95,MI
1990,4,2.01,MI
1990,5,3.95,MI
1990,6,4.28,MI
1990,7,2.67,MI
1990,8,3.13,MI
1990,9,3.87,MI
1990,10,4.51,MI
1990,11,3.43,MI
1990,12,2.33,MI
1991,1,1.27,MI
1991,2,0.79,MI
1991,3,3.16,MI
1991,4,3.91,MI
1991,5,3.83,MI
1991,6,2.07,MI
1991,7,4.34,MI
1991,8,2.49,MI
1991,9,2.86,MI
1991,10,5.62,MI
1991,11,3.26,MI
1991,12,1.9,MI
1992,1,1.54,MI
1992,2,1.41,MI
1992,3,2,MI
1992,4,3.07,MI
1992,5,1.38,MI
1992,6,2.21,MI
1992,7,5,MI
1992,8,2.99,MI
1992,9,4.54,MI
1992,10,2.47,MI
1992,11,4.47,MI
1992,12,2.28,MI
1993,1,2.45,MI
1993,2,0.79,MI
1993,3,1.06,MI
1993,4,3.84,MI
1993,5,2.81,MI
1993,6,4.75,MI
1993,7,2.8,MI
1993,8,3.91,MI
1993,9,4.16,MI
1993,10,2.82,MI
1993,11,1.99,MI
1993,12,1.06,MI
1994,1,2.05,MI
1994,2,1.22,MI
1994,3,1.45,MI
1994,4,2.96,MI
1994,5,1.95,MI
1994,6,4.15,MI
1994,7,4.7,MI
1994,8,4.8,MI
1994,9,2.57,MI
1994,10,2.15,MI
1994,11,3.43,MI
1994,12,0.96,MI
1995,1,2.14,MI
1995,2,0.93,MI
1995,3,1.62,MI
1995,4,3.14,MI
1995,5,2.78,MI
1995,6,2.24,MI
1995,7,3.41,MI
1995,8,4.07,MI
1995,9,2.27,MI
1995,10,4.04,MI
1995,11,3.48,MI
1995,12,1.71,MI
1996,1,2.14,MI
1996,2,1.56,MI
1996,3,1.36,MI
1996,4,3.45,MI
1996,5,2.76,MI
1996,6,4.97,MI
1996,7,3.52,MI
1996,8,2.23,MI
1996,9,3.78,MI
1996,10,3.28,MI
1996,11,1.95,MI
1996,12,3,MI
1997,1,3.04,MI
1997,2,2.67,MI
1997,3,2.16,MI
1997,4,1.14,MI
1997,5,3.69,MI
1997,6,2.46,MI
1997,7,2.87,MI
1997,8,3.82,MI
1997,9,3.29,MI
1997,10,2.01,MI
1997,11,1.65,MI
1997,12,1.13,MI
1998,1,2.82,MI
1998,2,1.32,MI
1998,3,3.8,MI
1998,4,2.27,MI
1998,5,2.11,MI
1998,6,2.95,MI
1998,7,1.93,MI
1998,8,3.18,MI
1998,9,2.44,MI
1998,10,2.79,MI
1998,11,2.24,MI
1998,12,1.71,MI
1999,1,3.31,MI
1999,2,1.45,MI
1999,3,0.82,MI
1999,4,3.29,MI
1999,5,3.13,MI
1999,6,3.9,MI
1999,7,4.92,MI
1999,8,2.55,MI
1999,9,2.74,MI
1999,10,1.92,MI
1999,11,1.18,MI
1999,12,2.19,MI
2000,1,1.68,MI
2000,2,1.42,MI
2000,3,1.62,MI
2000,4,2.41,MI
