Date,Year,Month,Precip_inches,Anomaly_inches,state_cd
195401,1954,01,4.2,-0.98,AL
195402,1954,02,3.12,-2.06,AL
195403,1954,03,3.7,-2.46,AL
195404,1954,04,3.57,-1.24,AL
195405,1954,05,2.36,-1.88,AL
195406,1954,06,2.24,-2.04,AL
195407,1954,07,3.91,-1.53,AL
195408,1954,08,1.85,-2.49,AL
195409,1954,09,1.16,-2.62,AL
195410,1954,10,1.53,-1.3,AL
195411,1954,11,3.05,-0.8,AL
195412,1954,12,4.71,-0.44,AL
195501,1955,01,4.43,-0.75,AL
195502,1955,02,5.46,0.28,AL
195503,1955,03,3.25,-2.91,AL
195504,1955,04,7.39,2.58,AL
195505,1955,05,5.68,1.44,AL
195506,1955,06,3.12,-1.16,AL
195507,1955,07,7.17,1.73,AL
195508,1955,08,3.07,-1.27,AL
195509,1955,09,0.93,-2.85,AL
195510,1955,10,2.45,-0.38,AL
195511,1955,11,3.17,-0.68,AL
195512,1955,12,2.04,-3.11,AL
195601,1956,01,2.68,-2.5,AL
195602,1956,02,7.89,2.71,AL
195603,1956,03,6.87,0.71,AL
195604,1956,04,4.62,-0.19,AL
195605,1956,05,2.6,-1.64,AL
195606,1956,06,4.26,-0.02,AL
195607,1956,07,5.55,0.11,AL
195608,1956,08,2.88,-1.46,AL
195609,1956,09,4.7,0.92,AL
195610,1956,10,3.7,0.87,AL
195611,1956,11,1.78,-2.07,AL
195612,1956,12,6.19,1.04,AL
195701,1957,01,4.59,-0.59,AL
195702,1957,02,3.71,-1.47,AL
195703,1957,03,4.24,-1.92,AL
195704,1957,04,7.15,2.34,AL
195705,1957,05,5.13,0.89,AL
195706,1957,06,5.85,1.57,AL
195707,1957,07,3,-2.44,AL
195708,1957,08,2.28,-2.06,AL
195709,1957,09,8.95,5.17,AL
195710,1957,10,2.37,-0.46,AL
195711,1957,11,8.07,4.22,AL
195712,1957,12,3.52,-1.63,AL
195801,1958,01,3.31,-1.87,AL
195802,1958,02,4.33,-0.85,AL
195803,1958,03,5.69,-0.47,AL
195804,1958,04,5.12,0.31,AL
195805,1958,05,2.92,-1.32,AL
195806,1958,06,4.86,0.58,AL
195807,1958,07,8.32,2.88,AL
195808,1958,08,3,-1.34,AL
195809,1958,09,5.19,1.41,AL
195810,1958,10,1.41,-1.42,AL
195811,1958,11,3,-0.85,AL
195812,1958,12,2.07,-3.08,AL
195901,1959,01,4.53,-0.65,AL
195902,1959,02,4.84,-0.34,AL
195903,1959,03,5.99,-0.17,AL
195904,1959,04,4.1,-0.71,AL
195905,1959,05,6.1,1.86,AL
195906,1959,06,4.23,-0.05,AL
195907,1959,07,4.61,-0.83,AL
195908,1959,08,3.7,-0.64,AL
195909,1959,09,5.14,1.36,AL
195910,1959,10,6.86,4.03,AL
195911,1959,11,2.64,-1.21,AL
195912,1959,12,3.37,-1.78,AL
196001,1960,01,5.88,0.7,AL
196002,1960,02,4.37,-0.81,AL
196003,1960,03,6.91,0.75,AL
196004,1960,04,3.86,-0.95,AL
196005,1960,05,3.49,-0.75,AL
196006,1960,06,2.99,-1.29,AL
196007,1960,07,4.33,-1.11,AL
196008,1960,08,5.7,1.36,AL
196009,1960,09,5.34,1.56,AL
196010,1960,10,3.38,0.55,AL
196011,1960,11,2.17,-1.68,AL
196012,1960,12,2.6,-2.55,AL
196101,1961,01,3.31,-1.87,AL
196102,1961,02,12.03,6.85,AL
196103,1961,03,9.17,3.01,AL
196104,1961,04,4.95,0.14,AL
196105,1961,05,3.2,-1.04,AL
196106,1961,06,6.72,2.44,AL
196107,1961,07,4.99,-0.45,AL
196108,1961,08,5.03,0.69,AL
196109,1961,09,2.76,-1.02,AL
196110,1961,10,0.96,-1.87,AL
196111,1961,11,4.5,0.65,AL
196112,1961,12,12.21,7.06,AL
196201,1962,01,7.03,1.85,AL
196202,1962,02,4.86,-0.32,AL
196203,1962,03,5.47,-0.69,AL
196204,1962,04,6.11,1.3,AL
196205,1962,05,1.06,-3.18,AL
196206,1962,06,4.88,0.6,AL
196207,1962,07,4.25,-1.19,AL
196208,1962,08,2.74,-1.6,AL
196209,1962,09,3.37,-0.41,AL
196210,1962,10,2.6,-0.23,AL
196211,1962,11,4.76,0.91,AL
196212,1962,12,2.97,-2.18,AL
196301,1963,01,6.25,1.07,AL
196302,1963,02,3.29,-1.89,AL
196303,1963,03,5.13,-1.03,AL
196304,1963,04,4.1,-0.71,AL
196305,1963,05,3.26,-0.98,AL
196306,1963,06,5.92,1.64,AL
196307,1963,07,5.93,0.49,AL
196308,1963,08,2.72,-1.62,AL
196309,1963,09,3.04,-0.74,AL
196310,1963,10,0.03,-2.8,AL
196311,1963,11,4.31,0.46,AL
196312,1963,12,4.84,-0.31,AL
196401,1964,01,6.8,1.62,AL
196402,1964,02,4.54,-0.64,AL
196403,1964,03,8.17,2.01,AL
196404,1964,04,11.5,6.69,AL
196405,1964,05,2.67,-1.57,AL
196406,1964,06,3.42,-0.86,AL
196407,1964,07,7.29,1.85,AL
196408,1964,08,4.7,0.36,AL
196409,1964,09,3.53,-0.25,AL
196410,1964,10,4.85,2.02,AL
196411,1964,11,3.79,-0.06,AL
196412,1964,12,5.24,0.09,AL
196501,1965,01,4.21,-0.97,AL
196502,1965,02,6.28,1.1,AL
196503,1965,03,6.81,0.65,AL
196504,1965,04,2.54,-2.27,AL
196505,1965,05,1.18,-3.06,AL
196506,1965,06,5.6,1.32,AL
196507,1965,07,5.94,0.5,AL
196508,1965,08,4.38,0.04,AL
196509,1965,09,3.98,0.2,AL
196510,1965,10,2.86,0.03,AL
196511,1965,11,1.83,-2.02,AL
196512,1965,12,3.17,-1.98,AL
196601,1966,01,5.96,0.78,AL
196602,1966,02,8.59,3.41,AL
196603,1966,03,4.01,-2.15,AL
196604,1966,04,4.46,-0.35,AL
196605,1966,05,4.9,0.66,AL
196606,1966,06,2.41,-1.87,AL
196607,1966,07,4.04,-1.4,AL
196608,1966,08,4.97,0.63,AL
196609,1966,09,4.3,0.52,AL
196610,1966,10,4.08,1.25,AL
196611,1966,11,3.35,-0.5,AL
196612,1966,12,4.75,-0.4,AL
196701,1967,01,3.73,-1.45,AL
196702,1967,02,4.75,-0.43,AL
196703,1967,03,1.92,-4.24,AL
196704,1967,04,2.31,-2.5,AL
196705,1967,05,5.59,1.35,AL
196706,1967,06,4.4,0.12,AL
196707,1967,07,6.91,1.47,AL
196708,1967,08,6.76,2.42,AL
196709,1967,09,3.36,-0.42,AL
196710,1967,10,4.01,1.18,AL
196711,1967,11,3.76,-0.09,AL
196712,1967,12,8.31,3.16,AL
196801,1968,01,4.62,-0.56,AL
196802,1968,02,1.87,-3.31,AL
196803,1968,03,3.65,-2.51,AL
196804,1968,04,5.05,0.24,AL
196805,1968,05,4.01,-0.23,AL
196806,1968,06,1.85,-2.43,AL
196807,1968,07,5.26,-0.18,AL
196808,1968,08,3.69,-0.65,AL
196809,1968,09,2.73,-1.05,AL
196810,1968,10,1.37,-1.46,AL
196811,1968,11,4.31,0.46,AL
196812,1968,12,6.8,1.65,AL
196901,1969,01,3.59,-1.59,AL
196902,1969,02,4.25,-0.93,AL
196903,1969,03,5.12,-1.04,AL
196904,1969,04,5.43,0.62,AL
196905,1969,05,5.99,1.75,AL
196906,1969,06,2.43,-1.85,AL
196907,1969,07,5.46,0.02,AL
196908,1969,08,4.96,0.62,AL
196909,1969,09,4.42,0.64,AL
196910,1969,10,2.58,-0.25,AL
196911,1969,11,1.9,-1.95,AL
196912,1969,12,6.44,1.29,AL
197001,1970,01,3.19,-1.99,AL
197002,1970,02,3.75,-1.43,AL
197003,1970,03,7.73,1.57,AL
197004,1970,04,4.74,-0.07,AL
197005,1970,05,3.17,-1.07,AL
197006,1970,06,5.91,1.63,AL
197007,1970,07,4.05,-1.39,AL
197008,1970,08,6.24,1.9,AL
197009,1970,09,1.86,-1.92,AL
197010,1970,10,6.33,3.5,AL
197011,1970,11,2.2,-1.65,AL
197012,1970,12,4.72,-0.43,AL
197101,1971,01,4.08,-1.1,AL
197102,1971,02,7.78,2.6,AL
197103,1971,03,8.79,2.63,AL
197104,1971,04,4.04,-0.77,AL
197105,1971,05,4.07,-0.17,AL
197106,1971,06,3.74,-0.54,AL
197107,1971,07,7.41,1.97,AL
197108,1971,08,4.05,-0.29,AL
197109,1971,09,4.81,1.03,AL
197110,1971,10,1.09,-1.74,AL
197111,1971,11,2.49,-1.36,AL
197112,1971,12,7.72,2.57,AL
197201,1972,01,8.52,3.34,AL
197202,1972,02,3.56,-1.62,AL
197203,1972,03,5.93,-0.23,AL
197204,1972,04,2.39,-2.42,AL
197205,1972,05,4.44,0.2,AL
197206,1972,06,4.57,0.29,AL
197207,1972,07,4.51,-0.93,AL
197208,1972,08,2.42,-1.92,AL
197209,1972,09,3.78,0,AL
197210,1972,10,2.95,0.12,AL
197211,1972,11,4.66,0.81,AL
197212,1972,12,8.23,3.08,AL
197301,1973,01,5.9,0.72,AL
197302,1973,02,3.99,-1.19,AL
197303,1973,03,11.78,5.62,AL
197304,1973,04,6.87,2.06,AL
197305,1973,05,6.69,2.45,AL
197306,1973,06,5.56,1.28,AL
197307,1973,07,5.45,0.01,AL
197308,1973,08,3.62,-0.72,AL
197309,1973,09,3.77,-0.01,AL
197310,1973,10,1.89,-0.94,AL
197311,1973,11,4.95,1.1,AL
197312,1973,12,6.7,1.55,AL
197401,1974,01,8.2,3.02,AL
197402,1974,02,5.21,0.03,AL
197403,1974,03,3.92,-2.24,AL
197404,1974,04,5.9,1.09,AL
197405,1974,05,5.08,0.84,AL
197406,1974,06,4.07,-0.21,AL
197407,1974,07,4.39,-1.05,AL
197408,1974,08,6,1.66,AL
197409,1974,09,6.52,2.74,AL
197410,1974,10,1.27,-1.56,AL
197411,1974,11,3.94,0.09,AL
197412,1974,12,5.9,0.75,AL
197501,1975,01,6.65,1.47,AL
197502,1975,02,7.17,1.99,AL
197503,1975,03,8.63,2.47,AL
197504,1975,04,6.77,1.96,AL
197505,1975,05,5.24,1,AL
197506,1975,06,5.25,0.97,AL
197507,1975,07,8.22,2.78,AL
197508,1975,08,5.56,1.22,AL
197509,1975,09,6.72,2.94,AL
197510,1975,10,6.55,3.72,AL
197511,1975,11,3.27,-0.58,AL
197512,1975,12,4.73,-0.42,AL
197601,1976,01,4.46,-0.72,AL
197602,1976,02,2.63,-2.55,AL
197603,1976,03,10.45,4.29,AL
197604,1976,04,1.68,-3.13,AL
197605,1976,05,8.08,3.84,AL
197606,1976,06,4.36,0.08,AL
197607,1976,07,4.52,-0.92,AL
197608,1976,08,3.33,-1.01,AL
197609,1976,09,3.74,-0.04,AL
197610,1976,10,3.66,0.83,AL
197611,1976,11,4.41,0.56,AL
197612,1976,12,4.66,-0.49,AL
197701,1977,01,4.95,-0.23,AL
197702,1977,02,3.56,-1.62,AL
197703,1977,03,9.86,3.7,AL
197704,1977,04,4.32,-0.49,AL
197705,1977,05,2.13,-2.11,AL
197706,1977,06,2.63,-1.65,AL
197707,1977,07,5.09,-0.35,AL
197708,1977,08,4.27,-0.07,AL
197709,1977,09,7.02,3.24,AL
197710,1977,10,4.51,1.68,AL
197711,1977,11,6.31,2.46,AL
197712,1977,12,3.22,-1.93,AL
197801,1978,01,7.09,1.91,AL
197802,1978,02,1.9,-3.28,AL
197803,1978,03,3.99,-2.17,AL
197804,1978,04,3.83,-0.98,AL
197805,1978,05,8.2,3.96,AL
197806,1978,06,5.06,0.78,AL
197807,1978,07,4.3,-1.14,AL
197808,1978,08,4.07,-0.27,AL
197809,1978,09,2,-1.78,AL
197810,1978,10,0.46,-2.37,AL
197811,1978,11,3.3,-0.55,AL
197812,1978,12,5.3,0.15,AL
197901,1979,01,7.68,2.5,AL
197902,1979,02,6.61,1.43,AL
197903,1979,03,6.64,0.48,AL
197904,1979,04,10.89,6.08,AL
197905,1979,05,4.37,0.13,AL
197906,1979,06,2.63,-1.65,AL
197907,1979,07,7.56,2.12,AL
197908,1979,08,4.19,-0.15,AL
197909,1979,09,7.43,3.65,AL
197910,1979,10,1.56,-1.27,AL
197911,1979,11,5.8,1.95,AL
197912,1979,12,2.56,-2.59,AL
198001,1980,01,5.5,0.32,AL
198002,1980,02,2.45,-2.73,AL
198003,1980,03,13.81,7.65,AL
198004,1980,04,7.65,2.84,AL
198005,1980,05,7.07,2.83,AL
198006,1980,06,3.26,-1.02,AL
198007,1980,07,2.96,-2.48,AL
198008,1980,08,2.51,-1.83,AL
198009,1980,09,5.18,1.4,AL
198010,1980,10,3.77,0.94,AL
198011,1980,11,3.17,-0.68,AL
198012,1980,12,1.15,-4,AL
198101,1981,01,1.33,-3.85,AL
198102,1981,02,6.64,1.46,AL
198103,1981,03,5.71,-0.45,AL
198104,1981,04,2.95,-1.86,AL
198105,1981,05,3.87,-0.37,AL
198106,1981,06,3.46,-0.82,AL
198107,1981,07,3.85,-1.59,AL
198108,1981,08,4.78,0.44,AL
198109,1981,09,2.07,-1.71,AL
198110,1981,10,3.11,0.28,AL
198111,1981,11,1.75,-2.1,AL
198112,1981,12,6.28,1.13,AL
198201,1982,01,6.5,1.32,AL
198202,1982,02,7.67,2.49,AL
198203,1982,03,2.95,-3.21,AL
198204,1982,04,7.57,2.76,AL
198205,1982,05,2.96,-1.28,AL
198206,1982,06,5.01,0.73,AL
198207,1982,07,6.08,0.64,AL
198208,1982,08,3.77,-0.57,AL
198209,1982,09,2.03,-1.75,AL
198210,1982,10,2.68,-0.15,AL
198211,1982,11,5.62,1.77,AL
198212,1982,12,8.29,3.14,AL
198301,1983,01,4.34,-0.84,AL
198302,1983,02,7.76,2.58,AL
198303,1983,03,7.73,1.57,AL
198304,1983,04,9.44,4.63,AL
198305,1983,05,6.37,2.13,AL
198306,1983,06,5.94,1.66,AL
198307,1983,07,1.98,-3.46,AL
198308,1983,08,3.07,-1.27,AL
198309,1983,09,4.61,0.83,AL
198310,1983,10,2.44,-0.39,AL
198311,1983,11,7.47,3.62,AL
198312,1983,12,9.22,4.07,AL
198401,1984,01,4.05,-1.13,AL
198402,1984,02,4.03,-1.15,AL
198403,1984,03,4.96,-1.2,AL
198404,1984,04,5.42,0.61,AL
198405,1984,05,5.88,1.64,AL
198406,1984,06,2.31,-1.97,AL
198407,1984,07,5.76,0.32,AL
198408,1984,08,5.61,1.27,AL
198409,1984,09,0.62,-3.16,AL
198410,1984,10,5.22,2.39,AL
198411,1984,11,3.9,0.05,AL
198412,1984,12,2.77,-2.38,AL
198501,1985,01,3.9,-1.28,AL
198502,1985,02,6.43,1.25,AL
198503,1985,03,2.49,-3.67,AL
198504,1985,04,2.93,-1.88,AL
198505,1985,05,4.11,-0.13,AL
198506,1985,06,3.87,-0.41,AL
198507,1985,07,7.17,1.73,AL
198508,1985,08,4.79,0.45,AL
198509,1985,09,3.15,-0.63,AL
198510,1985,10,6,3.17,AL
198511,1985,11,2.91,-0.94,AL
198512,1985,12,3.56,-1.59,AL
198601,1986,01,2.13,-3.05,AL
198602,1986,02,3.76,-1.42,AL
198603,1986,03,4.48,-1.68,AL
198604,1986,04,0.72,-4.09,AL
198605,1986,05,4.97,0.73,AL
198606,1986,06,2.68,-1.6,AL
198607,1986,07,3.89,-1.55,AL
198608,1986,08,4.42,0.08,AL
198609,1986,09,3.83,0.05,AL
198610,1986,10,4.3,1.47,AL
198611,1986,11,8.86,5.01,AL
198612,1986,12,3.73,-1.42,AL
198701,1987,01,6.09,0.91,AL
198702,1987,02,7.27,2.09,AL
198703,1987,03,4.97,-1.19,AL
198704,1987,04,0.92,-3.89,AL
198705,1987,05,4.44,0.2,AL
198706,1987,06,5.89,1.61,AL
198707,1987,07,3.29,-2.15,AL
198708,1987,08,3.71,-0.63,AL
198709,1987,09,2.94,-0.84,AL
198710,1987,10,0.59,-2.24,AL
198711,1987,11,4.04,0.19,AL
198712,1987,12,3.98,-1.17,AL
198801,1988,01,5.38,0.2,AL
198802,1988,02,3.91,-1.27,AL
198803,1988,03,4.06,-2.1,AL
198804,1988,04,3.99,-0.82,AL
198805,1988,05,1.73,-2.51,AL
198806,1988,06,1.23,-3.05,AL
198807,1988,07,6.66,1.22,AL
198808,1988,08,3.42,-0.92,AL
198809,1988,09,9.15,5.37,AL
198810,1988,10,3.19,0.36,AL
198811,1988,11,5.41,1.56,AL
198812,1988,12,2.97,-2.18,AL
198901,1989,01,4.49,-0.69,AL
198902,1989,02,4.31,-0.87,AL
198903,1989,03,6.51,0.35,AL
198904,1989,04,4.43,-0.38,AL
198905,1989,05,4.54,0.3,AL
198906,1989,06,10.94,6.66,AL
198907,1989,07,7.76,2.32,AL
198908,1989,08,2.44,-1.9,AL
198909,1989,09,4.8,1.02,AL
198910,1989,10,3.03,0.2,AL
198911,1989,11,6.06,2.21,AL
198912,1989,12,5.89,0.74,AL
199001,1990,01,8.44,3.26,AL
199002,1990,02,8.57,3.39,AL
199003,1990,03,8.96,2.8,AL
199004,1990,04,3.39,-1.42,AL
199005,1990,05,4.95,0.71,AL
199006,1990,06,2.93,-1.35,AL
199007,1990,07,3.75,-1.69,AL
199008,1990,08,1.92,-2.42,AL
199009,1990,09,1.9,-1.88,AL
199010,1990,10,2.66,-0.17,AL
199011,1990,11,2.94,-0.91,AL
199012,1990,12,6.46,1.31,AL
199101,1991,01,7.33,2.15,AL
199102,1991,02,5.22,0.04,AL
199103,1991,03,7.05,0.89,AL
199104,1991,04,6.85,2.04,AL
199105,1991,05,9.57,5.33,AL
199106,1991,06,4.95,0.67,AL
199107,1991,07,4.46,-0.98,AL
199108,1991,08,3.93,-0.41,AL
199109,1991,09,3.27,-0.51,AL
199110,1991,10,0.91,-1.92,AL
199111,1991,11,4.37,0.52,AL
199112,1991,12,5.34,0.19,AL
199201,1992,01,6.12,0.94,AL
199202,1992,02,5.99,0.81,AL
199203,1992,03,4.03,-2.13,AL
199204,1992,04,2.91,-1.9,AL
199205,1992,05,1.95,-2.29,AL
199206,1992,06,5.44,1.16,AL
199207,1992,07,6.07,0.63,AL
199208,1992,08,5.87,1.53,AL
199209,1992,09,3.61,-0.17,AL
199210,1992,10,2.59,-0.24,AL
199211,1992,11,9.48,5.63,AL
199212,1992,12,5.73,0.58,AL
199301,1993,01,6.21,1.03,AL
199302,1993,02,3.72,-1.46,AL
199303,1993,03,6.59,0.43,AL
199304,1993,04,3.26,-1.55,AL
199305,1993,05,3.8,-0.44,AL
199306,1993,06,3.39,-0.89,AL
199307,1993,07,2.88,-2.56,AL
199308,1993,08,4.72,0.38,AL
199309,1993,09,3.83,0.05,AL
199310,1993,10,3.71,0.88,AL
199311,1993,11,3.88,0.03,AL
199312,1993,12,4.29,-0.86,AL
199401,1994,01,5.31,0.13,AL
199402,1994,02,5.08,-0.1,AL
199403,1994,03,7.25,1.09,AL
199404,1994,04,4.4,-0.41,AL
199405,1994,05,3.2,-1.04,AL
199406,1994,06,7,2.72,AL
199407,1994,07,9.43,3.99,AL
199408,1994,08,2.91,-1.43,AL
199409,1994,09,3.61,-0.17,AL
199410,1994,10,4.97,2.14,AL
199411,1994,11,3.5,-0.35,AL
199412,1994,12,3.67,-1.48,AL
199501,1995,01,4.83,-0.35,AL
199502,1995,02,5.65,0.47,AL
199503,1995,03,5.42,-0.74,AL
199504,1995,04,5.07,0.26,AL
199505,1995,05,3.32,-0.92,AL
199506,1995,06,3.36,-0.92,AL
199507,1995,07,3.87,-1.57,AL
199508,1995,08,4.79,0.45,AL
199509,1995,09,3.09,-0.69,AL
199510,1995,10,9.3,6.47,AL
199511,1995,11,5.8,1.95,AL
199512,1995,12,5.07,-0.08,AL
199601,1996,01,7.4,2.22,AL
199602,1996,02,4.07,-1.11,AL
199603,1996,03,8.45,2.29,AL
199604,1996,04,4.65,-0.16,AL
199605,1996,05,2.56,-1.68,AL
199606,1996,06,3.38,-0.9,AL
199607,1996,07,6.63,1.19,AL
199608,1996,08,4.7,0.36,AL
199609,1996,09,5.71,1.93,AL
199610,1996,10,2.38,-0.45,AL
199611,1996,11,3.46,-0.39,AL
199612,1996,12,4.94,-0.21,AL
199701,1997,01,6.47,1.29,AL
199702,1997,02,6.16,0.98,AL
199703,1997,03,3.87,-2.29,AL
199704,1997,04,6.03,1.22,AL
199705,1997,05,5.39,1.15,AL
199706,1997,06,7.91,3.63,AL
199707,1997,07,5.33,-0.11,AL
199708,1997,08,2.88,-1.46,AL
199709,1997,09,3.3,-0.48,AL
199710,1997,10,5.1,2.27,AL
199711,1997,11,5.7,1.85,AL
199712,1997,12,4.82,-0.33,AL
199801,1998,01,8.14,2.96,AL
199802,1998,02,7.29,2.11,AL
199803,1998,03,6.2,0.04,AL
199804,1998,04,5.39,0.58,AL
199805,1998,05,2.28,-1.96,AL
199806,1998,06,3.22,-1.06,AL
199807,1998,07,6.07,0.63,AL
199808,1998,08,3.44,-0.9,AL
199809,1998,09,8.29,4.51,AL
199810,1998,10,1.37,-1.46,AL
199811,1998,11,3.3,-0.55,AL
199812,1998,12,4.27,-0.88,AL
199901,1999,01,7.94,2.76,AL
199902,1999,02,2.55,-2.63,AL
199903,1999,03,5.65,-0.51,AL
199904,1999,04,2.57,-2.24,AL
199905,1999,05,4.11,-0.13,AL
199906,1999,06,8.31,4.03,AL
199907,1999,07,4.63,-0.81,AL
199908,1999,08,2.02,-2.32,AL
199909,1999,09,1.91,-1.87,AL
199910,1999,10,3.39,0.56,AL
199911,1999,11,2.61,-1.24,AL
199912,1999,12,3.32,-1.83,AL
200001,2000,01,4.69,-0.49,AL
200002,2000,02,1.99,-3.19,AL
200003,2000,03,5.05,-1.11,AL
200004,2000,04,4.83,0.02,AL
200005,2000,05,1.32,-2.92,AL
200006,2000,06,3.71,-0.57,AL
200007,2000,07,2.26,-3.18,AL
200008,2000,08,2.36,-1.98,AL
200009,2000,09,3.49,-0.29,AL
200010,2000,10,0.8,-2.03,AL
200011,2000,11,7.7,3.85,AL
200012,2000,12,4.29,-0.86,AL
200101,2001,01,4.69,-0.49,AL
200102,2001,02,4.11,-1.07,AL
200103,2001,03,10.11,3.95,AL
200104,2001,04,3.88,-0.93,AL
200105,2001,05,4.03,-0.21,AL
200106,2001,06,7.15,2.87,AL
200107,2001,07,3.95,-1.49,AL
200108,2001,08,5.48,1.14,AL
200109,2001,09,4.8,1.02,AL
200110,2001,10,3.27,0.44,AL
200111,2001,11,3.43,-0.42,AL
200112,2001,12,4.14,-1.01,AL
200201,2002,01,5.11,-0.07,AL
200202,2002,02,2.99,-2.19,AL
200203,2002,03,5.79,-0.37,AL
200204,2002,04,2.19,-2.62,AL
200205,2002,05,4.09,-0.15,AL
200206,2002,06,3.77,-0.51,AL
200207,2002,07,5.38,-0.06,AL
200208,2002,08,3.24,-1.1,AL
200209,2002,09,7.57,3.79,AL
200210,2002,10,5.58,2.75,AL
200211,2002,11,4.88,1.03,AL
200212,2002,12,6.54,1.39,AL
200301,2003,01,2.33,-2.85,AL
200302,2003,02,6.76,1.58,AL
200303,2003,03,4.67,-1.49,AL
200304,2003,04,6.41,1.6,AL
200305,2003,05,8.49,4.25,AL
200306,2003,06,8.17,3.89,AL
200307,2003,07,7.74,2.3,AL
200308,2003,08,5.7,1.36,AL
200309,2003,09,3.7,-0.08,AL
200310,2003,10,1.61,-1.22,AL
200311,2003,11,4.67,0.82,AL
200312,2003,12,3.47,-1.68,AL
200401,2004,01,3.27,-1.91,AL
200402,2004,02,7.06,1.88,AL
200403,2004,03,2.28,-3.88,AL
200404,2004,04,3.37,-1.44,AL
200405,2004,05,4,-0.24,AL
200406,2004,06,7.53,3.25,AL
200407,2004,07,4.43,-1.01,AL
200408,2004,08,4.48,0.14,AL
200409,2004,09,6.63,2.85,AL
200410,2004,10,3.87,1.04,AL
200411,2004,11,8.12,4.27,AL
200412,2004,12,4.84,-0.31,AL
200501,2005,01,2.86,-2.32,AL
200502,2005,02,4.96,-0.22,AL
200503,2005,03,5.85,-0.31,AL
200504,2005,04,7.6,2.79,AL
200505,2005,05,2.8,-1.44,AL
200506,2005,06,6.37,2.09,AL
200507,2005,07,9.19,3.75,AL
200508,2005,08,6.01,1.67,AL
200509,2005,09,3.29,-0.49,AL
200510,2005,10,0.61,-2.22,AL
200511,2005,11,3.59,-0.26,AL
200512,2005,12,3.95,-1.2,AL
200601,2006,01,5.23,0.05,AL
200602,2006,02,5.05,-0.13,AL
200603,2006,03,2.97,-3.19,AL
200604,2006,04,3.07,-1.74,AL
200605,2006,05,4.41,0.17,AL
200606,2006,06,2.01,-2.27,AL
200607,2006,07,3.33,-2.11,AL
200608,2006,08,3.91,-0.43,AL
200609,2006,09,3.53,-0.25,AL
200610,2006,10,5.13,2.3,AL
200611,2006,11,4.84,0.99,AL
200612,2006,12,4.06,-1.09,AL
200701,2007,01,4.34,-0.84,AL
200702,2007,02,2.64,-2.54,AL
200703,2007,03,1.56,-4.6,AL
200704,2007,04,3.91,-0.9,AL
200705,2007,05,0.73,-3.51,AL
200706,2007,06,2.78,-1.5,AL
200707,2007,07,5.2,-0.24,AL
200708,2007,08,2.67,-1.67,AL
200709,2007,09,3.11,-0.67,AL
200710,2007,10,3.92,1.09,AL
200711,2007,11,2.75,-1.1,AL
200712,2007,12,4.25,-0.9,AL
200801,2008,01,4.09,-1.09,AL
200802,2008,02,5.79,0.61,AL
200803,2008,03,4.01,-2.15,AL
200804,2008,04,4.53,-0.28,AL
200805,2008,05,4.43,0.19,AL
200806,2008,06,2.69,-1.59,AL
200807,2008,07,4.04,-1.4,AL
200808,2008,08,8.89,4.55,AL
200809,2008,09,1.65,-2.13,AL
200810,2008,10,3.02,0.19,AL
200811,2008,11,3.15,-0.7,AL
200812,2008,12,6.78,1.63,AL
200901,2009,01,4.42,-0.76,AL
200902,2009,02,3.85,-1.33,AL
200903,2009,03,8.98,2.82,AL
200904,2009,04,4.45,-0.36,AL
200905,2009,05,8.51,4.27,AL
200906,2009,06,2.71,-1.57,AL
200907,2009,07,5.59,0.15,AL
200908,2009,08,5.49,1.15,AL
200909,2009,09,7.57,3.79,AL
200910,2009,10,7.18,4.35,AL
200911,2009,11,4.39,0.54,AL
200912,2009,12,10.63,5.48,AL
201001,2010,01,6.21,1.03,AL
201002,2010,02,4.22,-0.96,AL
201003,2010,03,5.07,-1.09,AL
201004,2010,04,2.82,-1.99,AL
201005,2010,05,6.15,1.91,AL
201006,2010,06,3.26,-1.02,AL
201007,2010,07,3.5,-1.94,AL
201008,2010,08,4.83,0.49,AL
201009,2010,09,1.61,-2.17,AL
201010,2010,10,2.59,-0.24,AL
201011,2010,11,4.73,0.88,AL
201012,2010,12,2.2,-2.95,AL
201101,2011,01,4.03,-1.15,AL
201102,2011,02,3.49,-1.69,AL
201103,2011,03,8.18,2.02,AL
201104,2011,04,5.08,0.27,AL
201105,2011,05,1.64,-2.6,AL
201106,2011,06,3.55,-0.73,AL
201107,2011,07,5.52,0.08,AL
201108,2011,08,2.05,-2.29,AL
201109,2011,09,7.21,3.43,AL
201110,2011,10,0.79,-2.04,AL
201111,2011,11,4.13,0.28,AL
201112,2011,12,5.04,-0.11,AL
201201,2012,01,5.44,0.26,AL
201202,2012,02,4.49,-0.69,AL
201203,2012,03,5.35,-0.81,AL
201204,2012,04,1.89,-2.92,AL
201205,2012,05,4.16,-0.08,AL
201206,2012,06,4,-0.28,AL
201207,2012,07,5.75,0.31,AL
201208,2012,08,6.07,1.73,AL
201209,2012,09,5.35,1.57,AL
201210,2012,10,2.91,0.08,AL
201211,2012,11,1.36,-2.49,AL
201212,2012,12,6.61,1.46,AL
201301,2013,01,6.27,1.09,AL
201302,2013,02,8.86,3.68,AL
201303,2013,03,3.83,-2.33,AL
201304,2013,04,5.71,0.9,AL
201305,2013,05,4,-0.24,AL
201306,2013,06,5.81,1.53,AL
201307,2013,07,8.7,3.26,AL
