Date,Year,Month,Precip_inches,Anomaly_inches,state_cd
195709,1957,09,2.72,-1.08,NH
195710,1957,10,2.74,-0.78,NH
195711,1957,11,5.4,1.45,NH
195712,1957,12,6.02,2.44,NH
195801,1958,01,7.16,3.87,NH
195802,1958,02,2.74,-0.14,NH
195803,1958,03,2.58,-0.94,NH
195804,1958,04,4.18,0.62,NH
195805,1958,05,3.13,-0.49,NH
195806,1958,06,2.29,-1.65,NH
195807,1958,07,5.41,1.39,NH
195808,1958,08,2.37,-1.4,NH
195809,1958,09,3.74,-0.06,NH
195810,1958,10,3.62,0.1,NH
195811,1958,11,3.77,-0.18,NH
195812,1958,12,1.61,-1.97,NH
195901,1959,01,3.76,0.47,NH
195902,1959,02,2.8,-0.08,NH
195903,1959,03,3.66,0.14,NH
195904,1959,04,2.57,-0.99,NH
195905,1959,05,1.46,-2.16,NH
195906,1959,06,4.99,1.05,NH
195907,1959,07,2.7,-1.32,NH
195908,1959,08,5.02,1.25,NH
195909,1959,09,2.44,-1.36,NH
195910,1959,10,7.57,4.05,NH
195911,1959,11,6.29,2.34,NH
195912,1959,12,4.02,0.44,NH
196001,1960,01,2.98,-0.31,NH
196002,1960,02,4.49,1.61,NH
196003,1960,03,2.55,-0.97,NH
196004,1960,04,4.47,0.91,NH
196005,1960,05,4.49,0.87,NH
196006,1960,06,4.14,0.2,NH
196007,1960,07,4.52,0.5,NH
196008,1960,08,2.29,-1.48,NH
196009,1960,09,6.64,2.84,NH
196010,1960,10,3.65,0.13,NH
196011,1960,11,3,-0.95,NH
196012,1960,12,2.47,-1.11,NH
196101,1961,01,1.56,-1.73,NH
196102,1961,02,3.05,0.17,NH
196103,1961,03,2.55,-0.97,NH
196104,1961,04,4.72,1.16,NH
196105,1961,05,3.25,-0.37,NH
196106,1961,06,3.39,-0.55,NH
196107,1961,07,4.22,0.2,NH
196108,1961,08,3.09,-0.68,NH
196109,1961,09,3.06,-0.74,NH
196110,1961,10,2.16,-1.36,NH
196111,1961,11,4.05,0.1,NH
196112,1961,12,3.25,-0.33,NH
196201,1962,01,2.71,-0.58,NH
196202,1962,02,3.25,0.37,NH
196203,1962,03,2.02,-1.5,NH
196204,1962,04,3.93,0.37,NH
196205,1962,05,3.1,-0.52,NH
196206,1962,06,2.8,-1.14,NH
196207,1962,07,4.65,0.63,NH
196208,1962,08,4.27,0.5,NH
196209,1962,09,3.33,-0.47,NH
196210,1962,10,7.82,4.3,NH
196211,1962,11,3.54,-0.41,NH
196212,1962,12,3.74,0.16,NH
196301,1963,01,2.76,-0.53,NH
196302,1963,02,2.66,-0.22,NH
196303,1963,03,3.17,-0.35,NH
196304,1963,04,2.25,-1.31,NH
196305,1963,05,3.06,-0.56,NH
196306,1963,06,2.03,-1.91,NH
196307,1963,07,2.67,-1.35,NH
196308,1963,08,4.35,0.58,NH
196309,1963,09,2.47,-1.33,NH
196310,1963,10,1.19,-2.33,NH
196311,1963,11,8.21,4.26,NH
196312,1963,12,2.34,-1.24,NH
196401,1964,01,4.48,1.19,NH
196402,1964,02,1.94,-0.94,NH
196403,1964,03,4.21,0.69,NH
196404,1964,04,3.03,-0.53,NH
196405,1964,05,2.4,-1.22,NH
196406,1964,06,1.89,-2.05,NH
196407,1964,07,3.49,-0.53,NH
196408,1964,08,3.73,-0.04,NH
196409,1964,09,1.12,-2.68,NH
196410,1964,10,2.28,-1.24,NH
196411,1964,11,3.68,-0.27,NH
196412,1964,12,3.64,0.06,NH
196501,1965,01,1.67,-1.62,NH
196502,1965,02,3.44,0.56,NH
196503,1965,03,1.06,-2.46,NH
196504,1965,04,2.39,-1.17,NH
196505,1965,05,1.15,-2.47,NH
196506,1965,06,3.55,-0.39,NH
196507,1965,07,2.65,-1.37,NH
196508,1965,08,3.35,-0.42,NH
196509,1965,09,4.17,0.37,NH
196510,1965,10,3.75,0.23,NH
196511,1965,11,3.67,-0.28,NH
196512,1965,12,2.01,-1.57,NH
196601,1966,01,3.39,0.1,NH
196602,1966,02,2.61,-0.27,NH
196603,1966,03,2.96,-0.56,NH
196604,1966,04,1.25,-2.31,NH
196605,1966,05,3.04,-0.58,NH
196606,1966,06,3.35,-0.59,NH
196607,1966,07,3.04,-0.98,NH
196608,1966,08,4.5,0.73,NH
196609,1966,09,4.22,0.42,NH
196610,1966,10,3.37,-0.15,NH
196611,1966,11,3.71,-0.24,NH
196612,1966,12,3.12,-0.46,NH
196701,1967,01,1.61,-1.68,NH
196702,1967,02,3.18,0.3,NH
196703,1967,03,1.97,-1.55,NH
196704,1967,04,4.18,0.62,NH
196705,1967,05,5.53,1.91,NH
196706,1967,06,3.64,-0.3,NH
196707,1967,07,4.29,0.27,NH
196708,1967,08,3.22,-0.55,NH
196709,1967,09,3.02,-0.78,NH
196710,1967,10,2.88,-0.64,NH
196711,1967,11,3.31,-0.64,NH
196712,1967,12,4.76,1.18,NH
196801,1968,01,2.26,-1.03,NH
196802,1968,02,1.31,-1.57,NH
196803,1968,03,4.4,0.88,NH
196804,1968,04,3.37,-0.19,NH
196805,1968,05,4.58,0.96,NH
196806,1968,06,6.27,2.33,NH
196807,1968,07,2.13,-1.89,NH
196808,1968,08,2.35,-1.42,NH
196809,1968,09,2.85,-0.95,NH
196810,1968,10,2.55,-0.97,NH
196811,1968,11,6.27,2.32,NH
196812,1968,12,6.35,2.77,NH
196901,1969,01,2.27,-1.02,NH
196902,1969,02,5.33,2.45,NH
196903,1969,03,2.98,-0.54,NH
196904,1969,04,3.96,0.4,NH
196905,1969,05,2.58,-1.04,NH
196906,1969,06,4.25,0.31,NH
196907,1969,07,5.35,1.33,NH
196908,1969,08,3.92,0.15,NH
196909,1969,09,3.07,-0.73,NH
196910,1969,10,2.14,-1.38,NH
196911,1969,11,6.98,3.03,NH
196912,1969,12,7.53,3.95,NH
197001,1970,01,0.8,-2.49,NH
197002,1970,02,4.53,1.65,NH
197003,1970,03,3.31,-0.21,NH
197004,1970,04,3.72,0.16,NH
197005,1970,05,3.76,0.14,NH
197006,1970,06,3.1,-0.84,NH
197007,1970,07,2.62,-1.4,NH
197008,1970,08,3.73,-0.04,NH
197009,1970,09,4.22,0.42,NH
197010,1970,10,3.69,0.17,NH
197011,1970,11,3,-0.95,NH
197012,1970,12,4.37,0.79,NH
197101,1971,01,2.4,-0.89,NH
197102,1971,02,4.07,1.19,NH
197103,1971,03,3.37,-0.15,NH
197104,1971,04,2.04,-1.52,NH
197105,1971,05,3.59,-0.03,NH
197106,1971,06,2.48,-1.46,NH
197107,1971,07,4.36,0.34,NH
197108,1971,08,4.72,0.95,NH
197109,1971,09,2.6,-1.2,NH
197110,1971,10,3.02,-0.5,NH
197111,1971,11,4.02,0.07,NH
197112,1971,12,3.51,-0.07,NH
197201,1972,01,2.09,-1.2,NH
197202,1972,02,3.94,1.06,NH
197203,1972,03,5.21,1.69,NH
197204,1972,04,2.91,-0.65,NH
197205,1972,05,3.9,0.28,NH
197206,1972,06,5.43,1.49,NH
197207,1972,07,5.46,1.44,NH
197208,1972,08,2.91,-0.86,NH
197209,1972,09,2.11,-1.69,NH
197210,1972,10,3.37,-0.15,NH
197211,1972,11,6.43,2.48,NH
197212,1972,12,6.03,2.45,NH
197301,1973,01,3.77,0.48,NH
197302,1973,02,2.26,-0.62,NH
197303,1973,03,2.93,-0.59,NH
197304,1973,04,5.42,1.86,NH
197305,1973,05,5.83,2.21,NH
197306,1973,06,7.03,3.09,NH
197307,1973,07,3.78,-0.24,NH
197308,1973,08,3.76,-0.01,NH
197309,1973,09,2.92,-0.88,NH
197310,1973,10,3.37,-0.15,NH
197311,1973,11,3.32,-0.63,NH
197312,1973,12,8.99,5.41,NH
197401,1974,01,3.44,0.15,NH
197402,1974,02,2.55,-0.33,NH
197403,1974,03,4.46,0.94,NH
197404,1974,04,3.87,0.31,NH
197405,1974,05,5.5,1.88,NH
197406,1974,06,3.08,-0.86,NH
197407,1974,07,3.32,-0.7,NH
197408,1974,08,3.23,-0.54,NH
197409,1974,09,5.77,1.97,NH
197410,1974,10,1.82,-1.7,NH
197411,1974,11,4.15,0.2,NH
197412,1974,12,3.82,0.24,NH
197501,1975,01,3.87,0.58,NH
197502,1975,02,2.75,-0.13,NH
197503,1975,03,3.35,-0.17,NH
197504,1975,04,3.04,-0.52,NH
197505,1975,05,1.77,-1.85,NH
197506,1975,06,4.05,0.11,NH
197507,1975,07,5.47,1.45,NH
197508,1975,08,4.53,0.76,NH
197509,1975,09,5.78,1.98,NH
197510,1975,10,5.42,1.9,NH
197511,1975,11,5.07,1.12,NH
197512,1975,12,4.31,0.73,NH
197601,1976,01,4.64,1.35,NH
197602,1976,02,3.6,0.72,NH
197603,1976,03,3.38,-0.14,NH
197604,1976,04,2.99,-0.57,NH
197605,1976,05,5.22,1.6,NH
197606,1976,06,2.98,-0.96,NH
197607,1976,07,5.39,1.37,NH
197608,1976,08,5.09,1.32,NH
197609,1976,09,3.3,-0.5,NH
197610,1976,10,5.69,2.17,NH
197611,1976,11,1.79,-2.16,NH
197612,1976,12,2.99,-0.59,NH
197701,1977,01,3.11,-0.18,NH
197702,1977,02,2.54,-0.34,NH
197703,1977,03,5.34,1.82,NH
197704,1977,04,4.21,0.65,NH
197705,1977,05,1.96,-1.66,NH
197706,1977,06,4.98,1.04,NH
197707,1977,07,2.19,-1.83,NH
197708,1977,08,4.08,0.31,NH
197709,1977,09,5.95,2.15,NH
197710,1977,10,6.72,3.2,NH
197711,1977,11,3.95,0,NH
197712,1977,12,5.29,1.71,NH
197801,1978,01,7.19,3.9,NH
197802,1978,02,1.22,-1.66,NH
197803,1978,03,2.61,-0.91,NH
197804,1978,04,2.82,-0.74,NH
197805,1978,05,3.3,-0.32,NH
197806,1978,06,5.46,1.52,NH
197807,1978,07,2.42,-1.6,NH
197808,1978,08,3.19,-0.58,NH
197809,1978,09,1.43,-2.37,NH
197810,1978,10,3.63,0.11,NH
197811,1978,11,2.05,-1.9,NH
197812,1978,12,3.39,-0.19,NH
197901,1979,01,8.42,5.13,NH
197902,1979,02,2.2,-0.68,NH
197903,1979,03,3.35,-0.17,NH
197904,1979,04,3.91,0.35,NH
197905,1979,05,5.58,1.96,NH
197906,1979,06,1.41,-2.53,NH
197907,1979,07,3.72,-0.3,NH
197908,1979,08,4.85,1.08,NH
197909,1979,09,3.78,-0.02,NH
197910,1979,10,4.74,1.22,NH
197911,1979,11,3.44,-0.51,NH
197912,1979,12,2.23,-1.35,NH
198001,1980,01,1.03,-2.26,NH
198002,1980,02,0.95,-1.93,NH
198003,1980,03,4.77,1.25,NH
198004,1980,04,4.27,0.71,NH
198005,1980,05,1.59,-2.03,NH
198006,1980,06,3.26,-0.68,NH
198007,1980,07,3.64,-0.38,NH
198008,1980,08,2.93,-0.84,NH
198009,1980,09,3.88,0.08,NH
198010,1980,10,4.05,0.53,NH
198011,1980,11,4.04,0.09,NH
198012,1980,12,1.51,-2.07,NH
198101,1981,01,0.66,-2.63,NH
198102,1981,02,8.09,5.21,NH
198103,1981,03,1.17,-2.35,NH
198104,1981,04,3.51,-0.05,NH
198105,1981,05,3.83,0.21,NH
198106,1981,06,3.9,-0.04,NH
198107,1981,07,5.81,1.79,NH
198108,1981,08,3.85,0.08,NH
198109,1981,09,5.3,1.5,NH
198110,1981,10,5.84,2.32,NH
198111,1981,11,2.91,-1.04,NH
198112,1981,12,4.57,0.99,NH
198201,1982,01,3.62,0.33,NH
198202,1982,02,3.12,0.24,NH
198203,1982,03,2.97,-0.55,NH
198204,1982,04,3.78,0.22,NH
198205,1982,05,2.03,-1.59,NH
198206,1982,06,7.21,3.27,NH
198207,1982,07,2.73,-1.29,NH
198208,1982,08,3.41,-0.36,NH
198209,1982,09,2.76,-1.04,NH
198210,1982,10,2.07,-1.45,NH
198211,1982,11,4.19,0.24,NH
198212,1982,12,1.79,-1.79,NH
198301,1983,01,4.29,1,NH
198302,1983,02,2.84,-0.04,NH
198303,1983,03,6.72,3.2,NH
198304,1983,04,5.92,2.36,NH
198305,1983,05,6.18,2.56,NH
198306,1983,06,2.29,-1.65,NH
198307,1983,07,2.61,-1.41,NH
198308,1983,08,4.9,1.13,NH
198309,1983,09,1.97,-1.83,NH
198310,1983,10,3.59,0.07,NH
198311,1983,11,8.91,4.96,NH
198312,1983,12,6.23,2.65,NH
198401,1984,01,1.83,-1.46,NH
198402,1984,02,4.9,2.02,NH
198403,1984,03,4.06,0.54,NH
198404,1984,04,3.95,0.39,NH
198405,1984,05,9.93,6.31,NH
198406,1984,06,3.94,0,NH
198407,1984,07,5.15,1.13,NH
198408,1984,08,1.79,-1.98,NH
198409,1984,09,1.54,-2.26,NH
198410,1984,10,3.62,0.1,NH
198411,1984,11,3.42,-0.53,NH
198412,1984,12,3.57,-0.01,NH
198501,1985,01,1.29,-2,NH
198502,1985,02,2.87,-0.01,NH
198503,1985,03,3.2,-0.32,NH
198504,1985,04,1.89,-1.67,NH
198505,1985,05,3.31,-0.31,NH
198506,1985,06,3.46,-0.48,NH
198507,1985,07,2.61,-1.41,NH
198508,1985,08,4.65,0.88,NH
198509,1985,09,4.74,0.94,NH
198510,1985,10,3.09,-0.43,NH
198511,1985,11,5.37,1.42,NH
198512,1985,12,2.16,-1.42,NH
198601,1986,01,5.83,2.54,NH
198602,1986,02,2.39,-0.49,NH
198603,1986,03,4.17,0.65,NH
198604,1986,04,1.95,-1.61,NH
198605,1986,05,3.14,-0.48,NH
198606,1986,06,5.01,1.07,NH
198607,1986,07,5.53,1.51,NH
198608,1986,08,4.47,0.7,NH
198609,1986,09,3.23,-0.57,NH
198610,1986,10,2.19,-1.33,NH
198611,1986,11,4.74,0.79,NH
198612,1986,12,4.25,0.67,NH
198701,1987,01,3.86,0.57,NH
198702,1987,02,0.36,-2.52,NH
198703,1987,03,2.88,-0.64,NH
198704,1987,04,6.45,2.89,NH
198705,1987,05,2.02,-1.6,NH
198706,1987,06,6.02,2.08,NH
198707,1987,07,3.07,-0.95,NH
198708,1987,08,2.95,-0.82,NH
198709,1987,09,5.58,1.78,NH
198710,1987,10,4.79,1.27,NH
198711,1987,11,2.8,-1.15,NH
198712,1987,12,2.38,-1.2,NH
198801,1988,01,2.21,-1.08,NH
198802,1988,02,3.11,0.23,NH
198803,1988,03,1.69,-1.83,NH
198804,1988,04,4.42,0.86,NH
198805,1988,05,3.65,0.03,NH
198806,1988,06,1.9,-2.04,NH
198807,1988,07,6.4,2.38,NH
198808,1988,08,5.63,1.86,NH
198809,1988,09,2.16,-1.64,NH
198810,1988,10,2.36,-1.16,NH
198811,1988,11,6.17,2.22,NH
198812,1988,12,1.47,-2.11,NH
198901,1989,01,1.53,-1.76,NH
198902,1989,02,2.38,-0.5,NH
198903,1989,03,2.76,-0.76,NH
198904,1989,04,3.54,-0.02,NH
198905,1989,05,6.03,2.41,NH
198906,1989,06,5.61,1.67,NH
198907,1989,07,3.26,-0.76,NH
198908,1989,08,5.07,1.3,NH
198909,1989,09,4.39,0.59,NH
198910,1989,10,5.13,1.61,NH
198911,1989,11,4.76,0.81,NH
198912,1989,12,1.41,-2.17,NH
199001,1990,01,4.49,1.2,NH
199002,1990,02,3.26,0.38,NH
199003,1990,03,2.23,-1.29,NH
199004,1990,04,3.7,0.14,NH
199005,1990,05,5.85,2.23,NH
199006,1990,06,4.36,0.42,NH
199007,1990,07,3.24,-0.78,NH
199008,1990,08,8.07,4.3,NH
199009,1990,09,2.54,-1.26,NH
199010,1990,10,7.03,3.51,NH
199011,1990,11,3.58,-0.37,NH
199012,1990,12,5.4,1.82,NH
199101,1991,01,2.69,-0.6,NH
199102,1991,02,1.66,-1.22,NH
199103,1991,03,3.89,0.37,NH
199104,1991,04,3.45,-0.11,NH
199105,1991,05,3.6,-0.02,NH
199106,1991,06,2.7,-1.24,NH
199107,1991,07,2.48,-1.54,NH
199108,1991,08,8.53,4.76,NH
199109,1991,09,5.43,1.63,NH
199110,1991,10,4.38,0.86,NH
199111,1991,11,3.91,-0.04,NH
199112,1991,12,3.69,0.11,NH
199201,1992,01,2.68,-0.61,NH
199202,1992,02,2.2,-0.68,NH
199203,1992,03,4.04,0.52,NH
199204,1992,04,2.52,-1.04,NH
199205,1992,05,1.7,-1.92,NH
199206,1992,06,3.95,0.01,NH
199207,1992,07,4.31,0.29,NH
199208,1992,08,3.95,0.18,NH
199209,1992,09,3.66,-0.14,NH
199210,1992,10,2.82,-0.7,NH
199211,1992,11,4.61,0.66,NH
199212,1992,12,2.55,-1.03,NH
199301,1993,01,2.64,-0.65,NH
199302,1993,02,3.05,0.17,NH
199303,1993,03,4.36,0.84,NH
199304,1993,04,4.19,0.63,NH
199305,1993,05,1.44,-2.18,NH
199306,1993,06,3.38,-0.56,NH
199307,1993,07,3.48,-0.54,NH
199308,1993,08,3.35,-0.42,NH
199309,1993,09,4.68,0.88,NH
199310,1993,10,3.38,-0.14,NH
199311,1993,11,3.98,0.03,NH
199312,1993,12,4.2,0.62,NH
199401,1994,01,4.78,1.49,NH
199402,1994,02,1.5,-1.38,NH
199403,1994,03,4.94,1.42,NH
199404,1994,04,3.43,-0.13,NH
199405,1994,05,4.4,0.78,NH
199406,1994,06,3.35,-0.59,NH
199407,1994,07,4.51,0.49,NH
199408,1994,08,3.88,0.11,NH
199409,1994,09,4.87,1.07,NH
199410,1994,10,0.94,-2.58,NH
199411,1994,11,3.16,-0.79,NH
199412,1994,12,4,0.42,NH
199501,1995,01,3.81,0.52,NH
199502,1995,02,2.65,-0.23,NH
199503,1995,03,2.73,-0.79,NH
199504,1995,04,2.01,-1.55,NH
199505,1995,05,3.05,-0.57,NH
199506,1995,06,1.68,-2.26,NH
199507,1995,07,4.57,0.55,NH
199508,1995,08,2.69,-1.08,NH
199509,1995,09,2.78,-1.02,NH
199510,1995,10,9.03,5.51,NH
199511,1995,11,5.55,1.6,NH
199512,1995,12,3.11,-0.47,NH
199601,1996,01,5.41,2.12,NH
199602,1996,02,3.33,0.45,NH
199603,1996,03,2.28,-1.24,NH
199604,1996,04,7.03,3.47,NH
199605,1996,05,5.49,1.87,NH
199606,1996,06,3.74,-0.2,NH
199607,1996,07,7.77,3.75,NH
199608,1996,08,1.05,-2.72,NH
199609,1996,09,3.81,0.01,NH
199610,1996,10,7.99,4.47,NH
199611,1996,11,2.94,-1.01,NH
199612,1996,12,6.49,2.91,NH
199701,1997,01,3.61,0.32,NH
199702,1997,02,2.44,-0.44,NH
199703,1997,03,4.2,0.68,NH
199704,1997,04,4.3,0.74,NH
199705,1997,05,3.28,-0.34,NH
199706,1997,06,2.38,-1.56,NH
199707,1997,07,4.78,0.76,NH
199708,1997,08,5.05,1.28,NH
199709,1997,09,2.43,-1.37,NH
199710,1997,10,1.74,-1.78,NH
199711,1997,11,6.12,2.17,NH
199712,1997,12,2.79,-0.79,NH
199801,1998,01,5.35,2.06,NH
199802,1998,02,3.33,0.45,NH
199803,1998,03,4,0.48,NH
199804,1998,04,2.57,-0.99,NH
199805,1998,05,3.35,-0.27,NH
199806,1998,06,10.14,6.2,NH
199807,1998,07,3.63,-0.39,NH
199808,1998,08,3.21,-0.56,NH
199809,1998,09,2.78,-1.02,NH
199810,1998,10,4.39,0.87,NH
199811,1998,11,3.1,-0.85,NH
199812,1998,12,1.72,-1.86,NH
199901,1999,01,6.43,3.14,NH
199902,1999,02,1.99,-0.89,NH
199903,1999,03,5.08,1.56,NH
199904,1999,04,0.78,-2.78,NH
199905,1999,05,3.49,-0.13,NH
199906,1999,06,2.76,-1.18,NH
199907,1999,07,3.8,-0.22,NH
199908,1999,08,3.15,-0.62,NH
199909,1999,09,9.68,5.88,NH
199910,1999,10,4.02,0.5,NH
199911,1999,11,3.1,-0.85,NH
199912,1999,12,1.9,-1.68,NH
200001,2000,01,3.89,0.6,NH
200002,2000,02,3.56,0.68,NH
200003,2000,03,3.75,0.23,NH
200004,2000,04,6.4,2.84,NH
200005,2000,05,4.65,1.03,NH
200006,2000,06,3.83,-0.11,NH
200007,2000,07,5.15,1.13,NH
200008,2000,08,3.12,-0.65,NH
200009,2000,09,3.08,-0.72,NH
200010,2000,10,2.98,-0.54,NH
200011,2000,11,3.8,-0.15,NH
200012,2000,12,4.56,0.98,NH
200101,2001,01,1.58,-1.71,NH
200102,2001,02,3.22,0.34,NH
200103,2001,03,6.06,2.54,NH
200104,2001,04,1.09,-2.47,NH
200105,2001,05,1.92,-1.7,NH
200106,2001,06,4.84,0.9,NH
200107,2001,07,3.57,-0.45,NH
200108,2001,08,1.78,-1.99,NH
200109,2001,09,4.28,0.48,NH
200110,2001,10,1.74,-1.78,NH
200111,2001,11,2.21,-1.74,NH
200112,2001,12,2.58,-1,NH
200201,2002,01,2.63,-0.66,NH
200202,2002,02,3.06,0.18,NH
200203,2002,03,3.93,0.41,NH
200204,2002,04,4.53,0.97,NH
200205,2002,05,4.69,1.07,NH
200206,2002,06,6.03,2.09,NH
200207,2002,07,2.13,-1.89,NH
200208,2002,08,2.04,-1.73,NH
200209,2002,09,3.84,0.04,NH
200210,2002,10,3.64,0.12,NH
200211,2002,11,4.84,0.89,NH
200212,2002,12,3.53,-0.05,NH
200301,2003,01,2.34,-0.95,NH
200302,2003,02,2.73,-0.15,NH
200303,2003,03,3.2,-0.32,NH
200304,2003,04,2.98,-0.58,NH
200305,2003,05,4.5,0.88,NH
200306,2003,06,2.9,-1.04,NH
200307,2003,07,3.21,-0.81,NH
200308,2003,08,6.24,2.47,NH
200309,2003,09,5.34,1.54,NH
200310,2003,10,6.4,2.88,NH
200311,2003,11,3.77,-0.18,NH
200312,2003,12,6.77,3.19,NH
200401,2004,01,0.93,-2.36,NH
200402,2004,02,1.34,-1.54,NH
200403,2004,03,1.8,-1.72,NH
200404,2004,04,5.6,2.04,NH
200405,2004,05,5.41,1.79,NH
200406,2004,06,2.59,-1.35,NH
200407,2004,07,4.74,0.72,NH
200408,2004,08,5.81,2.04,NH
200409,2004,09,4.55,0.75,NH
200410,2004,10,1.98,-1.54,NH
200411,2004,11,4.1,0.15,NH
200412,2004,12,4.39,0.81,NH
200501,2005,01,3.15,-0.14,NH
200502,2005,02,2.8,-0.08,NH
200503,2005,03,3.98,0.46,NH
200504,2005,04,5.61,2.05,NH
200505,2005,05,5.16,1.54,NH
200506,2005,06,5.36,1.42,NH
200507,2005,07,4.05,0.03,NH
200508,2005,08,4.02,0.25,NH
200509,2005,09,3.47,-0.33,NH
200510,2005,10,13.65,10.13,NH
200511,2005,11,5.63,1.68,NH
200512,2005,12,4.21,0.63,NH
200601,2006,01,4.38,1.09,NH
200602,2006,02,2.4,-0.48,NH
200603,2006,03,1.42,-2.1,NH
200604,2006,04,2.98,-0.58,NH
200605,2006,05,9.17,5.55,NH
200606,2006,06,9.2,5.26,NH
200607,2006,07,5.53,1.51,NH
200608,2006,08,4.49,0.72,NH
200609,2006,09,2.51,-1.29,NH
200610,2006,10,7.85,4.33,NH
200611,2006,11,4.67,0.72,NH
200612,2006,12,3.65,0.07,NH
200701,2007,01,3.17,-0.12,NH
200702,2007,02,2.08,-0.8,NH
200703,2007,03,3.54,0.02,NH
200704,2007,04,7.32,3.76,NH
200705,2007,05,3.54,-0.08,NH
200706,2007,06,3.43,-0.51,NH
200707,2007,07,5.02,1,NH
200708,2007,08,2.73,-1.04,NH
200709,2007,09,3.37,-0.43,NH
200710,2007,10,4.97,1.45,NH
200711,2007,11,4.43,0.48,NH
200712,2007,12,4.73,1.15,NH
200801,2008,01,2.58,-0.71,NH
200802,2008,02,7.85,4.97,NH
200803,2008,03,5.17,1.65,NH
200804,2008,04,3.92,0.36,NH
200805,2008,05,1.12,-2.5,NH
200806,2008,06,6.29,2.35,NH
200807,2008,07,7.09,3.07,NH
200808,2008,08,5.81,2.04,NH
200809,2008,09,6.51,2.71,NH
200810,2008,10,3.85,0.33,NH
200811,2008,11,4.44,0.49,NH
200812,2008,12,6.15,2.57,NH
200901,2009,01,3.04,-0.25,NH
200902,2009,02,2.37,-0.51,NH
200903,2009,03,2.84,-0.68,NH
200904,2009,04,3.5,-0.06,NH
200905,2009,05,4.7,1.08,NH
200906,2009,06,6.24,2.3,NH
200907,2009,07,7.66,3.64,NH
200908,2009,08,5.17,1.4,NH
200909,2009,09,1.63,-2.17,NH
200910,2009,10,5.99,2.47,NH
200911,2009,11,4.1,0.15,NH
200912,2009,12,4.43,0.85,NH
201001,2010,01,2.78,-0.51,NH
201002,2010,02,4.1,1.22,NH
201003,2010,03,7.41,3.89,NH
201004,2010,04,2.82,-0.74,NH
201005,2010,05,2.29,-1.33,NH
201006,2010,06,4.62,0.68,NH
201007,2010,07,3.48,-0.54,NH
201008,2010,08,3.75,-0.02,NH
201009,2010,09,2.95,-0.85,NH
201010,2010,10,7.84,4.32,NH
201011,2010,11,3.66,-0.29,NH
201012,2010,12,4.3,0.72,NH
201101,2011,01,2.57,-0.72,NH
201102,2011,02,3.44,0.56,NH
201103,2011,03,4.87,1.35,NH
201104,2011,04,5.42,1.86,NH
201105,2011,05,5.09,1.47,NH
201106,2011,06,4.44,0.5,NH
201107,2011,07,2.69,-1.33,NH
201108,2011,08,9.09,5.32,NH
201109,2011,09,6.03,2.23,NH
201110,2011,10,6.22,2.7,NH
201111,2011,11,3.41,-0.54,NH
201112,2011,12,4.22,0.64,NH
201201,2012,01,3.21,-0.08,NH
201202,2012,02,1.14,-1.74,NH
201203,2012,03,1.95,-1.57,NH
201204,2012,04,3.24,-0.32,NH
201205,2012,05,5.74,2.12,NH
201206,2012,06,5.39,1.45,NH
201207,2012,07,2.95,-1.07,NH
201208,2012,08,4.76,0.99,NH
201209,2012,09,5.06,1.26,NH
201210,2012,10,5.51,1.99,NH
201211,2012,11,0.8,-3.15,NH
201212,2012,12,5.43,1.85,NH
201301,2013,01,1.98,-1.31,NH
201302,2013,02,3.09,0.21,NH
201303,2013,03,2.29,-1.23,NH
201304,2013,04,2.44,-1.12,NH
201305,2013,05,5.48,1.86,NH
201306,2013,06,7.04,3.1,NH
201307,2013,07,5.9,1.88,NH
201308,2013,08,3.34,-0.43,NH
201309,2013,09,5.08,1.28,NH
201310,2013,10,1.55,-1.97,NH
201311,2013,11,3.89,-0.06,NH
201312,2013,12,3.68,0.1,NH
201401,2014,01,3.46,0.17,NH
201402,2014,02,3.68,0.8,NH
201403,2014,03,4.11,0.59,NH
201404,2014,04,3.03,-0.53,NH
201405,2014,05,4.56,0.94,NH
201406,2014,06,3.91,-0.03,NH
201407,2014,07,7.27,3.25,NH
201408,2014,08,3.58,-0.19,NH
201409,2014,09,1.63,-2.17,NH
201410,2014,10,5.67,2.15,NH
201411,2014,11,3.27,-0.68,NH
201412,2014,12,5.47,1.89,NH
201501,2015,01,3.35,0.06,NH
201502,2015,02,2.42,-0.46,NH
201503,2015,03,1.65,-1.87,NH
201504,2015,04,2.8,-0.76,NH
201505,2015,05,1.95,-1.67,NH
201506,2015,06,7.34,3.4,NH
201507,2015,07,3.71,-0.31,NH
201508,2015,08,3.59,-0.18,NH
201509,2015,09,5.36,1.56,NH
201510,2015,10,4.05,0.53,NH
201511,2015,11,2.36,-1.59,NH
201512,2015,12,5.43,1.85,NH
201601,2016,01,1.97,-1.32,NH
201602,2016,02,4.72,1.84,NH
201603,2016,03,3.46,-0.06,NH
201604,2016,04,2.53,-1.03,NH
201605,2016,05,2.43,-1.19,NH
201606,2016,06,2.89,-1.05,NH
201607,2016,07,3.46,-0.56,NH
201608,2016,08,4.17,0.4,NH
201609,2016,09,2.11,-1.69,NH
201610,2016,10,4.6,1.08,NH
201611,2016,11,3.04,-0.91,NH
201612,2016,12,4.19,0.61,NH
201701,2017,01,2.82,-0.47,NH
201702,2017,02,3.12,0.24,NH
201703,2017,03,3.11,-0.41,NH
201704,2017,04,4.48,0.92,NH
201705,2017,05,6.55,2.93,NH
