C_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,C_Depth,C_Pb
C-326513,5183,NM,34.9084,-103.1258,04/14/09,Herbaceous Upland,Grasslands/Herbaceous,70-100,19.1
C-326345,5268,NM,34.8667,-108.5556,04/10/09,Herbaceous Upland,Grasslands/Herbaceous,30-100,13.6
C-326472,5359,NM,32.5582,-104.0385,04/15/09,Shrubland,Shrubland,60-100,0.7
C-326518,5419,NM,35.4347,-108.5546,04/16/09,Forested Upland,Evergreen Forest,38-50,17.8
C-326605,5439,NM,33.8617,-105.1213,04/11/09,Shrubland,Shrubland,55-100,12.9
C-326476,5524,NM,35.563,-107.0661,04/09/09,Shrubland,Shrubland,0-40,11.7
C-326494,5615,NM,32.1414,-105.0836,04/17/09,Shrubland,Shrubland,50-100,7.7
C-326584,5716,NM,32.5287,-108.4558,04/21/09,Shrubland,Shrubland,60-80,32.4
C-326330,5780,NM,34.0171,-107.0404,04/10/09,Shrubland,Shrubland,0-20,24.5
C-326324,5931,NM,36.4325,-106.8052,04/08/09,Shrubland,Shrubland,35-100,13.8
C-327778,5972,NM,31.7997,-106.9619,04/22/09,Shrubland,Shrubland,60-80,10.3
C-326482,6036,NM,32.838,-108.5839,04/21/09,Shrubland,Shrubland,0-30,27.8
C-326549,6123,NM,36.477,-105.7356,04/08/09,Shrubland,Shrubland,20-60,11.3
C-326321,6127,NM,33.4186,-103.8474,04/16/09,Shrubland,Shrubland,50-100,2.9
C-326343,6187,NM,36.1957,-107.8392,04/18/09,Shrubland,Shrubland,80-100,13.5
C-326598,6203,NM,36.9234,-103.8584,04/03/09,Shrubland,Shrubland,0-100,15
C-326574,6207,NM,34.4778,-103.6882,04/14/09,Forested Upland,Evergreen Forest,60-100,10.2
C-326480,6228,NM,32.0782,-108.3264,04/21/09,Herbaceous Upland,Grasslands/Herbaceous,60-100,16.7
C-326562,6292,NM,35.5725,-107.1339,04/09/09,Shrubland,Shrubland,35-100,19.9
C-326526,6356,NM,34.2343,-108.8157,04/10/09,Shrubland,Shrubland,40-100,9.2
C-326347,6383,NM,33.1186,-103.8283,04/16/09,Herbaceous Upland,Grasslands/Herbaceous,50-100,7.4
C-326603,6463,NM,33.2534,-104.3194,04/16/09,Shrubland,Shrubland,30-50,2.8
C-327770,6484,NM,31.8815,-108.2081,04/21/09,Shrubland,Shrubland,70-100,15
C-326535,6548,NM,35.2753,-106.4099,04/06/09,Shrubland,Shrubland,0-30,15.6
C-327776,6804,NM,33.2723,-107.4217,04/20/09,Forested Upland,Evergreen Forest,30-80,15.4
C-326334,6891,NM,36.0922,-103.2233,04/03/09,Shrubland,Shrubland,50-100,7.1
C-326503,6895,NM,35.0092,-104.8157,04/04/09,Shrubland,Shrubland,0-20,10.4
C-326706,6955,NM,35.8486,-106.4247,04/09/09,Forested Upland,Mixed Forest,70-100,38
C-327774,6996,NM,32.4387,-106.6156,04/18/09,Shrubland,Shrubland,5-30,29.8
C-326563,7147,NM,35.5904,-105.6301,04/06/09,Forested Upland,Evergreen Forest,10-50,12.9
C-326696,7151,NM,34.0101,-103.7369,04/14/09,Shrubland,Shrubland,80-100,8.4
C-326464,7211,NM,35.5307,-107.2038,04/09/09,Shrubland,Shrubland,60-100,16.6
C-326487,7231,NM,33.3695,-104.9051,04/16/09,Shrubland,Shrubland,0-5,16.8
C-326600,7316,NM,34.3427,-106.8726,04/11/09,Shrubland,Shrubland,70-100,12.1
C-326548,7407,NM,32.4531,-104.3153,04/15/09,Shrubland,Shrubland,0-10,14.8
C-327759,7508,NM,32.686,-107.1609,04/18/09,Shrubland,Shrubland,50-100,10.9
C-326553,7572,NM,34.2975,-105.8577,04/11/09,Shrubland,Shrubland,0-40,13.4
C-327757,7700,NM,31.7473,-108.3586,04/21/09,Shrubland,Shrubland,20-50,17.6
C-326510,7723,NM,36.631,-107.3919,04/08/09,Shrubland,Shrubland,40-100,17.5
C-326595,7828,NM,33.4781,-108.1293,04/20/09,Herbaceous Upland,Grasslands/Herbaceous,50-100,20.7
C-326582,7915,NM,36.6397,-103.0724,04/03/09,Shrubland,Shrubland,50-100,10.5
C-326322,7919,NM,34.5269,-104.6191,04/13/08,Shrubland,Shrubland,0-30,8.2
C-326474,7979,NM,35.8809,-106.6652,04/09/09,Forested Upland,Mixed Forest,20-80,20
C-326692,8020,NM,32.0908,-105.5431,04/17/09,Shrubland,Shrubland,70-80,14
C-326604,8171,NM,35.7968,-104.862,04/07/09,Shrubland,Shrubland,0-20,17.6
C-326326,8175,NM,33.3589,-103.2822,04/15/09,Shrubland,Shrubland,20-70,5.9
C-326332,8235,NM,36.6051,-108.9209,04/17/09,Shrubland,Shrubland,64-75,21.4
C-326468,8255,NM,35.2597,-103.1363,04/04/09,Herbaceous Upland,Grasslands/Herbaceous,70-100,7.5
C-327764,8276,NM,31.8167,-108.8065,04/21/09,Shrubland,Shrubland,5-30,24.9
C-326342,8340,NM,34.1452,-107.1638,04/10/09,Shrubland,Shrubland,75-100,36.4
C-326570,8404,NM,34.5875,-108.7674,04/10/09,Shrubland,Shrubland,20-40,17.3
C-326567,8431,NM,32.1782,-103.4419,04/15/09,Shrubland,Shrubland,40-50,8.3
C-326323,8491,NM,36.1854,-108.0474,04/18/09,Herbaceous Upland,Grasslands/Herbaceous,78-96,12.3
C-326505,8511,NM,34.1331,-105.2081,04/11/09,Shrubland,Shrubland,0-30,7.5
C-326335,8596,NM,34.7279,-105.9783,04/13/09,Herbaceous Upland,Grasslands/Herbaceous,80-100,7.3
C-326325,8687,NM,32.063,-105.4469,04/17/09,Shrubland,Shrubland,0-30,14.6
C-326568,8747,NM,36.8899,-106.7639,04/08/09,Herbaceous Upland,Grasslands/Herbaceous,5-100,16.1
C-327768,8788,NM,32.3615,-107.641,04/22/09,Shrubland,Shrubland,60-100,13.1
C-326484,8852,NM,33.5549,-106.0018,04/17/09,Shrubland,Shrubland,70-100,6.2
C-326550,8923,NM,35.8242,-108.8745,04/17/09,Shrubland,Shrubland,67-88,20.9
C-326512,9003,NM,36.0056,-106.7668,04/09/09,Forested Upland,Mixed Forest,75-100,15.2
C-326564,9108,NM,33.7443,-107.67,04/20/09,Forested Upland,Mixed Forest,0-40,21.6
C-326597,9195,NM,35.6196,-103.6794,04/04/09,Shrubland,Shrubland,90-120,8.1
C-326693,9199,NM,34.9125,-105.1546,04/04/09,Shrubland,Shrubland,30-50,11.4
C-326511,9275,NM,36.7428,-103.315,04/03/09,Herbaceous Upland,Grasslands/Herbaceous,60-100,15.5
C-326585,9279,NM,34.6498,-103.9802,04/14/09,Shrubland,Shrubland,70-110,12.7
C-327769,9300,NM,32.3122,-108.8037,04/21/09,Shrubland,Shrubland,20-60,24.4
C-326575,9364,NM,35.2481,-108.2083,04/16/09,Forested Upland,Evergreen Forest,37-43,14.3
C-326506,9455,NM,32.5175,-103.5109,04/15/09,Shrubland,Shrubland,0-10,11.7
C-326572,9535,NM,34.393,-104.4947,04/13/09,Herbaceous Upland,Grasslands/Herbaceous,60-100,7.7
C-326352,9620,NM,35.0148,-106.679,04/09/09,Shrubland,Shrubland,70-100,10.6
C-326348,9711,NM,33.0791,-104.6044,04/16/09,Shrubland,Shrubland,25-100,17.3
C-326689,9876,NM,33.8652,-106.671,04/11/09,Shrubland,Shrubland,40-100,11.9
C-326349,9963,NM,36.7314,-105.5532,04/07/09,Forested Upland,Evergreen Forest,0-20,40.7
C-326577,9967,NM,34.7114,-105.8529,04/13/09,Herbaceous Upland,Grasslands/Herbaceous,70-100,6.3
C-326520,10027,NM,36.4757,-106.8278,04/08/09,Forested Upland,Evergreen Forest,30-100,17.3
C-326573,10132,NM,32.937,-108.6557,04/21/09,Shrubland,Shrubland,0-30,8
C-326694,10219,NM,36.3242,-105.3066,04/07/09,Forested Upland,Mixed Forest,0-40,15.1
C-326542,10223,NM,34.2736,-103.1258,04/14/09,Herbaceous Upland,Grasslands/Herbaceous,80-100,7
C-326498,10283,NM,36.2599,-107.7373,04/18/09,Shrubland,Shrubland,57-72,17
C-326333,10299,NM,36.6976,-104.1175,04/03/09,Herbaceous Upland,Grasslands/Herbaceous,40-70,10.2
C-326460,10303,NM,35.0433,-103.6122,04/04/09,Herbaceous Upland,Grasslands/Herbaceous,40-100,12.6
C-327761,10324,NM,31.9359,-108.9424,04/21/09,Shrubland,Shrubland,5-40,24.4
C-326495,10388,NM,34.3323,-108.1431,04/10/09,Herbaceous Upland,Grasslands/Herbaceous,20-100,17.4
C-326538,10479,NM,32.7156,-103.5597,04/15/09,Shrubland,Shrubland,0-10,12.3
C-327765,10580,NM,31.9287,-107.6706,04/22/09,Shrubland,Shrubland,0-40,31.5
C-326554,10644,NM,33.6955,-105.8384,04/11/09,Shrubland,Shrubland,60-80,14.2
C-326488,10795,NM,36.6465,-108.2697,04/18/09,Shrubland,Shrubland,64-77,12.6
C-327783,10900,NM,33.1577,-107.2739,04/18/09,Shrubland,Shrubland,0-50,11.3
C-326541,10987,NM,36.3196,-104.3851,04/03/09,Herbaceous Upland,Grasslands/Herbaceous,60-100,15.5
C-326555,10991,NM,34.9569,-104.6664,04/04/09,Herbaceous Upland,Grasslands/Herbaceous,0-25,14.6
C-326519,11051,NM,35.6585,-107.0794,04/09/09,Shrubland,Shrubland,20-45,18.6
C-326591,11092,NM,32.5018,-106.0559,04/17/09,Shrubland,Shrubland,50-100,11.2
C-326583,11243,NM,35.8728,-105.4377,04/06/09,Herbaceous Upland,Grasslands/Herbaceous,40-75,22.4
C-326701,11247,NM,34.177,-103.6499,04/14/09,Shrubland,Shrubland,50-100,6
C-326515,11307,NM,35.5559,-107.9667,04/16/09,Shrubland,Shrubland,44-50,12.1
C-326559,11327,NM,33.5182,-105.5116,04/17/09,Herbaceous Upland,Grasslands/Herbaceous,40-70,11.4
C-326707,11412,NM,34.5756,-106.7579,04/09/09,Herbaceous Upland,Grasslands/Herbaceous,95-120,10.1
C-326589,11503,NM,32.485,-104.793,04/16/09,Shrubland,Shrubland,0-10,17.4
C-326516,11563,NM,36.7319,-106.1482,04/08/09,Forested Upland,Mixed Forest,20-80,19.1
C-327775,11604,NM,32.6886,-107.5266,04/18/09,Shrubland,Shrubland,0-10,25.8
C-327784,11668,NM,33.1987,-106.9278,04/18/09,Shrubland,Shrubland,20-40,9.6
C-327760,11796,NM,31.5064,-108.9265,04/21/09,Shrubland,Shrubland,100-120,28.7
C-326546,11819,NM,36.8208,-107.7275,04/18/09,Shrubland,Shrubland,76-96,18.9
C-326556,11924,NM,33.9348,-108.3317,04/20/09,Herbaceous Upland,Grasslands/Herbaceous,0-20,23.4
C-326318,11995,NM,35.3957,-108.667,04/17/09,Herbaceous Upland,Grasslands/Herbaceous,75-90,19.6
C-326517,12011,NM,36.2185,-103.101,04/03/09,Herbaceous Upland,Grasslands/Herbaceous,80-100,9.9
C-326528,12015,NM,34.7773,-104.5071,04/13/09,Shrubland,Shrubland,70-100,10.6
C-326533,12116,NM,32.2992,-105.6432,04/17/09,Shrubland,Shrubland,0-40,14.7
C-326475,12180,NM,33.7443,-108.9327,04/20/09,Forested Upland,Evergreen Forest,50-80,18.4
C-326485,12267,NM,36.2316,-104.7984,04/07/09,Herbaceous Upland,Grasslands/Herbaceous,70-100,13.4
C-326704,12271,NM,33.6663,-103.4794,04/15/09,Herbaceous Upland,Grasslands/Herbaceous,30-70,8.7
C-326471,12351,NM,34.7488,-103.338,04/14/09,Herbaceous Upland,Grasslands/Herbaceous,90-110,10.1
C-327785,12372,NM,32.0802,-108.991,04/21/09,Shrubland,Shrubland,0-30,22.5
C-326557,12436,NM,34.1818,-107.3245,04/10/09,Herbaceous Upland,Grasslands/Herbaceous,80-100,14.7
C-326596,12500,NM,34.8331,-108.6391,04/10/09,Shrubland,Shrubland,50-100,24.1
C-326697,12527,NM,32.518,-103.6526,04/15/09,Shrubland,Shrubland,30-80,4.8
C-326537,12587,NM,35.5652,-108.0855,04/16/09,Shrubland,Shrubland,44-58,13.6
C-326586,12607,NM,34.3027,-104.9341,04/13/09,Shrubland,Shrubland,0-30,10.2
C-326705,12692,NM,34.3074,-105.796,04/11/09,Shrubland,Shrubland,10-40,12.9
C-326558,12783,NM,32.2423,-104.9294,04/17/09,Shrubland,Shrubland,0-20,15
C-326523,12884,NM,32.5675,-107.9499,04/22/09,Shrubland,Shrubland,10-30,18.4
C-326539,12948,NM,33.2109,-106.0461,04/18/09,Shrubland,Shrubland,30-50,10.7
C-326496,13019,NM,36.2488,-108.8104,04/17/09,Shrubland,Shrubland,59-66,11
C-326504,13035,NM,36.642,-105.071,04/07/09,Shrubland,Shrubland,60-100,16.4
C-326607,13099,NM,36.2436,-106.4013,04/08/09,Herbaceous Upland,Grasslands/Herbaceous,0-20,12
C-327773,13140,NM,32.3513,-106.6139,04/18/09,Shrubland,Shrubland,20-40,25.1
C-326354,13204,NM,33.5436,-107.2725,04/20/09,Shrubland,Shrubland,0-20,25.8
C-321006,15,NV,41.0335,-115.3892,08/25/08,Planted/Cultivated,Pasture/Hay,100-125,14.7
C-320601,159,NV,39.1163,-118.9627,07/26/08,Planted/Cultivated,Urban/Recreational Grasses,104-124,18.3
C-320556,271,NV,39.3984,-115.0775,08/07/08,Shrubland,Shrubland,65-75,12.3
C-321020,335,NV,40.8599,-116.4885,08/10/08,Planted/Cultivated,Pasture/Hay,90-105,10.7
C-321016,367,NV,38.8821,-116.0592,08/08/08,Planted/Cultivated,Pasture/Hay,60-70,18.8
C-320573,591,NV,39.1022,-116.6039,08/09/08,Planted/Cultivated,Pasture/Hay,104-124,20.2
C-320561,623,NV,38.6908,-116.917,08/01/08,Shrubland,Shrubland,40-50,10
C-320659,671,NV,40.3064,-119.495,08/14/08,Shrubland,Shrubland,30-40,15.4
C-320666,735,NV,41.8072,-118.8395,08/18/08,Shrubland,Shrubland,80-102,15.1
C-320603,815,NV,36.4114,-116.0838,07/13/08,Shrubland,Shrubland,75-82,21.8
C-320686,847,NV,38.8486,-117.5824,07/30/08,Shrubland,Shrubland,100-118,79.2
C-320705,879,NV,37.1749,-114.7677,07/08/08,Shrubland,Shrubland,>60,23.7
C-321003,991,NV,38.6759,-114.8352,07/17/08,Shrubland,Shrubland,54-60,14.2
C-320594,1039,NV,40.6041,-115.3755,08/23/08,Shrubland,Shrubland,20-37,26.2
C-320639,1183,NV,39.2303,-119.5494,07/26/08,Shrubland,Shrubland,20-30,14
C-320613,1295,NV,41.5558,-118.4088,08/19/08,Shrubland,Shrubland,100-128,24.3
C-320631,1359,NV,39.7075,-115.3513,08/23/08,Shrubland,Shrubland,100-120,6.8
C-320650,1391,NV,38.2326,-115.3529,07/17/08,Shrubland,Shrubland,100-120,15.4
C-320571,1455,NV,36.3349,-114.4927,07/23/08,Shrubland,Shrubland,60-70,9.9
C-320652,1503,NV,41.8026,-119.833,08/17/08,Shrubland,Shrubland,95-117,11.4
C-320658,1551,NV,41.8671,-115.9663,08/02/08,Shrubland,Shrubland,90-110,14.4
C-320534,1583,NV,36.7722,-115.2988,07/11/08,Shrubland,Shrubland,25-30,6.7
C-321018,1615,NV,40.8887,-118.7291,08/16/08,Shrubland,Shrubland,104-128,11.4
C-320597,1679,NV,41.9126,-115.6475,08/22/08,Shrubland,Shrubland,80-90,23.8
C-320651,1695,NV,40.333,-119.2394,08/15/08,Shrubland,Shrubland,96-117,9
C-320646,1759,NV,37.8648,-114.7217,07/15/08,Shrubland,Shrubland,60-70,18.6
C-320578,1871,NV,39.7961,-118.0699,08/12/08,Shrubland,Shrubland,100-120,9.6
N.S.,1903,NV,37.6247,-116.8696,05/31/10,Shrubland,Shrubland,N.S.,
C-320653,2015,NV,39.2544,-114.4036,07/30/08,Shrubland,Shrubland,60-70,5.5
C-320689,2063,NV,39.9479,-114.7017,08/26/08,Shrubland,Shrubland,70-80,17.9
C-320645,2127,NV,40.8003,-116.1906,08/23/08,Shrubland,Shrubland,100-122,15.3
C-320708,2319,NV,41.8073,-118.8395,08/18/08,Shrubland,Shrubland,40-50,17.6
C-320641,2383,NV,39.7781,-116.525,08/09/08,Shrubland,Shrubland,55-65,18.9
C-320614,2415,NV,38.6321,-117.9543,07/28/08,Shrubland,Shrubland,105-130,22.9
C-320640,2527,NV,41.9105,-119.2135,08/18/08,Shrubland,Shrubland,75-90,17.5
C-320575,2607,NV,36.4138,-115.687,07/13/08,Shrubland,Shrubland,60-70,8.4
C-320527,2639,NV,39.9704,-118.0884,08/12/08,Shrubland,Shrubland,45-55,8.2
C-320713,2719,NV,39.9234,-119.5746,08/14/08,Shrubland,Shrubland,100-120,16.2
C-320525,2895,NV,38.8998,-117.2491,07/29/08,Shrubland,Shrubland,60-70,17.8
C-320668,3039,NV,38.5691,-114.5619,07/17/08,Shrubland,Shrubland,100-120,15.8
C-320609,3087,NV,39.4837,-114.4205,07/31/08,Shrubland,Shrubland,105-127,16.6
C-320625,3151,NV,41.23,-116.4527,08/22/08,Shrubland,Shrubland,60-70,17.4
C-320622,3183,NV,38.0939,-116.136,08/03/08,Shrubland,Shrubland,80-90,15.4
C-320540,3407,NV,39.7564,-115.6725,08/21/08,Shrubland,Shrubland,87-105,12.2
C-320660,3439,NV,37.6364,-117.6487,07/14/08,Shrubland,Shrubland,70-80,16.1
C-320585,3551,NV,41.3921,-119.9063,08/17/08,Shrubland,Shrubland,70-80,11.1
C-320636,3599,NV,41.7547,-117.1434,08/20/08,Shrubland,Shrubland,50-69,9.9
C-320605,3631,NV,36.1575,-115.4213,07/11/08,Shrubland,Shrubland,50-55,5.3
C-321009,3663,NV,40.0623,-117.5657,08/12/08,Shrubland,Shrubland,55-65,13.9
C-320690,3695,NV,37.8656,-115.0185,07/15/08,Shrubland,Shrubland,60-70,18.6
C-320615,3743,NV,40.0065,-119.1155,08/15/08,Shrubland,Shrubland,105-125,15.3
C-320672,3935,NV,39.5136,-118.5087,07/26/08,Shrubland,Shrubland,107-130,15.7
C-320535,3983,NV,38.3329,-118.0455,07/27/08,Shrubland,Shrubland,65-75,43.8
C-320670,4091,NV,40.9545,-114.5108,08/26/08,Shrubland,Shrubland,106-126,8.2
C-321014,4111,NV,41.2941,-115.7191,08/22/08,Shrubland,Shrubland,40-50,20.6
C-320528,4255,NV,38.8385,-118.3645,07/27/08,Shrubland,Shrubland,80-100,15.5
C-320581,4367,NV,39.5843,-114.5369,07/31/08,Shrubland,Shrubland,60-70,20.6
C-320559,4431,NV,40.422,-116.5262,08/10/08,Shrubland,Shrubland,100-120,16.3
C-320533,4463,NV,38.7298,-116.017,08/01/08,Shrubland,Shrubland,60-70,19.3
C-320701,4687,NV,40.7149,-117.8946,08/11/08,Shrubland,Shrubland,90-100,19.1
C-320586,4719,NV,38.4924,-116.9417,08/01/08,Shrubland,Shrubland,90-105,21.2
C-320562,4831,NV,37.5298,-114.4839,07/15/08,Shrubland,Shrubland,40-50,19.3
C-320656,4911,NV,36.4474,-116.4228,07/13/08,Shrubland,Shrubland,60-70,16.9
C-320709,4943,NV,39.5066,-116.8742,08/09/08,Shrubland,Shrubland,110-130,17.5
N.S.,4975,NV,37.2218,-116.5074,09/21/08,Shrubland,Shrubland,N.S.,
C-321005,5135,NV,40.4672,-115.0198,08/23/08,Shrubland,Shrubland,100-120,11.8
C-320563,5231,NV,35.6279,-115.0809,07/12/08,Shrubland,Shrubland,65-76,26.5
C-320685,5279,NV,39.2738,-119.0605,07/26/08,Shrubland,Shrubland,104-124,20
C-320557,5391,NV,41.5601,-118.7335,08/18/08,Shrubland,Shrubland,104-124,11.5
C-320694,5455,NV,39.6652,-115.9637,08/21/08,Shrubland,Shrubland,97-109,18
C-320627,5487,NV,38.3564,-115.3965,07/17/08,Shrubland,Shrubland,95-110,9.3
C-320542,5647,NV,41.6001,-116.2189,08/22/08,Shrubland,Shrubland,40-50,22.2
C-320695,5679,NV,36.4167,-114.9368,07/23/08,Shrubland,Shrubland,40-50,8.9
C-320637,5711,NV,40.6216,-118.5904,08/16/08,Shrubland,Shrubland,90-120,16.3
C-320628,5791,NV,40.8373,-119.3395,08/16/08,Shrubland,Shrubland,80-100,7.5
C-320593,5855,NV,37.6974,-114.7715,07/15/08,Shrubland,Shrubland,110-130,18.5
C-321007,5967,NV,39.6151,-117.7163,07/30/08,Shrubland,Shrubland,100-120,12.8
C-320590,6159,NV,40.276,-114.0793,08/26/08,Shrubland,Shrubland,50-60,13.4
C-321002,6223,NV,40.6241,-115.7613,08/21/08,Shrubland,Shrubland,100-120,17.3
C-320569,6255,NV,38.296,-115.8704,08/03/08,Shrubland,Shrubland,90-100,17.7
C-320647,6415,NV,41.6713,-117.5543,08/20/08,Shrubland,Shrubland,80-100,11.5
C-320591,6479,NV,40.021,-116.3301,08/09/08,Shrubland,Shrubland,100-120,12
C-320707,6511,NV,38.4241,-117.4735,07/29/08,Shrubland,Shrubland,100-120,19.2
C-320669,6623,NV,41.5824,-119.0293,08/18/08,Shrubland,Shrubland,85-100,17.6
C-320568,6671,NV,41.8916,-117.0764,08/20/08,Shrubland,Shrubland,40-50,12.9
C-320696,6703,NV,35.9468,-115.1732,07/11/08,Shrubland,Shrubland,45-55,16.5
C-320662,6735,NV,40,-118.1876,08/12/08,Shrubland,Shrubland,90-112,10.4
C-320550,6815,NV,40.0752,-119.9787,08/14/08,Shrubland,Shrubland,100-120,8.8
C-320673,6991,NV,39.4628,-117.052,07/30/08,Shrubland,Shrubland,105-120,20
C-320570,7007,NV,38.6572,-119.0129,07/25/08,Shrubland,Shrubland,40-50,16.4
C-320648,7135,NV,38.4027,-114.5267,07/17/08,Shrubland,Shrubland,106-130,19.3
C-320548,7163,NV,41.6527,-114.1762,08/25/08,Shrubland,Shrubland,103-126,26.6
C-320554,7247,NV,41.0763,-116.5644,08/10/08,Shrubland,Shrubland,75-85,21.5
C-320536,7279,NV,38.8396,-115.7174,08/08/08,Shrubland,Shrubland,80-90,17
C-320619,7503,NV,40.2933,-115.4139,08/23/08,Shrubland,Shrubland,100-120,19.4
C-320623,7535,NV,38.0923,-117.0136,07/29/08,Shrubland,Shrubland,65-75,17
C-320551,7727,NV,35.7577,-115.2039,07/12/08,Shrubland,Shrubland,80-90,20.2
C-320675,7759,NV,40.3905,-117.2772,08/12/08,Shrubland,Shrubland,100-120,17.9
C-320697,7791,NV,36.975,-114.9318,07/08/08,Shrubland,Shrubland,100-110,18.3
C-320616,8031,NV,39.6891,-119.0659,08/15/08,Shrubland,Shrubland,20-25,6.8
C-320602,8047,NV,37.4101,-117.4675,08/14/08,Shrubland,Shrubland,90-100,18.1
C-320657,8079,NV,38.2069,-118.391,07/27/08,Shrubland,Shrubland,70-80,16.1
C-320607,8187,NV,40.7031,-114.2301,08/26/08,Shrubland,Shrubland,70-80,17.4
C-320555,8207,NV,40.7523,-115.1471,08/23/08,Shrubland,Shrubland,70-80,22.4
C-320579,8351,NV,38.8284,-119.0108,07/25/08,Shrubland,Shrubland,95-105,16.4
C-320663,8463,NV,39.5328,-114.5406,07/31/08,Shrubland,Shrubland,90-100,17.4
C-320680,8527,NV,40.3155,-116.7894,08/09/08,Shrubland,Shrubland,65-75,43.6
C-320583,8559,NV,38.5477,-116.2809,08/01/08,Shrubland,Shrubland,50-60,21.7
C-321001,8751,NV,36.4345,-114.6383,07/23/08,Shrubland,Shrubland,50-60,8.7
C-320643,8783,NV,41.109,-117.4984,08/11/08,Shrubland,Shrubland,25-35,17.2
C-320574,8815,NV,38.5345,-117.0568,07/29/08,Shrubland,Shrubland,80-90,17.8
C-320565,8863,NV,40.5587,-119.9749,08/16/08,Shrubland,Shrubland,90-104,29.2
C-320543,8927,NV,37.1719,-114.2611,07/08/08,Shrubland,Shrubland,90-100,18.8
C-320587,9039,NV,40.0435,-117.6052,08/12/08,Shrubland,Shrubland,60-70,9.7
C-320537,9231,NV,40.0037,-115.2601,08/23/08,Shrubland,Shrubland,40-50,14.2
C-320664,9487,NV,41.886,-118.5554,08/18/08,Shrubland,Shrubland,100-120,11.2
C-321012,9551,NV,39.2923,-115.6578,08/08/08,Shrubland,Shrubland,60-70,8.9
C-320630,9583,NV,38.6534,-117.3244,07/29/08,Shrubland,Shrubland,60-70,16.7
C-320678,9695,NV,41.4866,-119.7263,08/17/08,Shrubland,Shrubland,30-40,12.1
C-320580,9775,NV,36.2629,-115.863,07/13/08,Shrubland,Shrubland,30-50,4.4
C-320693,9807,NV,41.0174,-118.2878,08/11/08,Shrubland,Shrubland,110-135,18.8
C-320634,9887,NV,40.8189,-118.7989,08/16/08,Shrubland,Shrubland,100-120,11.2
C-320702,9951,NV,37.7569,-114.2112,07/15/08,Shrubland,Shrubland,90-100,27.3
C-321013,10063,NV,39.334,-118.1573,07/28/08,Shrubland,Shrubland,100-123,15.3
C-321008,10255,NV,39.9906,-114.0596,08/26/08,Shrubland,Shrubland,110-130,27.4
C-320608,10319,NV,40.9956,-115.8596,08/23/08,Shrubland,Shrubland,35-45,24.3
C-320546,10351,NV,38.4116,-116.4396,08/01/08,Shrubland,Shrubland,60-65,18.5
C-320682,10511,NV,41.4147,-117.6355,08/20/08,Shrubland,Shrubland,40-46,19
C-320621,10575,NV,40.2053,-115.7483,08/21/08,Shrubland,Shrubland,30-40,10
C-320549,10607,NV,38.1813,-117.5868,07/28/08,Shrubland,Shrubland,80-90,18.1
C-320606,10719,NV,41.648,-119.5561,08/17/08,Shrubland,Shrubland,75-85,14.8
C-320532,10767,NV,41.7103,-116.8065,08/20/08,Shrubland,Shrubland,40-50,12.6
C-320692,10799,NV,36.0544,-114.8096,07/12/08,Shrubland,Shrubland,35-45,20.9
C-320618,10831,NV,40.3037,-118.0443,08/11/08,Shrubland,Shrubland,70-80,12.1
C-320552,10863,NV,37.7802,-115.445,07/15/08,Shrubland,Shrubland,100-110,21.6
C-320553,10895,NV,41.9301,-114.9422,08/25/08,Shrubland,Shrubland,90-100,19.6
C-321017,10911,NV,40.3099,-118.8651,08/15/08,Shrubland,Shrubland,65-75,14.4
C-320624,11087,NV,39.345,-117.1345,07/30/08,Shrubland,Shrubland,90-100,13.6
C-320684,11103,NV,38.68,-119.3228,07/25/08,Shrubland,Shrubland,60-70,13.2
C-320629,11119,NV,37.555,-117.1136,07/14/08,Shrubland,Shrubland,90-100,22.7
C-320700,11231,NV,38.1802,-114.9493,07/17/08,Shrubland,Shrubland,80-90,6.7
C-320541,11259,NV,41.2435,-114.6057,08/25/08,Shrubland,Shrubland,70-80,18
C-321019,11279,NV,39.7696,-114.5072,08/26/08,Shrubland,Shrubland,60-75,13.7
C-320529,11343,NV,40.7741,-116.8888,08/10/08,Shrubland,Shrubland,95-110,18.2
C-320638,11375,NV,39.1208,-115.2374,08/07/08,Shrubland,Shrubland,20-30,9.3
C-320679,11439,NV,36.2788,-114.1983,07/11/08,Shrubland,Shrubland,80-90,30.5
C-320649,11535,NV,41.9033,-117.9481,08/20/08,Shrubland,Shrubland,85-90,5.1
C-321010,11599,NV,39.0525,-116.1839,08/08/08,Shrubland,Shrubland,40-50,12.2
C-320706,11631,NV,38.3532,-116.6526,08/01/08,Shrubland,Shrubland,60-70,19.8
C-320595,11743,NV,41.3556,-119.5875,08/17/08,Shrubland,Shrubland,70-80,14.5
C-320584,11823,NV,36.1273,-115.7784,07/13/08,Shrubland,Shrubland,40-50,6.1
C-320617,11855,NV,39.286,-118.1377,07/28/08,Shrubland,Shrubland,100-120,15.4
C-320599,11887,NV,37.2454,-115.1055,07/08/08,Shrubland,Shrubland,100-120,8.2
C-320524,11999,NV,39.0393,-114.6889,07/31/08,Shrubland,Shrubland,65-75,7.8
C-320596,12127,NV,39.7231,-118.7655,07/26/08,Shrubland,Shrubland,100-110,13.8
C-320688,12175,NV,38.4131,-118.823,07/25/08,Shrubland,Shrubland,90-100,22.4
