C_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,C_Depth,C_Pb
C-358422,11612,TX,29.4539,-95.9281,07/30/10,Planted/Cultivated,Urban/Recreational Grasses,78-110,29.3
C-342383,11647,TX,34.7199,-100.8883,05/31/10,Planted/Cultivated,Row Crops,87-105,11.4
C-358955,11652,TX,30.6357,-103.8519,06/16/10,Non-Natural Woody,Orchards/Vineyards/Tree Farm,79-92,19.2
C-358423,11704,TX,33.0856,-99.0145,06/03/10,Planted/Cultivated,Pasture/Hay,30-50,21.6
C-358424,11716,TX,30.5572,-100.8193,06/12/10,Planted/Cultivated,Pasture/Hay,80-93,18.2
C-358956,11759,TX,31.7634,-102.8404,06/05/10,Shrubland,Shrubland,82-112,2.8
C-300508,11804,TX,26.7968,-98.4209,09/14/07,Shrubland,Shrubland,109-122,7.7
C-358957,11839,TX,31.7857,-102.3008,06/06/10,Shrubland,Shrubland,52-77,7
N.S.,11868,TX,29.776,-95.5575,07/08/10,Planted/Cultivated,Urban/Recreational Grasses,N.S.,
C-358426,11896,TX,34.0667,-99.5177,05/29/10,Planted/Cultivated,Fallow,82-100,6.6
C-342371,11903,TX,34.6984,-102.7992,05/30/10,Planted/Cultivated,Small Grains,80-102,11.1
C-358427,11960,TX,32.7037,-97.8341,06/25/10,Planted/Cultivated,Pasture/Hay,75-95,11
C-358428,11980,TX,30.4155,-99.3464,06/16/10,Planted/Cultivated,Pasture/Hay,40-60,8
C-358429,12024,TX,32.4418,-95.0601,07/02/10,Forested Upland,Evergreen Forest,80-100,11.1
C-358958,12095,TX,31.1429,-101.1753,06/07/10,Shrubland,Shrubland,24-32,11.9
C-358430,12108,TX,31.9051,-94.0245,07/05/10,Forested Upland,Mixed Forest,90-115,12.1
N.S.,12124,TX,29.6417,-96.4271,07/30/10,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
C-358431,12152,TX,30.9487,-97.3962,07/14/10,Planted/Cultivated,Pasture/Hay,20-40,17.2
C-358959,12159,TX,34.3765,-100.4635,06/01/10,Herbaceous Upland,Grasslands/Herbaceous,78-102,12.7
C-358961,12164,TX,30.445,-102.3226,06/14/10,Herbaceous Upland,Grasslands/Herbaceous,74-89,11.9
C-358962,12207,TX,31.1134,-104.627,06/10/10,Shrubland,Shrubland,88-109,13.9
C-358432,12236,TX,28.9045,-97.8772,07/21/10,Planted/Cultivated,Urban/Recreational Grasses,35-65,7.7
C-358433,12280,TX,32.2929,-97.2929,06/25/10,Planted/Cultivated,Urban/Recreational Grasses,80-115,2.8
C-358434,12300,TX,31.6202,-96.1793,06/22/10,Herbaceous Upland,Grasslands/Herbaceous,95-118,14.9
C-358437,12316,TX,29.4708,-97.4916,07/15/10,Planted/Cultivated,Urban/Recreational Grasses,84-112,11.5
C-358963,12415,TX,32.8999,-102.6129,06/04/10,Planted/Cultivated,Fallow,84-105,8.5
N.S.,12420,TX,30.5452,-104.159,06/17/10,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
C-358438,12444,TX,29.0408,-96.7072,07/29/10,Planted/Cultivated,Pasture/Hay,77-105,16.5
C-358439,12472,TX,31.8504,-98.0871,06/21/10,Planted/Cultivated,Pasture/Hay,25-35,10.9
C-358964,12484,TX,30.5053,-101.4103,06/14/10,Herbaceous Upland,Grasslands/Herbaceous,34-48,12.3
C-358440,12556,TX,31.8662,-94.7959,07/02/10,Forested Upland,Deciduous Forest,78-102,18.5
C-358442,12572,TX,28.5583,-99.1287,07/22/10,Planted/Cultivated,Urban/Recreational Grasses,83-111,12.3
C-358443,12628,TX,31.3092,-105.8391,06/18/10,Herbaceous Upland,Grasslands/Herbaceous,73-76,15
C-358444,12636,TX,27.8132,-97.6816,07/27/10,Planted/Cultivated,Urban/Recreational Grasses,78-105,18.5
C-358965,12671,TX,33.5753,-102.328,06/02/10,Planted/Cultivated,Row Crops,80-105,6.8
C-358445,12728,TX,31.7228,-99.942,06/09/10,Planted/Cultivated,Small Grains,50-65,10.7
N.S.,12740,TX,28.6334,-100.1315,07/20/10,Shrubland,Shrubland,N.S.,
C-358446,12792,TX,33.5355,-97.1323,05/31/10,Planted/Cultivated,Pasture/Hay,80-100,26.8
C-300601,12828,TX,26.2672,-97.1901,09/13/07,Barren,Transitional,61-81,6.5
C-358448,12863,TX,32.8774,-100.3522,06/05/10,Planted/Cultivated,Fallow,77-100,17.8
C-358449,12892,TX,30.2013,-97.3253,07/14/10,Forested Upland,Mixed Forest,76-97,21.1
C-342960,12907,TX,36.4951,-102.2418,05/25/10,Herbaceous Upland,Grasslands/Herbaceous,80-98,18.9
C-342363,12927,TX,35.1356,-101.3241,05/29/10,Planted/Cultivated,Row Crops,80-95,17.7
C-358450,12984,TX,32.3258,-99.5003,06/10/10,Planted/Cultivated,Pasture/Hay,30-40,22.5
N.S.,12996,TX,30.0517,-100.7219,06/14/10,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
C-358966,13039,TX,31.953,-104.0142,06/08/10,Shrubland,Shrubland,83-99,3.7
N.S.,13084,TX,27.5813,-99.0593,07/23/10,Shrubland,Shrubland,N.S.,
C-358967,13119,TX,31.2294,-101.9278,06/07/10,Shrubland,Shrubland,77-98,14.5
C-358451,13132,TX,31.8062,-94.1424,07/05/10,Planted/Cultivated,Urban/Recreational Grasses,79-80,18.5
C-358452,13148,TX,30.4513,-95.6341,07/09/10,Forested Upland,Mixed Forest,80-105,19.3
C-358453,13176,TX,33.3372,-98.4667,06/03/10,Planted/Cultivated,Pasture/Hay,30-45,13
C-342379,13183,TX,34.781,-101.528,05/31/10,Planted/Cultivated,Row Crops,88-102,16.1
C-313342,47,UT,38.831,-113.1348,06/24/08,Shrubland,Shrubland,104-121,8.4
C-313367,143,UT,41.8231,-113.4152,06/11/08,Planted/Cultivated,Pasture/Hay,10-26,22.9
C-313387,155,UT,38.3714,-110.893,06/28/08,Barren,Bare Rock/Sand/Clay,42-52,28.8
C-313340,303,UT,38.1571,-113.2444,06/24/08,Shrubland,Shrubland,100-116,15.2
C-313396,315,UT,40.7173,-109.3518,06/16/08,Herbaceous Upland,Grasslands/Herbaceous,96-106,9.3
C-313352,411,UT,37.7849,-109.3083,07/01/08,Shrubland,Shrubland,100-115,13.9
C-313390,571,UT,39.7637,-112.2872,06/21/08,Herbaceous Upland,Grasslands/Herbaceous,65-80,6.5
C-313433,667,UT,38.9385,-109.9643,06/30/08,Barren,Transitional,95-110,12.7
C-313344,763,UT,40.6518,-113.242,06/12/08,Shrubland,Shrubland,100-116,9.8
C-313473,827,UT,41.58,-112.254,06/10/08,Shrubland,Shrubland,50-60,5.3
C-313485,859,UT,38.6311,-111.9814,06/22/08,Forested Upland,Evergreen Forest,35-45,23.3
C-313385,1019,UT,40.8138,-113.7565,06/12/08,Barren,Bare Rock/Sand/Clay,90-100,5.7
C-313360,1071,UT,38.7696,-112.9928,06/24/08,Shrubland,Shrubland,35-45,9.8
C-313452,1179,UT,37.8093,-110.6288,06/28/08,Shrubland,Shrubland,105-118,14
C-313391,1327,UT,37.4334,-113.0548,07/07/08,Forested Upland,Deciduous Forest,51-61,13.5
C-313463,1339,UT,39.973,-110.2908,06/18/08,Shrubland,Shrubland,103-123,12.2
C-313472,1435,UT,39.8222,-109.5275,06/17/08,Shrubland,Shrubland,27-33,18.4
C-313353,1595,UT,40.295,-111.7493,06/14/08,Planted/Cultivated,Pasture/Hay,105-125,7.9
C-313459,1787,UT,39.6775,-113.0293,06/20/08,Herbaceous Upland,Grasslands/Herbaceous,50-65,30.9
C-313389,1851,UT,41.803,-111.3555,06/09/08,Planted/Cultivated,Pasture/Hay,97-105,12.6
C-313462,1883,UT,39.0514,-111.8428,06/22/08,Planted/Cultivated,Pasture/Hay,100-120,7.9
C-313443,2043,UT,41.5937,-112.6657,06/11/08,Herbaceous Upland,Grasslands/Herbaceous,98-117,9.3
C-313476,2095,UT,38.1999,-112.3459,06/26/08,Shrubland,Shrubland,45-55,20.2
C-313500,2203,UT,38.2736,-109.5677,06/30/08,Shrubland,Shrubland,102-124,9.9
C-313469,2363,UT,39.9799,-109.6902,06/17/08,Shrubland,Shrubland,70-80,17.1
C-313376,2459,UT,39.1974,-110.0761,06/30/08,Shrubland,Shrubland,90-95,12.9
C-313398,2619,UT,41.1821,-111.3737,06/10/08,Forested Upland,Mixed Forest,102-118,15.7
C-313501,2735,UT,37.1627,-112.3464,07/04/08,Shrubland,Shrubland,120-150,8.2
C-313426,2783,UT,37.766,-113.7214,07/05/08,Shrubland,Shrubland,100-117,26.4
C-313464,2811,UT,39.6879,-112.9897,06/20/08,Barren,Transitional,100-120,25
C-313471,2907,UT,38.9527,-110.9927,06/27/08,Shrubland,Shrubland,95-115,6.8
C-313331,3067,UT,41.2501,-113.9849,06/12/08,Shrubland,Shrubland,96-110,25.7
C-313361,3119,UT,37.4634,-111.9504,07/04/08,Shrubland,Shrubland,100-115,9.2
C-313429,3227,UT,37.7639,-109.7709,07/02/08,Forested Upland,Mixed Forest,110-130,15.7
C-313354,3387,UT,39.7947,-111.202,06/19/08,Shrubland,Shrubland,100-120,6.2
C-313440,3483,UT,39.0768,-109.3763,06/30/08,Shrubland,Shrubland,95-110,22.3
C-313374,3643,UT,40.6473,-112.3082,06/13/08,Developed,Low Intensity Residential,140-157,10.5
C-313497,3807,UT,37.5908,-113.7321,07/05/08,Shrubland,Shrubland,40-47,20.9
C-313442,3835,UT,40.7989,-112.7065,06/12/08,Barren,Bare Rock/Sand/Clay,100-118,8.7
C-313491,3931,UT,38.0536,-111.8268,06/26/08,Shrubland,Shrubland,80-90,20
C-313336,4059,UT,37.1759,-109.851,07/01/08,Barren,Bare Rock/Sand/Clay,20-30,8.1
C-313477,4063,UT,38.7001,-112.4363,06/22/08,Forested Upland,Evergreen Forest,50-65,24.1
C-313383,4143,UT,39.2703,-113.2499,06/25/08,Barren,Bare Rock/Sand/Clay,20-30,6.7
C-313435,4251,UT,37.3659,-111.1226,07/03/08,Shrubland,Shrubland,112-133,9.9
C-313460,4399,UT,38.2371,-112.9488,06/24/08,Shrubland,Shrubland,65-75,13.7
C-313381,4411,UT,40.212,-110.0626,06/18/08,Shrubland,Shrubland,88-106,16.2
C-313365,4507,UT,38.0338,-110.185,07/02/08,Forested Upland,Evergreen Forest,100-115,10.1
C-313487,4603,UT,40.2648,-109.1021,06/16/08,Herbaceous Upland,Grasslands/Herbaceous,80-90,13.2
C-313333,4667,UT,40.1163,-112.2336,06/21/08,Shrubland,Shrubland,75-90,15.3
C-313482,4859,UT,40.1003,-113.7157,06/20/08,Shrubland,Shrubland,105-115,40.7
C-313384,4923,UT,41.9538,-111.9783,06/10/08,Planted/Cultivated,Small Grains,40-44,30.2
C-313495,4955,UT,38.8096,-111.6932,06/22/08,Forested Upland,Deciduous Forest,50-60,13.9
C-313439,5087,UT,39.0379,-113.7655,06/25/08,Shrubland,Shrubland,85-90,11
C-313450,5115,UT,40.7251,-113.4989,06/12/08,Barren,Bare Rock/Sand/Clay,102-126,11.7
C-313454,5163,UT,37.2909,-109.5643,07/01/08,Shrubland,Shrubland,110-130,7.9
C-313339,5167,UT,39.2891,-112.4188,06/19/08,Herbaceous Upland,Grasslands/Herbaceous,100-115,8.1
C-313479,5275,UT,37.5263,-111.2305,07/03/08,Shrubland,Shrubland,100-130,12
C-313393,5435,UT,40.8216,-110.8007,06/15/08,Forested Upland,Mixed Forest,25-35,13.2
C-313453,5531,UT,39.5147,-109.5334,06/17/08,Shrubland,Shrubland,100-118,16
C-313359,5691,UT,40.6346,-110.9449,06/15/08,Forested Upland,Evergreen Forest,40-52,11.4
C-313355,5883,UT,40.3389,-112.5366,06/13/08,Shrubland,Shrubland,96-120,14.2
C-313494,5979,UT,39.5487,-111.6241,06/19/08,Planted/Cultivated,Pasture/Hay,102-120,8.2
C-313348,6111,UT,38.7273,-113.9318,06/25/08,Shrubland,Shrubland,105-130,11.8
C-313347,6139,UT,41.6819,-113.9665,06/11/08,Shrubland,Shrubland,90-100,20.6
C-313370,6191,UT,37.8254,-112.1097,06/26/08,Shrubland,Shrubland,47-57,11.6
C-313399,6299,UT,38.6943,-109.4028,06/30/08,Shrubland,Shrubland,100-125,14
C-313449,6395,UT,40.8334,-109.0755,06/16/08,Herbaceous Upland,Grasslands/Herbaceous,15-29,10.9
C-313431,6459,UT,40.3385,-109.6348,06/17/08,Shrubland,Shrubland,75-85,8.4
C-313432,6555,UT,39.4752,-110.2473,06/18/08,Shrubland,Shrubland,100-114,17
C-313438,6715,UT,40.9792,-111.4296,06/14/08,Herbaceous Upland,Grasslands/Herbaceous,26-36,7.9
C-313493,6831,UT,37.2233,-112.1191,07/04/08,Herbaceous Upland,Grasslands/Herbaceous,100-125,7.5
C-313392,6879,UT,37.6096,-113.9422,07/05/08,Forested Upland,Evergreen Forest,25-35,31.3
C-313377,6907,UT,39.9841,-112.4757,06/21/08,Herbaceous Upland,Grasslands/Herbaceous,35-45,22.1
C-313478,7003,UT,38.6638,-110.7028,06/27/08,Shrubland,Shrubland,90-100,13.3
C-313461,7067,UT,39.3593,-109.0588,06/30/08,Shrubland,Shrubland,115-130,16.7
C-313455,7131,UT,37.2683,-111.0706,07/03/08,Shrubland,Shrubland,105-123,18.2
C-313430,7183,UT,39.6351,-113.8513,06/20/08,Shrubland,Shrubland,100-118,19.2
C-313380,7215,UT,37.2903,-112.4949,07/04/08,Shrubland,Shrubland,82-100,15.9
C-313483,7323,UT,37.5892,-110.1241,07/02/08,Shrubland,Shrubland,105-127,15.2
C-313341,7483,UT,39.776,-110.7067,06/18/08,Shrubland,Shrubland,80-100,12.5
C-313337,7579,UT,38.9677,-109.5259,06/30/08,Herbaceous Upland,Grasslands/Herbaceous,100-120,20.1
C-313457,7739,UT,41.0579,-111.9053,06/10/08,Developed,Low Intensity Residential,79-89,15
C-313484,7771,UT,39.2641,-110.9833,06/27/08,Shrubland,Shrubland,90-108,23.4
C-313448,7903,UT,37.1686,-113.6141,07/05/08,Shrubland,Shrubland,30-35,7.5
C-313436,7931,UT,41.261,-113.1325,06/11/08,Barren,Bare Rock/Sand/Clay,110-140,12.2
C-313372,8027,UT,38.2636,-110.5795,06/28/08,Shrubland,Shrubland,95-112,7.4
C-313424,8155,UT,37.3997,-109.9939,07/01/08,Shrubland,Shrubland,100-120,8
C-313364,8159,UT,38.6601,-112.3308,06/22/08,Herbaceous Upland,Grasslands/Herbaceous,40-50,22.9
C-313465,8239,UT,38.4415,-113.4741,06/24/08,Shrubland,Shrubland,42-52,8.9
C-313323,8347,UT,37.9229,-111.2344,06/28/08,Forested Upland,Evergreen Forest,100-120,14
C-313388,8495,UT,37.1997,-113.1623,07/07/08,Shrubland,Shrubland,48-55,11.9
N.S.,8507,UT,39.8774,-110.3913,06/18/08,Herbaceous Upland,Grasslands/Herbaceous,N.S.,
C-313346,8603,UT,38.6505,-110.1581,06/28/08,Shrubland,Shrubland,50-65,16
C-313351,8763,UT,40.2566,-111.4946,06/14/08,Barren,Bare Rock/Sand/Clay,90-100,13.2
C-364530,8955,UT,39.8106,-113.1241,06/20/08,Shrubland,Shrubland,40-50,28.8
C-313327,9019,UT,41.8637,-111.5755,06/09/08,Herbaceous Upland,Grasslands/Herbaceous,88-104,18.6
C-313434,9051,UT,39.0928,-111.6714,06/21/08,Herbaceous Upland,Grasslands/Herbaceous,100-116,5
C-313475,9183,UT,39.238,-113.9251,06/25/08,Shrubland,Shrubland,70-80,21.4
C-313447,9211,UT,41.624,-113.3087,06/11/08,Shrubland,Shrubland,103-114,10.4
C-313330,9263,UT,39.4479,-112.7635,06/19/08,Barren,Bare Rock/Sand/Clay,100-115,11
C-313468,9371,UT,37.8875,-111.1055,06/28/08,Shrubland,Shrubland,100-120,19.3
C-313363,9627,UT,39.3284,-109.3776,06/17/08,Shrubland,Shrubland,100-117,17.5
C-313492,9787,UT,40.5546,-111.4887,06/14/08,Shrubland,Shrubland,114-126,25.6
C-313486,9979,UT,40.5139,-112.796,06/13/08,Shrubland,Shrubland,104-123,8.8
C-313428,10075,UT,39.1076,-111.6056,06/21/08,Forested Upland,Evergreen Forest,85-98,9.7
C-313332,10203,UT,37.2557,-110.9821,07/03/08,Shrubland,Shrubland,103-120,9
C-313371,10207,UT,38.2776,-113.7192,06/24/08,Shrubland,Shrubland,20-27,26.2
C-313326,10235,UT,41.3787,-113.2778,06/11/08,Shrubland,Shrubland,100-110,8.6
C-313366,10287,UT,37.8425,-112.5387,06/26/08,Shrubland,Shrubland,60-70,30.9
C-313375,10395,UT,37.5521,-109.9375,07/02/08,Shrubland,Shrubland,110-130,6.4
C-313368,10555,UT,40.4379,-109.8517,06/16/08,Shrubland,Shrubland,70-82,16.7
C-313382,10651,UT,39.4124,-110.4867,06/08/08,Shrubland,Shrubland,100-120,9.7
C-313345,10975,UT,37.9178,-113.7809,06/24/08,Shrubland,Shrubland,70-80,16.5
C-313325,11003,UT,39.7594,-112.3811,06/21/08,Shrubland,Shrubland,105-120,10.4
C-313446,11099,UT,38.2374,-111.9575,06/26/08,Shrubland,Shrubland,32-42,18.1
N.S.,11311,UT,37.6529,-111.9889,07/04/08,Shrubland,Shrubland,N.S.,
N.S.,11323,UT,40.9234,-110.1107,06/15/08,Shrubland,Shrubland,N.S.,
C-313358,11515,UT,39.9406,-109.1695,06/16/08,Shrubland,Shrubland,10-20,17.6
C-313456,11579,UT,39.7406,-111.5094,06/19/08,Shrubland,Shrubland,75-85,20.7
C-313490,11675,UT,38.8675,-110.21,06/28/08,Barren,Bare Rock/Sand/Clay,100-120,9.2
C-313507,11835,UT,41.2664,-112.1401,06/10/08,Herbaceous Upland,Grasslands/Herbaceous,98-111,8.1
C-313349,11867,UT,39.6774,-111.2573,06/19/08,Forested Upland,Mixed Forest,70-90,8.5
N.S.,12027,UT,40.8705,-112.9939,06/12/08,Shrubland,Shrubland,N.S.,
C-313328,12123,UT,38.275,-111.0807,06/28/08,Shrubland,Shrubland,105-125,9.2
C-313496,12251,UT,37.266,-109.6755,07/01/08,Shrubland,Shrubland,80-95,6.6
C-313338,12255,UT,38.5996,-112.654,06/24/08,Herbaceous Upland,Grasslands/Herbaceous,50-60,19.4
C-313397,12331,UT,37.278,-109.3793,07/01/08,Shrubland,Shrubland,30-34,14.5
C-313498,12335,UT,38.5268,-112.8486,06/25/08,Herbaceous Upland,Grasslands/Herbaceous,70-80,22.3
N.S.,12431,UT,41.8758,-113.0609,06/11/08,Shrubland,Shrubland,N.S.,
C-313425,12443,UT,37.5411,-111.6405,07/04/08,Shrubland,Shrubland,105-122,10.2
C-313441,12591,UT,37.5477,-112.909,07/05/08,Forested Upland,Deciduous Forest,105-125,19.2
C-313324,12603,UT,40.1557,-110.4057,06/18/08,Shrubland,Shrubland,90-105,11.5
C-313373,12699,UT,38.5757,-110.4323,06/28/08,Shrubland,Shrubland,112-132,10.5
N.S.,12859,UT,40.6139,-112.0324,06/14/08,Shrubland,Shrubland,N.S.,
C-313395,13051,UT,39.8325,-113.4793,06/20/08,Shrubland,Shrubland,40-50,7.4
C-313474,13115,UT,41.4958,-111.1105,06/09/08,Herbaceous Upland,Grasslands/Herbaceous,90-108,18
C-313480,13147,UT,38.5551,-111.3457,06/27/08,Shrubland,Shrubland,105-125,12
C-350766,188,VA,39.1325,-78.1369,07/05/10,Forested Upland,Deciduous Forest,40-50,18.6
C-350767,220,VA,36.6213,-80.9092,10/28/10,Planted/Cultivated,Pasture/Hay,100-120,28.1
C-350768,412,VA,37.289,-78.5204,10/28/10,Forested Upland,Deciduous Forest,85-92,10.7
C-350769,476,VA,36.7516,-81.289,05/30/10,Forested Upland,Evergreen Forest,85-100,11.9
C-364326,732,VA,37.4717,-79.3258,07/13/11,Forested Upland,Deciduous Forest,50-70,39.6
C-350771,924,VA,36.8611,-76.8535,11/03/10,Forested Upland,Mixed Forest,8-24,13.1
C-350772,940,VA,36.9221,-82.537,05/31/10,Forested Upland,Deciduous Forest,24-39,9.3
C-350773,1212,VA,38.6631,-78.1492,05/26/10,Planted/Cultivated,Pasture/Hay,55-75,36.3
C-350774,1244,VA,36.7777,-79.7125,10/28/10,Forested Upland,Deciduous Forest,90-97,24.6
C-350775,1724,VA,37.7961,-76.4342,11/04/10,Forested Upland,Deciduous Forest,132-152,11.1
C-350776,1948,VA,37.5955,-77.6244,11/15/10,Forested Upland,Mixed Forest,41-58,26.2
C-350777,2204,VA,37.424,-77.8749,11/15/10,Forested Upland,Deciduous Forest,132-152,18.9
C-350778,2236,VA,38.1719,-77.6936,11/05/10,Forested Upland,Mixed Forest,91-102,19.7
C-350780,2268,VA,37.2829,-82.0017,06/01/10,Forested Upland,Deciduous Forest,35-50,25.1
C-350781,2732,VA,37.0812,-82.5601,05/31/10,Forested Upland,Deciduous Forest,38-53,22.2
C-350782,2748,VA,38.0045,-76.9432,11/04/10,Herbaceous Upland,Grasslands/Herbaceous,114-132,8.7
C-350783,2780,VA,37.9799,-79.4946,05/27/10,Herbaceous Upland,Grasslands/Herbaceous,90-110,16.9
C-350784,2972,VA,37.1363,-76.7688,11/03/10,Forested Upland,Mixed Forest,132-150,20.3
C-350785,3228,VA,38.1827,-79.0993,05/31/10,Planted/Cultivated,Pasture/Hay,80-100,31.6
C-350786,4020,VA,36.782,-75.9763,11/03/10,Developed,High Intensity Residential,107-122,11.5
C-350787,4284,VA,38.7766,-78.4705,05/26/10,Forested Upland,Mixed Forest,55-73,14
C-364327,4508,VA,36.8759,-78.3365,07/14/11,Forested Upland,Evergreen Forest,118-128,11.8
C-350741,4828,VA,37.2667,-79.7274,05/28/10,Forested Upland,Deciduous Forest,110-130,17.4
C-350742,5020,VA,37.1016,-77.0159,11/03/10,Herbaceous Upland,Grasslands/Herbaceous,76-107,11.4
C-350743,5308,VA,38.88,-77.6883,11/18/10,Forested Upland,Deciduous Forest,61-66,14.2
C-350744,5340,VA,36.9575,-80.1487,05/29/10,Planted/Cultivated,Pasture/Hay,55-75,71.3
C-350745,5820,VA,37.7525,-76.8468,11/05/10,Forested Upland,Mixed Forest,127-157,4.8
C-350746,6044,VA,37.7692,-77.0816,11/05/10,Herbaceous Upland,Grasslands/Herbaceous,30-56,5.3
C-350747,6300,VA,37.1472,-78.7496,10/28/10,Herbaceous Upland,Grasslands/Herbaceous,90-110,10
C-350749,6332,VA,38.2704,-77.7974,11/03/10,Forested Upland,Deciduous Forest,42-48,13.3
C-350750,6364,VA,36.6685,-82.3442,05/30/10,Herbaceous Upland,Grasslands/Herbaceous,35-45,25
C-364328,6556,VA,37.0674,-79.4546,07/13/11,Forested Upland,Mixed Forest,70-90,19.5
C-350751,6780,VA,38.2761,-79.1973,05/27/10,Forested Upland,Mixed Forest,50-65,17.9
C-350752,6812,VA,36.6406,-78.03,10/29/10,Forested Upland,Mixed Forest,100-120,26.4
C-350753,6844,VA,38.7092,-77.2781,05/25/10,Forested Upland,Deciduous Forest,75-95,22.4
C-350754,6876,VA,38.0603,-79.5412,05/27/10,Forested Upland,Mixed Forest,85-100,13.2
C-350755,7068,VA,36.8547,-80.4967,05/30/10,Developed,Low Intensity Residential,110-125,12.4
C-350757,7324,VA,37.8662,-79.1468,05/28/10,Forested Upland,Mixed Forest,80-95,28.5
C-350758,7836,VA,36.8189,-77.3606,11/03/10,Forested Upland,Mixed Forest,132-150,16.1
C-350759,8060,VA,38.6218,-78.4899,05/26/10,Planted/Cultivated,Pasture/Hay,70-90,26.2
C-350760,8116,VA,37.4187,-75.917,11/04/10,Forested Upland,Mixed Forest,44-52,9.3
C-350761,8380,VA,39.0593,-78.5159,07/05/10,Forested Upland,Mixed Forest,25-35,22.8
C-350762,8412,VA,36.5989,-80.6924,10/28/10,Planted/Cultivated,Pasture/Hay,100-120,24.2
C-350763,8604,VA,37.3801,-78.1638,11/15/10,Forested Upland,Evergreen Forest,122-145,20
C-350716,8924,VA,37.5911,-79.7246,05/28/10,Forested Upland,Mixed Forest,55-65,84.8
C-350717,8948,VA,37.9258,-75.6325,11/04/10,Forested Upland,Evergreen Forest,91-102,6.7
C-350719,9116,VA,36.812,-76.7369,11/03/10,Forested Upland,Mixed Forest,91-122,8.6
C-350720,9372,VA,37.9708,-77.9308,11/15/10,Forested Upland,Deciduous Forest,114-142,13.9
C-350721,9404,VA,38.1925,-78.0786,11/05/10,Forested Upland,Evergreen Forest,81-99,27.5
C-350722,9436,VA,37.3306,-82.2145,06/01/10,Forested Upland,Deciduous Forest,45-60,19.8
C-350723,9628,VA,36.735,-78.7662,10/28/10,Herbaceous Upland,Grasslands/Herbaceous,40-50,18.9
C-350724,9916,VA,38.0901,-77.4293,11/05/10,Forested Upland,Mixed Forest,127-157,8.5
C-350725,10140,VA,37.5676,-76.6727,11/04/10,Forested Upland,Mixed Forest,137-152,10.3
C-364329,10396,VA,37.2582,-78.657,07/13/11,Herbaceous Upland,Grasslands/Herbaceous,80-90,36.7
C-350726,10460,VA,36.8453,-82.4702,05/31/10,Forested Upland,Deciduous Forest,95-110,26.6
C-350728,10652,VA,36.6791,-78.8306,10/28/10,Forested Upland,Deciduous Forest,120-140,11.7
C-350729,10684,VA,39.2693,-78.2193,07/05/10,Developed,Low Intensity Residential,70-80,22.1
C-350730,10908,VA,36.564,-77.638,10/29/10,Forested Upland,Mixed Forest,100-114,11.5
C-350731,11164,VA,37.1961,-80.3241,05/29/10,Forested Upland,Deciduous Forest,50-60,26.1
C-350732,11420,VA,37.6972,-78.8236,10/27/10,Forested Upland,Deciduous Forest,30-60,24.2
C-350733,11484,VA,36.8519,-81.0917,05/30/10,Planted/Cultivated,Pasture/Hay,70-100,10.8
C-350734,11932,VA,36.8522,-77.9638,10/29/10,Planted/Cultivated,Pasture/Hay,108-125,24.8
C-350735,12156,VA,38.6675,-78.6615,05/27/10,Developed,Low Intensity Residential,60-75,30.9
C-350736,12476,VA,38.7947,-77.5736,05/25/10,Forested Upland,Mixed Forest,94-114,7.2
C-350737,12508,VA,37.0986,-79.6944,05/29/10,Forested Upland,Deciduous Forest,90-110,53.4
C-350738,13212,VA,37.4479,-77.4066,11/15/10,Forested Upland,Deciduous Forest,122-135,22.6
C-300538,809,VT,44.5668,-73.0246,09/14/07,Planted/Cultivated,Pasture/Hay,18-33,22.6
C-300235,873,VT,43.6144,-73.0982,07/16/07,Forested Upland,Deciduous Forest,51-61,21.4
C-300572,2345,VT,44.4498,-71.6768,09/15/07,Forested Upland,Mixed Forest,13-20,30.5
C-300582,2601,VT,44.5104,-71.6749,09/15/07,Forested Upland,Mixed Forest,13-25,23.9
C-300219,2665,VT,43.4081,-72.9892,07/15/07,Forested Upland,Deciduous Forest,46-53,14.3
C-300550,3625,VT,45.0073,-73.0834,09/15/07,Forested Upland,Deciduous Forest,18-33,19.2
C-300549,4905,VT,44.0256,-72.8323,09/15/07,Forested Upland,Deciduous Forest,36-46,25.5
C-300583,5665,VT,44.8661,-73.302,09/14/07,Forested Upland,Mixed Forest,38-51,10.5
C-300539,6697,VT,44.7595,-71.7138,09/14/07,Forested Upland,Mixed Forest,13-20,14.7
C-300198,6761,VT,42.9623,-73.154,07/11/07,Forested Upland,Mixed Forest,41-46,13.7
C-300594,7721,VT,44.2764,-72.6186,09/15/07,Forested Upland,Mixed Forest,13-25,13
C-300551,7785,VT,43.736,-72.3225,09/15/07,Planted/Cultivated,Pasture/Hay,30-46,17
C-300599,9769,VT,44.9286,-72.2772,09/14/07,Planted/Cultivated,Pasture/Hay,18-38,17
C-300578,10857,VT,43.8333,-72.5082,09/15/07,Forested Upland,Mixed Forest,15-30,22.7
C-300249,11369,VT,42.7983,-72.7769,07/11/07,Forested Upland,Deciduous Forest,51-66,13
C-354315,142,WA,47.4609,-119.874,07/18/10,Shrubland,Shrubland,50-72,9.5
