Top5_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,Top5_Depth,Top5_Pb
C-340212,6526,ND,46.6164,-100.945,10/28/09,Planted/Cultivated,Pasture/Hay,0-5,11.8
C-321843,6745,ND,47.4617,-100.0313,07/01/08,Planted/Cultivated,Row Crops,0-5,13.5
C-340229,6782,ND,46.0463,-101.0579,10/09/09,Planted/Cultivated,Pasture/Hay,0-5,11.6
C-323105,7150,ND,48.9424,-102.7896,10/01/08,Planted/Cultivated,Small Grains,0-5,13.7
C-323119,7230,ND,48.2466,-103.0883,09/29/08,Planted/Cultivated,Small Grains,0-5,14
C-340406,7257,ND,46.9816,-98.818,06/23/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,13.3
C-340433,7321,ND,48.6066,-99.4517,07/02/09,Planted/Cultivated,Row Crops,0-5,12.1
C-340412,7486,ND,47.7656,-101.1201,10/22/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.2
C-339126,7513,ND,46.7528,-96.8324,05/18/09,Planted/Cultivated,Row Crops,0-5,18.7
C-321820,7550,ND,47.1041,-100.7755,07/14/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.9
C-323480,7769,ND,47.8508,-98.9783,10/24/08,Planted/Cultivated,Pasture/Hay,0-5,11.8
C-339140,8025,ND,48.071,-97.277,09/15/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,16.4
C-322991,8062,ND,46.6517,-102.7381,09/16/08,Planted/Cultivated,Small Grains,0-5,12.9
C-339128,8281,ND,46.1104,-98.4089,07/21/09,Planted/Cultivated,Row Crops,0-5,14.5
C-323485,8345,ND,47.9403,-98.1224,07/15/08,Planted/Cultivated,Small Grains,0-5,14
C-340419,8382,ND,46.4254,-102.5027,10/07/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.8
C-340217,8510,ND,48.0238,-100.2372,06/03/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,9
C-323106,8537,ND,46.261,-99.3238,08/19/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,13.2
C-340434,8601,ND,48.4906,-98.5161,07/01/09,Planted/Cultivated,Row Crops,0-5,11.9
C-339129,8793,ND,47.1387,-97.813,07/24/09,Planted/Cultivated,Row Crops,0-5,22.2
C-340226,9198,ND,48.8803,-100.2465,06/01/09,Planted/Cultivated,Pasture/Hay,0-5,13.1
C-340418,9278,ND,47.4103,-103.1451,07/01/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.9
C-323487,9369,ND,47.799,-98.2459,07/15/08,Planted/Cultivated,Pasture/Hay,0-5,11.5
C-340228,9406,ND,47.0687,-102.0291,10/09/09,Planted/Cultivated,Small Grains,0-5,13.4
C-340414,9534,ND,48.1118,-101.5384,08/03/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,10
C-323115,9561,ND,46.421,-97.442,10/17/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,11.8
C-340213,9598,ND,47.2405,-101.5555,10/08/09,Planted/Cultivated,Small Grains,0-5,10.6
C-323488,9817,ND,48.3729,-98.6381,07/30/08,Planted/Cultivated,Row Crops,0-5,12.9
C-340417,10174,ND,47.1293,-104.0215,04/23/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.1
C-340215,10222,ND,48.8502,-100.9465,06/02/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.9
C-340220,10302,ND,47.4202,-102.3159,10/08/09,Planted/Cultivated,Small Grains,0-5,11.9
C-323120,10329,ND,46.546,-99.2016,08/13/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,16
C-340232,10558,ND,47.5132,-100.6941,06/01/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,11.7
C-323102,10585,ND,46.1614,-98.0889,10/21/08,Planted/Cultivated,Fallow,0-5,12
C-340214,10622,ND,46.3347,-101.3142,10/09/09,Planted/Cultivated,Small Grains,0-5,13.6
C-340439,10841,ND,47.6665,-99.5842,08/25/09,Planted/Cultivated,Row Crops,0-5,12
C-322992,11134,ND,46.7859,-103.2834,09/18/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.2
C-340420,11198,ND,46.1491,-103.5596,10/28/09,Planted/Cultivated,Small Grains,0-5,14.7
C-323385,11246,ND,48.5772,-102.8204,10/01/08,Planted/Cultivated,Small Grains,0-5,12
C-323381,11326,ND,48.4377,-102.408,10/01/08,Planted/Cultivated,Row Crops,0-5,14.2
C-340415,11353,ND,46.8772,-98.6434,06/22/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,13.2
C-340441,11417,ND,48.6463,-100.0335,06/26/09,Planted/Cultivated,Row Crops,0-5,12.9
C-340219,11582,ND,47.3995,-101.5082,10/08/09,Planted/Cultivated,Small Grains,0-5,13.2
C-339132,11609,ND,46.925,-96.8595,05/14/09,Planted/Cultivated,Pasture/Hay,0-5,18.7
C-321822,11646,ND,46.6787,-100.5266,07/02/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,11.6
C-340445,11865,ND,47.4998,-98.9535,08/25/09,Planted/Cultivated,Row Crops,0-5,11.8
C-340427,12158,ND,46.3555,-102.8444,10/07/09,Planted/Cultivated,Pasture/Hay,0-5,13.6
C-323103,12270,ND,48.5628,-102.4796,10/01/08,Planted/Cultivated,Fallow,0-5,13.5
C-339142,12441,ND,47.3692,-97.7643,10/09/09,Planted/Cultivated,Fallow,0-5,11.1
C-340425,12478,ND,46.6096,-102.0345,04/28/09,Planted/Cultivated,Fallow,0-5,16.4
C-340227,12606,ND,47.9919,-100.6891,06/01/09,Planted/Cultivated,Pasture/Hay,0-5,12.3
C-340407,12633,ND,47.2537,-99.2471,05/11/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.7
C-323113,12670,ND,46.4573,-100.2293,08/05/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,13.5
C-340436,12697,ND,48.7765,-98.6038,07/01/09,Planted/Cultivated,Small Grains,0-5,12.1
C-323486,12889,ND,48.0714,-99.2885,10/20/08,Planted/Cultivated,Row Crops,0-5,13
C-323117,13118,ND,48.1108,-103.9941,09/29/08,Planted/Cultivated,Small Grains,0-5,12.9
C-340435,13145,ND,48.4462,-97.6139,08/26/09,Planted/Cultivated,Row Crops,0-5,14.7
C-322849,13182,ND,46.103,-102.486,11/04/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,13
C-300912,152,NE,41.8842,-99.8631,09/19/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.9
C-322955,283,NE,41.5966,-101.5264,04/23/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,13.2
C-300921,344,NE,42.0764,-97.7964,07/14/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,22
C-301158,539,NE,41.0378,-101.7211,10/23/07,Planted/Cultivated,Small Grains,0-5,20.5
C-300973,600,NE,41.0917,-98.8833,07/25/07,Planted/Cultivated,Row Crops,0-5,20.3
C-322980,715,NE,42.7673,-103.7523,06/19/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,19.7
C-322954,795,NE,41.9421,-101.725,04/23/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,11
C-300975,856,NE,40.3889,-97.8636,07/25/07,Planted/Cultivated,Row Crops,0-5,110
C-301162,907,NE,42.9328,-100.2583,10/05/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,16.3
C-300918,1240,NE,40.215,-98.8998,08/09/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,20.9
C-322973,1307,NE,42.5086,-100.9289,04/21/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,9.1
C-301195,1368,NE,41.83,-97.5772,07/14/07,Planted/Cultivated,Small Grains,0-5,22.1
C-301183,1480,NE,42.9886,-98.9557,10/04/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,21.1
C-300925,1560,NE,41.9695,-96.1636,06/28/07,Planted/Cultivated,Row Crops,0-5,21.6
C-301171,1563,NE,40.6439,-100.0381,09/13/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,19.5
C-300965,1624,NE,40.8412,-99.5406,09/06/07,Planted/Cultivated,Row Crops,0-5,23.1
C-322965,1819,NE,42.1844,-102.4383,04/22/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,9.3
C-300953,1880,NE,41.2178,-98.0019,07/27/07,Planted/Cultivated,Small Grains,0-5,15.9
C-322937,1931,NE,42.8167,-100.8667,04/21/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.7
C-322943,2139,NE,42.0006,-103.9389,04/22/08,Planted/Cultivated,Row Crops,0-5,14.4
C-300968,2248,NE,42.6819,-97.7761,08/04/07,Planted/Cultivated,Small Grains,0-5,20.4
C-322950,2331,NE,42.0685,-101.0396,04/23/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,16.3
C-300958,2392,NE,41.9942,-98.2528,08/29/07,Planted/Cultivated,Row Crops,0-5,16.5
C-300962,2584,NE,41.4397,-96.4239,06/01/07,Planted/Cultivated,Row Crops,0-5,29.2
C-301176,2587,NE,40.8247,-100.9858,10/22/07,Planted/Cultivated,Row Crops,0-5,17.6
C-300939,2648,NE,40.6817,-98.9,08/07/07,Planted/Cultivated,Row Crops,0-5,17
C-300961,2840,NE,40.1981,-96.2728,06/05/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,20.4
C-322938,2843,NE,42.1717,-102.9956,04/22/08,Planted/Cultivated,Small Grains,0-5,16.7
C-301192,2904,NE,42.4931,-98.5747,10/02/07,Planted/Cultivated,Row Crops,0-5,15.8
C-301161,2923,NE,40.0758,-101.0431,10/11/07,Planted/Cultivated,Row Crops,0-5,20.8
C-322948,2955,NE,42.7983,-102.0653,04/22/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,16.3
C-301157,3352,NE,42.2369,-96.6283,06/06/07,Planted/Cultivated,Pasture/Hay,0-5,22.1
C-322945,3355,NE,42.4347,-101.2056,04/21/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.1
C-300950,3416,NE,42.5153,-97.9594,08/02/07,Planted/Cultivated,Row Crops,0-5,19.7
C-322949,3611,NE,41.3361,-102.3742,04/23/08,Shrubland,Shrubland,0-5,16.7
C-301155,3672,NE,40.4961,-97.7853,06/25/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,24.8
C-300923,3864,NE,40.7125,-96.7822,06/26/07,Planted/Cultivated,Small Grains,0-5,26
C-322962,3867,NE,41.3219,-103.8925,04/23/08,Planted/Cultivated,Small Grains,0-5,18.7
C-301198,3928,NE,42.5219,-99.5364,10/04/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.3
C-300969,3992,NE,40.2927,-99.3429,08/16/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,20.2
C-300915,4184,NE,40.6511,-96.0376,06/07/07,Planted/Cultivated,Small Grains,0-5,26.3
C-300943,4248,NE,41.625,-98.4456,07/27/07,Planted/Cultivated,Pasture/Hay,0-5,20.8
C-322935,4379,NE,41.2042,-102.1972,04/23/08,Planted/Cultivated,Row Crops,0-5,18.5
C-300957,4440,NE,42.2981,-97.6411,08/02/07,Planted/Cultivated,Row Crops,0-5,12.8
C-301179,4635,NE,41.1737,-101.1364,10/23/07,Shrubland,Shrubland,0-5,22.1
C-301166,4696,NE,40.2772,-99.8514,10/11/07,Planted/Cultivated,Small Grains,0-5,17.3
C-322940,4891,NE,41.6369,-101.6939,04/23/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.4
C-300948,4952,NE,41.4494,-98.5008,07/27/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,25.8
C-301181,5147,NE,40.7239,-102.0112,10/22/07,Planted/Cultivated,Small Grains,0-5,22.2
C-322976,5403,NE,41.8339,-101.6778,04/23/08,Planted/Cultivated,Row Crops,0-5,10
C-300940,5464,NE,41.7025,-97.1033,07/14/07,Planted/Cultivated,Row Crops,0-5,20.9
C-301188,5659,NE,40.7373,-101.6231,10/23/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,20.9
C-322961,5720,NE,41.1833,-99.6716,11/29/07,Planted/Cultivated,Pasture/Hay,0-5,13.6
C-322969,5915,NE,42.7641,-101.907,04/22/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.8
C-300930,5976,NE,41.1938,-97.4448,06/28/07,Planted/Cultivated,Row Crops,0-5,23.5
C-301189,6027,NE,42.9181,-100.8592,10/03/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.7
C-322946,6235,NE,42.5749,-103.7377,06/19/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,18.5
C-300951,6344,NE,42.67,-97.2231,07/14/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.2
C-301187,6427,NE,41.5533,-99.9025,09/29/07,Planted/Cultivated,Small Grains,0-5,15.3
C-300942,6488,NE,41.4381,-98.1472,07/30/07,Planted/Cultivated,Row Crops,0-5,22.3
C-301165,6600,NE,42.2951,-99.6848,10/03/07,Planted/Cultivated,Row Crops,0-5,16.4
C-300931,6616,NE,40.2307,-97.293,10/26/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,25.5
C-301186,6683,NE,41.0184,-100.7396,10/22/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,26.4
C-300914,6744,NE,40.305,-98.9617,08/07/07,Planted/Cultivated,Pasture/Hay,0-5,16.7
C-300956,6936,NE,40.4754,-96.7608,06/07/07,Planted/Cultivated,Row Crops,0-5,27.1
C-301173,7000,NE,42.4004,-98.4768,10/02/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.2
C-301167,7019,NE,40.2495,-100.6844,10/11/07,Planted/Cultivated,Small Grains,0-5,18.8
C-322981,7051,NE,42.7304,-102.4611,06/17/08,Planted/Cultivated,Row Crops,0-5,16.5
C-322972,7195,NE,41.1697,-102.4425,04/23/08,Planted/Cultivated,Row Crops,0-5,15.8
C-322966,7451,NE,42.4544,-100.9356,04/23/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,11.3
C-300924,7512,NE,41.2656,-98.7558,07/30/07,Planted/Cultivated,Row Crops,0-5,22.6
C-300937,7640,NE,40.1528,-97.8686,07/23/07,Planted/Cultivated,Row Crops,0-5,23.9
C-322979,7707,NE,41.3389,-103.0194,04/23/08,Planted/Cultivated,Small Grains,0-5,18.3
C-301184,7768,NE,40.6394,-97.7483,06/25/07,Planted/Cultivated,Row Crops,0-5,21.3
C-300929,7960,NE,40.8344,-96.9464,06/26/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,21
C-322982,7963,NE,41.2458,-103.2675,04/23/08,Planted/Cultivated,Row Crops,0-5,18.6
C-301180,8024,NE,42.3383,-99.4759,10/04/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.1
C-322951,8075,NE,42.9909,-102.4344,06/17/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,17.6
C-301172,8344,NE,41.5475,-99.0869,09/06/07,Planted/Cultivated,Row Crops,0-5,19.2
C-301185,8392,NE,42.7879,-98.3934,10/02/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,18.2
C-300967,8408,NE,40.027,-99.0745,08/07/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,20.6
C-301163,8475,NE,42.2039,-100.5275,10/03/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,11.6
C-300941,8536,NE,42.4692,-97.2061,07/14/07,Planted/Cultivated,Row Crops,0-5,23.8
C-300946,8728,NE,41.8135,-96.1535,06/28/07,Planted/Cultivated,Row Crops,0-5,22.1
C-301160,8731,NE,40.5695,-100.7741,10/22/07,Planted/Cultivated,Small Grains,0-5,17.2
C-300947,8792,NE,40.4742,-99.5686,08/16/07,Planted/Cultivated,Row Crops,0-5,22.7
C-323054,8987,NE,42.4883,-101.7103,04/23/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.2
C-300936,9048,NE,41.2472,-98.5084,07/30/07,Planted/Cultivated,Row Crops,0-5,17.9
C-301170,9099,NE,42.9586,-100.4644,10/03/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,12.9
C-322936,9307,NE,41.4836,-103.9669,04/21/08,Planted/Cultivated,Small Grains,0-5,18.1
C-322942,9499,NE,41.8162,-101.0306,04/21/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,9.4
C-300927,9560,NE,41.4816,-97.0363,06/28/07,Planted/Cultivated,Row Crops,0-5,24.6
C-300922,9624,NE,40.9672,-96.5297,06/07/07,Planted/Cultivated,Small Grains,0-5,26.8
C-300916,9752,NE,41.4603,-96.8189,06/28/07,Planted/Cultivated,Pasture/Hay,0-5,20.7
C-301164,9755,NE,40.38,-101.2258,10/11/07,Planted/Cultivated,Small Grains,0-5,19.9
C-322952,9816,NE,41.3066,-99.9443,11/29/07,Planted/Cultivated,Row Crops,0-5,13.2
C-300949,10008,NE,40.3678,-96.0475,06/07/07,Planted/Cultivated,Row Crops,0-5,28.8
C-322947,10011,NE,42.3192,-102.8078,04/22/08,Planted/Cultivated,Small Grains,0-5,14.3
C-301191,10072,NE,40.8713,-97.5398,06/25/07,Planted/Cultivated,Row Crops,0-5,19.9
C-322978,10091,NE,40.2792,-101.5239,11/30/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,18.6
C-322956,10123,NE,42.8633,-101.8711,04/22/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.9
C-322941,10331,NE,41.8581,-103.3606,04/22/08,Shrubland,Shrubland,0-5,15.2
C-300926,10523,NE,41.8114,-99.9883,09/20/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,14.8
C-301168,10584,NE,42.2258,-98.4778,08/29/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.8
C-301182,10696,NE,42.709,-99.8656,10/05/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.8
C-322967,10779,NE,41.1267,-100.2664,11/26/07,Planted/Cultivated,Row Crops,0-5,13.4
C-300928,10840,NE,40.5036,-97.2556,06/25/07,Planted/Cultivated,Small Grains,0-5,20.2
C-300919,11032,NE,40.7383,-96.4167,06/07/07,Planted/Cultivated,Small Grains,0-5,25.7
C-301154,11096,NE,42.1033,-98.6431,08/29/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.4
C-322957,11291,NE,41.231,-102.9994,04/23/08,Planted/Cultivated,Small Grains,0-5,20.9
C-300935,11544,NE,42.2031,-96.4352,06/06/07,Planted/Cultivated,Pasture/Hay,0-5,27.3
C-322934,11547,NE,42.685,-101.4283,04/21/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.1
C-300913,11608,NE,41.1008,-99.3783,09/04/07,Planted/Cultivated,Small Grains,0-5,20
C-322968,11723,NE,42.8573,-103.5487,06/17/08,Planted/Cultivated,Row Crops,0-5,17.8
C-300945,11736,NE,40.267,-98.3686,07/23/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,23
C-322970,11803,NE,41.8,-102.6778,04/22/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,11.4
C-300963,11864,NE,40.495,-98.5528,07/23/07,Planted/Cultivated,Row Crops,0-5,22.5
C-300952,12056,NE,40.9672,-96.5269,06/01/07,Planted/Cultivated,Small Grains,0-5,25.5
C-322971,12059,NE,41.0622,-103.7286,04/23/08,Planted/Cultivated,Small Grains,0-5,18.5
C-300971,12120,NE,41.6658,-99.8183,09/20/07,Planted/Cultivated,Small Grains,0-5,17.5
C-322963,12171,NE,42.8268,-102.8941,06/18/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,18.9
C-300917,12184,NE,40.11,-99.5639,09/13/07,Planted/Cultivated,Small Grains,0-5,23.8
C-300964,12440,NE,41.7083,-98.8125,09/06/07,Planted/Cultivated,Row Crops,0-5,17.8
C-301193,12571,NE,42.4923,-99.8576,10/03/07,Herbaceous Upland,Grasslands/Herbaceous,0-5,16.4
C-301194,12632,NE,41.6,-97.5167,07/14/07,Planted/Cultivated,Row Crops,0-5,20.6
C-301177,12827,NE,40.537,-100.8305,10/22/07,Planted/Cultivated,Pasture/Hay,0-5,17
C-300970,12888,NE,40.6194,-99.4847,08/16/07,Planted/Cultivated,Row Crops,0-5,21.9
C-322975,13083,NE,42.0306,-102.3897,04/22/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,9.1
C-300938,13144,NE,40.8428,-98.3567,07/30/07,Planted/Cultivated,Pasture/Hay,0-5,21.5
C-322944,13195,NE,42.8439,-101.3403,04/21/08,Planted/Cultivated,Pasture/Hay,0-5,11.3
C-300078,1321,NH,43.855,-71.6553,07/07/07,Forested Upland,Mixed Forest,0-5,24.8
C-300087,1577,NH,44.8089,-71.1116,07/06/07,Forested Upland,Mixed Forest,0-5,73.5
C-300165,1897,NH,43.6097,-71.4711,07/07/07,Forested Upland,Deciduous Forest,0-5,174
C-300081,2921,NH,43.439,-71.1526,07/07/07,Forested Upland,Deciduous Forest,0-5,28.1
C-300071,3689,NH,43.3368,-72.3629,07/13/07,Forested Upland,Deciduous Forest,0-5,33.7
C-300134,3945,NH,42.8829,-72.1992,07/08/07,Forested Upland,Deciduous Forest,0-5,36.4
C-300145,5417,NH,44.081,-71.8044,07/07/07,Forested Upland,Deciduous Forest,0-5,20.4
C-300107,5993,NH,43.7253,-71.7544,07/07/07,Forested Upland,Deciduous Forest,0-5,81.5
C-300110,8041,NH,43.084,-71.4757,07/07/07,Forested Upland,Deciduous Forest,0-5,112
C-300100,9065,NH,42.7648,-71.2306,07/08/07,Forested Upland,Deciduous Forest,0-5,41
C-300126,10089,NH,43.2164,-71.5372,07/07/07,Planted/Cultivated,Urban/Recreational Grasses,0-5,26.1
C-300109,11113,NH,43.1703,-71.9956,07/08/07,Forested Upland,Mixed Forest,0-5,36.2
C-300143,11817,NH,43.9555,-71.9508,07/07/07,Forested Upland,Mixed Forest,0-5,32.4
C-300069,12585,NH,43.9956,-71.3373,07/06/07,Forested Upland,Mixed Forest,0-5,30.9
C-300138,13161,NH,43.0498,-71.4878,07/07/07,Forested Upland,Mixed Forest,0-5,68.2
C-320935,2292,NJ,40.3259,-74.2198,07/09/08,Forested Upland,Deciduous Forest,0-5,21.8
C-320936,3316,NJ,41.1115,-74.7575,07/08/08,Forested Upland,Deciduous Forest,0-5,20.2
C-320938,3572,NJ,39.4917,-75.4297,07/07/08,Planted/Cultivated,Fallow,0-5,13.1
C-320939,4596,NJ,40.9813,-74.0312,07/08/08,Forested Upland,Deciduous Forest,0-5,55.8
C-320940,6388,NJ,40.5547,-74.6177,07/08/08,Forested Upland,Mixed Forest,0-5,398
C-320941,7412,NJ,41.2654,-74.7455,07/08/08,Forested Upland,Deciduous Forest,0-5,104
C-320942,7668,NJ,39.42,-75.0564,07/07/08,Forested Upland,Mixed Forest,0-5,20.2
C-320943,8436,NJ,39.5673,-74.342,07/09/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,33.8
C-320944,9460,NJ,40.0808,-74.8005,07/08/08,Forested Upland,Deciduous Forest,0-5,106
C-320932,10484,NJ,40.7844,-74.7532,07/08/08,Planted/Cultivated,Fallow,0-5,20.8
C-320933,11764,NJ,39.6081,-75.4075,07/07/08,Forested Upland,Mixed Forest,0-5,22.7
C-320934,12532,NJ,39.8906,-74.3766,07/09/08,Forested Upland,Evergreen Forest,0-5,22.7
C-325993,59,NM,36.5464,-105.1312,04/07/09,Forested Upland,Evergreen Forest,0-5,17.1
C-323872,63,NM,35.2237,-103.386,04/04/09,Shrubland,Shrubland,0-5,11.8
C-326101,148,NM,34.2249,-107.2694,04/10/09,Shrubland,Shrubland,0-5,18.3
C-325922,299,NM,36.3617,-108.5867,04/17/09,Shrubland,Shrubland,0-5,11.1
C-325726,319,NM,33.8761,-105.1959,04/11/09,Shrubland,Shrubland,0-5,16.8
C-325915,404,NM,34.7589,-106.5879,04/09/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,21.2
C-323877,495,NM,32.7399,-104.843,04/16/09,Shrubland,Shrubland,0-5,15.4
C-325766,555,NM,36.9216,-106.5796,04/08/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,23.1
C-327725,596,NM,31.8182,-107.2805,04/22/09,Shrubland,Shrubland,0-5,15.3
C-327748,660,NM,32.9031,-107.0008,04/18/09,Shrubland,Shrubland,0-5,17.3
C-326004,811,NM,36.7274,-107.845,04/18/09,Shrubland,Shrubland,0-5,17.4
C-326022,916,NM,33.571,-108.2048,04/20/09,Shrubland,Shrubland,0-5,21.1
C-325992,1003,NM,36.1877,-103.3658,04/03/09,Shrubland,Shrubland,0-5,13.8
C-326095,1007,NM,35.3179,-105.7185,04/06/09,Forested Upland,Evergreen Forest,0-5,17.9
C-325994,1083,NM,36.8298,-103.4155,04/03/09,Shrubland,Shrubland,0-5,16.7
C-326091,1172,NM,35.1853,-108.2835,04/16/09,Forested Upland,Evergreen Forest,0-5,24.5
C-325774,1323,NM,35.597,-108.548,04/17/09,Shrubland,Shrubland,0-5,15.3
C-325905,1343,NM,33.7877,-104.6452,04/14/09,Shrubland,Shrubland,0-5,6.4
C-323857,1428,NM,34.7796,-106.9873,04/09/09,Shrubland,Shrubland,0-5,12.8
C-325990,1519,NM,32.2771,-105.1436,04/17/09,Shrubland,Shrubland,0-5,16.1
C-327753,1620,NM,32.3825,-107.7962,04/22/09,Shrubland,Shrubland,0-5,19.3
C-325983,1684,NM,34.1112,-106.8391,04/11/09,Shrubland,Shrubland,0-5,13.1
C-325899,1771,NM,36.8446,-105.6765,04/07/09,Shrubland,Shrubland,0-5,21.3
C-325921,1835,NM,36.1889,-106.7581,04/08/09,Forested Upland,Evergreen Forest,0-5,10.5
C-327744,1876,NM,32.2716,-106.8874,04/18/09,Shrubland,Shrubland,0-5,15.7
C-325777,1940,NM,33.8932,-107.7015,04/20/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,25.1
C-325892,2027,NM,36.1277,-105.4967,04/07/09,Forested Upland,Mixed Forest,0-5,17
C-326104,2031,NM,33.4129,-104.2532,04/16/09,Shrubland,Shrubland,0-5,5.9
C-325926,2111,NM,34.5788,-104.2459,04/13/09,Shrubland,Shrubland,0-5,9.4
C-326015,2132,NM,32.615,-108.7411,04/21/09,Shrubland,Shrubland,0-5,24
C-326092,2196,NM,35.1974,-107.7032,04/16/09,Forested Upland,Evergreen Forest,0-5,20.8
C-325919,2260,NM,34.4422,-108.7832,04/10/09,Shrubland,Shrubland,0-5,6.4
C-323883,2287,NM,32.2385,-103.7283,04/15/09,Shrubland,Shrubland,0-5,4.7
C-323861,2367,NM,33.6296,-104.3218,04/14/09,Shrubland,Shrubland,0-5,7.9
C-326032,2452,NM,35.2017,-105.7382,04/06/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.9
C-326025,2543,NM,32.6216,-104.4669,04/15/09,Shrubland,Shrubland,0-5,22.6
C-327738,2708,NM,32.9671,-107.4592,04/18/09,Shrubland,Shrubland,0-5,23
C-325719,2795,NM,35.6101,-103.2215,04/04/09,Shrubland,Shrubland,0-5,9.7
C-326033,2799,NM,34.3738,-105.2252,04/13/09,Shrubland,Shrubland,0-5,6.5
C-326102,2859,NM,35.4259,-106.2848,04/06/09,Shrubland,Shrubland,0-5,17.8
C-327749,2900,NM,32.7454,-106.9005,04/18/09,Shrubland,Shrubland,0-5,11.9
C-325735,3051,NM,35.5222,-105.1814,04/06/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,17.9
C-323856,3055,NM,33.76,-103.478,04/15/09,Shrubland,Shrubland,0-5,7.7
C-325771,3115,NM,36.1974,-107.4557,04/08/09,Shrubland,Shrubland,0-5,17.7
C-325900,3135,NM,35.1692,-104.2437,04/04/09,Shrubland,Shrubland,0-5,15.4
C-325887,3220,NM,34.2975,-108.3538,04/10/09,Shrubland,Shrubland,0-5,15.4
C-323859,3311,NM,32.1985,-104.6877,04/17/09,Shrubland,Shrubland,0-5,20
