Top5_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,Top5_Depth,Top5_Pb
C-355779,13103,CA,36.3754,-117.1427,06/16/10,Shrubland,Shrubland,0-5,30.4
C-355780,13151,CA,39.4108,-122.1826,07/20/10,Herbaceous Upland,Grasslands/Herbaceous,0-5,10.8
C-355781,13199,CA,38.3148,-119.7485,07/08/10,Forested Upland,Evergreen Forest,0-5,23.7
C-319504,219,CO,39.2962,-106.3259,09/24/08,Shrubland,Shrubland,0-5,103
C-319472,235,CO,38.6507,-104.7334,06/09/08,Planted/Cultivated,Pasture/Hay,0-5,46.8
C-319479,475,CO,38.1181,-105.9953,06/05/08,Shrubland,Shrubland,0-5,21.7
C-319314,491,CO,38.3101,-103.8946,06/18/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,23.8
C-319367,507,CO,40.3002,-108.5856,08/10/08,Shrubland,Shrubland,0-5,16.7
C-319374,683,CO,38.0952,-103.0238,06/17/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,28.2
C-319309,747,CO,37.1455,-104.9077,06/15/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,23.2
C-319462,923,CO,39.8959,-107.8613,08/09/08,Forested Upland,Mixed Forest,0-5,16.7
C-319440,939,CO,39.1815,-106.0438,09/28/08,Forested Upland,Deciduous Forest,0-5,37.1
C-319316,1115,CO,40.3967,-104.4976,06/28/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,19
C-319433,1195,CO,39.4328,-102.5407,06/22/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,21.8
C-319446,1243,CO,39.8965,-106.3114,09/24/08,Shrubland,Shrubland,0-5,37.3
C-319361,1259,CO,38.1754,-105.9548,06/05/08,Shrubland,Shrubland,0-5,29.5
C-319490,1499,CO,38.4041,-106.7642,09/25/08,Shrubland,Shrubland,0-5,22.6
C-319477,1515,CO,38.9534,-104.0828,06/04/08,Planted/Cultivated,Pasture/Hay,0-5,36.7
C-319315,1531,CO,40.7201,-107.1205,08/07/08,Planted/Cultivated,Pasture/Hay,0-5,25.3
C-319451,1579,CO,37.7338,-108.6515,10/01/08,Forested Upland,Evergreen Forest,0-5,20
C-319483,1627,CO,40.3992,-106.1199,09/23/08,Forested Upland,Evergreen Forest,0-5,27.8
C-319422,1691,CO,37.6642,-108.711,10/01/08,Shrubland,Shrubland,0-5,20.9
C-319321,1707,CO,38.3994,-102.2435,06/20/08,Planted/Cultivated,Row Crops,0-5,21
C-319317,1947,CO,38.844,-108.7956,08/11/08,Forested Upland,Deciduous Forest,0-5,17.6
C-319441,1963,CO,39.7447,-103.2709,06/22/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,28.8
C-319403,2075,CO,40.535,-103.0843,06/24/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,23.2
C-319332,2107,CO,37.0761,-103.8118,06/16/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,23.6
C-319463,2155,CO,37.3852,-102.6492,06/20/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,25.1
C-319344,2219,CO,39.8871,-103.0921,06/25/08,Planted/Cultivated,Small Grains,0-5,22.7
C-319404,2267,CO,38.505,-106.3282,09/25/08,Forested Upland,Evergreen Forest,0-5,170
C-319506,2283,CO,38.407,-104.7034,06/04/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.5
C-319363,2347,CO,37.3907,-106.3777,06/13/08,Forested Upland,Evergreen Forest,0-5,24.3
C-319417,2539,CO,37.9237,-103.7314,06/17/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,25.6
C-319351,2555,CO,40.0715,-107.3878,08/10/08,Forested Upland,Deciduous Forest,0-5,19.4
C-319407,2603,CO,37.4467,-107.7396,09/30/08,Forested Upland,Deciduous Forest,0-5,25.8
C-319473,2715,CO,38.0546,-107.6892,09/30/08,Forested Upland,Evergreen Forest,0-5,312
C-319435,2731,CO,39.6473,-104.8442,06/26/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,29.7
C-319455,2971,CO,39.8839,-108.8796,08/11/08,Shrubland,Shrubland,0-5,21.7
C-319330,2987,CO,39.4451,-103.8962,06/25/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,30.1
C-319373,3099,CO,40.8422,-103.058,06/24/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,29.6
C-319410,3131,CO,37.6812,-103.7346,06/17/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,26.2
C-319426,3291,CO,37.8425,-107.2396,06/10/08,Forested Upland,Evergreen Forest,0-5,32.9
C-319419,3307,CO,38.8473,-105.6465,09/28/08,Shrubland,Shrubland,0-5,29.8
C-319331,3323,CO,40.1452,-107.7941,08/09/08,Shrubland,Shrubland,0-5,19.2
C-319335,3371,CO,37.2699,-106.873,06/12/08,Forested Upland,Mixed Forest,0-5,26
C-319311,3499,CO,38.4974,-102.6778,06/21/08,Shrubland,Shrubland,0-5,19.2
C-319366,3563,CO,37.6019,-105.9272,06/12/08,Planted/Cultivated,Pasture/Hay,0-5,21.2
C-319470,3579,CO,40.7141,-106.4575,09/23/08,Shrubland,Shrubland,0-5,26.3
C-319405,3675,CO,40.5712,-105.3443,08/14/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,24.2
C-319341,3739,CO,38.76,-108.2525,09/29/08,Shrubland,Shrubland,0-5,21.1
C-319495,3755,CO,39.1527,-104.6836,06/06/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,30.6
C-319326,3995,CO,39.8011,-107.1585,08/13/08,Forested Upland,Mixed Forest,0-5,20.1
C-319458,4011,CO,39.6125,-104.4216,06/26/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,26
C-319322,4155,CO,37.8712,-103.9877,06/17/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,20.8
C-319375,4187,CO,40.916,-104.4418,06/28/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,28.3
C-319414,4315,CO,39.234,-106.2517,09/24/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,1610
C-319386,4331,CO,38.7441,-105.1003,06/07/08,Forested Upland,Mixed Forest,0-5,35.7
C-319475,4571,CO,38.2135,-106.5724,10/02/08,Forested Upland,Mixed Forest,0-5,47.7
C-319380,4587,CO,38.3052,-104.1809,06/04/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,25.2
C-319320,4699,CO,40.7977,-105.9198,09/23/08,Forested Upland,Evergreen Forest,0-5,35.5
C-319336,4763,CO,38.6469,-107.6514,09/26/08,Shrubland,Shrubland,0-5,19.2
C-319409,4779,CO,37.9559,-102.4668,06/21/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,24.3
C-319443,5019,CO,39.2142,-108.8764,08/11/08,Shrubland,Shrubland,0-5,18.8
C-319461,5035,CO,39.2772,-105.9231,09/28/08,Shrubland,Shrubland,0-5,31.4
C-319502,5179,CO,37.2108,-103.1937,06/20/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,22.4
C-319491,5211,CO,40.5239,-104.3803,06/28/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,19.7
C-319468,5227,CO,37.7322,-102.224,06/20/08,Planted/Cultivated,Small Grains,0-5,20.3
C-319387,5291,CO,39.8047,-102.3105,06/23/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,22.2
C-319385,5339,CO,39.3809,-107.4751,08/12/08,Forested Upland,Mixed Forest,0-5,22
C-319480,5355,CO,38.0514,-105.5373,06/09/08,Forested Upland,Evergreen Forest,0-5,29.2
C-319381,5371,CO,40.6438,-108.3302,08/06/08,Shrubland,Shrubland,0-5,23.9
C-319439,5611,CO,38.4333,-104.5716,06/04/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,35.7
C-319478,5627,CO,40.438,-106.9423,08/09/08,Shrubland,Shrubland,0-5,21.8
C-319356,5675,CO,37.8203,-108.7264,10/01/08,Forested Upland,Evergreen Forest,0-5,30
C-319424,5723,CO,40.3112,-105.6432,09/20/08,Forested Upland,Evergreen Forest,0-5,51.7
C-319355,5787,CO,37.9791,-108.2595,10/02/08,Forested Upland,Evergreen Forest,0-5,31.6
C-319489,5867,CO,37.1844,-105.3156,06/15/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,15.2
C-319406,6043,CO,39.3171,-108.2732,08/12/08,Shrubland,Shrubland,0-5,18.4
C-319464,6059,CO,40.0876,-103.6054,06/25/08,Shrubland,Shrubland,0-5,21.4
C-319345,6171,CO,40.4898,-102.3796,06/23/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,24.1
C-319400,6251,CO,37.6433,-102.5388,06/20/08,Shrubland,Shrubland,0-5,27.8
C-319465,6315,CO,40.0942,-102.9093,06/23/08,Planted/Cultivated,Pasture/Hay,0-5,20.3
C-319432,6363,CO,38.7136,-106.3109,09/25/08,Forested Upland,Mixed Forest,0-5,108
C-319430,6379,CO,38.1083,-104.6651,06/09/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,36.9
C-319368,6443,CO,37.4033,-106.1798,06/13/08,Shrubland,Shrubland,0-5,21.8
C-319442,6571,CO,38.9726,-102.1674,06/21/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,21.9
C-319392,6635,CO,38.2306,-103.4168,06/18/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,28.5
C-319360,6651,CO,40.3686,-107.4924,08/09/08,Shrubland,Shrubland,0-5,21.7
C-319339,6699,CO,37.5335,-107.806,09/30/08,Forested Upland,Mixed Forest,0-5,46.2
C-319329,6747,CO,40.7539,-104.8988,06/28/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,22.4
C-319365,6811,CO,37.8284,-107.6216,09/30/08,Shrubland,Shrubland,0-5,1010
C-319423,6827,CO,40.0492,-106.1423,09/24/08,Shrubland,Shrubland,0-5,32.4
C-319307,6939,CO,40.3775,-103.5822,06/25/08,Shrubland,Shrubland,0-5,19.6
C-319348,7083,CO,39.1409,-104.2472,06/07/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,26
C-319449,7227,CO,37.7598,-103.2436,06/17/08,Shrubland,Shrubland,0-5,17
C-319500,7387,CO,38.3597,-107.0984,09/29/08,Shrubland,Shrubland,0-5,23.4
C-319352,7403,CO,38.7436,-103.1265,06/21/08,Shrubland,Shrubland,0-5,24.7
C-319497,7419,CO,40.0642,-108.3114,08/10/08,Shrubland,Shrubland,0-5,15.7
C-319318,7467,CO,36.999,-106.2196,06/14/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,22.4
C-319346,7595,CO,38.5831,-102.8976,06/21/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,22.9
C-319428,7659,CO,37.7762,-105.0746,06/09/08,Shrubland,Shrubland,0-5,13.4
C-319450,7835,CO,38.4163,-108.3818,09/29/08,Shrubland,Shrubland,0-5,31.8
C-319323,7851,CO,38.9771,-105.008,06/06/08,Forested Upland,Evergreen Forest,0-5,80.9
C-319436,8091,CO,39.676,-107.5349,08/13/08,Shrubland,Shrubland,0-5,33.4
C-319471,8107,CO,39.9565,-104.4443,06/26/08,Planted/Cultivated,Small Grains,0-5,23.7
C-319498,8251,CO,37.3337,-103.8112,06/13/08,Shrubland,Shrubland,0-5,20.4
C-319499,8363,CO,39.259,-102.7706,06/22/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,22.1
C-319453,8411,CO,39.914,-106.5615,08/13/08,Shrubland,Shrubland,0-5,30.9
C-319476,8427,CO,38.9389,-104.809,06/06/08,Developed,Low Intensity Residential,0-5,41.8
C-319466,8667,CO,38.6556,-106.8551,09/25/08,Shrubland,Shrubland,0-5,27.2
C-319503,8683,CO,38.0916,-104.1619,06/04/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,34.2
C-319359,8795,CO,40.8503,-105.4946,09/22/08,Forested Upland,Evergreen Forest,0-5,51.5
C-319369,8859,CO,38.5157,-107.5547,09/26/08,Shrubland,Shrubland,0-5,19.9
C-319402,8875,CO,38.2747,-102.6444,06/19/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,25.6
C-319353,8939,CO,37.1201,-104.6051,06/16/08,Shrubland,Shrubland,0-5,23.1
C-319456,9115,CO,38.7866,-108.6002,08/11/08,Shrubland,Shrubland,0-5,8.9
C-319377,9131,CO,39.4752,-105.6852,09/28/08,Forested Upland,Mixed Forest,0-5,46.1
C-319390,9243,CO,40.4972,-102.2723,06/23/08,Planted/Cultivated,Small Grains,0-5,23.7
C-319398,9435,CO,38.8651,-106.9132,09/26/08,Shrubland,Shrubland,0-5,27.9
C-319333,9451,CO,38.0653,-105.1249,06/09/08,Forested Upland,Evergreen Forest,0-5,42
C-319487,9515,CO,37.5622,-106.0664,06/12/08,Developed,Low Intensity Residential,0-5,26.3
C-319488,9707,CO,38.6435,-104.1624,06/04/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,21.3
C-319425,9723,CO,40.2595,-106.4502,09/24/08,Shrubland,Shrubland,0-5,28.5
C-319308,9771,CO,37.3997,-108.2777,10/01/08,Forested Upland,Mixed Forest,0-5,19.6
C-319379,9819,CO,40.6435,-105.5214,09/22/08,Forested Upland,Evergreen Forest,0-5,30.5
C-319395,9883,CO,37.6598,-108.4002,10/01/08,Shrubland,Shrubland,0-5,22.7
C-319340,9899,CO,40.1084,-104.835,09/19/08,Planted/Cultivated,Pasture/Hay,0-5,33.4
C-319444,10139,CO,39.3254,-107.6917,08/12/08,Shrubland,Shrubland,0-5,31.5
C-319412,10155,CO,39.1326,-103.2692,06/22/08,Shrubland,Shrubland,0-5,29.7
C-319399,10267,CO,40.6234,-102.4377,06/23/08,Planted/Cultivated,Small Grains,0-5,24.4
C-319434,10347,CO,37.5167,-102.8035,06/20/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,27
C-319397,10411,CO,40.0058,-102.6979,06/23/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,19.1
C-319429,10459,CO,38.4688,-106.6093,09/25/08,Shrubland,Shrubland,0-5,33
C-319457,10475,CO,38.2743,-105.8886,06/05/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,39.3
C-319312,10491,CO,40.446,-109.043,08/10/08,Shrubland,Shrubland,0-5,14.4
C-319445,10539,CO,37.5332,-106.6985,06/12/08,Forested Upland,Evergreen Forest,0-5,24.8
C-319496,10731,CO,37.5387,-105.5782,06/13/08,Shrubland,Shrubland,0-5,13.6
C-319505,10747,CO,40.3302,-107.34,08/09/08,Shrubland,Shrubland,0-5,19.6
C-319396,10843,CO,40.7092,-104.9614,06/28/08,Shrubland,Shrubland,0-5,15.6
C-319382,10907,CO,37.7448,-108.1485,10/01/08,Forested Upland,Deciduous Forest,0-5,18.1
C-319338,10923,CO,40.0358,-105.4614,09/20/08,Forested Upland,Mixed Forest,0-5,41.3
C-319324,11035,CO,40.5971,-103.1466,06/24/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,21.5
C-319391,11163,CO,39.5063,-108.7419,08/11/08,Shrubland,Shrubland,0-5,24.2
C-319388,11179,CO,39.4461,-104.0092,06/25/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,24.1
C-319484,11419,CO,37.587,-108.917,10/02/08,Shrubland,Shrubland,0-5,15.3
C-319431,11483,CO,37.6971,-106.914,06/10/08,Forested Upland,Evergreen Forest,0-5,38.9
C-319452,11499,CO,38.5646,-103.5766,06/18/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,34.2
C-319362,11691,CO,38.8241,-102.9047,06/21/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,23.9
C-319376,11755,CO,37.7228,-104.6745,06/10/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,27.1
C-319492,11931,CO,39.8735,-108.1753,08/10/08,Shrubland,Shrubland,0-5,17.9
C-319357,11947,CO,39.5022,-104.6693,06/26/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,38.8
C-319421,12075,CO,37.3529,-102.1624,06/20/08,Shrubland,Shrubland,0-5,17.8
C-319347,12187,CO,39.5278,-107.55,08/12/08,Shrubland,Shrubland,0-5,26.8
C-319494,12203,CO,39.6184,-104.5049,06/26/08,Shrubland,Shrubland,0-5,38.6
C-319384,12347,CO,37.2561,-104.2432,06/16/08,Shrubland,Shrubland,0-5,25.3
C-319325,12379,CO,40.3867,-104.2677,06/28/08,Shrubland,Shrubland,0-5,15.4
C-319370,12395,CO,37.3445,-102.3767,06/20/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,22
C-319334,12459,CO,39.6993,-102.745,06/22/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,17.9
C-319420,12507,CO,39.5774,-106.4094,08/13/08,Shrubland,Shrubland,0-5,35.3
C-319313,12523,CO,37.7941,-105.8813,06/13/08,Shrubland,Shrubland,0-5,19.9
C-319448,12763,CO,38.7214,-107.4941,09/26/08,Forested Upland,Deciduous Forest,0-5,18.7
C-319486,12779,CO,38.9289,-104.5352,06/07/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,29.2
C-319413,12795,CO,40.8334,-107.5551,08/07/08,Shrubland,Shrubland,0-5,17.8
C-319342,12843,CO,37.4249,-108.3863,09/30/08,Forested Upland,Mixed Forest,0-5,15.9
C-319469,12891,CO,40.1475,-105.932,09/23/08,Shrubland,Shrubland,0-5,27.2
C-319408,12955,CO,38.3352,-108.115,09/29/08,Forested Upland,Mixed Forest,0-5,25
C-319358,12971,CO,38.1867,-102.2015,06/20/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,25.5
C-319389,13211,CO,39.1205,-108.3889,08/12/08,Herbaceous Upland,Grasslands/Herbaceous,0-5,36.2
C-300120,244,CT,41.2768,-73.0257,07/12/07,Planted/Cultivated,Urban/Recreational Grasses,0-5,59.1
C-300091,1524,CT,41.4258,-73.5009,07/12/07,Forested Upland,Deciduous Forest,0-5,68.8
C-300129,2409,CT,41.7146,-72.5546,07/12/07,Planted/Cultivated,Row Crops,0-5,19.1
C-300135,3433,CT,41.6726,-71.7932,07/13/07,Forested Upland,Evergreen Forest,0-5,36.7
C-300160,6505,CT,41.6848,-72.7439,07/12/07,Planted/Cultivated,Urban/Recreational Grasses,0-5,30.5
C-300108,8692,CT,41.5578,-73.2432,07/12/07,Forested Upland,Deciduous Forest,0-5,77.7
C-300130,9577,CT,41.9638,-73.0134,07/16/07,Forested Upland,Mixed Forest,0-5,38.2
C-300113,10601,CT,41.4719,-71.9028,07/13/07,Forested Upland,Mixed Forest,0-5,88.8
C-300094,12212,CT,41.4058,-72.1797,07/13/07,Forested Upland,Deciduous Forest,0-5,30.6
C-320925,6644,DE,39.0333,-75.4846,07/09/08,Planted/Cultivated,Small Grains,0-5,22.6
C-320922,10740,DE,38.7291,-75.3212,07/09/08,Planted/Cultivated,Fallow,0-5,13.8
C-328685,32,FL,30.4575,-85.9549,02/16/09,Forested Upland,Evergreen Forest,0-5,4.7
C-328721,48,FL,25.4353,-80.6948,02/05/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,14
C-328773,416,FL,30.1305,-83.339,02/14/09,Planted/Cultivated,Row Crops,0-5,4.5
C-328736,480,FL,28.5508,-82.3023,02/11/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,14.2
C-328748,736,FL,27.2511,-80.6932,02/06/09,Planted/Cultivated,Pasture/Hay,0-5,0.7
C-328746,928,FL,29.2686,-81.7343,02/12/09,Forested Upland,Evergreen Forest,0-5,2.3
C-328618,992,FL,29.0064,-81.0691,02/12/09,Planted/Cultivated,Pasture/Hay,0-5,2.7
C-328678,1120,FL,30.9047,-86.6626,02/16/09,Forested Upland,Evergreen Forest,0-5,4.6
C-328612,1248,FL,27.4212,-82.1341,02/10/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,8.5
C-328739,1440,FL,30.17,-83.7,02/14/09,Planted/Cultivated,Pasture/Hay,0-5,5.5
C-328712,1504,FL,28.5568,-81.6053,02/11/09,Forested Upland,Deciduous Forest,0-5,29
C-328620,1760,FL,27.5192,-81.5487,02/10/09,Forested Upland,Evergreen Forest,0-5,2
C-328723,1952,FL,30.4662,-81.552,02/12/09,Forested Upland,Evergreen Forest,0-5,7.2
C-328686,2016,FL,26.1478,-80.6299,02/07/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,7.9
C-328724,2080,FL,30.4791,-84.1795,02/13/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,9.6
C-328713,2272,FL,28.1712,-82.3202,02/11/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,1.7
C-328615,2528,FL,29.5945,-83.135,02/14/09,Forested Upland,Evergreen Forest,0-5,1.2
C-328766,2720,FL,30.025,-81.884,02/12/09,Forested Upland,Evergreen Forest,0-5,4.1
C-328759,2784,FL,26.6777,-80.4273,02/07/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,3.1
C-328741,2976,FL,30.713,-81.9278,02/12/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,4.7
C-328767,3040,FL,26.4426,-81.8355,02/06/09,Shrubland,Shrubland,0-5,2.2
C-328768,3104,FL,30.174,-84.7032,02/13/09,Forested Upland,Evergreen Forest,0-5,2.7
C-328616,3232,FL,29.7248,-82.6745,02/14/09,Planted/Cultivated,Pasture/Hay,0-5,2
C-328669,3296,FL,29.0272,-82.2111,02/14/09,Planted/Cultivated,Pasture/Hay,0-5,2.6
C-328731,3552,FL,26.7537,-81.2886,02/06/09,Forested Upland,Deciduous Forest,0-5,0.6
C-328742,3744,FL,30.2922,-82.0632,02/13/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,4.7
C-328673,3808,FL,28.1224,-81.0767,02/11/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,1.5
C-328688,4048,FL,30.3467,-85.4005,02/16/09,Planted/Cultivated,Row Crops,0-5,7.6
C-328756,4064,FL,25.7615,-80.8999,02/05/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,16.3
C-328679,4128,FL,30.9517,-85.2423,02/16/09,Planted/Cultivated,Pasture/Hay,0-5,4
C-328726,4144,FL,25.8838,-80.2862,02/07/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,13
C-328670,4512,FL,30.5057,-82.8258,02/13/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,2.7
C-328760,4576,FL,28.5959,-81.5479,02/11/09,Planted/Cultivated,Pasture/Hay,0-5,3.1
C-328621,4832,FL,27.6613,-80.4906,02/07/09,Planted/Cultivated,Pasture/Hay,0-5,7.2
C-328749,5088,FL,28.5112,-81.2376,02/11/09,Developed,Low Intensity Residential,0-5,7.8
C-328771,5152,FL,30.3676,-84.9667,02/13/09,Forested Upland,Evergreen Forest,0-5,5.1
C-328604,5216,FL,30.795,-87.4227,02/16/09,Developed,Low Intensity Residential,0-5,4.6
C-328676,5344,FL,27.2701,-82.1198,02/10/09,Planted/Cultivated,Pasture/Hay,0-5,0.5
C-328715,5536,FL,30.5377,-83.3028,02/13/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,8.6
C-328764,5600,FL,28.2093,-82.2066,02/11/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,2.5
C-328738,5792,FL,29.5416,-82.497,02/14/09,Forested Upland,Evergreen Forest,0-5,2.4
C-328613,5856,FL,27.8086,-81.1299,02/07/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,2.9
C-328750,6048,FL,30.296,-81.4323,02/12/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,6.2
C-328622,6112,FL,26.4541,-81.2743,02/06/09,Planted/Cultivated,Pasture/Hay,0-5,1.8
C-328740,6368,FL,27.5393,-81.845,02/10/09,Planted/Cultivated,Pasture/Hay,0-5,5.5
C-328677,6624,FL,26.9457,-81.1126,02/06/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,3
C-328730,6816,FL,30.2442,-81.8024,02/12/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,3.3
C-328680,6880,FL,27.9979,-80.7541,02/11/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,1.4
C-328603,7136,FL,25.9793,-81.371,02/05/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,3.5
C-328755,7200,FL,30.1493,-85.3012,02/16/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,3.5
C-328681,7328,FL,29.8561,-83.2519,02/14/09,Forested Upland,Evergreen Forest,0-5,7.4
C-328607,7392,FL,29.2011,-82.4498,02/14/09,Planted/Cultivated,Pasture/Hay,0-5,2.4
C-328757,7648,FL,27.4228,-81.5141,02/10/09,Shrubland,Shrubland,0-5,2
C-328722,7904,FL,28.301,-81.2399,02/11/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,14.9
C-328716,8144,FL,30.7515,-86.3787,02/16/09,Forested Upland,Evergreen Forest,0-5,2.5
C-328727,8160,FL,26.6807,-80.3778,02/07/09,Forested Upland,Mixed Forest,0-5,2
C-328671,8224,FL,30.7729,-85.5656,02/16/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,9.4
C-328774,8240,FL,25.7627,-80.6736,02/05/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,13.5
C-328672,8288,FL,30.7671,-87.1936,02/16/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,7
C-328608,8608,FL,30.4709,-83.0974,02/13/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,2.6
C-328772,8672,FL,29.1579,-81.8131,02/12/09,Forested Upland,Evergreen Forest,0-5,3.2
C-328765,8928,FL,27.5608,-80.8269,02/07/09,Planted/Cultivated,Pasture/Hay,0-5,2
C-328606,9184,FL,25.1376,-80.9473,02/05/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,7.3
C-328719,9248,FL,30.325,-84.8361,02/13/09,Forested Upland,Evergreen Forest,0-5,1.2
C-328728,9440,FL,27.259,-82.4277,02/10/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,7.9
C-328609,9632,FL,30.5944,-83.5469,02/13/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,4.3
C-328735,9696,FL,28.2772,-81.8276,02/10/09,Non-Natural Woody,Orchards/Vineyards/Tree Farm,0-5,7.6
C-328747,9888,FL,29.781,-82.0315,02/12/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,5.4
C-328751,9952,FL,27.0317,-80.1504,02/06/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,1.8
C-328758,10208,FL,26.5248,-81.3885,02/06/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,1.8
C-328717,10272,FL,29.8151,-84.8391,02/15/09,Forested Upland,Evergreen Forest,0-5,0.5
C-328617,10336,FL,30.7714,-86.6785,02/16/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,11.9
C-328729,10464,FL,27.8544,-82.2882,02/10/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,3.4
C-328734,10720,FL,26.8707,-80.6251,02/06/09,Planted/Cultivated,Row Crops,0-5,20.5
C-328745,10912,FL,30.1457,-81.5144,02/12/09,Planted/Cultivated,Pasture/Hay,0-5,6.9
C-328687,10976,FL,28.2896,-80.7447,02/12/09,Planted/Cultivated,Pasture/Hay,0-5,2
C-328720,11232,FL,25.7606,-81.0024,02/05/09,Herbaceous Upland,Grasslands/Herbaceous,0-5,2.9
C-328714,11296,FL,30.2638,-84.4009,02/13/09,Forested Upland,Evergreen Forest,0-5,0.6
C-328743,11424,FL,29.4947,-83.2739,02/14/09,Forested Upland,Mixed Forest,0-5,1
C-328752,11488,FL,29.0344,-82.4927,02/14/09,Planted/Cultivated,Urban/Recreational Grasses,0-5,3.4
C-328682,11744,FL,27.137,-81.3277,02/06/09,Shrubland,Shrubland,0-5,1.7
C-328674,11936,FL,29.5541,-81.9581,02/12/09,Shrubland,Shrubland,0-5,2.7
